381454356932861952	negative	@Vilinthril so wird das nix mit meiner Stimme für die Piraten ;-)	@Vilinthril so werden die nix mit mein Stimme für die Pirat ;-)	NN ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN $(	0/-- 3/MO 1/-- 3/SB 3/MO 3/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 11/--	case=nom|gender=neut|num=sg Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
382904068714156032	positive	RT @BWassertisch : Neulich mittags auf dem Herbstfest Ökomarkt der GRÜNEN LIGA :-) http://t.co/hI6pWpwwe4 #wassertisch http://t.co/rUxJRXyW63	RT @BWassertisch : neulich mittags auf die Herbstfest Ökomarkt die grün Liga :-) http://t.co/hI6pWpwwe4 #wassertisch http://t.co/rUxJRXyW63	NE ADJD $. ADV ADV APPR ART NN NN ART ADJA NN $( CARD NN CARD	0/-- 1/PD 2/-- 5/MO 6/MO 3/-- 8/NK 6/NK 8/NK 12/NK 12/NK 8/PAR 12/-- 15/NK 8/PAR 15/NK	case=nom|*=True|num=sg pos=True _ Sentiment::markable_323::Intensity=medium|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True|Target::markable_324::Anaphref=empty|Target::markable_324::Preferred=true|Sentiment::markable_323::Sarcasm=false|Sentiment::markable_323::Polarity=positive Sentiment::markable_323::Sentiment=True|Target::markable_324::Target=True Sentiment::markable_323::Sentiment=True|Target::markable_324::Target=True case=dat|gender=masc|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True case=nom|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True|gender=masc|pos=True case=nom|gender=masc|num=sg|Target::markable_324::Target=True|Sentiment::markable_323::Sentiment=True EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Intensity=medium|Sentiment::markable_323::Sentiment=True|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True _ pos=True _
381329458311213056	mixed	So wie die Stimmung zZt ist , wird das am Sonntag für die ' ' Etablierten ' ' kein Tritt vor ' ' s Schienbein , sondern höher ... :) #AfD +	so wie die Stimmung zZt sein , werden die an Sonntag für die ' ' Etablierte ' ' keine Tritt vor ' ' s Schienbein , sondern hoch ... :) #AfD +	ADV KOKOM ART NN VVPP VAFIN $, VAFIN PDS APPRART NN APPR ART $( $( NN $( $( PIAT NN PTKVZ $( $( NN NN $, KON ADJD $. ADJA NN KON	5/MO 4/CM 4/NK 1/CC 6/PD 24/PAR 6/-- 0/-- 8/SB 8/MO 10/NK 8/MO 16/NK 13/-- 14/-- 12/NK 16/-- 17/-- 20/NK 8/SB 8/PD 21/-- 22/-- 21/NK 24/NK 25/-- 21/CD 27/CJ 28/-- 31/NK 29/-- 31/MO	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=pl _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500518::EmoExpression=True|gender=masc|EmoExpression::markable_100500518::Sarcasm=false|num=sg|EmoExpression::markable_100500518::Polarity=negative|EmoExpression::markable_100500518::Intensity=medium|EmoExpression::markable_100500518::SubjectiveFact=false|EmoExpression::markable_100500518::Uncertain=false EmoExpression::markable_100500518::EmoExpression=True EmoExpression::markable_100500518::EmoExpression=True EmoExpression::markable_100500518::EmoExpression=True case=gen|gender=neut|num=sg|EmoExpression::markable_100500518::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_100500518::EmoExpression=True _ _ comp=True _ EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive _ _
369215841185038336	positive	RT @janetworkx : Genauso machen wir das : http://t.co/TkWSJWDESe Jeder soll seine Ideen einbringen können . Nimm #Piraten + als Proxy . :-)	RT @janetworkx : genauso machen wir die : http://t.co/TkWSJWDESe jede sollen sein Idee einbringen können . nehmen #Piraten + als Proxy . :-)	NE ADJD $. ADV VVFIN PPER PDS $. NN PIS VMFIN PPOSAT NN VVINF VMINF $. VVIMP NN KON KOKOM NN $. $(	0/-- 1/PD 2/-- 5/MO 3/-- 5/SB 5/OA 7/-- 5/MO 11/SB 5/CJ 13/NK 14/OA 15/OC 11/OC 15/-- 16/-- 17/OA 17/CD 19/CJ 20/NK 21/-- 22/--	case=nom|*=True|num=sg pos=True _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ _ _ _ _ _ case=nom|gender=masc|num=sg _ EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Uncertain=false|EmoExpression::markable_45::Sarcasm=false
378827482352611328	positive	So muss das sein ! ;-) RT @StorkPatrick : #HeuteShow gucken und was frühstücken :-) http://t.co/jAbcXPTb46 @ZDF	so müssen die sein ! ;-) RT @StorkPatrick : #HeuteShow gucken und was frühstücken :-) http://t.co/jAbcXPTb46 @ZDF	ADV VMFIN PDS VAINF $. $( NE NN $. NN VVINF KON PWS VVFIN $( NN NE	2/MO 0/-- 2/SB 2/OC 4/-- 7/-- 8/PNC 5/-- 8/-- 11/MO 9/-- 11/CD 14/OA 12/CJ 14/-- 11/PAR 16/UC	EmoExpression::markable_100500520::Sarcasm=false|EmoExpression::markable_100500520::SubjectiveFact=false|EmoExpression::markable_100500520::EmoExpression=True|EmoExpression::markable_100500520::Uncertain=false|EmoExpression::markable_100500520::Polarity=positive|EmoExpression::markable_100500520::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_100500520::EmoExpression=True case=nom|num=sg|Target::markable_320::Preferred=true|gender=neut|EmoExpression::markable_100500520::EmoExpression=True|Target::markable_320::Target=True|Target::markable_320::Anaphref=empty EmoExpression::markable_100500520::EmoExpression=True _ EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|gender=neut|num=sg _ EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium _ _
382903993900343296	positive	@schwan1 Ha , DAS sind Piraten ! Volle Transparenz auch , wenn die Schatzmeisterin mit der Kohle durchbrennt ! :)	@schwan1 Ha , die sein Pirat ! voll Transparenz auch , wenn die Schatzmeisterin mit die Kohle durchbrennen ! :)	NN NE $, PRELS VAFIN NN $. ADJA NN ADV $, KOUS ART NN APPR ART NN VVFIN $. ADJA	0/-- 5/SB 2/-- 2/SB 1/-- 5/PD 6/-- 9/NK 18/SB 18/MO 10/-- 18/CP 14/NK 18/SB 18/MO 17/NK 15/NK 7/-- 18/-- 19/--	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_49::Polarity=positive|gender=neut|EmoExpression::markable_322::EmoExpression=True|EmoExpression::markable_322::Uncertain=false|num=sg|EmoExpression::markable_322::SubjectiveFact=false|EmoExpression::markable_322::Intensity=medium|Sentiment::markable_49::Intensity=strong|EmoExpression::markable_322::Polarity=positive|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_322::Sarcasm=false|Sentiment::markable_49::Sarcasm=false Sentiment::markable_49::Sentiment=True case=nom|EmoExpression::markable_321::Sarcasm=false|gender=neut|EmoExpression::markable_321::Intensity=medium|num=sg|EmoExpression::markable_321::Uncertain=false|EmoExpression::markable_321::SubjectiveFact=false|EmoExpression::markable_321::Polarity=positive|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_321::EmoExpression=True pers=3|Sentiment::markable_49::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|num=pl|Target::markable_50::Preferred=true|Target::markable_50::Target=True|gender=masc|Target::markable_50::Anaphref=empty|Sentiment::markable_49::Sentiment=True Intensifier::markable_100500485::Intensifier=True|Sentiment::markable_49::Sentiment=True|Intensifier::markable_100500485::Degree=medium|Intensifier::markable_100500485::EmoExpressionRef=empty case=acc|Intensifier::markable_100500487::EmoExpressionRef=emo-expression:markable_100500486|gender=fem|Intensifier::markable_100500487::Degree=strong|pos=True|num=sg|Sentiment::markable_49::Sentiment=True|Intensifier::markable_100500487::Intensifier=True case=acc|EmoExpression::markable_100500486::EmoExpression=True|gender=fem|EmoExpression::markable_100500486::Sarcasm=false|num=sg|EmoExpression::markable_100500486::Polarity=positive|EmoExpression::markable_100500486::Intensity=medium|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_100500486::SubjectiveFact=false|EmoExpression::markable_100500486::Uncertain=false Sentiment::markable_49::Sentiment=True Sentiment::markable_49::Sentiment=True Sentiment::markable_49::Sentiment=True case=nom|Sentiment::markable_100500488::Intensity=medium|gender=fem|Target::markable_100500488::Target=True|num=sg|Sentiment::markable_100500488::Polarity=positive|Target::markable_100500488::Anaphref=empty|Sentiment::markable_100500488::Sarcasm=false|Target::markable_100500488::Preferred=true|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=nom|num=sg|Target::markable_100500488::Target=True|gender=fem|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=dat|EmoExpression::markable_100500488::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500488::Uncertain=false|EmoExpression::markable_100500488::Intensity=weak|num=sg|EmoExpression::markable_100500488::Sarcasm=false|EmoExpression::markable_100500488::EmoExpression=True|EmoExpression::markable_100500488::Polarity=negative|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=dat|num=sg|EmoExpression::markable_100500488::EmoExpression=True|gender=fem|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True EmoExpression::markable_100500488::SubjectiveFact=false|EmoExpression::markable_100500488::Uncertain=false|EmoExpression::markable_100500488::Intensity=medium|EmoExpression::markable_100500488::Sarcasm=false|EmoExpression::markable_100500488::EmoExpression=True|EmoExpression::markable_100500488::Polarity=negative|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True Sentiment::markable_49::Sentiment=True EmoExpression::markable_48::SubjectiveFact=false|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::EmoExpression=True|EmoExpression::markable_48::Intensity=medium
365962885849034752	positive	Kommt vorbei ! Die #Vortragsreihe " Stoppt die Totalüberwachung " der #Piraten + startet am 11.8 um 16h  in Düsseldorf :) http://t.co/42QxcaZaz4	kommen vorbei ! die #Vortragsreihe " stoppen die Totalüberwachung " die #Piraten + starten an @card@ um 16h_ in Düsseldorf :) http://t.co/42QxcaZaz4	VVFIN PTKVZ $. ART NN $( VVFIN ART NN $( ART NN KON VVFIN APPRART CARD APPR NN APPR NE ADJD CARD	0/-- 1/SVP 2/-- 5/NK 7/SB 5/-- 3/-- 9/NK 7/SB 9/-- 12/NK 9/AG 7/CD 13/CJ 14/MO 15/NK 14/MO 17/NK 14/MO 19/NK 14/MO 14/MO	pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl _ case=dat|gender=neut|num=sg EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|EmoExpression::markable_52::SubjectiveFact=false|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false _
357571357619392512	negative	#Piraten laut Umfragen derzeit gleichauf mit der #FDP in #Bayern ... aber bei #BR_kontrovers @BR_kontrovers ... " sonstige " :-(	#Piraten laut Umfrage derzeit gleichauf mit die #FDP in #Bayern ... aber bei #BR_kontrovers @BR_kontrovers ... " sonstig " :-(	NN APPR NN ADV NN APPR ART NN APPR NN $. ADV APPR NN NN $. $( ADJA $( $(	0/-- 1/MO 2/NK 1/MO 1/SB 5/MNR 8/NK 6/NK 8/MNR 9/NK 10/-- 13/MO 11/-- 13/NK 14/NK 15/-- 18/-- 16/-- 18/-- 19/--	_ _ case=dat|gender=fem|num=pl _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=subj _ EmoExpression::markable_53::Sarcasm=false|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=negative
373003803588435969	mixed	@ARDde ... das " immerhin " zeigt bereits , dass es keine " technischen Probleme " bei der Umsetzung gibt ;-)	@ARDde ... die " immerhin " zeigen bereits , dass es keine " technisch Problem " bei die Umsetzung geben ;-)	NN $. ART $( ADV $( VVFIN ADV $, KOUS PPER PIAT $( ADJA NN $( APPR ART NN VVFIN $(	0/-- 1/-- 7/SB 3/-- 3/MO 5/-- 2/-- 7/MO 8/-- 20/CP 20/EP 15/NK 12/-- 15/NK 20/OA 15/-- 15/MNR 19/NK 17/NK 7/OC 20/--	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|EmoExpression::markable_325::Uncertain=false|gender=neut|EmoExpression::markable_325::Sarcasm=false|EmoExpression::markable_325::EmoExpression=True|num=pl|EmoExpression::markable_325::Intensity=medium|EmoExpression::markable_325::Polarity=negative|EmoExpression::markable_325::SubjectiveFact=false _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false|EmoExpression::markable_56::Sarcasm=false
372101485720379392	mixed	RT @niggi : Kein Wähler kann zwischen CDU und CSU wählen . Warum sitzen die beide da ? Ich finde das ernsthaft empörend . #ard #ueberzeugtuns	RT @niggi : keine Wähler können zwischen CDU und CSU wählen . warum sitzen die beide da ? ich finden die ernsthaft empörend . #ard #ueberzeugtuns	NE NE $. PIAT NN VMFIN APPR NE KON NE VVINF $. PWAV VVFIN ART PIS PTKVZ $. PPER VVFIN PDS ADJD ADJD $. NN NN	2/PNC 0/-- 2/-- 5/NK 6/SB 3/-- 11/MO 7/NK 8/CD 9/CJ 6/OC 11/-- 14/MO 12/-- 16/NK 14/SB 14/SVP 17/-- 20/SB 18/-- 20/OA 23/MO 20/MO 23/-- 24/-- 25/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|Negation::markable_100500496::Negation=True|Sentiment::markable_100500492::Intensity=medium|Sentiment::markable_100500492::Sentiment=True|num=sg|Negation::markable_100500496::EmoExpressionRef=empty|Sentiment::markable_100500492::Sarcasm=false|Sentiment::markable_100500492::Polarity=negative case=nom|gender=masc|num=sg|Sentiment::markable_100500492::Sentiment=True pers=3|Sentiment::markable_100500492::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500492::Sentiment=True case=dat|Sentiment::markable_100500492::Sentiment=True|num=sg|Target::markable_100500493::Target=True|Target::markable_100500493::Preferred=true|gender=fem|Target::markable_100500493::Anaphref=empty Sentiment::markable_100500492::Sentiment=True case=dat|Sentiment::markable_100500492::Sentiment=True|num=sg|Target::markable_100500494::Target=True|gender=fem|Target::markable_100500494::Preferred=true|Target::markable_100500494::Anaphref=empty Sentiment::markable_100500492::Sentiment=True|EmoExpression::markable_100500495::SubjectiveFact=false|EmoExpression::markable_100500495::Polarity=positive|EmoExpression::markable_100500495::Intensity=medium|EmoExpression::markable_100500495::EmoExpression=True|EmoExpression::markable_100500495::Uncertain=false|EmoExpression::markable_100500495::Sarcasm=false Sentiment::markable_100500492::Sentiment=True Target::markable_62::Target=True|Target::markable_62::Preferred=true|Target::markable_62::Anaphref=empty pers=3|Target::markable_62::Target=True|num=pl|tense=pres|mood=ind case=nom|*=True|Target::markable_62::Target=True|num=pl case=nom|*=True|Target::markable_62::Target=True|num=pl Target::markable_62::Target=True _ case=nom|Source::markable_60::Source=True|Sentiment::markable_57::Polarity=positive|Sentiment::markable_57::Sarcasm=false|*=True|pers=1|num=sg|Sentiment::markable_57::Intensity=medium|Source::markable_60::Anaphref=empty|Sentiment::markable_57::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_57::Sentiment=True case=acc|Target::markable_326::Target=True|num=sg|Target::markable_326::Preferred=true|gender=neut|Target::markable_326::Anaphref=empty|Sentiment::markable_57::Sentiment=True Intensifier::markable_59::Degree=strong|Intensifier::markable_59::Intensifier=True|Intensifier::markable_59::EmoExpressionRef=emo-expression:markable_58|pos=True|Sentiment::markable_57::Sentiment=True EmoExpression::markable_58::Uncertain=false|pos=True|EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True|Sentiment::markable_57::Sentiment=True _ case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg
381721273472397312	neutral	RT @HansSarpei : Liebe NPD - Wähler , nicht vergessen : Am 22.  Oktober ist Bundestagswahl !	RT @HansSarpei : Liebe NPD - Wähler , nicht vergessen : an @card@ Oktober sein Bundestagswahl !	NE ADJD $. NN NE $( NN $, PTKNEG VVINF $. APPRART CARD NN VAFIN NN $.	0/-- 1/PD 2/-- 15/SB 4/NK 5/-- 10/OA 7/-- 10/NG 4/OC 10/-- 4/MNR 14/NK 12/NK 3/-- 15/PD 16/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=pl _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _
374090776252129280	positive	SPD setzt große Erwartungen auf heutiges #Tvduell . CDU - - > Verlierer ? Hat das Auswirkungen auf die #AfD oder Grüne oder FDP oder andere Partei ?	SPD setzen groß Erwartung auf heutig #Tvduell . CDU - - > Verlierer ? haben die Auswirkung auf die #AfD oder Grüne oder FDP oder andere Partei ?	NE VVFIN ADJA NN APPR ADJA NN $. NE $( $( $( NN $. VAFIN ART NN APPR ART NN KON NN KON NE KON PIS NN $.	2/SB 0/-- 4/NK 2/OA 2/MO 7/NK 5/NK 7/-- 8/-- 9/-- 10/-- 11/-- 9/CJ 13/-- 14/-- 17/NK 15/SB 17/OP 20/NK 18/NK 20/CD 21/CJ 22/CD 23/CJ 20/CD 27/NK 25/CJ 27/--	case=nom|Source::markable_328::Anaphref=empty|Sentiment::markable_327::Intensity=medium|Sentiment::markable_327::Sarcasm=false|gender=fem|Source::markable_328::Source=True|Sentiment::markable_327::Sentiment=True|num=sg|Sentiment::markable_327::Polarity=positive pers=3|Sentiment::markable_327::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Intensifier::markable_331::EmoExpressionRef=emo-expression:markable_330|gender=fem|Intensifier::markable_331::Degree=medium|pos=True|Intensifier::markable_331::Intensifier=True|num=pl|Sentiment::markable_327::Sentiment=True case=acc|EmoExpression::markable_330::Intensity=medium|EmoExpression::markable_330::Uncertain=false|EmoExpression::markable_330::Sarcasm=false|EmoExpression::markable_330::EmoExpression=True|gender=fem|EmoExpression::markable_330::Polarity=positive|Sentiment::markable_327::Sentiment=True|num=pl|EmoExpression::markable_330::SubjectiveFact=false Sentiment::markable_327::Sentiment=True case=acc|Target::markable_329::Preferred=true|Target::markable_329::Anaphref=empty|gender=neut|Target::markable_329::Target=True|Sentiment::markable_327::Sentiment=True|pos=True|num=sg case=acc|gender=neut|Target::markable_329::Target=True|num=sg|Sentiment::markable_327::Sentiment=True Sentiment::markable_327::Sentiment=True case=nom|gender=fem|num=sg _ _ pers=2|num=sg|mood=imp case=nom|EmoExpression::markable_332::Sarcasm=false|gender=masc|EmoExpression::markable_332::Intensity=medium|num=sg|EmoExpression::markable_332::Uncertain=false|EmoExpression::markable_332::EmoExpression=True|comp=True|EmoExpression::markable_332::Polarity=negative|EmoExpression::markable_332::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
350398385418809345	positive	" Das Wir entscheidet " : Mit diesem Slogan wollen wir im Bundestagswahlkampf bestehen . Mir gefällt dieser Slogan , ... http://t.co/jhuKigVAtr	" die wir entscheiden " : mit dies Slogan wollen wir in Bundestagswahlkampf bestehen . ich gefallen dies Slogan , ... http://t.co/jhuKigVAtr	$( PDS PPER VVFIN $( $. APPR PDAT NN VMFIN PPER APPRART NN VVFIN $. PPER VVFIN PDAT NN $, $. NE	2/-- 7/SB 4/SB 2/RC 4/-- 5/-- 10/MO 9/NK 7/NK 0/-- 10/SB 14/MO 12/NK 10/OC 14/-- 17/DA 15/-- 19/NK 17/SB 19/-- 19/-- 21/--	_ case=acc|Target::markable_337::Target=True|num=sg|gender=neut|Target::markable_337::Anaphref=markable_336|Target::markable_337::Preferred=true case=nom|*=True|Target::markable_337::Target=True|num=pl|pers=1 pers=3|Target::markable_337::Target=True|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_100500521::Intensity=medium|EmoExpression::markable_100500521::Polarity=positive|EmoExpression::markable_100500521::SubjectiveFact=false|EmoExpression::markable_100500521::EmoExpression=True|EmoExpression::markable_100500521::Uncertain=false|EmoExpression::markable_100500521::Sarcasm=false _ case=dat|Source::markable_334::Anaphref=empty|Sentiment::markable_333::Sarcasm=false|*=True|Sentiment::markable_333::Polarity=positive|pers=1|num=sg|Source::markable_334::Source=True|Sentiment::markable_333::Intensity=medium|Sentiment::markable_333::Sentiment=True EmoExpression::markable_335::SubjectiveFact=false|EmoExpression::markable_335::Intensity=medium|mood=ind|EmoExpression::markable_335::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_335::EmoExpression=True|EmoExpression::markable_335::Sarcasm=false|Sentiment::markable_333::Sentiment=True|EmoExpression::markable_335::Polarity=positive case=nom|num=sg|Target::markable_336::Target=True|Sentiment::markable_333::Sentiment=True|gender=masc|Target::markable_336::Anaphref=empty|Target::markable_336::Preferred=true case=nom|gender=masc|num=sg|Target::markable_336::Target=True|Sentiment::markable_333::Sentiment=True _ _ _
377444868349788160	positive	Journalisten , ausländische Autofahrer , Windräder : #göring - eckardt wirft #csu und #seehofer Politik der Ausgrenzung vor . #ltw13 #grüne	Journalist , ausländisch Autofahrer , Windrad : #göring - Eckardt werfen #csu und #seehofer Politik die Ausgrenzung vor . #ltw13 #grüne	NN $, ADJA NN $, NN $. NN $( NE VVFIN NN KON ADJA NN ART NN PTKVZ $. CARD NN	8/SB 1/-- 4/NK 1/CJ 4/-- 4/CJ 6/-- 11/SB 8/-- 8/MO 0/-- 11/DA 12/CD 15/NK 13/CJ 17/NK 15/AG 11/SVP 18/-- 21/NK 19/--	case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_100500522::Sarcasm=false|EmoExpression::markable_100500522::Polarity=positive|gender=fem|EmoExpression::markable_100500522::Uncertain=false|EmoExpression::markable_100500522::Intensity=medium|num=sg|EmoExpression::markable_100500522::EmoExpression=True|EmoExpression::markable_100500522::SubjectiveFact=false _ _ _ case=nom|gender=masc|num=pl
