327476868259409922	positive	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob der @RRRattle grad raus geht :) #fb	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob die @RRRattle grad raus gehen :) #fb	NN $. NN VVFIN PPER ADV $, KOUS ART NN VVFIN ADV VVFIN ADJA NN	0/-- 1/-- 4/MO 2/-- 4/SB 4/MO 6/-- 4/OP 10/NK 8/NK 13/MO 11/MO 10/-- 15/NK 13/SB	_ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=acc|gender=masc|num=sg
327431527006879746	positive	@Jessiiiica_XD AAAAAAAAAAAAAAAAAAAH wie gaaaaalioo :DD *-* icj kann dich mitnehmen &lt;3	@Jessiiiica_XD AAAAAAAAAAAAAAAAAAAH wie gaaaaalioo :DD *-* icj können du mitnehmen &lt;3	NN NE KOKOM NE NN XY ADJD VMFIN PPER VVFIN CARD	0/-- 8/SB 2/CD 5/PNC 3/CJ 5/NK 8/MO 1/-- 8/SB 8/OC 10/OA	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_62::SubjectiveFact=false|Sentiment::markable_65::Intensity=medium|EmoExpression::markable_62::Polarity=positive|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|*=True|Sentiment::markable_65::Polarity=positive|num=sg|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=strong Sentiment::markable_65::Sentiment=True case=nom|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_65::Sentiment=True|*=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=acc|Sentiment::markable_65::Sentiment=True|EmoExpression::markable_63::EmoExpression=True|gender=masc|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=strong|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::Polarity=positive|num=sg|EmoExpression::markable_63::SubjectiveFact=false case=acc|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|Sentiment::markable_65::Sentiment=True|gender=masc|EmoExpression::markable_64::Intensity=medium|num=sg|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false Target::markable_66::Preferred=true|Target::markable_66::Target=True|Sentiment::markable_65::Sentiment=True|Target::markable_66::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True case=acc|pers=2|num=sg|Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True Sentiment::markable_65::Sentiment=True|Target::markable_66::Target=True EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True
327504501709864961	positive	Morgen Mädelsabend mit 2 Freundinnen die ich schon länger nicht gesehen habe :) ♥	Morgen Mädelsabend mit 2 Freundin die ich schon lang nicht sehen haben :) ♥	NN NN APPR CARD NN PRELS PPER ADV ADJD PTKNEG VVPP VAFIN ADJA ADJA	13/SB 1/NK 1/MNR 5/NK 3/NK 11/OA 12/SB 9/MO 11/MO 11/NG 12/OC 1/RC 0/-- 13/MO	case=nom|Sentiment::markable_100500246::Sentiment=True|Target::markable_100500247::Anaphref=empty|gender=fem|Target::markable_100500247::Target=True|Target::markable_100500247::Preferred=true|num=pl|Sentiment::markable_100500246::Sarcasm=false|Sentiment::markable_100500246::Polarity=positive|Sentiment::markable_100500246::Intensity=medium case=nom|gender=fem|Sentiment::markable_100500246::Sentiment=True|num=pl|Target::markable_100500247::Target=True Sentiment::markable_100500246::Sentiment=True|Target::markable_100500247::Target=True Sentiment::markable_100500246::Sentiment=True|Target::markable_100500247::Target=True case=dat|gender=fem|Sentiment::markable_100500246::Sentiment=True|num=pl|Target::markable_100500247::Target=True case=acc|gender=fem|Sentiment::markable_100500246::Sentiment=True|num=sg case=nom|*=True|Sentiment::markable_100500246::Sentiment=True|num=sg|pers=1 Sentiment::markable_100500246::Sentiment=True comp=True|Sentiment::markable_100500246::Sentiment=True Sentiment::markable_100500246::Sentiment=True Sentiment::markable_100500246::Sentiment=True pers=3|Sentiment::markable_100500246::Sentiment=True|num=sg|tense=pres|mood=subj case=acc|EmoExpression::markable_100500248::EmoExpression=True|Sentiment::markable_100500246::Sentiment=True|EmoExpression::markable_100500248::SubjectiveFact=false|EmoExpression::markable_100500248::Polarity=positive|EmoExpression::markable_100500248::Uncertain=false|pers=3|EmoExpression::markable_100500248::Intensity=medium|num=sg|EmoExpression::markable_100500248::Sarcasm=false Sentiment::markable_100500246::Sentiment=True|EmoExpression::markable_100500249::SubjectiveFact=false|EmoExpression::markable_100500249::EmoExpression=True|EmoExpression::markable_100500249::Uncertain=false|EmoExpression::markable_100500249::Polarity=positive|EmoExpression::markable_100500249::Sarcasm=false|EmoExpression::markable_100500249::Intensity=medium
322393349573210113	positive	RT @jimmyjones_JJ : Mörgeli sollte einmal mehr auf Blocher hören :-) : " Es gibt eine Zeit zum Schweigen und eine Zeit zum Reden . Nun ist ...	RT @jimmyjones_JJ : Mörgeli sollen einmal mehr auf Blocher hören :-) : " es geben eine Zeit zu Schweigen und eine Zeit zu Rede|Reden . nun sein ...	NE NE $. NE VMFIN ADV ADV APPR NN VVINF $( $. $( PPER VVFIN ART NN APPRART NN KON ART NN APPRART NN $. ADV VAFIN $.	2/PNC 0/-- 2/-- 5/SB 3/-- 5/MO 10/OA 10/MO 8/NK 5/OC 10/-- 11/-- 12/-- 15/EP 5/CJ 17/NK 15/OA 17/MNR 18/NK 17/CD 22/NK 20/CJ 22/MNR 23/NK 24/-- 27/MO 25/-- 27/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=pl _ EmoExpression::markable_67::Intensity=medium|EmoExpression::markable_67::Polarity=positive|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _
327482408972734464	mixed	@ShaniaWTF @Schinkenwurst du hältst Casper für Gott aber ich bin peinlich ? Du scheinst ein besonderes Exemplar eines Arschgefickten zu sein .	@ShaniaWTF @Schinkenwurst du halten Casper für Gott aber ich sein peinlich ? du scheinen eine besonder Exemplar eine arschgefickt zu sein .	NN NN PPER VVFIN NE APPR NN ADV PPER VAFIN ADJD $. PPER VVFIN ART ADJA NN ART ADJA PTKZU VAINF $.	0/-- 1/-- 4/SB 2/-- 4/OA 4/MO 6/NK 4/MO 10/SB 4/CJ 10/PD 11/-- 14/SB 12/-- 17/NK 17/NK 21/PD 19/NK 17/AG 21/PM 14/OC 21/--	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|Target::markable_100500243::Target=True|*=True|Sentiment::markable_100500242::Polarity=positive|pers=2|Sentiment::markable_100500242::Sarcasm=false|num=sg|Target::markable_100500243::Preferred=true|Sentiment::markable_100500242::Sentiment=True|Sentiment::markable_100500242::Intensity=medium|Target::markable_100500243::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500242::Sentiment=True case=nom|num=sg|Target::markable_100500244::Target=True|Sentiment::markable_100500242::Sentiment=True|Target::markable_100500244::Preferred=true|*=True|Target::markable_100500244::Anaphref=empty Sentiment::markable_100500242::Sentiment=True case=acc|EmoExpression::markable_100500245::Uncertain=false|gender=masc|EmoExpression::markable_100500245::Intensity=medium|EmoExpression::markable_100500245::Sarcasm=false|EmoExpression::markable_100500245::SubjectiveFact=false|num=sg|Sentiment::markable_100500242::Sentiment=True|EmoExpression::markable_100500245::Polarity=positive|EmoExpression::markable_100500245::EmoExpression=True _ case=nom|Target::markable_69::Target=True|Target::markable_69::Preferred=true|*=True|Target::markable_69::Anaphref=empty|pers=1|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=negative pers=1|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|pos=True|EmoExpression::markable_70::Polarity=negative|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|EmoExpression::markable_70::Uncertain=false _ case=nom|Target::markable_72::Anaphref=empty|Sentiment::markable_71::Polarity=negative|Target::markable_72::Preferred=true|Sentiment::markable_71::Sarcasm=false|*=True|pers=2|num=sg|Sentiment::markable_71::Intensity=strong|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True pers=2|num=sg|tense=pres|mood=ind|Sentiment::markable_71::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_71::Sentiment=True case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_71::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_71::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_71::Sentiment=True case=gen|EmoExpression::markable_100500250::Sarcasm=false|EmoExpression::markable_100500250::Polarity=negative|gender=masc|EmoExpression::markable_100500250::Uncertain=false|pos=True|EmoExpression::markable_100500250::Intensity=strong|num=sg|EmoExpression::markable_100500250::EmoExpression=True|Sentiment::markable_71::Sentiment=True|EmoExpression::markable_100500250::SubjectiveFact=false Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True _
327522844688924672	negative	RT @scattychris : " Gestern hab ich meiner Frau mal so richtig die Meinung gesagt . " - " Und was hast du erreicht ? " - " Mit Mühe und Not die Hau…	RT @scattychris : " gestern haben ich mein Frau mal so richtig die Meinung sagen . " - " und was haben du erreichen ? " - " mit Mühe und Not die Hau…	NE NN $. $( ADV VAIMP PPER PPOSAT NN ADV ADV ADJD ART NN VVPP $. $( $( $( KON PWS VAFIN PPER VVPP $. $( $( $( APPR NN KON NN ART NN	2/SB 0/-- 2/-- 5/-- 15/MO 15/NK 15/SB 9/NK 15/DA 15/MO 12/MO 15/MO 14/NK 15/OA 3/-- 15/-- 16/-- 20/-- 18/-- 22/JU 22/SB 17/-- 24/OA 22/OC 24/-- 25/-- 29/-- 27/-- 34/MO 29/NK 30/CD 31/CJ 34/NK 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|*=True|num=sg|pers=1 case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ pos=True case=nom|EmoExpression::markable_104010999::Sarcasm=false|EmoExpression::markable_104010999::Polarity=negative|gender=fem|EmoExpression::markable_104010999::Uncertain=true|EmoExpression::markable_104010999::Intensity=medium|num=sg|EmoExpression::markable_104010999::EmoExpression=True|EmoExpression::markable_104010999::SubjectiveFact=false case=nom|gender=fem|num=sg|EmoExpression::markable_104010999::EmoExpression=True EmoExpression::markable_104010999::EmoExpression=True _ _ _ _ _ case=nom|gender=neut|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _ _ _ EmoExpression::markable_100500251::SubjectiveFact=false|EmoExpression::markable_100500251::Polarity=negative|EmoExpression::markable_100500251::Sarcasm=false|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::EmoExpression=True|EmoExpression::markable_100500251::Intensity=medium case=dat|gender=fem|EmoExpression::markable_100500251::EmoExpression=True|num=sg EmoExpression::markable_100500251::EmoExpression=True case=dat|gender=fem|EmoExpression::markable_100500251::EmoExpression=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
323736821215395840	positive	Unser täglich Gift einfach nur «Monsanto mit Gift &amp; Genen was uns die Lebensmittelindustrie tagtäglich auftischt http://t.co/gLAjWMmn9y	unser täglich Gift einfach nur «Monsanto mit Gift &amp; Gen was wir die Lebensmittelindustrie tagtäglich auftischen http://t.co/gLAjWMmn9y	PPOSAT ADJD NN ADJD ADV NN APPR NN $( NN PRELS PRF ART NN ADJD VVFIN NN	3/NK 3/NK 4/AMS 16/MO 6/MO 16/SB 6/MNR 7/NK 8/-- 8/CJ 15/OA 15/DA 14/NK 15/OA 16/MO 0/-- 16/OA	case=nom|gender=masc|num=sg pos=True case=acc|EmoExpression::markable_100500252::Uncertain=false|gender=fem|EmoExpression::markable_100500252::Intensity=medium|EmoExpression::markable_100500252::Sarcasm=false|EmoExpression::markable_100500252::SubjectiveFact=false|num=sg|EmoExpression::markable_100500252::Polarity=negative|EmoExpression::markable_100500252::EmoExpression=True _ _ case=acc|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500253::Polarity=negative|gender=fem|EmoExpression::markable_100500253::Uncertain=false|num=sg|EmoExpression::markable_100500253::Intensity=medium|EmoExpression::markable_100500253::SubjectiveFact=false|EmoExpression::markable_100500253::EmoExpression=True|EmoExpression::markable_100500253::Sarcasm=false _ case=dat|Sentiment::markable_100500254::Sentiment=True|num=pl|Sentiment::markable_100500254::Sarcasm=false|*=True|Sentiment::markable_100500254::Polarity=positive|Sentiment::markable_100500254::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_100500254::Sentiment=True case=dat|pers=1|num=pl|Sentiment::markable_100500254::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500254::Sentiment=True case=acc|Sentiment::markable_100500254::Sentiment=True|num=sg|Target::markable_100500255::Anaphref=empty|gender=fem|Target::markable_100500255::Preferred=true|Target::markable_100500255::Target=True Sentiment::markable_100500254::Sentiment=True|pos=True EmoExpression::markable_100500257::SubjectiveFact=false|Sentiment::markable_100500254::Sentiment=True|EmoExpression::markable_100500257::Polarity=negative|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::Intensity=medium|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false case=nom|gender=fem|num=sg
323714214856380416	neutral	RT @BahnAnsagen : " Wegen der geänderten Wagenreihung hab ich die zuständigen Stellen informiert . Derjenige wird zur Verantwortung gezogen ...	RT @BahnAnsagen : " wegen die geändert Wagenreihung haben ich die zuständig Stelle|Stellen informieren . diejenige werden zu Verantwortung ziehen ...	NE ADJD $. $( APPR ART ADJA NN VAIMP PPER ART ADJA NN VVPP $. PDS VAFIN APPRART NN VVPP $.	0/-- 1/PD 2/-- 5/-- 14/MO 8/NK 8/NK 5/NK 8/NK 14/SB 13/NK 13/NK 14/OA 3/-- 14/-- 17/SB 15/-- 20/MO 18/NK 17/OC 20/--	case=nom|*=True|num=sg _ _ _ _ gender=fem|*=True|num=sg gender=fem|*=True|num=sg|pos=True gender=fem|*=True|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
327454434193969154	negative	@NoodLe3105 Wird halt alles auf Geschäftliche Kanäle ausgelegt . Traurig aber wahr	@NoodLe3105 werden halt alle auf geschäftlich Kanal auslegen . traurig aber wahr	NN VAFIN ADV PIS APPR ADJA NN VVPP $. ADJD KON ADJD	0/-- 1/-- 8/MO 2/SB 8/MO 7/NK 5/NK 2/OC 8/-- 9/-- 10/CD 11/CJ	case=nom|gender=fem|num=sg Sentiment::markable_74::Intensity=medium|Target::markable_75::Target=True|Sentiment::markable_74::Sentiment=True|Sentiment::markable_74::Sarcasm=false|Target::markable_75::Preferred=true|Target::markable_75::Anaphref=empty|Sentiment::markable_74::Polarity=negative Target::markable_75::Target=True|Sentiment::markable_74::Sentiment=True case=nom|gender=neut|Target::markable_75::Target=True|num=sg|Sentiment::markable_74::Sentiment=True Target::markable_75::Target=True|Sentiment::markable_74::Sentiment=True case=acc|num=pl|Sentiment::markable_74::Sentiment=True|Target::markable_75::Target=True|gender=neut|pos=True case=acc|gender=neut|Target::markable_75::Target=True|num=pl|Sentiment::markable_74::Sentiment=True Target::markable_75::Target=True|Sentiment::markable_74::Sentiment=True Sentiment::markable_74::Sentiment=True EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::EmoExpression=True|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_76::Polarity=negative|EmoExpression::markable_76::Sarcasm=false Sentiment::markable_74::Sentiment=True EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=positive|EmoExpression::markable_100500256::Sarcasm=false|pos=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True
327397810070765568	neutral	Die Feier - und Brückentage im Mai bieten sich für einen Kurzurlaub in München im StayMunich und Stay2Munich an http://t.co/qbrBpllTLp	die Feier - und Brückentag in Mai bieten sich für eine Kurzurlaub in München in StayMunich und Stay2Munich an http://t.co/qbrBpllTLp	ART NN $( KON NN APPRART NN VVFIN PRF APPR ART NN APPR NE APPRART NN KON NN APPR NN	2/NK 8/SB 2/-- 2/CD 4/CJ 5/MNR 6/NK 0/-- 8/OA 8/MO 12/NK 10/NK 12/MNR 13/NK 8/MO 15/NK 16/CD 17/CJ 16/MNR 19/NK	case=nom|*=True|num=pl case=nom|*=True|num=pl _ _ case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg
327474859191980033	positive	@SonjaSchiebler find dich echt total hübsch :D .. Habt ihr irgendwie ein Videoschnitt - dingsda Programm um 75%  der lacher rauszuschneiden ?	@SonjaSchiebler find du echt total hübsch :D .. haben ihr irgendwie eine Videoschnitt - dingsda Programm um @card@ die Lacher rauszuschneiden ?	NN VVFIN PPER ADJD ADJD ADJD ADJA NN VAFIN PPER ADV ART NN $( NE NN APPR CARD ART NN VVIZU $.	0/-- 1/-- 2/SB 2/MO 6/MO 7/MO 8/NK 9/SB 2/CJ 9/SB 13/MO 13/NK 21/OA 13/-- 16/AG 13/NK 21/MO 17/NK 20/NK 18/AG 10/RE 21/--	case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Target::markable_100500263::Preferred=true|gender=masc|Target::markable_100500263::Target=True Sentiment::markable_77::Sentiment=True|mood=ind|Sentiment::markable_77::Sarcasm=false|Sentiment::markable_77::Polarity=positive|pers=3|num=pl|tense=pres|Sentiment::markable_77::Intensity=strong case=acc|Sentiment::markable_77::Sentiment=True|Target::markable_78::Target=True|*=True|pers=2|num=sg|Target::markable_78::Preferred=true|Target::markable_78::Anaphref=markable_100500263 Sentiment::markable_77::Sentiment=True|Intensifier::markable_81::EmoExpressionRef=emo-expression:markable_79|Intensifier::markable_81::Intensifier=True|pos=True|Intensifier::markable_81::Degree=strong Intensifier::markable_80::Degree=strong|Sentiment::markable_77::Sentiment=True|Intensifier::markable_80::EmoExpressionRef=emo-expression:markable_79|Intensifier::markable_80::Intensifier=True|pos=True Sentiment::markable_77::Sentiment=True|EmoExpression::markable_79::Polarity=positive|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|pos=True|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::EmoExpression=True case=acc|Sentiment::markable_77::Sentiment=True|EmoExpression::markable_82::Uncertain=false|EmoExpression::markable_82::Sarcasm=false|*=True|pos=True|EmoExpression::markable_82::EmoExpression=True|num=pl|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive case=nom|gender=masc|num=sg|Sentiment::markable_77::Sentiment=True pers=2|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=gen|gender=neut|num=pl case=gen|EmoExpression::markable_100500264::Sarcasm=false|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Intensity=medium|gender=neut|EmoExpression::markable_100500264::SubjectiveFact=false|num=pl|EmoExpression::markable_100500264::Polarity=positive|EmoExpression::markable_100500264::EmoExpression=True _ _
327235880412643330	positive	RT @wahyudialdiano : guten morgen freunde und freundinen :)	RT @wahyudialdiano : gut morgen freunden und freundinen :)	NE NN $. ADJA ADV VVFIN KON NN ADJD	2/SB 0/-- 2/-- 8/NK 4/MNR 3/-- 6/CD 7/CJ 8/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500258::Uncertain=false|gender=fem|EmoExpression::markable_100500258::Sarcasm=false|pos=True|EmoExpression::markable_100500258::Polarity=positive|num=pl|EmoExpression::markable_100500258::Intensity=medium|EmoExpression::markable_100500258::SubjectiveFact=false _ case=acc|gender=fem|num=pl|pos=True _ case=acc|gender=fem|num=pl EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
323790419899064321	neutral	Wels braucht Veranstaltungsmanagement und darf nicht von der Entscheidung eines Stadtsenatsmitglied abhängig sein #grwels #wels	Wels brauchen Veranstaltungsmanagement und dürfen nicht von die Entscheidung eine Stadtsenatsmitglied abhängig sein #grwels #wels	NN VVFIN NN KON VMFIN PTKNEG APPR ART NN ART NN ADJD PPOSAT NN NN	2/SB 0/-- 2/OA 2/CD 4/CJ 5/NG 12/OP 9/NK 7/NK 11/NK 9/AG 5/OC 14/NK 12/DA 14/NK	case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg case=nom|gender=neut|num=sg pos=True case=acc|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg
328111957389496321	positive	@xWonderFreak ok :D Haha ich da nurs ende gesehen :)	@xWonderFreak ok :D Haha ich da nurs enden sehen :)	NN ADJA NN VVFIN PPER ADV NN VVFIN VVPP ADJA	0/-- 3/NK 4/OA 1/-- 4/SB 4/MO 4/OA 4/MO 8/MO 8/MO	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|gender=fem|EmoExpression::markable_84::Polarity=positive|num=sg|EmoExpression::markable_84::SubjectiveFact=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind _ case=gen|gender=masc|pos=True|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=pl|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false
327359508743602176	neutral	Schnell zum Geld sogar ohne Schufa - Alle Infos gratis auf http://t.co/ywMv9JRjgK	schnell zu Geld sogar ohne Schufa - alle Info gratis auf http://t.co/ywMv9JRjgK	ADJD APPRART NN ADV APPR NN $( PIAT NN ADJD APPR NN	9/MO 1/MO 2/NK 5/MO 9/MO 5/NK 6/-- 9/NK 0/-- 11/MO 9/MNR 11/NK	pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pos=True _ case=acc|gender=fem|num=pl
323900605343096832	neutral	@ProSieben könnt ihr nicht bitte kurz still sein und darüber nachdenken wes in Boston passiert ist ? #PrayForBoston	@ProSieben können ihr nicht bitte kurz still sein und darüber nachdenken wes in Boston passieren sein ? #PrayForBoston	NN VMFIN PPER PTKNEG ADV ADJD ADJD VAINF KON PAV VVFIN NE APPR NE VVPP VAFIN $. NN	0/-- 1/-- 2/SB 2/NG 2/MO 7/MO 8/PD 2/OC 2/CD 12/NK 12/NK 16/SB 15/MO 13/NK 16/PD 9/CJ 16/-- 17/--	_ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ pos=True pos=True _ _ _ pers=3|num=pl|tense=pres|mood=ind case=gen|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg
328103227004420098	positive	Jennifer hat erfolgreich einen C1 Code eingegeben !	Jennifer haben erfolgreich eine C1 Code eingeben !	NE VAFIN ADJD ART CARD NN VVPP $.	2/SB 0/-- 7/MO 6/NK 6/NK 7/OA 2/OC 7/--	case=nom|Sentiment::markable_100500259::Intensity=medium|Target::markable_100500261::Target=True|*=True|Sentiment::markable_100500259::Sarcasm=false|Sentiment::markable_100500259::Polarity=positive|num=sg|Target::markable_100500261::Anaphref=empty|Sentiment::markable_100500259::Sentiment=True|Target::markable_100500261::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Target::markable_100500261::Target=True|Sentiment::markable_100500259::Sentiment=True EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|EmoExpression::markable_100500260::Sarcasm=false|EmoExpression::markable_100500260::Polarity=positive|pos=True|EmoExpression::markable_100500260::EmoExpression=True|EmoExpression::markable_100500260::SubjectiveFact=false|Sentiment::markable_100500259::Sentiment=True case=acc|Target::markable_100500262::Anaphref=empty|num=sg|Target::markable_100500262::Preferred=true|Target::markable_100500262::Target=True|gender=masc|Sentiment::markable_100500259::Sentiment=True Target::markable_100500262::Target=True|Sentiment::markable_100500259::Sentiment=True case=acc|gender=masc|Target::markable_100500262::Target=True|num=pl|Sentiment::markable_100500259::Sentiment=True Target::markable_100500262::Target=True|Sentiment::markable_100500259::Sentiment=True Sentiment::markable_100500259::Sentiment=True
