322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 1/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327315464927735808	positive	@chluehr Thx , aber ich wollte einen Pro - Tipp und nicht Google . DAS kann ich tatsächlich selbst ;-) .	@chluehr Thx , aber ich wollen eine Pro - Tip und nicht Google . die können ich tatsächlich selbst ;-) .	NN VVFIN $, KON PPER VMFIN ART NN $( NN KON PTKNEG NN $. PDS VMFIN PPER ADV ADV $( $.	0/-- 10/NK 2/-- 2/CD 6/SB 4/CJ 8/NK 6/OA 8/-- 1/-- 10/CD 13/NG 11/CJ 13/-- 16/SB 14/-- 16/SB 16/MO 16/MO 19/-- 20/--	_ Sentiment::markable_100500253::Intensity=medium|Sentiment::markable_100500253::Sentiment=True|Sentiment::markable_100500253::Polarity=comparison|Sentiment::markable_100500253::Sarcasm=false Sentiment::markable_100500253::Sentiment=True Sentiment::markable_100500253::Sentiment=True case=nom|pers=1|num=sg|Source::markable_100500254::Source=True|Sentiment::markable_100500253::Sentiment=True|*=True|Source::markable_100500254::Anaphref=empty EmoExpression::markable_100500255::Polarity=positive|mood=ind|EmoExpression::markable_100500255::EmoExpression=True|Sentiment::markable_100500253::Sentiment=True|pers=1|num=sg|tense=past|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false case=acc|Target::markable_100500256::Anaphref=empty|num=sg|Target::markable_100500256::Preferred=true|Sentiment::markable_100500253::Sentiment=True|gender=masc|Target::markable_100500256::Target=True case=acc|gender=masc|Sentiment::markable_100500253::Sentiment=True|num=sg|Target::markable_100500256::Target=True Sentiment::markable_100500253::Sentiment=True|Target::markable_100500256::Target=True case=acc|gender=masc|Sentiment::markable_100500253::Sentiment=True|num=sg|Target::markable_100500256::Target=True Sentiment::markable_100500253::Sentiment=True Sentiment::markable_100500253::Sentiment=True case=nom|Target::markable_100500257::Anaphref=empty|num=pl|Target::markable_100500257::Preferred=false|Sentiment::markable_100500253::Sentiment=True|gender=masc|Target::markable_100500257::Target=True Sentiment::markable_100500253::Sentiment=True case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pos=True _ EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false _
322355761126719488	negative	Man @giuliaa_annaa gema mobbt mich wieder :(((	man @giuliaa_annaa gema mobbt ich wieder :(((	PIS NE NE VVFIN PRF ADV ADJD	2/SB 0/-- 4/SB 2/-- 4/OA 4/MO 4/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=medium|Sentiment::markable_65::Sentiment=True|Source::markable_100500258::Source=True|Sentiment::markable_65::Sarcasm=false|Source::markable_100500258::Anaphref=empty EmoExpression::markable_100500259::Sarcasm=false|EmoExpression::markable_100500259::Uncertain=false|mood=ind|EmoExpression::markable_100500259::Intensity=medium|EmoExpression::markable_100500259::SubjectiveFact=false|Sentiment::markable_65::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500259::Polarity=negative|EmoExpression::markable_100500259::EmoExpression=True case=acc|Target::markable_100500260::Preferred=true|Sentiment::markable_65::Sentiment=True|Target::markable_100500260::Anaphref=empty|*=True|pers=1|num=sg|Target::markable_100500260::Target=True Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True|EmoExpression::markable_66::EmoExpression=True|pos=True|EmoExpression::markable_66::Polarity=negative|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false
327365493465968640	positive	@wrf42 hab auch schon ein ticket :-)	@wrf42 haben auch schon ein ticken :-)	NN VAIMP ADV ADV PTKVZ VVFIN $(	0/-- 6/NK 6/MO 6/MO 6/MO 1/-- 6/--	case=nom|gender=fem|num=sg Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True|Target::markable_70::Anaphref=empty|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=positive|Target::markable_70::Preferred=true Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|EmoExpression::markable_69::Intensity=medium|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::EmoExpression=True
328141375046561792	positive	@swaggymorrison der apfel ist ja richtig famous !! :D	@swaggymorrison die Apfel sein ja richtig famous !! :D	NN ART NN VAFIN ADV ADJD ADJA NN ADJD	0/-- 3/NK 4/SB 1/-- 4/MO 7/MO 8/NK 4/PD 8/--	_ case=nom|Target::markable_72::Anaphref=empty|Target::markable_72::Preferred=true|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=positive|num=sg|Sentiment::markable_71::Intensity=strong|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True Intensifier::markable_74::Intensifier=True|Intensifier::markable_74::Degree=strong|Sentiment::markable_71::Sentiment=True|pos=True|Intensifier::markable_74::EmoExpressionRef=emo-expression:markable_73 EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|Sentiment::markable_71::Sentiment=True gender=fem|*=True|num=sg|Sentiment::markable_71::Sentiment=True EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::SubjectiveFact=false|pos=True|EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=strong|EmoExpression::markable_75::Polarity=positive|Sentiment::markable_71::Sentiment=True
323693478653616128	negative	@deeeeep_z das Problem ist , dass ich en paar Wörter kennen	@deeeeep_z die Problem sein , dass ich en paar Wort kennen	NN ART NN VAFIN $, KOUS PPER FM PIAT NN VVFIN	0/-- 3/NK 4/PD 1/-- 4/-- 11/CP 11/SB 11/MO 10/NK 11/OA 4/MO	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_100500265::Polarity=negative|num=sg|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=weak|gender=neut case=nom|EmoExpression::markable_100500266::Sarcasm=false|gender=neut|EmoExpression::markable_100500266::SubjectiveFact=false|EmoExpression::markable_100500266::Polarity=negative|EmoExpression::markable_100500266::Intensity=weak|num=sg|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500266::Uncertain=false|EmoExpression::markable_100500266::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=nom|Target::markable_100500267::Target=True|Target::markable_100500267::Preferred=true|Target::markable_100500267::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_100500265::Sentiment=True Target::markable_100500267::Target=True|Sentiment::markable_100500265::Sentiment=True Target::markable_100500267::Target=True|*=True|Sentiment::markable_100500265::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500267::Target=True pers=3|Target::markable_100500267::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_100500265::Sentiment=True
323866550157332481	mixed	So ein verdammt langweiliger Abend ... Ich will mit irgendwem knuddeln D:	so eine verdammt langweilig Abend ... ich wollen mit irgendwer knuddeln D:	ADV ART ADJD ADJA NN $. PPER VMFIN APPR PIS ADJA NN	5/MO 5/NK 4/MO 5/NK 0/-- 5/-- 8/SB 6/-- 8/MO 12/NK 12/NK 9/NK	Sentiment::markable_76::Sentiment=True|Sentiment::markable_76::Polarity=negative|Sentiment::markable_76::Sarcasm=false|Sentiment::markable_76::Intensity=strong case=nom|gender=neut|Sentiment::markable_76::Sentiment=True|num=sg Sentiment::markable_76::Sentiment=True|Intensifier::markable_79::Intensifier=True|Intensifier::markable_79::EmoExpressionRef=emo-expression:markable_78|Intensifier::markable_79::Degree=strong case=dat|EmoExpression::markable_78::Polarity=negative|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|gender=fem|Sentiment::markable_76::Sentiment=True|pos=True|num=sg|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True case=dat|Target::markable_77::Preferred=true|num=sg|Target::markable_77::Anaphref=empty|gender=fem|Sentiment::markable_76::Sentiment=True|Target::markable_77::Target=True _ case=nom|Sentiment::markable_100500261::Sarcasm=false|Source::markable_100500262::Source=True|Sentiment::markable_100500261::Polarity=positive|*=True|pers=1|num=sg|Source::markable_100500262::Anaphref=empty|Sentiment::markable_100500261::Sentiment=True|Sentiment::markable_100500261::Intensity=medium mood=ind|EmoExpression::markable_100500263::EmoExpression=True|EmoExpression::markable_100500263::Uncertain=false|EmoExpression::markable_100500263::Polarity=positive|EmoExpression::markable_100500263::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500263::SubjectiveFact=false|Sentiment::markable_100500261::Sentiment=True|EmoExpression::markable_100500263::Intensity=medium Sentiment::markable_100500261::Sentiment=True|Target::markable_100500264::Anaphref=empty|Target::markable_100500264::Target=True|Target::markable_100500264::Preferred=true case=dat|gender=neut|Target::markable_100500264::Target=True|num=sg|Sentiment::markable_100500261::Sentiment=True Sentiment::markable_100500261::Sentiment=True|Target::markable_100500264::Target=True case=dat|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=strong|EmoExpression::markable_80::Sarcasm=false|gender=fem|EmoExpression::markable_80::EmoExpression=True|num=sg|EmoExpression::markable_80::SubjectiveFact=false|Sentiment::markable_100500261::Sentiment=True|EmoExpression::markable_80::Polarity=positive
322239928048185344	positive	@Elfentaenzerin Mach es doch wie alle anderen : Setze dir doch einfach kleinere Ziele ! :-)	@Elfentaenzerin machen es doch wie alle andere : setzen du doch einfach klein Ziel ! :-)	NN VVIMP PPER ADV KOUS PIAT PIS $. VVFIN PRF ADV ADJD ADJA NN $. $(	0/-- 1/-- 2/OA 2/MO 14/CM 14/NK 9/SB 7/-- 14/CJ 9/DA 9/MO 9/MO 14/NK 2/OA 14/-- 15/--	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=2 _ _ case=nom|gender=neut|num=pl|comp=True case=nom|gender=neut|num=pl _ EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
327973670490361856	negative	will ich teilen kotz mich an das ich wieder nicht kommen kann hoffe das ich das bald ÄNDERN kann !!! http://t.co/1qYhMaLfm9	wollen ich teilen kotzen ich an die ich wieder nicht kommen können hoffen die ich die bald ändern können !!! http://t.co/1qYhMaLfm9	VMFIN PPER VVINF VVIMP PPER PTKVZ PRELS PPER ADV PTKNEG VVINF VMFIN VVFIN PDS PPER PDS ADV VVINF VMFIN ADJD CARD	0/-- 1/SB 1/OC 3/MO 4/OA 4/SVP 11/OA 12/SB 12/MO 12/NG 12/OC 1/CJ 12/MO 13/SB 19/SB 18/OA 19/MO 19/OC 12/CJ 19/MO 20/--	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_100500237::Polarity=negative|EmoExpression::markable_100500237::EmoExpression=True|EmoExpression::markable_100500237::Uncertain=false|EmoExpression::markable_100500237::Intensity=strong|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false case=acc|*=True|num=sg|pers=1 EmoExpression::markable_100500237::EmoExpression=True case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ _ _ pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _
323776453269397504	neutral	Ich habe ein neues Foto auf Facebook gepostet http://t.co/RxfxnQ64yW	ich haben eine neu Foto auf Facebook gepostet http://t.co/RxfxnQ64yW	PPER VAFIN ART ADJA NN APPR NE VVPP NN	2/SB 0/-- 5/NK 5/NK 8/OA 5/MNR 6/NK 2/OC 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
322460351553748993	positive	So meine lieben Tweeties , mir fällt nichts dusseliges mehr ein . Hund und ich wünschen bunte Träume allerseits ... http://t.co/6TxJ9lsNQU	so mein lieb Tweeties , ich fallen|fällen nichts dusseliges mehr ein . Hund und ich wünschen bunt Traum allerseits ... http://t.co/6TxJ9lsNQU	ADV PPOSAT ADJA NN $, PPER VVFIN PIAT NN ADV PTKVZ $. NN KON PPER VVFIN ADJA NN ADV $. NN	4/MO 4/NK 4/NK 7/CJ 4/-- 7/SB 0/-- 9/NK 7/OA 9/MO 7/SVP 11/-- 12/-- 13/CD 16/SB 14/CJ 18/NK 16/OA 16/MO 19/-- 20/--	_ case=acc|Source::markable_85::Anaphref=empty|Source::markable_85::Source=True|gender=masc|num=pl|Sentiment::markable_82::Sentiment=True|Sentiment::markable_82::Sarcasm=false|Sentiment::markable_82::Polarity=positive|Sentiment::markable_82::Intensity=medium case=gen|EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|gender=masc|EmoExpression::markable_84::Polarity=positive|pos=True|num=sg|Sentiment::markable_82::Sentiment=True|EmoExpression::markable_84::SubjectiveFact=false case=gen|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True|Target::markable_83::Anaphref=empty|gender=masc|Target::markable_83::Preferred=true _ case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True case=nom|EmoExpression::markable_100500268::Polarity=negative|EmoExpression::markable_100500268::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Sarcasm=false|EmoExpression::markable_100500268::SubjectiveFact=false _ _ _ case=nom|Target::markable_100500269::Preferred=true|Source::markable_100500270::Anaphref=empty|gender=masc|Target::markable_100500269::Anaphref=empty|num=sg|Source::markable_100500270::Source=True|Target::markable_100500269::Target=True Target::markable_100500269::Target=True case=nom|pers=1|num=sg|Source::markable_100500271::Anaphref=empty|Target::markable_100500269::Target=True|Source::markable_100500271::Source=True|*=True EmoExpression::markable_100500272::Intensity=medium|EmoExpression::markable_100500272::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500272::Polarity=positive|EmoExpression::markable_100500272::Sarcasm=false|pers=1|num=sg|tense=pres|Target::markable_100500269::Target=True|EmoExpression::markable_100500272::Uncertain=false|EmoExpression::markable_100500272::EmoExpression=True case=acc|EmoExpression::markable_100500273::Uncertain=false|EmoExpression::markable_100500273::Intensity=medium|EmoExpression::markable_100500273::Sarcasm=false|EmoExpression::markable_100500273::Polarity=positive|gender=masc|pos=True|EmoExpression::markable_100500273::EmoExpression=True|num=pl|EmoExpression::markable_100500273::SubjectiveFact=false|Target::markable_100500269::Target=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=pl|Target::markable_100500274::Anaphref=empty|gender=masc|Target::markable_100500269::Target=True Target::markable_100500269::Target=True _ case=nom|gender=fem|num=sg
328227056276103169	negative	@ChrisStoecker die erkenntnisse so far sind ja eher trivial bzw konfus ; als alter rausche - statistik - hörer könntest du da kritischer sein ;-)	@ChrisStoecker die Erkenntnis so far sein ja eher trivial bzw konfus ; als alt rauschen - statistik - Hörer können du da kritisch sein ;-)	NN ART NN ADV NE VAFIN ADV ADV ADJD NE ADJD $. KOKOM ADJA VVFIN $( ADJA $( NN VMFIN PPER ADV ADJD VAINF $(	0/-- 3/NK 6/SB 5/MO 3/AG 1/-- 6/MO 9/MO 6/MO 15/OA 15/MO 11/-- 15/MO 13/NK 4/RE 15/-- 19/NK 17/-- 15/OA 6/CJ 20/SB 20/MO 24/PD 20/OC 24/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500325::Sarcasm=false|Sentiment::markable_100500325::Polarity=negative|gender=fem|Sentiment::markable_100500325::Intensity=medium|Target::markable_100500326::Preferred=true|Target::markable_100500326::Target=True|Sentiment::markable_100500325::Sentiment=True|num=pl|Target::markable_100500326::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=pl|Target::markable_100500326::Target=True Sentiment::markable_100500325::Sentiment=True case=nom|*=True|Sentiment::markable_100500325::Sentiment=True|num=sg pers=3|Sentiment::markable_100500325::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500325::Sentiment=True Sentiment::markable_100500325::Sentiment=True|Diminisher::markable_100500329::Degree=medium|Diminisher::markable_100500329::Diminisher=True|Diminisher::markable_100500329::EmoExpressionRef=emo-expression:markable_100500327 EmoExpression::markable_100500327::Intensity=medium|pos=True|EmoExpression::markable_100500327::Sarcasm=false|Sentiment::markable_100500325::Sentiment=True|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false Sentiment::markable_100500325::Sentiment=True pos=True|EmoExpression::markable_100500328::Uncertain=false|EmoExpression::markable_100500328::Intensity=medium|Sentiment::markable_100500325::Sentiment=True|EmoExpression::markable_100500328::SubjectiveFact=false|EmoExpression::markable_100500328::EmoExpression=True|EmoExpression::markable_100500328::Polarity=negative|EmoExpression::markable_100500328::Sarcasm=false _ Sentiment::markable_100500330::Intensity=weak|Sentiment::markable_100500330::Sentiment=True|Sentiment::markable_100500330::Polarity=negative|Sentiment::markable_100500330::Sarcasm=false case=gen|gender=fem|num=sg|pos=True|Sentiment::markable_100500330::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True|pos=True Sentiment::markable_100500330::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_100500330::Sentiment=True pers=2|Sentiment::markable_100500330::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500330::Sentiment=True|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|*=True|Target::markable_100500331::Anaphref=empty Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500332::Sarcasm=false|EmoExpression::markable_100500332::Uncertain=false|EmoExpression::markable_100500332::Intensity=weak|comp=True|EmoExpression::markable_100500332::SubjectiveFact=false|EmoExpression::markable_100500332::Polarity=positive|EmoExpression::markable_100500332::EmoExpression=True Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_86::Sarcasm=false|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Intensity=medium|EmoExpression::markable_86::Polarity=positive|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
327351662383607808	neutral	#Berlin : Du warst letztes Wochenende in der Nähe von Leipzig , da dein ( ... ) http://t.co/DKfjSscyxe #bibflirt #spotted	#Berlin : du sein letzt Wochenende in die Nähe von Leipzig , da dein ( ... ) http://t.co/DKfjSscyxe #bibflirt #spotted	NN $. PPER VAFIN ADJA NN APPR ART NN APPR NE $, KOUS PPOSAT $( $. $( NN NN NN	4/PD 1/-- 4/SB 0/-- 6/NK 4/PD 6/MNR 9/NK 7/NK 9/PG 10/NK 11/-- 4/MO 13/NK 14/-- 15/-- 18/-- 16/-- 18/NK 18/PD	case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
322286596491726850	positive	Heimarbeit mit Top - Verdienst Einfach und schnell umzusetzen auch ohne Homepage http://t.co/QRltnJp1b1	Heimarbeit mit Top - Verdienst einfach und schnell umsetzen auch ohne Homepage http://t.co/QRltnJp1b1	NN APPR NE $( NN ADJD KON ADJD VVIZU ADV APPR NN CARD	0/-- 1/MNR 2/NK 3/-- 9/OA 9/MO 6/CD 7/CJ 3/OC 11/MO 1/MNR 11/NK 12/NK	case=nom|gender=fem|num=sg _ case=dat|Sentiment::markable_100500276::Polarity=positive|EmoExpression::markable_100500278::Polarity=positive|EmoExpression::markable_100500278::Sarcasm=false|Sentiment::markable_100500276::Sarcasm=false|EmoExpression::markable_100500278::Uncertain=false|*=True|Sentiment::markable_100500276::Intensity=medium|num=sg|Sentiment::markable_100500276::Sentiment=True|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True Sentiment::markable_100500276::Sentiment=True case=acc|Target::markable_100500277::Target=True|num=sg|Sentiment::markable_100500276::Sentiment=True|Target::markable_100500277::Preferred=true|gender=masc|Target::markable_100500277::Anaphref=empty EmoExpression::markable_100500279::SubjectiveFact=false|EmoExpression::markable_100500279::Intensity=weak|EmoExpression::markable_100500279::Polarity=positive|EmoExpression::markable_100500279::Sarcasm=false|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false|pos=True _ EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Intensity=medium|EmoExpression::markable_100500280::Polarity=positive|EmoExpression::markable_100500280::SubjectiveFact=false|pos=True|EmoExpression::markable_100500280::Uncertain=false|EmoExpression::markable_100500280::Sarcasm=false _ _ _ case=acc|gender=fem|num=sg _
322246635528810496	mixed	Also ich mag dich trotzdem . Schlimm ; schlimm , schlimm .	also ich mögen du trotzdem . schlimm ; schlimm , schlimm .	ADV PPER VMFIN PPER PAV $. ADJD $. ADJD $, ADJD $.	2/MO 3/SB 0/-- 3/OA 2/NK 4/-- 9/MO 7/-- 6/-- 9/-- 9/CJ 11/--	_ Sentiment::markable_88::Sarcasm=false|num=sg|Target::markable_90::Target=True|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Polarity=positive|Sentiment::markable_91::Intensity=medium|Sentiment::markable_88::Intensity=strong|case=nom|Source::markable_92::Source=True|Source::markable_92::Anaphref=empty|*=True|Target::markable_90::Preferred=true|pers=1|Sentiment::markable_88::Polarity=negative|Sentiment::markable_88::Sentiment=True|Target::markable_90::Anaphref=empty EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|mood=ind|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::EmoExpression=True|pers=1|num=sg|tense=pres|Sentiment::markable_91::Sentiment=True|Sentiment::markable_88::Sentiment=True|Target::markable_90::Target=True|EmoExpression::markable_93::Polarity=positive case=acc|Target::markable_94::Target=True|Target::markable_94::Preferred=true|*=True|Target::markable_94::Anaphref=empty|pers=2|num=sg|Target::markable_90::Target=True|Sentiment::markable_91::Sentiment=True|Sentiment::markable_88::Sentiment=True Target::markable_90::Target=True|Sentiment::markable_88::Sentiment=True Sentiment::markable_88::Sentiment=True EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::EmoExpression=True|pos=True|EmoExpression::markable_89::Polarity=positive|Sentiment::markable_88::Sentiment=True|EmoExpression::markable_89::Intensity=strong EmoExpression::markable_89::EmoExpression=True|Sentiment::markable_88::Sentiment=True EmoExpression::markable_89::EmoExpression=True|pos=True|Sentiment::markable_88::Sentiment=True EmoExpression::markable_89::EmoExpression=True|Sentiment::markable_88::Sentiment=True EmoExpression::markable_89::EmoExpression=True|pos=True|Sentiment::markable_88::Sentiment=True Sentiment::markable_88::Sentiment=True
