381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 1/-- 4/SB 14/MO 4/MO 4/NK 2/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
354847185927548931	negative	@allabouteve1950 Den hab ich doch gestern verbrannt . Den grünen Rauch nicht gesehen ? ;-)	@allabouteve1950 die haben ich doch gestern verbrennen . die grün Rauch nicht sehen ? ;-)	NN ART VAIMP PPER ADV ADV VVPP $. ART ADJA NN PTKNEG VVPP $. $(	0/-- 1/-- 2/NK 7/SB 7/MO 7/MO 2/NK 7/-- 11/NK 11/NK 13/OA 13/NG 8/-- 13/-- 14/--	case=nom|gender=masc|num=sg case=acc|Target::markable_95::Target=True|gender=masc|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=negative|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty case=acc|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg case=nom|pers=1|num=sg|Source::markable_96::Source=True|Source::markable_96::Anaphref=empty|Sentiment::markable_94::Sentiment=True|*=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_97::Polarity=negative _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::Polarity=positive
375203847670870016	negative	RT @Piraten_MV : Achtung , Satire : Der National - O - Mat als " rechte " Entscheidungshilfe für die Bundestagswahl :) . http://t.co/4mNc4rLgZX / et	RT @Piraten_MV : Achtung , Satire : die National - O - Mat als " recht|rechts " Entscheidungshilfe für die Bundestagswahl :) . http://t.co/4mNc4rLgZX / et	NE NE $. NN $, NN $. ART FM $( NN $( VVFIN KOKOM $( ADJA $( NN APPR ART NN ADJD $. NN $( FM	2/PNC 0/-- 2/-- 13/SB 4/-- 4/CJ 6/-- 9/NK 4/PAR 9/-- 9/APP 11/-- 3/-- 13/MO 14/-- 18/NK 16/-- 14/NK 18/MNR 21/NK 19/NK 26/MO 22/-- 26/PNC 24/-- 21/AG	case=nom|*=True|num=sg case=nom|num=sg|Sentiment::markable_100::Intensity=medium|Sentiment::markable_100::Polarity=negative|*=True|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false Sentiment::markable_100::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True Sentiment::markable_100::Sentiment=True case=nom|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=fem|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=negative|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false Sentiment::markable_100::Sentiment=True case=nom|Target::markable_101::Anaphref=empty|num=sg|Target::markable_101::Preferred=true|gender=masc|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True *=True|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True *=True|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|num=pl|gender=masc|pos=True|Target::markable_101::Target=True|Sentiment::markable_100::Sentiment=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True EmoExpression::markable_98::Intensity=medium|pos=True|EmoExpression::markable_98::EmoExpression=True|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false _ case=nom|gender=fem|num=sg _ _
359372418374053891	positive	@Agetier mein bester , wir müssen die tage noch mal zusammensitzen / telefonieren wegen wahlkampf . :-) es ist wirklich nötig ...	@Agetier mein gut , wir müssen die tagen noch mal zusammensitzen / telefonieren wegen Wahlkampf . :-) es sein wirklich nötig ...	NN PPOSAT ADJA $, PPER VMFIN ART VVFIN ADV ADV VVINF $( VVFIN APPR NN $. $( PPER VAFIN ADJD ADJD $.	0/-- 3/NK 6/MO 3/-- 6/SB 1/-- 8/NK 13/PAR 8/MO 6/MO 6/OC 11/-- 6/CJ 13/MO 14/NK 15/-- 18/-- 19/SB 16/-- 21/MO 19/PD 21/--	case=nom|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|gender=neut|Sentiment::markable_103::Polarity=positive|Sentiment::markable_103::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_103::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_103::Sentiment=True|sup=True Sentiment::markable_103::Sentiment=True case=nom|*=True|pers=1|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|Sentiment::markable_103::Sentiment=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True|Target::markable_107::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_107::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_107::Target=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True|Target::markable_108::Anaphref=empty|Target::markable_108::Preferred=true|Target::markable_108::Target=True Target::markable_108::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_108::Target=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive case=nom|Target::markable_104::Preferred=true|gender=neut|Target::markable_104::Target=True|pers=3|num=sg|Target::markable_104::Anaphref=markable_107|Sentiment::markable_103::Sentiment=True pers=3|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind Intensifier::markable_106::Degree=medium|Intensifier::markable_106::Intensifier=True|Sentiment::markable_103::Sentiment=True|pos=True|Intensifier::markable_106::EmoExpressionRef=emo-expression:markable_105 EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Polarity=positive|pos=True|EmoExpression::markable_105::EmoExpression=True|EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium _
362624402837364736	mixed	Und Wiederwahl Fehlversuche bei der #Fritzbox meiner Eltern . Nach Gewitter DSL Eingang keine Finktion . Tips ?! :) http://t.co/CblOjeXg2p	und Wiederwahl Fehlversuch bei die #Fritzbox mein Eltern . nach Gewitter DSL Eingang keine Finktion . Tip ?! :) http://t.co/CblOjeXg2p	KON NN NN APPR ART NN PPOSAT NN $. APPR NN NN NN PIAT NN $. NN ADJD ADJA NN	2/JU 0/-- 2/SB 2/MO 6/NK 4/NK 8/NK 6/AG 8/-- 12/MO 10/NK 9/-- 12/NK 15/NK 12/CJ 15/-- 16/-- 17/PD 20/NK 18/--	_ case=nom|*=True|num=pl case=nom|EmoExpression::markable_10409979::Intensity=medium|EmoExpression::markable_10409979::Uncertain=false|EmoExpression::markable_10409979::SubjectiveFact=false|*=True|EmoExpression::markable_10409979::EmoExpression=True|num=pl|EmoExpression::markable_10409979::Sarcasm=false|EmoExpression::markable_10409979::Polarity=negative _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|*=True|num=pl case=gen|*=True|num=pl _ _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl pos=True EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium _
359692759227039745	positive	@JRehborn Eine neue Haltung erfordert Rügrad ! Etwas , dass ich bei den Grünen seid LANGEM vermisse ! :( / / @EinAugenschmaus	@JRehborn eine neu Haltung erfordern Rügrad ! etwas , dass ich bei die Grüne sein lang vermissen ! :( / / @EinAugenschmaus	NN ART ADJA NN VVFIN NN $. ADV $, KOUS PPER APPR ART NN VAFIN ADJA VVFIN $. NN $( $( NN	0/-- 4/NK 4/NK 5/SB 1/-- 5/OA 6/-- 17/MO 8/-- 17/CP 17/SB 17/MO 14/NK 12/NK 17/MO 15/MO 7/-- 17/-- 18/-- 19/-- 20/-- 19/CJ	case=nom|gender=neut|num=sg case=nom|num=sg|Sentiment::markable_110::Intensity=medium|Sentiment::markable_110::Sarcasm=false|gender=fem|Sentiment::markable_110::Polarity=positive|Sentiment::markable_110::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True pers=3|Sentiment::markable_110::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_10409980::Intensity=medium|Target::markable_113::Anaphref=empty|Target::markable_113::Preferred=true|EmoExpression::markable_10409980::SubjectiveFact=false|gender=masc|EmoExpression::markable_10409980::Uncertain=false|EmoExpression::markable_10409980::EmoExpression=True|num=sg|EmoExpression::markable_10409980::Sarcasm=false|Sentiment::markable_110::Sentiment=True|Target::markable_113::Target=True|EmoExpression::markable_10409980::Polarity=positive Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=nom|pers=1|num=sg|Source::markable_111::Source=True|Source::markable_111::Anaphref=empty|*=True|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_110::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_110::Sentiment=True pers=2|Sentiment::markable_110::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=pl|Sentiment::markable_110::Sentiment=True|pos=True EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|mood=subj|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_110::Sentiment=True case=nom|EmoExpression::markable_114::SubjectiveFact=false|gender=neut|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative|Sentiment::markable_110::Sentiment=True _ _ _
380783489676623873	positive	Es gibt auch prognosen , die #piraten + bei 5%  sehen - zb erststimme in meinem wahlkreis :-) #oberhavel http://t.co/lhrM9lUOkk	Es geben auch Prognose , die #piraten + bei @card@ sehen - zb Erststimme in mein wahlkreis :-) #oberhavel http://t.co/lhrM9lUOkk	NN VVFIN ADV NN $, ART NN KON APPR CARD VVINF $( ADJA NN APPR PPOSAT ADJA $( ADJA NN	2/SB 0/-- 4/MO 2/OA 4/-- 7/NK 4/CJ 7/CD 11/MO 9/NK 14/PAR 11/-- 14/NK 8/CJ 14/MNR 20/NK 20/NK 17/-- 20/NK 15/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ _ _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
381616922544308225	positive	In ein paar Stunden sind die Wahlen ... Wählt das richtige ! ;-)	in eine paar Stunde|Stunden sein die Wahl ... wählen die richtig ! ;-)	APPR ART PIAT NN VAFIN ART NN $. VVFIN ART ADJA $. $(	5/MO 3/NK 4/NK 1/NK 0/-- 7/NK 5/SB 7/-- 8/-- 11/NK 9/SB 11/-- 12/--	_ *=True *=True case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Sarcasm=false|num=sg|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium _ EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false
376757618653425664	negative	RT @Revolt_Germany : #Piraten wirken gegen #Überwachung''swahn der #Polizei bei #FSA13 RT @0LG12 : Gegen Kamerawagen kann man was tun ! ;-) htt…	RT @Revolt_Germany : #Piraten wirken gegen #Überwachung''swahn die #Polizei bei #FSA13 RT @0LG12 : gegen Kamerawagen können man was tun ! ;-) htt…	NE NE $. NN VVFIN APPR NN ART NN APPR NN NE NN $. APPR NN VMFIN PIS PWS VVINF $. $( NN	2/PNC 0/-- 2/-- 5/SB 3/-- 5/MO 6/NK 9/NK 7/AG 5/MO 10/NK 11/NK 5/OA 13/-- 17/MO 15/NK 14/-- 17/SB 20/OA 17/OC 20/-- 23/-- 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=pl|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false EmoExpression::markable_120::EmoExpression=True|Sentiment::markable_118::Sentiment=True case=acc|EmoExpression::markable_122::Polarity=negative|EmoExpression::markable_122::SubjectiveFact=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_122::Sarcasm=false|gender=masc|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::EmoExpression=True|num=pl|Target::markable_121::Target=True|Target::markable_121::Preferred=true|EmoExpression::markable_122::Intensity=medium|Target::markable_121::Anaphref=empty case=gen|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True _ case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ Sentiment::markable_123::Intensity=medium|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|Sentiment::markable_123::Polarity=negative|EmoExpression::markable_124::Polarity=negative|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_124::Intensity=medium|Sentiment::markable_123::Sarcasm=false case=acc|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=masc|Sentiment::markable_123::Sentiment=True pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|Sentiment::markable_123::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Polarity=positive|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Intensity=medium _
373772666412740608	positive	" Veranstaltungen der Piratenpartei , auf denen im gefühlten Fünf - Sekunden - Takt Fotos geschossen und ins Netz gestellt werden , besser meiden . "	" Veranstaltung die Piratenpartei , auf die in gefühlt Fünf - Sekunde - Takt Foto schießen und in Netz stellen werden , gut meiden . "	$( NN ART NN $, APPR PRELS APPRART ADJA NN $( NN $( NN NN VVPP KON APPRART NN VVPP VAINF $, ADJD VVINF $. $(	2/-- 0/-- 4/NK 2/AG 4/-- 16/MO 6/NK 16/MO 10/NK 8/NK 10/-- 16/OA 12/-- 12/CJ 14/NK 21/OC 16/CD 20/MO 18/NK 17/CJ 2/OC 21/-- 24/MO 21/CJ 24/-- 25/--	_ case=nom|Sentiment::markable_127::Sarcasm=false|gender=fem|Sentiment::markable_127::Polarity=positive|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=pl|Sentiment::markable_127::Intensity=medium|Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=dat|num=sg|Target::markable_128::Target=True|gender=masc|pos=True|Sentiment::markable_127::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True comp=True|Sentiment::markable_127::Sentiment=True EmoExpression::markable_129::Intensity=medium|mood=ind|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|EmoExpression::markable_129::Polarity=negative|pers=3|num=pl|tense=pres|EmoExpression::markable_129::SubjectiveFact=false|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True _
361072601482805249	mixed	Wer hat Angst vorm " Steuer " - Monster ? : Das Thema " Steuern " scheint im anlaufenden Wahlkampf ein wichtig ... http://t.co/f3F5OBNqjD	wer haben Angst vorm " Steuer " - Monster ? : die Thema " Steuer " scheinen in anlaufend Wahlkampf ein wichtig ... http://t.co/f3F5OBNqjD	PWS VAFIN NN APPRART $( NN $( $( NN $. $. ART NN $( NN $( VVFIN APPRART ADJA NN PTKVZ ADJD $. NN	2/SB 0/-- 2/OA 3/MNR 4/-- 4/NK 6/-- 7/-- 6/CJ 9/-- 12/-- 13/NK 17/SB 13/-- 13/NK 15/-- 10/-- 17/MO 20/NK 18/NK 17/SVP 17/MO 22/-- 23/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|gender=fem|EmoExpression::markable_130::EmoExpression=True|EmoExpression::markable_130::Intensity=medium|num=sg|EmoExpression::markable_130::Polarity=negative|EmoExpression::markable_130::Uncertain=false case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=dat|EmoExpression::markable_131::Intensity=medium|gender=masc|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Sarcasm=false|num=sg|EmoExpression::markable_131::Polarity=negative|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::SubjectiveFact=false _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ EmoExpression::markable_132::EmoExpression=True|EmoExpression::markable_132::Polarity=positive|EmoExpression::markable_132::Intensity=medium|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false|pos=True _ case=nom|gender=fem|num=sg
372114197137858560	negative	Piraten , die ehrenamtlichen Piraten Urlaub verbieten wollen wegen Wahlkampf . Niederbayern ist immer wieder für nen Lacher gut ;)	Pirat , die ehrenamtlich Pirat Urlaub verbieten wollen wegen Wahlkampf . Niederbayern sein immer wieder für nen Lacher gut ;)	NN $, ART ADJA NN NE VVINF VMFIN APPR NN $. NE VAFIN ADV ADV APPR ADJA NN ADJD ADJA	8/SB 1/-- 5/NK 5/NK 7/OA 5/NK 1/OC 0/-- 8/MO 9/NK 10/-- 13/SB 11/-- 15/MO 13/MO 13/MO 18/NK 16/NK 20/MO 13/PD	case=nom|num=pl|Sentiment::markable_133::Sarcasm=false|Sentiment::markable_133::Polarity=negative|gender=masc|Sentiment::markable_133::Sentiment=True|Sentiment::markable_133::Intensity=medium Sentiment::markable_133::Sentiment=True case=nom|num=pl|Sentiment::markable_133::Sentiment=True|Source::markable_134::Source=True|gender=masc|Source::markable_134::Anaphref=empty case=nom|num=pl|Source::markable_134::Source=True|gender=masc|Sentiment::markable_133::Sentiment=True|pos=True case=nom|gender=masc|Sentiment::markable_133::Sentiment=True|num=pl|Source::markable_134::Source=True case=nom|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_133::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|Sentiment::markable_133::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false pers=3|Sentiment::markable_133::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True case=acc|gender=masc|Sentiment::markable_133::Sentiment=True|num=sg Sentiment::markable_133::Sentiment=True case=nom|Target::markable_138::Preferred=true|gender=neut|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True|Sentiment::markable_137::Sarcasm=false|Target::markable_138::Anaphref=empty|num=sg|Sentiment::markable_137::Polarity=negative|Target::markable_138::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_137::Sentiment=True case=acc|EmoExpression::markable_141::Polarity=negative|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=masc|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|EmoExpression::markable_141::Uncertain=false Sentiment::markable_137::Sentiment=True|pos=True|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive EmoExpression::markable_140::Polarity=positive|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|EmoExpression::markable_140::Intensity=medium|EmoExpression::markable_140::EmoExpression=True|Sentiment::markable_137::Sentiment=True
