311914253751836672	positive	Ich bi so ufgregt !! Wer isch jetzt de neui Papst ?? :))	ich bi so ufgregt !! wer isch jetzt de neui Papst ?? :))	PPER VVFIN ADV ADJA NN PWS VVFIN ADV NE ADJA NN ADJA NN	2/SB 0/-- 4/MO 5/NK 2/OA 7/SB 5/-- 7/MO 11/AG 11/NK 7/OA 11/NK 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ mood=ind|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_1::Intensity=medium|EmoExpression::markable_1::SubjectiveFact=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311835534374879232	positive	RT @VoiceFromOff : RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit " Konklave1 " an die 666 .... 6 ... :-)	RT @VoiceFromOff : rufen jetzt für die Papst an ! @card@ ... oder senden eine SMS mit " Konklave1 " an die @card@ .... 6 ... :-)	NE ADJD $. VVFIN ADV APPR ART NN PTKVZ $. CARD $. KON VVFIN ART NE APPR $( NE $( APPR ART CARD NN CARD $. $(	0/-- 1/PD 2/-- 3/-- 4/MO 4/MO 8/NK 6/NK 4/SVP 9/-- 14/CJ 11/-- 14/JU 10/-- 16/NK 14/OA 14/MO 19/-- 17/NK 19/-- 14/MO 24/NK 24/NK 21/NK 24/MNR 25/-- 26/--	case=nom|*=True|num=sg pos=True _ _ _ _ *=True *=True _ _ _ _ _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl _ _ EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
311925823332564992	positive	@FreiBastiHeit was , der Papst ist ein Plagiat ? :-) #cdu	@FreiBastiHeit was , die Papst sein eine Plagiat ? :-) #cdu	NN PIS $, ART NN VAFIN ART NN $. $( NN	0/-- 6/SB 2/-- 5/NK 2/APP 1/-- 8/NK 6/PD 8/-- 11/-- 9/--	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium case=nom|gender=fem|num=sg
311919049787469825	positive	;-) RT @UWellingtonM : Der #Papst , die zukünftige Königin der Niederlande , ... Die Argentinier erobern Europa ! ;)	;-) RT @UWellingtonM : die #Papst , die zukünftig Königin die Niederlande , ... die Argentinier erobern Europa ! ;)	$( NE NE $. ART NN $, ART ADJA NN ART NE $, $. ART NN VVFIN NE $. ADJA	2/-- 3/PNC 0/-- 3/-- 6/NK 4/-- 6/-- 10/NK 10/NK 6/APP 12/NK 10/AG 12/-- 12/-- 16/NK 17/SB 14/-- 17/OA 18/-- 19/--	EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|EmoExpression::markable_84::SubjectiveFact=false|EmoExpression::markable_84::Polarity=positive case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=nom|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True|Sentiment::markable_85::Sarcasm=false|gender=masc|Target::markable_86::Preferred=true|Sentiment::markable_85::Intensity=medium|num=pl|Target::markable_86::Anaphref=empty|Sentiment::markable_85::Polarity=positive case=nom|gender=masc|num=pl|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True pers=3|Sentiment::markable_85::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True Sentiment::markable_85::Sentiment=True EmoExpression::markable_87::Intensity=medium|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_87::Polarity=positive|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false|EmoExpression::markable_87::EmoExpression=True
311940182393896962	positive	Dann bis in 10  Jahren zur nächsten #Papst Wahl . Habemus " SilbernerMond " in 2023 ? Muß dafür wohl wieder in die kat . Kirche eintreten :-)	dann bis in @card@ Jahr zu nah #Papst Wahl . Habemus " SilbernerMond " in @card@ ? müssen dafür wohl wieder in die kat . Kirche eintreten :-)	ADV APPR APPR CARD NN APPRART ADJA NN NN $. NN $( NE $( APPR CARD $. VMFIN PAV ADV ADV APPR ART NN $. NN VVINF $(	3/MO 3/AC 6/MO 5/NK 3/NK 0/-- 8/NK 6/NK 8/NK 9/-- 10/-- 11/-- 11/APP 13/-- 11/MNR 15/NK 16/-- 17/-- 18/NK 18/MO 18/MO 18/MO 24/NK 22/NK 24/-- 27/SB 25/-- 27/--	_ _ _ _ case=dat|gender=neut|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
311934787931758592	positive	@Ninenya Die Antwort ist eine Pfandfrage . Weder Papst , noch Argentinien , sondern die Kirche selbst ! :)	@Ninenya die Antwort sein eine Pfandfrage . weder Papst , noch Argentinien , sondern die Kirche selbst ! :)	NN ART NN VAFIN ART NN $. KON NN $, ADV NE $, KON ART NN ADV $. ADJA	0/-- 3/NK 4/SB 1/-- 6/NK 4/PD 6/-- 9/CD 7/-- 9/-- 12/MO 9/CJ 12/-- 12/CD 16/NK 14/CJ 16/MNR 17/-- 18/--	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false|EmoExpression::markable_90::Intensity=medium
311927545874481152	negative	Der Name schreit doch gradezu nach einer #Franziskaner Weißbier Paspt - Edition #Papst @ABInBevNews :-)	die Name schreien doch gradezu nach eine #Franziskaner Weißbier Paspt - Edition #Papst @ABInBevNews :-)	ART NN VVFIN ADV ADV APPR ART NN NN NE $( NN NN NN $(	2/NK 3/SB 0/-- 3/MO 3/MO 3/MO 8/NK 6/NK 10/PNC 8/NK 10/-- 8/PAR 12/NK 3/OA 14/--	case=nom|gender=masc|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Target::markable_92::Preferred=true|Sentiment::markable_91::Polarity=negative|Sentiment::markable_91::Intensity=medium|Target::markable_92::Anaphref=empty case=nom|gender=masc|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True EmoExpression::markable_100500202::Sarcasm=false|EmoExpression::markable_100500202::Uncertain=false|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_100500202::Intensity=medium|EmoExpression::markable_100500202::SubjectiveFact=false|EmoExpression::markable_100500202::Polarity=positive|EmoExpression::markable_100500202::EmoExpression=True
311986412423634944	positive	Es gab schon einen vermutlich nichteuropäischen Papst &gt; :( #zdf	Es geben schon eine vermutlich nichteuropäisch Papst &gt; :( #zdf	NN VVFIN ADV ART ADV ADJA NN $( ADJA NN	2/SB 0/-- 2/MO 7/NK 6/MO 7/NK 2/OA 7/-- 10/NK 7/NK	case=nom|gender=neut|Sentiment::markable_94::Polarity=positive|pers=3|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_94::Sentiment=True case=acc|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg Sentiment::markable_94::Sentiment=True case=acc|Target::markable_96::Preferred=true|gender=masc|pos=True|Target::markable_96::Target=True|Target::markable_96::Anaphref=empty|num=sg|Sentiment::markable_94::Sentiment=True case=acc|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_95::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_95::Intensity=medium|num=sg|EmoExpression::markable_95::Uncertain=false|EmoExpression::markable_95::Polarity=negative|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false case=acc|gender=masc|num=sg
311920734165422080	negative	Wow ! Ein Opa auf einem Balkon , welcher noch nie etwas gutes erreicht hat . #Papst	Wow ! eine Opa auf eine Balkon , welche noch nie etwas gut erreichen haben . #Papst	NN $. ART NN APPR ART NN $, PRELS ADV ADV PIAT ADJA VVPP VAFIN $. NN	0/-- 1/-- 4/NK 2/-- 4/MNR 7/NK 5/NK 7/-- 15/SB 11/MO 13/MO 13/MO 14/OA 15/OC 7/RC 15/-- 16/--	Sentiment::markable_97::Intensity=medium|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::EmoExpression=True|Sentiment::markable_97::Polarity=negative|EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|Sentiment::markable_97::Sentiment=True|Sentiment::markable_97::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false Sentiment::markable_97::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True case=nom|Target::markable_99::Anaphref=markable_100500200|num=sg|Target::markable_99::Preferred=true|Target::markable_99::Target=True|gender=neut|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True Negation::markable_100500201::EmoExpressionRef=emo-expression:markable_100|Sentiment::markable_97::Sentiment=True|Negation::markable_100500201::Negation=True EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|*=True|EmoExpression::markable_100::Polarity=positive|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::Intensity=medium case=nom|num=sg|EmoExpression::markable_100::EmoExpression=True|gender=neut|Sentiment::markable_97::Sentiment=True|pos=True Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::EmoExpression=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_97::Sentiment=True Target::markable_100500200::Target=True|Target::markable_100500200::Preferred=true|Sentiment::markable_97::Sentiment=True|Target::markable_100500200::Anaphref=empty
311837671381164032	neutral	RT @_komakelle_ : „Er weiß also , wie so ein Konklave abläuft ? “ „Ja , weißer . “ „Und wann der neue Papst feststeht ? “ „Weißer auch . “	RT @_komakelle_ : „Er wissen also , wie so eine Konklave ablaufen ? “ „Ja , weiß . “ „Und wann die neu Papst feststehen ? “ „Weißer auch . “	NE ADJD $. ADJD VVFIN ADV $, KOUS ADV ART NN VVFIN $. ADJA NN $, ADJD $. ADJA NN PWAV ART ADJA NN VVFIN $. ADJA NN ADV $. ADJA	0/-- 1/PD 2/-- 5/MO 3/-- 5/MO 6/-- 12/CP 12/MO 11/NK 12/SB 5/MO 12/-- 15/NK 13/-- 15/-- 15/MNR 17/-- 20/NK 25/SB 25/MO 24/NK 24/NK 25/SB 18/-- 25/-- 28/NK 26/-- 28/MO 29/-- 30/--	case=nom|*=True|num=sg pos=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _ _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg _ _ _
311903064636403712	neutral	Ich glaube ich muss euch was sagen ... also ... wie sag ich das am besten ... also ... ich bin der neue Papst ! Und jetzt Freibier für alle !!!	ich glauben ich müssen ihr was sagen ... also ... wie sagen ich die am gut ... also ... ich sein die neu Papst ! und jetzt Freibier für alle !!!	PPER VVFIN PPER VMFIN PPER PWS VVINF $. ADV $. KOUS VVIMP PPER PDS PTKA ADJD $. ADV $. PPER VAFIN ART ADJA NN $. KON ADV NN APPR PIAT NN	2/SB 0/-- 4/SB 2/OC 7/DA 7/OA 4/OC 7/-- 8/-- 9/-- 16/CP 10/-- 16/SB 16/OG 16/PM 12/MO 16/-- 17/-- 18/-- 21/SB 19/-- 24/NK 24/NK 21/PD 24/-- 28/JU 28/MO 25/-- 28/MNR 31/NK 29/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=neut|num=sg _ _ _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ sup=True _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=pl _ case=acc|*=True|num=pl case=acc|*=True|num=pl
311948925399605249	positive	Rasten alle aus wegen dem Papst . Immer ruhig .	Rasten alle aus wegen die Papst . immer ruhig .	NN PIS PTKVZ APPR ART NN $. ADV ADJD $.	0/-- 1/NK 1/SVP 1/MNR 6/NK 4/NK 6/-- 9/MO 7/-- 9/--	case=nom|EmoExpression::markable_103::SubjectiveFact=false|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_103::Sarcasm=false|Sentiment::markable_101::Polarity=positive|gender=masc|Sentiment::markable_101::Intensity=strong|EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|num=pl|EmoExpression::markable_103::Polarity=positive|Sentiment::markable_101::Sarcasm=false|EmoExpression::markable_103::EmoExpression=True case=nom|num=pl|Sentiment::markable_101::Sentiment=True|gender=masc|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True case=dat|num=sg|Target::markable_102::Anaphref=empty|Sentiment::markable_101::Sentiment=True|gender=masc|Target::markable_102::Preferred=true|Target::markable_102::Target=True _ _ EmoExpression::markable_100500203::EmoExpression=True|EmoExpression::markable_100500203::Uncertain=false|EmoExpression::markable_100500203::Intensity=medium|EmoExpression::markable_100500203::SubjectiveFact=false|EmoExpression::markable_100500203::Sarcasm=false|pos=True|EmoExpression::markable_100500203::Polarity=positive _
311922317435490304	negative	Warum erinnert mich der neue #Papst eigentlich an den von Raus aus Den Schulden ?	warum erinnern ich die neu #Papst eigentlich an die von Rau aus die Schuld ?	PWAV VVFIN PRF ART ADJA NN ADV APPR ART APPR NE APPR ART NN $.	2/MO 0/-- 2/OA 6/NK 6/NK 2/SB 2/MO 2/OP 8/NK 9/PG 10/NK 9/MNR 14/NK 12/NK 14/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|gender=fem|num=pl case=dat|EmoExpression::markable_104014820::SubjectiveFact=true|gender=fem|EmoExpression::markable_104014820::Uncertain=false|EmoExpression::markable_104014820::Intensity=medium|num=pl|EmoExpression::markable_104014820::Sarcasm=false|EmoExpression::markable_104014820::Polarity=negative|EmoExpression::markable_104014820::EmoExpression=True _
311917973248024577	positive	Der Erzbischof aus Buenos Aires ist neuer Papst ! #habemuspapam	die Erzbischof aus Buenos Aires sein neu Papst ! #habemuspapam	ART NN APPR NE NE VAFIN ADJA NN $. NN	2/NK 6/SB 2/MNR 5/PNC 3/NK 0/-- 8/NK 6/PD 8/-- 9/--	case=nom|Sentiment::markable_105::Sentiment=True|gender=masc|Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|Target::markable_106::Target=True|num=sg|Sentiment::markable_105::Sarcasm=false|Target::markable_106::Anaphref=empty|Sentiment::markable_105::Intensity=medium case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_106::Target=True Target::markable_106::Target=True|Sentiment::markable_105::Sentiment=True Target::markable_106::Target=True|Sentiment::markable_105::Sentiment=True|*=True case=dat|gender=neut|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_106::Target=True pers=3|Sentiment::markable_105::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg Sentiment::markable_105::Sentiment=True pos=True
311906784904364033	neutral	Vielleicht heißt der neue Papst Jens Glaser II . Würde ich angemessen finden .	vielleicht heißen die neu Papst Jens Glaser II . werden ich angemessen finden .	ADV VVFIN ART ADJA NN NE NE CARD $. VAFIN PPER ADJD VVINF $.	2/MO 0/-- 5/NK 5/NK 2/SB 7/PNC 5/NK 7/PNC 8/-- 9/-- 10/SB 13/MO 10/OC 13/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 pos=True _ _
311923038784475137	positive	@AliAs_BM4G Der Papst ist tot , lang lebe der Papst ! Zum Glöck , dann können wiur ihm noch playbachs schicken !	@AliAs_BM4G die Papst sein tot , lang leben die Papst ! zu Glöck , dann können wiur er noch playbachs schicken !	NN ART NN VAFIN ADJD $, ADJD VVFIN ART NN $. APPRART NN $, ADV VMFIN NN PPER ADV NN VVINF $.	0/-- 3/NK 4/SB 1/-- 4/PD 5/-- 8/MO 4/CJ 10/NK 8/SB 10/-- 21/MO 12/NK 13/-- 16/MO 11/-- 16/SB 21/DA 21/MO 21/OA 16/OC 21/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ pos=True pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500204::Polarity=positive|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=false case=dat|gender=masc|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ _ _ pos=True case=dat|gender=masc|num=sg|pers=3 _ case=gen|gender=neut|num=sg _ _
312183868415418368	negative	RT @dbna : Der neue Papst Franziskus wird wohl kein Pontifex sein , der die Rechte von Schwulen und Lesben unterstützen wird :-( http://t ._...	RT @dbna : die neu Papst Franziskus werden wohl keine Pontifex sein , die die Recht|Rechte von Schwule und Lesbe unterstützen werden :-( http://t ._...	NE NE $. ART ADJA NN NE VAFIN ADV PIAT NN VAINF $, PRELS ART NN APPR NN KON NN VVINF VAFIN $( NN ADJA	2/PNC 0/-- 2/-- 6/NK 6/NK 8/SB 6/NK 3/-- 12/MO 11/NK 12/PD 8/OC 12/-- 22/SB 16/NK 21/OA 16/PG 17/NK 18/CD 19/CJ 22/OC 11/RC 22/-- 21/MO 24/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sarcasm=false|gender=masc|Sentiment::markable_108::Intensity=medium|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_108::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_110::Target=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_110::Target=True|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|Target::markable_110::Target=True|num=sg|Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_108::Sentiment=True EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=negative|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium|Sentiment::markable_108::Sentiment=True _ pers=2|num=sg|mood=imp
311849313313624064	neutral	RT @nikstyles : kein Wunder , dass sie nicht sehen wollen , wie sie den Papst wählen . denn so sieht das Konklave in Wirklichkeit aus http:/ ...	RT @nikstyles : keine Wunder , dass sie nicht sehen wollen , wie sie die Papst wählen . denn so sehen die Konklave in Wirklichkeit aus http:/ ...	NE ADJD $. PIAT NN $, KOUS PPER PTKNEG VVINF VMFIN $, KOUS PPER ART NN VVINF $. KON ADV VVFIN ART NN APPR NN APPR NN $.	0/-- 1/PD 2/-- 5/NK 11/PD 5/-- 11/CP 11/SB 11/NG 11/OC 3/-- 11/-- 17/CP 17/SB 16/NK 17/OA 11/MO 17/-- 11/CD 21/MO 19/CJ 23/NK 21/SB 21/MO 24/NK 25/MNR 26/NK 27/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=3 _ _ pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _
312198409253687297	negative	Du magst den neuen Papst nicht ? Kein Problem ! Es gibt über ein Dutzend Alternativpäpste auf… http://t.co/e1RozufLwP	du mögen die neu Papst nicht ? keine Problem ! es geben über eine Dutzend Alternativpäpste auf… http://t.co/e1RozufLwP	PPER VMFIN ART ADJA NN PTKNEG $. PIAT NN $. PPER VVFIN APPR ART NN NN ADJA NN	2/SB 0/-- 5/NK 5/NK 2/OA 2/NG 6/-- 9/NK 7/-- 9/-- 12/EP 10/-- 12/MO 15/NK 13/NK 15/NK 18/NK 12/OA	case=nom|Source::markable_100500208::Source=True|Sentiment::markable_100500207::Sarcasm=false|Sentiment::markable_100500207::Polarity=negative|*=True|pers=2|num=sg|Source::markable_100500208::Anaphref=empty|Sentiment::markable_100500207::Sentiment=True|Sentiment::markable_100500207::Intensity=medium EmoExpression::markable_100500209::Sarcasm=false|mood=ind|EmoExpression::markable_100500209::Intensity=medium|pers=2|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500209::Polarity=positive|Sentiment::markable_100500207::Sentiment=True|EmoExpression::markable_100500209::EmoExpression=True|EmoExpression::markable_100500209::Uncertain=false case=acc|num=sg|Target::markable_100500211::Anaphref=empty|Sentiment::markable_100500207::Sentiment=True|gender=masc|Target::markable_100500211::Preferred=true|Target::markable_100500211::Target=True case=acc|num=sg|Sentiment::markable_100500207::Sentiment=True|gender=masc|pos=True|Target::markable_100500211::Target=True case=acc|gender=masc|num=sg|Target::markable_100500211::Target=True|Sentiment::markable_100500207::Sentiment=True Sentiment::markable_100500207::Sentiment=True|Negation::markable_100500210::EmoExpressionRef=emo-expression:markable_100500209|Negation::markable_100500210::Negation=True _ case=nom|gender=neut|Negation::markable_100500206::Negation=True|num=sg|Negation::markable_100500206::EmoExpressionRef=emo-expression:markable_100500205 case=nom|EmoExpression::markable_100500205::EmoExpression=True|gender=neut|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=sg|EmoExpression::markable_100500205::SubjectiveFact=false|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg
