369517901734096896	positive	Piraten bei puls4 ! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4 ! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR CARD $. ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/MO 7/-- 7/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
381661310414778368	positive	@aktienm :-) was haben Sie denn fürs Folgen von mir bekommen ? Schönen Wahlsonntag !	@aktienm :-) was haben Sie denn fürs Folge von ich bekommen ? schön Wahlsonntag !	NN $( PWS VAFIN PPER ADV APPRART NN APPR PPER VVINF $. ADJA NN $.	0/-- 3/-- 11/OA 1/-- 4/SB 11/MO 11/MO 7/NK 8/PG 9/NK 4/OC 11/-- 14/NK 12/-- 14/--	case=nom|gender=masc|num=sg EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::EmoExpression=True|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Uncertain=false|EmoExpression::markable_92::Sarcasm=false case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|*=True|num=sg|pers=1 _ _ case=acc|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_93::EmoExpression=True|num=sg|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::Polarity=positive case=acc|gender=masc|num=sg _
362611909561819137	negative	RT @Nordpirat : Die #SPD ist gar keine #Alternative zur #CDU . Aber wem erzähl ich das :( http://t.co/mztwisqABI #Bundestagswahl #Wahl #Polit …	RT @Nordpirat : die #SPD sein gar keine #Alternative zu #CDU . aber wer erzählen ich die :( http://t.co/mztwisqABI #Bundestagswahl #Wahl #Polit …	NE NN $. ART NN VAFIN ADV PIAT NN APPRART NN $. KON PWS VVIMP PPER ART ADJA NN NN NN NN ADJA	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 8/MO 9/NK 6/SB 9/MNR 10/NK 11/-- 14/JU 15/NK 12/-- 23/SB 19/NK 19/NK 23/OA 19/NK 19/MNR 21/NK 15/NK	case=nom|*=True|num=sg case=nom|Source::markable_95::Anaphref=empty|*=True|Sentiment::markable_94::Polarity=negative|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=strong|Source::markable_95::Source=True|Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True case=nom|Target::markable_96::Anaphref=empty|num=sg|Target::markable_96::Preferred=true|gender=fem|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind Intensifier::markable_99::EmoExpressionRef=emo-expression:markable_97|Sentiment::markable_94::Sentiment=True|Intensifier::markable_99::Degree=medium|Intensifier::markable_99::Intensifier=True case=nom|Negation::markable_98::Negation=True|num=sg|Negation::markable_98::EmoExpressionRef=emo-expression:markable_97|gender=fem|Sentiment::markable_94::Sentiment=True case=nom|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=true|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg _ _ case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=neut|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|pos=True|EmoExpression::markable_100::Polarity=negative|num=sg|EmoExpression::markable_100::Intensity=medium case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
373734340330786816	positive	RT @Nachtfalke_de : #Piraten in der ehemaligen Stadt der abgestuften Chancengleichheit ;-) #btw13 #Herne http://t.co/oq0VWOU4oj	RT @Nachtfalke_de : #Piraten in die ehemalig Stadt die abgestuft Chancengleichheit ;-) #btw13 #Herne http://t.co/oq0VWOU4oj	NE ADJD $. NN APPR ART ADJA NN ART ADJA NN $( CARD NN NE	0/-- 1/PD 2/-- 3/-- 4/MNR 8/NK 8/NK 5/NK 11/NK 11/NK 8/AG 11/-- 14/NK 8/PAR 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10409139::Uncertain=false|gender=fem|EmoExpression::markable_10409139::EmoExpression=True|EmoExpression::markable_10409139::SubjectiveFact=true|num=sg|EmoExpression::markable_10409139::Intensity=medium|EmoExpression::markable_10409139::Polarity=positive|EmoExpression::markable_10409139::Sarcasm=false EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
374218477659492352	positive	RT @kroppzoich2011 : +1 ! #hach … :-) RT @Duesenberg_ : Das mag ich dann doch wieder an den #piraten Sehr sogar http://t.co/ZogCdvc1YY	RT @kroppzoich2011 : +1 ! #hach … :-) RT @Duesenberg_ : die mögen ich dann doch wieder an die #piraten sehr sogar http://t.co/ZogCdvc1YY	NE NN $. NN $. NN NN $( NE NN $. PDS VMFIN PPER ADV ADV ADV APPR ART NN ADV ADV NN	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 6/NK 7/-- 10/PNC 6/CJ 10/-- 13/SB 11/-- 13/SB 13/MO 13/MO 13/MO 13/MO 20/NK 18/NK 22/MO 13/MO 13/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|*=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive *=True case=nom|Source::markable_104::Anaphref=empty|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_104::Source=True|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium case=nom|pers=1|num=sg|Source::markable_106::Anaphref=markable_104|Source::markable_106::Source=True|*=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=fem|Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|sup=True|gender=fem|Sentiment::markable_103::Sentiment=True Intensifier::markable_108::Intensifier=True|Sentiment::markable_103::Sentiment=True|Intensifier::markable_108::Degree=medium|Intensifier::markable_108::EmoExpressionRef=emo-expression:markable_105 Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=pl
357875120586489857	positive	@AlterPirat saustarke Argumentation auf höchstem intellektuellen Niveau - dafür ein fröhlicher Tritt gegen das Holzbein : #piraten - #AfD + :-)	@AlterPirat saustarke Argumentation auf hoch intellektuell Niveau - dafür eine fröhlich Tritt gegen die Holzbein : #piraten - #AfD + :-)	NN VVFIN NN APPR ADJA ADJA NN $( PAV ART ADJA NN APPR ART NN $. NN $( NN KON $(	0/-- 1/-- 2/SB 2/MO 7/NK 7/NK 4/NK 7/-- 2/NK 12/NK 12/NK 2/SB 12/MNR 15/NK 13/NK 15/-- 12/APP 17/-- 17/CJ 17/CD 20/--	case=nom|gender=masc|num=sg Sentiment::markable_109::Polarity=positive|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_110::Intensity=strong|Sentiment::markable_109::Sarcasm=false|Target::markable_112::Anaphref=empty|num=sg|tense=pres|EmoExpression::markable_110::EmoExpression=True|Target::markable_112::Target=True|EmoExpression::markable_110::SubjectiveFact=false|mood=subj|Sentiment::markable_109::Intensity=medium|Target::markable_112::Preferred=true|EmoExpression::markable_110::Polarity=positive|pers=3|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_109::Sentiment=True|Target::markable_112::Target=True Sentiment::markable_109::Sentiment=True case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=neut|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|num=sg|sup=True|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_109::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_109::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|EmoExpression::markable_113::Intensity=medium case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _ _ EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive
380375408727699456	mixed	Schmöker - Tipp für alle #AfD-Freunde und sonstige Menschenverachter - das ElitePartner - Forum : http://t.co/J8gFGU84AR :-) #Realsatire	Schmöker - Tip für alle #AfD-Freunde und sonstig Menschenverachter - die ElitePartner - Forum : http://t.co/J8gFGU84AR :-) #Realsatire	NN $( NN APPR PIAT NN KON ADJA NN $( ART NN $( NN $. NN $( NN	0/-- 1/-- 1/CJ 3/MNR 6/NK 4/NK 6/CD 9/NK 7/CJ 9/-- 12/NK 3/SB 12/-- 12/NK 14/-- 14/CJ 16/-- 16/CJ	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|*=True|num=pl|pos=True case=acc|EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::EmoExpression=True|*=True|EmoExpression::markable_117::Uncertain=false|num=pl|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=fem|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=pl case=nom|gender=fem|num=sg
377822921584312320	neutral	Die CSU kann sich anscheinend alles erlauben .	die CSU können sich anscheinend alle erlauben .	ART NE VMFIN PRF ADJD PIS VVINF $.	2/NK 3/SB 0/-- 7/OA 7/MO 7/OA 3/OC 7/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True case=acc|gender=neut|num=sg _ _
355266092207321088	positive	RT @TeilerDoehrden : Zu meiner gestrigen STASI - Anspielung im Landtag passend ein schöner Artikel in der FAZ http://t.co/mssCZr3vXj via @alio …	RT @TeilerDoehrden : zu mein gestrig Stasi - Anspielung in Landtag passend eine schön Artikel in die FAZ http://t.co/mssCZr3vXj via @alio …	NE NN $. APPR PPOSAT ADJA NE $( NN APPRART NN ADJD ART ADJA NN APPR ART NE NE APPR NN ADJD	2/SB 0/-- 2/-- 12/MO 9/NK 9/NK 9/NK 7/-- 4/NK 9/MNR 10/NK 15/MO 15/NK 15/NK 3/-- 15/MNR 18/NK 16/NK 15/NK 15/MNR 20/NK 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|pos=True|Target::markable_119::Target=True|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True _ _ case=dat|gender=masc|num=sg pos=True
378185296094822400	negative	@Ekynos die angst vor dem wähler ? harhar	@Ekynos die Angst vor die Wähler ? harhar	NN ART NN APPR ART NN $. NE	0/-- 3/NK 1/-- 3/MNR 6/NK 4/NK 6/-- 7/--	_ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pos=True
374640192176803840	positive	RT @sekor : Geil , die Grünen rufen zur Demo gegen ihre eigenen Überwachungsgesetze auf ^ ^ http://t.co/QoogoF75il http://t.co/87Vy6Ic9JF	RT @sekor : geil , die Grüne rufen zu Demo gegen ihr eigen Überwachungsgesetze auf ^ ^ http://t.co/QoogoF75il http://t.co/87Vy6Ic9JF	NE NN $. ADJD $, ART NN VVFIN APPRART NN APPR PPOSAT ADJA NN PTKVZ XY XY NN NE	2/SB 0/-- 2/-- 8/MO 4/-- 7/NK 8/SB 3/-- 8/OP 9/NK 10/MNR 14/NK 14/NK 11/NK 8/OP 15/NK 15/NK 15/NK 18/NK	case=nom|*=True|num=sg case=nom|Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=positive|*=True|Sentiment::markable_122::Intensity=medium|num=sg|Source::markable_122::Source=True|Source::markable_122::Anaphref=empty Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::EmoExpression=True Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|Target::markable_124::Anaphref=empty|Sentiment::markable_131::Intensity=medium|*=True|Target::markable_124::Preferred=true|Source::markable_131::Anaphref=empty|Sentiment::markable_131::Polarity=positive|num=pl|Target::markable_124::Target=True|Sentiment::markable_131::Sarcasm=false|Source::markable_131::Source=True|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=pl|Sentiment::markable_131::Sentiment=True|Source::markable_131::Source=True|*=True|Target::markable_124::Target=True pers=3|Sentiment::markable_122::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_124::Target=True|Sentiment::markable_131::Sentiment=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_131::Intensity=medium|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Sarcasm=false|EmoExpression::markable_131::Uncertain=false|Target::markable_124::Target=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_131::Preferred=true|num=pl|Target::markable_124::Target=True|Target::markable_131::Anaphref=empty case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|pos=True|num=pl|Target::markable_124::Target=True case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|num=pl|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Sentiment::markable_131::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Intensity=medium|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Polarity=positive case=acc|gender=fem|num=sg|EmoExpression::markable_126::EmoExpression=True|Sentiment::markable_122::Sentiment=True case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
381089319131181056	positive	Klar , es ist Wahlkampf . Die Rücktrittsforderungen an #Beck und #Trittin #Grüne finde ich trotzdem ok .	Klar , es sein Wahlkampf . die Rücktrittsforderung an #Beck und #Trittin #Grüne finden ich trotzdem ok .	NE $, PPER VAFIN NN $. ART NN APPR NN KON NN NN VVFIN PPER PAV VVFIN $.	4/PD 1/-- 4/SB 0/-- 4/PD 5/-- 8/NK 14/OA 8/MNR 9/NK 10/CD 11/CJ 10/NK 6/-- 14/SB 17/NK 14/OC 17/--	case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=acc|gender=fem|Target::markable_133::Target=True|Sentiment::markable_132::Polarity=positive|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=false case=acc|gender=fem|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Sentiment::markable_132::Sentiment=True|Source::markable_134::Source=True|Source::markable_134::Anaphref=empty|*=True Sentiment::markable_132::Sentiment=True EmoExpression::markable_135::Polarity=positive|EmoExpression::markable_135::SubjectiveFact=false|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Sarcasm=false|EmoExpression::markable_135::Uncertain=false|EmoExpression::markable_135::Intensity=medium|EmoExpression::markable_135::EmoExpression=True _
384292162588147712	negative	RT @kaczmarekkkkkkk : Einsam und alleine stand in Heidelsheim ein CDU - Sonnenschirm .	RT @kaczmarekkkkkkk : einsam und alleine stehen in Heidelsheim eine CDU - Sonnenschirm .	NE NN $. ADJD KON ADV VVFIN APPR NN ART NE $( NN $.	2/SB 0/-- 2/-- 7/MO 4/CD 5/CJ 3/-- 7/MO 8/NK 11/NK 7/SB 11/-- 11/APP 13/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_137::Sarcasm=false|num=sg|Sentiment::markable_137::Polarity=negative|Sentiment::markable_137::Intensity=medium|*=True|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|pos=True|Sentiment::markable_137::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True case=acc|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=neut|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True
350291807738929152	negative	DT @W_SK : Ärgerlich : SPD gegen Untersuchungsausschuss zu #Blockupy dpa : SPD und Grüne über Unters ... http://t.co/RBg45gHnE0	DT @W_SK : ärgerlich : SPD gegen Untersuchungsausschuss zu #Blockupy dpa : SPD und Grüne über unters ... http://t.co/RBg45gHnE0	NN ADJD $. ADJD $. NE APPR NN APPR NN NE $. NE KON NN APPR APPRART $. CARD	0/-- 1/PD 2/-- 6/NK 4/-- 3/-- 6/MNR 7/NK 8/MNR 9/NK 10/NK 11/-- 6/CJ 13/CD 14/CJ 6/SVP 16/NK 17/-- 18/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ Sentiment::markable_139::Sentiment=True|Sentiment::markable_139::Intensity=medium|pos=True|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|Sentiment::markable_139::Polarity=negative|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative|Sentiment::markable_139::Sarcasm=false Sentiment::markable_139::Sentiment=True case=nom|Sentiment::markable_142::Sarcasm=false|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|Sentiment::markable_142::Polarity=negative|gender=fem|Source::markable_142::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Source::markable_142::Source=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True|EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Uncertain=false|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|EmoExpression::markable_142::Intensity=medium case=acc|gender=masc|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=dat|num=sg|gender=fem|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=dat|num=sg|gender=fem|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|*=True|num=sg _ _
377438362866446336	neutral	Allianz GI - Umfrage : Zeitpunkt für den Ausstieg aus Niedrigzinspolitik unklar : Frankfurt ( http://t.co/YnCbYGmWEq … http://t.co/YuQi3iVUim	Allianz GI - Umfrage : Zeitpunkt für die Ausstieg aus Niedrigzinspolitik unklar : Frankfurt ( http://t.co/YnCbYGmWEq … http://t.co/YuQi3iVUim	NN NE $( NN $. NN APPR ART NN APPR NN ADJD $. NE $( NN ADJA NN	0/-- 1/NK 2/-- 1/PAR 4/-- 4/PD 6/MNR 9/NK 7/NK 9/MNR 10/NK 4/PD 12/-- 4/MO 14/-- 14/APP 18/NK 16/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg pos=True _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
