311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 1/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311908081497944067	positive	@mapu_de Nur ' mal zwischendurch - auch wenn die Spannung steigt #Papst - wer wird neuer Präsi bei #1860 ? ;-)	@mapu_de nur ' mal zwischendurch - auch wenn die Spannung steigen #Papst - wer werden neu Präsi bei #1860 ? ;-)	NN ADV $( ADV ADV $( ADV KOUS ART NN VVFIN NN $( PWS VAFIN ADJA NN APPR CARD $. $(	0/-- 11/MO 2/-- 5/MO 11/MO 5/-- 10/MO 10/CP 10/NK 11/SB 1/-- 11/OA 12/-- 15/SB 12/PAR 17/NK 15/PD 11/MO 18/NK 19/-- 20/--	case=nom|gender=fem|num=sg _ _ _ _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Uncertain=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True
312088942738567168	positive	Guten Morgen ! Die Welt ist geretten , #weil es ist ein Argentinier :-) #MOIN #PAPST	gut Morgen ! die Welt sein geretten , #weil es sein eine Argentinier :-) #MOIN #PAPST	ADJA NN $. ART NN VAFIN ADJA $, ADJA PPER VAFIN ART NN $( ADJA NN	2/NK 0/-- 2/-- 5/NK 6/SB 3/-- 6/SB 7/-- 7/CJ 11/SB 6/CJ 13/NK 11/PD 13/-- 16/NK 11/PD	case=acc|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_60::Uncertain=false|EmoExpression::markable_60::Polarity=positive|num=pl|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
311928831453847552	positive	RT @wunderfitzig : Der ist ja putzig ! :) Der neue Papst .	RT @wunderfitzig : die sein ja putzig ! :) die neu Papst .	NE ADJD $. PDS VAFIN ADV ADJD $. NN ART ADJA NN $.	0/-- 1/PD 2/-- 5/SB 3/-- 5/MO 5/PD 7/-- 8/-- 12/NK 12/NK 9/SB 12/--	case=nom|*=True|num=sg Sentiment::markable_61::Sentiment=True|Sentiment::markable_61::Polarity=positive|Sentiment::markable_61::Sarcasm=false|Source::markable_62::Anaphref=empty|pos=True|Sentiment::markable_61::Intensity=medium|Source::markable_62::Source=True Sentiment::markable_61::Sentiment=True case=nom|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_63::Target=True|gender=masc|Target::markable_63::Anaphref=markable_65|Target::markable_63::Preferred=true pers=3|Sentiment::markable_61::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_61::Sentiment=True Sentiment::markable_61::Sentiment=True|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::EmoExpression=True|pos=True|EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::Uncertain=false|EmoExpression::markable_64::Sarcasm=false Sentiment::markable_61::Sentiment=True case=nom|Sentiment::markable_61::Sentiment=True|EmoExpression::markable_66::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=nom|Target::markable_65::Anaphref=empty|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_65::Preferred=true|gender=masc|Target::markable_65::Target=True case=nom|Sentiment::markable_61::Sentiment=True|num=sg|gender=masc|Target::markable_65::Target=True|pos=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_65::Target=True Sentiment::markable_61::Sentiment=True
312119689000148992	neutral	@Scharfensteiner @bistummainz @larswienand ... der Papst promovierte dort , wo Kardinal Lehmann kurz zuvor noch lehrte : in Freiburg !	@Scharfensteiner @bistummainz @larswienand ... die Papst promovieren dort , wo Kardinal Lehmann kurz zuvor noch lehren : in Freiburg !	NN NE NE $. ART NN VVFIN ADV $, PWAV NN NE ADJD ADV ADV VVFIN $. APPR NE $.	0/-- 1/-- 2/-- 3/-- 6/NK 7/SB 4/-- 7/MO 8/-- 16/MO 16/SB 11/NK 14/MO 16/MO 16/MO 8/RC 16/-- 7/MO 18/NK 19/--	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=neut|num=sg _
311935213393547264	positive	RT @AliceVanWunder : Glücklich sieht anders aus . Der fängt bestimmt heute Abend an zu twittern . #papst	RT @AliceVanWunder : glücklich sehen anders aus . die fangen bestimmt heute Abend an zu twittern . #papst	NE NN $. ADJD VVFIN ADV PTKVZ $. PDS VVFIN ADV ADV NN APZR PTKZU VVINF $. NN	2/SB 0/-- 2/-- 5/MO 3/-- 5/MO 5/SVP 7/-- 10/SB 8/-- 10/MO 10/MO 10/OA 10/SVP 16/PM 10/OC 16/-- 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ EmoExpression::markable_67::Intensity=medium|EmoExpression::markable_67::Polarity=positive|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg
311914216070213633	negative	wah wah wah ... neuer papst , interessiert mich null. ! http://t.co/y9Qizf3VCA	wah wah wah ... neu Papst , interessieren ich null. ! http://t.co/y9Qizf3VCA	NE NE NE $. ADJA NN $, VVFIN PRF NE $. NE	3/PNC 3/PNC 0/-- 3/-- 6/NK 8/SB 6/-- 4/-- 8/OA 8/SB 10/-- 11/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|Target::markable_69::Target=True|gender=masc|Target::markable_69::Anaphref=empty|pos=True|Target::markable_69::Preferred=true|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=negative case=nom|gender=masc|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::EmoExpression=True|mood=ind|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|pers=3|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_68::Sentiment=True|*=True|Source::markable_71::Anaphref=empty|Source::markable_71::Source=True Negation::markable_72::Negation=True|Sentiment::markable_68::Sentiment=True|Negation::markable_72::EmoExpressionRef=emo-expression:markable_70 Sentiment::markable_68::Sentiment=True case=nom|gender=neut|num=sg
311916198017249280	positive	Zur Feier des Tages , eine Mohammed Karikatur : http://t.co/07oVK3D8ce #papst	zu Feier die Tag , eine Mohammed Karikatur : http://t.co/07oVK3D8ce #papst	APPRART NN ART NN $, ART NE NN $. NN NN	8/MNR 1/NK 4/NK 2/AG 4/-- 8/NK 8/NK 0/-- 8/-- 8/PAR 10/NK	case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|gender=fem|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|num=sg|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311926498695188482	negative	RT @KoenigKopflos : Auf allen Sendern läuft die Papstwahl . Auf BibelTV läuft ein amerikanischer Gospel . Finde den Fehler . #Papst #habemus ...	RT @KoenigKopflos : auf alle Sender laufen die Papstwahl . auf BibelTV laufen eine amerikanisch Gospel . finden die Fehler . #Papst #habemus ...	NE ADJD $. APPR PIAT NN VVFIN ART NN $. APPR NE VVFIN ART ADJA NN $. VVFIN ART NN $. NN NN $.	0/-- 1/PD 2/-- 7/MO 6/NK 4/NK 3/-- 9/NK 7/SB 9/-- 13/MO 11/NK 10/-- 16/NK 16/NK 13/SB 16/-- 17/-- 20/NK 18/OA 20/-- 21/-- 22/NK 23/--	case=nom|*=True|num=sg pos=True _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|gender=masc|EmoExpression::markable_74::Polarity=negative|EmoExpression::markable_74::Sarcasm=false|num=sg|EmoExpression::markable_74::SubjectiveFact=false _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311942851296636928	neutral	RT @teilweise : #Papst Franziskus hat in Deutschland promoviert . Ist franziplag.de noch frei ?	RT @teilweise : #Papst Franziskus haben in Deutschland promovieren . sein franziplag.de noch frei ?	NE ADJD $. NN NE VAFIN APPR NE VVPP $. VAFIN ADJD ADV ADJD $.	0/-- 1/PD 2/-- 6/SB 4/NK 3/-- 9/MO 7/NK 6/OC 9/-- 10/-- 11/PD 11/MO 11/PD 14/--	case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind pos=True _ pos=True _
311914607340036097	negative	RT @oliverdasgupta : Da ... marschieren Uniformierte zu Marschmusik mit .... Knarren ! Und alle Kapellen spielen durcheinander . Sind die irr ...	RT @oliverdasgupta : da ... marschieren Uniformierte zu Marschmusik mit .... Knarre|Knarren ! und alle Kapelle spielen durcheinander . sein die irren ...	NE NN $. ADV $. VVFIN NN APPR NN APPR ADJA NN $. KON PIAT NN VVFIN PTKVZ $. VAFIN PDS VVIMP $.	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 6/SB 6/MO 8/NK 9/MNR 10/NK 11/-- 12/-- 17/JU 16/NK 17/SB 13/-- 17/SVP 18/-- 19/-- 20/SB 20/OC 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_104012641::Sarcasm=false|EmoExpression::markable_104012641::SubjectiveFact=false|EmoExpression::markable_104012641::EmoExpression=True|EmoExpression::markable_104012641::Uncertain=false|EmoExpression::markable_104012641::Polarity=negative|EmoExpression::markable_104012641::Intensity=weak _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _
311984810878971905	neutral	Papst - Begeisterung in Rom : Polonäse über den Petersplatz : " Viva , viva il Papa Francesco ! " Tausende Gläubige be ... http://t.co/iKaYoe3ZjZ	Papst - Begeisterung in Rom : Polonäse über die Petersplatz : " Viva , Viva il Papa Francesco ! " <UNKNOWN> Gläubige be ... http://t.co/iKaYoe3ZjZ	NN $( NN APPR NE $. NN APPR ART NN $. $( NE $, NE NE NN NE $. $( ADJA NN NE $. NN	0/-- 1/-- 1/CJ 3/MNR 4/NK 5/-- 3/CJ 7/MNR 10/NK 8/NK 10/-- 11/-- 7/NK 13/-- 16/PNC 13/CJ 18/PNC 16/CC 18/-- 19/-- 22/NK 20/-- 22/NK 23/-- 24/--	case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ case=nom|*=True|num=sg *=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg
311909570316468224	neutral	RT @HerrHundertmark : Stelle mir gerade vor , wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd : " Fuck , ist das kras ...	RT @HerrHundertmark : stellen ich gerade vor , wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd : " Fuck , sein die kras ...	NE NN $. VVFIN PPER ADV PTKVZ $, KOUS ART ADJD ADJA NN ADV ART NN VVFIN KON ADJD $. $( NN $, VAFIN ART NN $.	2/SB 0/-- 2/-- 24/MO 4/DA 4/MO 4/SVP 7/-- 17/CP 13/NK 12/MO 13/NK 17/SB 17/MO 16/NK 17/OA 4/MO 17/CD 22/MO 19/-- 20/-- 18/CJ 22/-- 3/-- 26/NK 24/PD 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311921072125652993	negative	Woher weiß das Konklave nur immer so gut , welchen #Papst dieser ominöse Gott gerade will ? Und warum müssen die trotzdem so oft wählen ?	woher wissen die Konklave nur immer so gut , welche #Papst dies ominös Gott gerade wollen ? und warum müssen die trotzdem so oft wählen ?	PWAV VVFIN ART NN ADV ADV ADV ADJD $, PWAT NN PDAT ADJA NN ADV VMFIN $. KON PWAV VMFIN ART PAV ADV ADV VVINF $.	2/MO 0/-- 4/NK 2/SB 8/MO 7/MO 8/MO 2/MO 8/-- 11/NK 16/SB 14/NK 14/NK 11/AG 16/MO 2/OC 16/-- 20/JU 20/MO 17/-- 24/NK 24/NK 24/MO 20/MO 20/OC 25/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ EmoExpression::markable_104012650::Intensity=medium|EmoExpression::markable_104012650::SubjectiveFact=false|EmoExpression::markable_104012650::EmoExpression=True|EmoExpression::markable_104012650::Polarity=positive|pos=True|EmoExpression::markable_104012650::Sarcasm=false|EmoExpression::markable_104012650::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|Target::markable_76::Preferred=true|gender=fem|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=negative case=nom|EmoExpression::markable_77::Uncertain=false|gender=neut|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_77::EmoExpression=True|Target::markable_76::Target=True|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=negative|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ _ _ _
312108178609422337	neutral	Neuer Mann und immer noch : der Papst hats Speckbsteck zspät bstellt . Lernen die das nicht ? #Papst	neu Mann und immer noch : die Papst hats Speckbsteck zspät bstellt . Lernen die die nicht ? #Papst	ADJA NN KON ADV ADV $. ART NN NN NN NN VVPP $. NN ART PDS PTKNEG $. NN	2/NK 0/-- 2/CD 5/MO 3/CJ 5/-- 8/NK 2/APP 8/NK 12/OA 10/NK 8/RC 12/-- 13/-- 16/NK 14/SB 14/NG 17/-- 18/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg _ _ _
311922659724259328	positive	RT @JuliaSmith_21 : Ich habe es auch toll gefunden , dass er erst an den ehemaligen Papst Benedikt gedacht und für ihn gebetet hat ! #papst ...	RT @JuliaSmith_21 : ich haben es auch toll finden , dass er erst an die ehemalig Papst Benedikt denken|gedenken und für er beten haben ! #papst ...	NE NN $. PPER VAFIN PPER ADV ADJD VVPP $, KOUS PPER ADV APPR ART ADJA NN NE VVPP KON APPR PPER VVPP VAFIN $. NN $.	2/SB 0/-- 2/-- 5/SB 3/-- 9/OA 9/MO 9/MO 5/OC 9/-- 24/CP 24/SB 14/MO 19/MO 17/NK 17/NK 14/NK 17/NK 24/OC 19/CD 23/MO 21/NK 20/CJ 9/MO 24/-- 25/-- 26/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_78::Polarity=positive|Source::markable_79::Anaphref=empty|*=True|Sentiment::markable_78::Intensity=strong|Sentiment::markable_78::Sentiment=True|num=sg|Source::markable_79::Source=True|Sentiment::markable_78::Sarcasm=false Sentiment::markable_78::Sentiment=True case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=markable_79|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_78::Sentiment=True|pers=3 Sentiment::markable_78::Sentiment=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=strong|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|gender=masc|Target::markable_82::Preferred=true|pers=3|Target::markable_82::Target=True|num=sg|Target::markable_82::Anaphref=empty Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|Sentiment::markable_78::Sentiment=True|num=sg|Target::markable_82::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|pers=3|num=sg|Target::markable_82::Target=True|gender=masc|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True pers=3|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True _ _
312106776508125184	neutral	RT @SZ : Der @peersteinbrueck ist nicht der #Papst , doch beichten kann er auch : @kopfzeiler hat ihn sich bei #will angesehen : http://t.co ...	RT @SZ : die @peersteinbrueck sein nicht die #Papst , doch beichten können er auch : @kopfzeiler haben er sich bei #will ansehen : http://t.co ...	NE NE $. ART NN VAFIN PTKNEG ART NN $, ADV VVINF VMFIN PPER ADV $. NN VAFIN PPER PRF APPR NN VVPP $. NE $.	2/PNC 0/-- 2/-- 5/NK 3/-- 5/-- 6/NG 9/NK 6/PD 9/-- 13/MO 13/OC 6/CJ 13/SB 13/MO 15/-- 13/PAR 17/-- 18/SB 23/OA 23/MO 21/NK 18/OC 23/-- 23/OA 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ comp=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg _ _ _ _
312095175646273536	negative	RT @tazgezwitscher : Einige Linke empören sich schon über den neuen #Papst . Aber was haben die denn erwartet ? Kommentar von Deniz #Yücel : ...	RT @tazgezwitscher : einige Linke empören sich schon über die neu #Papst . aber was haben die denn erwarten ? Kommentar von Deniz #Yücel : ...	NE ADJD $. PIAT NN VVFIN PRF ADV APPR ART ADJA NN $. KON PWS VAFIN PDS ADV VVPP $. NN APPR NE NE $. $.	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 6/OA 6/MO 6/OP 12/NK 12/NK 9/NK 12/-- 16/JU 16/OA 13/-- 19/OA 19/MO 16/OC 19/-- 20/-- 21/PG 24/PNC 22/NK 24/-- 25/--	case=nom|*=True|num=sg comp=True _ case=nom|Sentiment::markable_83::Sarcasm=false|Source::markable_84::Anaphref=empty|Source::markable_84::Source=True|Sentiment::markable_83::Intensity=medium|*=True|num=pl|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_83::Sentiment=True|Source::markable_84::Source=True EmoExpression::markable_85::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_85::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::Polarity=negative|EmoExpression::markable_85::Sarcasm=false|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_85::SubjectiveFact=false case=acc|pers=3|num=pl|EmoExpression::markable_85::EmoExpression=True|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty|Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|pos=True|Sentiment::markable_83::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_83::Sentiment=True _ _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311915887525494784	neutral	RT @988KISSFM : Exklusiv Meldung aus Vatikan : #Papst kommt nicht raus , schaut noch 98  Komma 8 Stunden wach via Livestream #988stundenwach	RT @988KISSFM : exklusiv Meldung aus Vatikan : #Papst kommen nicht raus , schauen noch @card@ Komma 8 Stunde|Stunden wach via Livestream #988stundenwach	NE NE $. ADJD NN APPR NN $. NN VVFIN PTKNEG PTKVZ $, VVFIN ADV CARD NN CARD NN ADJD APPR NN ADJD	2/PNC 0/-- 2/-- 5/MO 14/SB 5/MNR 6/NK 7/-- 10/SB 5/PAR 10/NG 10/SVP 12/-- 3/-- 16/MO 17/NK 14/MO 19/NK 14/MO 14/MO 14/MO 21/NK 14/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=pl _ case=acc|gender=fem|num=pl pos=True _ case=dat|gender=neut|num=sg pos=True
