317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 2/-- 6/-- 4/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
318448951449776129	positive	Kann mir voll vorstellen , dass die Linke Anna ist . RT @alsobey_ : los , sagt mir " hi " : - - ) http://t.co/jUDBGSE7gP	können ich voll vorstellen , dass die link Anna sein . RT @alsobey_ : los , sagen ich " hi " : - - ) http://t.co/jUDBGSE7gP	VMFIN PPER ADJD VVINF $, KOUS ART ADJA NN VAFIN $. NE NN $. ADJD $, VVFIN PPER $( ADJD $( $. $( $( $( NN	0/-- 4/DA 4/MO 1/OC 4/-- 10/CP 9/NK 9/NK 10/SB 4/OC 10/-- 13/SB 11/-- 13/-- 26/NK 15/-- 14/-- 17/DA 18/-- 18/CJ 20/-- 21/-- 22/-- 23/-- 24/-- 20/PAR	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pos=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false EmoExpression::markable_33::EmoExpression=True EmoExpression::markable_33::EmoExpression=True EmoExpression::markable_33::EmoExpression=True case=dat|gender=fem|num=pl|comp=True
338047237156392960	positive	Ab heute bin ich SPD Mitglied ! :-)	ab heute sein ich SPD Mitglied ! :-)	APPR ADV VAFIN PPER NE NN $. $(	3/MO 1/NK 0/-- 3/SB 6/PNC 3/PD 6/-- 7/--	Target::markable_37::Anaphref=empty|Target::markable_37::Preferred=true|Sentiment::markable_36::Sarcasm=false|Sentiment::markable_36::Polarity=positive|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|pers=1|num=sg|Target::markable_37::Target=True|*=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True Sentiment::markable_36::Sentiment=True EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|Sentiment::markable_36::Sentiment=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
319195993260298241	positive	@_Einatmen Yep , und das auf ganzer Linie und deshalb sag ich´s ja ! :) #Aigner #Lobby - #Politik #fail	@_Einatmen Yep , und die auf ganz Linie und deshalb sagen ich´s ja ! :) #Aigner #Lobby - #Politik #fail	NN NE $, KON PDS APPR ADJA NN KON PAV VVIMP ADJD ADV $. ADJA NN NN $( NN NE	0/-- 1/-- 2/-- 2/CD 12/OG 5/MNR 8/NK 6/NK 5/CD 11/NK 9/CJ 4/CJ 12/MO 13/-- 16/NK 14/-- 16/NK 17/-- 17/APP 19/NK	_ _ _ _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=past|mood=ind pos=True _ _ case=nom|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336565821138694145	positive	" RT @kreon_nrw : @DerFizz Eine SDP - CDU - Koalition ohne CSU hätte auch was . " #SDP würde nie so ekliges machen . Siehe http://t.co/SXvBkjmlVT ;-)	" RT @kreon_nrw : @DerFizz eine SDP - CDU - Koalition ohne CSU haben auch was . " #SDP werden nie so eklig machen . sehen http://t.co/SXvBkjmlVT ;-)	$( NE NN $. NN ART NN $( NE $( NN APPR NE VAFIN ADV PIS $. $( NN VAFIN ADV ADV ADJA VVINF $. VVIMP NN $(	2/-- 3/PNC 0/-- 3/-- 4/-- 7/NK 14/SB 7/-- 7/NK 9/-- 9/APP 11/MNR 12/NK 5/-- 16/MO 14/SB 16/-- 17/-- 20/SB 18/-- 24/MO 23/MO 24/OA 20/OC 24/-- 25/-- 26/OA 27/--	_ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_39::Sentiment=True|Sentiment::markable_39::Sarcasm=false|Sentiment::markable_39::Polarity=positive|gender=fem|Target::markable_42::Anaphref=empty|num=sg|Target::markable_42::Target=True|Target::markable_42::Preferred=true|Sentiment::markable_39::Intensity=medium _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ Intensifier::markable_41::Intensifier=True|Sentiment::markable_39::Sentiment=True|Intensifier::markable_41::Degree=medium|Intensifier::markable_41::EmoExpressionRef=emo-expression:markable_40 case=acc|Sentiment::markable_39::Sentiment=True|EmoExpression::markable_40::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_40::Sarcasm=false|num=sg|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Polarity=negative _ _ pers=2|num=sg|mood=imp case=acc|gender=masc|num=sg _
334764901849509888	mixed	Eine neue Erfahrung für die Koalition , die sich vor dem Sparen gedrückt und Projekte über Schulden finanziert hat. http://t.co/xLQ1Z8yeFh	eine neu Erfahrung für die Koalition , die sich vor die Sparen drücken und Projekt über Schuld finanzieren hat. http://t.co/xLQ1Z8yeFh	ART ADJA NN APPR ART NN $, PRELS PRF APPR ART NN VVPP KON NN APPR NN VVFIN NE NE	3/NK 3/NK 0/-- 3/MNR 6/NK 4/NK 6/-- 13/SB 13/OA 13/MO 12/NK 10/NK 6/RC 13/CD 18/OA 15/MNR 16/NK 14/CJ 20/PNC 18/OA	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500204::Polarity=positive|pos=True|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=true case=nom|gender=fem|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=acc|pers=3|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=neut|num=pl _ case=acc|EmoExpression::markable_100500205::EmoExpression=True|gender=fem|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=pl|EmoExpression::markable_100500205::SubjectiveFact=true|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ _ _
332956708697694208	negative	Der Sauer kann sprechen , ich dachte das ist ihr Schoßhündchen #heuteshow #merkel	die Sauer können sprechen , ich denken die sein ihr Schoßhündchen #heuteshow #merkel	ART NN VMFIN VVINF $, PPER VVFIN PDS VAFIN PPOSAT NN NN NN	2/NK 3/SB 0/-- 3/OC 4/-- 7/SB 3/CJ 7/OA 7/OC 11/NK 9/PD 11/NK 9/PD	case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty case=nom|gender=masc|Target::markable_45::Target=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|Target::markable_44::Target=True|gender=neut|Sentiment::markable_43::Sentiment=True|Target::markable_44::Preferred=true|num=sg|Sentiment::markable_43::Polarity=negative|Target::markable_44::Anaphref=markable_45 pers=3|Sentiment::markable_43::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_43::Sentiment=True|num=sg case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=negative|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335124634087346176	mixed	Streit um das Loipenspuren in Buntenbock : SPD hofft auf Schlichtung http://t.co/DLGGEuTb0r #Weihnachten	Streit um die Loipenspuren in Buntenbock : SPD hoffen auf Schlichtung http://t.co/DLGGEuTb0r #Weihnachten	NN APPR ART NN APPR NN $. NE VVFIN APPR NN NN ADJD	9/PD 1/OP 4/NK 2/NK 4/MNR 5/NK 6/-- 9/SB 0/-- 9/OP 10/NK 11/NK 9/SVP	case=nom|EmoExpression::markable_100500206::Uncertain=false|EmoExpression::markable_100500206::Intensity=medium|EmoExpression::markable_100500206::Sarcasm=false|EmoExpression::markable_100500206::Polarity=negative|gender=masc|EmoExpression::markable_100500206::EmoExpression=True|num=sg|EmoExpression::markable_100500206::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg mood=ind|EmoExpression::markable_100500208::Polarity=positive|EmoExpression::markable_100500208::SubjectiveFact=false|EmoExpression::markable_100500208::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500208::EmoExpression=True|EmoExpression::markable_100500208::Intensity=medium|EmoExpression::markable_100500208::Sarcasm=false EmoExpression::markable_100500208::EmoExpression=True case=acc|EmoExpression::markable_100500207::Intensity=medium|EmoExpression::markable_100500207::SubjectiveFact=false|EmoExpression::markable_100500207::EmoExpression=True|gender=fem|EmoExpression::markable_100500207::Sarcasm=false|num=sg|EmoExpression::markable_100500207::Polarity=positive|EmoExpression::markable_100500207::Uncertain=false case=acc|gender=fem|num=sg pos=True
322499024198455296	positive	@ixxim Politik ist niemals nicht nie überflüssig #Domian	@ixxim Politik sein niemals nicht nie überflüssig #Domian	NN NN VAFIN ADV PTKNEG ADV ADJD NN	0/-- 3/SB 1/-- 3/MO 3/NG 3/MO 6/MO 3/PD	case=nom|gender=neut|num=sg case=nom|gender=fem|Sentiment::markable_100500146::Polarity=positive|Sentiment::markable_100500146::Sarcasm=false|num=sg|Target::markable_100500147::Target=True|Target::markable_100500147::Preferred=true|Sentiment::markable_100500146::Sentiment=True|Target::markable_100500147::Anaphref=empty|Sentiment::markable_100500146::Intensity=medium pers=3|Sentiment::markable_100500146::Sentiment=True|num=sg|tense=pres|mood=ind Negation::markable_100500195::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500195::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500194::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500194::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500149::EmoExpressionRef=emo-expression:markable_100500148|Negation::markable_100500149::Negation=True|Sentiment::markable_100500146::Sentiment=True pos=True|EmoExpression::markable_100500148::Uncertain=false|EmoExpression::markable_100500148::Intensity=medium|EmoExpression::markable_100500148::SubjectiveFact=false|EmoExpression::markable_100500148::EmoExpression=True|EmoExpression::markable_100500148::Polarity=negative|Sentiment::markable_100500146::Sentiment=True|EmoExpression::markable_100500148::Sarcasm=false gender=masc|*=True|num=sg
323873700095074304	positive	Das siebte Gebot : " Du sollst nicht stehlen . " Liebe Politik in D und der Welt !	die siebt Gebot : " du sollen nicht stehlen . " lieb Politik in D und die Welt !	ART ADJA NN $. $( PPER VMFIN PTKNEG VVINF $. $( ADJA NN APPR NN KON ART NN $.	3/NK 3/NK 7/SB 3/-- 4/-- 7/SB 0/-- 7/NG 7/OC 9/-- 10/-- 13/NK 11/-- 13/MNR 14/NK 15/CD 18/NK 16/CJ 18/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=subj _ _ _ _ EmoExpression::markable_50::Intensity=medium|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|EmoExpression::markable_50::Uncertain=false|pos=True|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|Target::markable_49::Preferred=true|case=acc|EmoExpression::markable_50::EmoExpression=True|gender=fem|Sentiment::markable_48::Sentiment=True|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|EmoExpression::markable_50::SubjectiveFact=false case=acc|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
337434730247106561	mixed	Westerwelle fordert besseren Schutz der Grundwerte in der EU http://t.co/OzHtvfnXX0 Keine Sorge , er meint nicht das Recht auf Asyl	Westerwelle fordern gut Schutz die Grundwert in die EU http://t.co/OzHtvfnXX0 keine Sorge , er meinen nicht die Recht auf Asyl	NN VVFIN ADJA NN ART NN APPR ART NN CARD PIAT NN $, PPER VVFIN PTKNEG ART NN APPR NN	2/SB 0/-- 4/NK 2/OA 6/NK 4/AG 6/MNR 9/NK 7/NK 9/NK 12/NK 4/PAR 12/-- 15/SB 2/CJ 15/NG 18/NK 15/OA 18/MNR 19/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|comp=True case=acc|EmoExpression::markable_100500209::Uncertain=false|gender=masc|EmoExpression::markable_100500209::Intensity=medium|EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|EmoExpression::markable_100500209::Polarity=positive|EmoExpression::markable_100500209::EmoExpression=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500210::Uncertain=false|gender=fem|EmoExpression::markable_100500210::EmoExpression=True|EmoExpression::markable_100500210::Polarity=negative|num=sg|EmoExpression::markable_100500210::Sarcasm=false|EmoExpression::markable_100500210::Intensity=medium|EmoExpression::markable_100500210::SubjectiveFact=false _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
318119417445761024	neutral	RT @Gisela_Piltz : So funktioniert das von der FDP - Bundestagsfraktion für eine EEG - Reform vorgeschlagene Mengenmodell http://t.co/KGMIGJIM5x	RT @Gisela_Piltz : so funktionieren die von die FDP - Bundestagsfraktion für eine EEG - Reform vorgeschlagen Mengenmodell http://t.co/KGMIGJIM5x	NE NN $. ADV VVFIN PDS APPR ART NE $( NN APPR ART NE $( NN ADJA NN NN	2/SB 0/-- 2/-- 5/MO 3/-- 18/NK 17/SBP 9/NK 7/NK 9/-- 9/APP 11/MNR 16/NK 16/NK 14/-- 12/NK 18/NK 5/SB 5/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
324620460081946624	positive	#Kermit von der antieuropäischen Partei #AfD hat keine Lust zum Verantwortung übernehmen : " Koalition mit niemandem ! " http://t.co/M4ZXSsYazL "	#Kermit von die antieuropäisch Partei #AfD haben keine Lust zu Verantwortung übernehmen : " Koalition mit niemand ! " http://t.co/M4ZXSsYazL "	NN APPR ART ADJA NN NN VAFIN PIAT NN APPRART NN VVINF $. $( NN APPR PIS $. $( NE $(	7/SB 1/MNR 5/NK 5/NK 2/NK 5/NK 0/-- 9/NK 12/OA 9/MNR 10/NK 7/OC 12/-- 13/-- 13/NK 15/MNR 16/NK 17/-- 18/-- 19/-- 20/--	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True EmoExpression::markable_100500211::Polarity=positive|mood=ind|EmoExpression::markable_100500211::Uncertain=false|EmoExpression::markable_100500211::Intensity=medium|EmoExpression::markable_100500211::Sarcasm=false|EmoExpression::markable_100500211::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500211::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|EmoExpression::markable_100500211::EmoExpression=True case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_100500212::Intensity=medium|gender=neut|EmoExpression::markable_100500212::SubjectiveFact=true|EmoExpression::markable_100500212::EmoExpression=True|EmoExpression::markable_100500212::Uncertain=false|num=sg|EmoExpression::markable_100500212::Sarcasm=false|EmoExpression::markable_100500212::Polarity=positive _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=sg _
332269749591482368	positive	RT @tazgezwitscher : Gute Wahl beim Aachener Friedenspreis : Schulen , die sich Besuchen der #Bundeswehr verweigern , werden ausgezeichnet http…	RT @tazgezwitscher : gut Wahl bei Aachener Friedenspreis : Schule , die sich Besuch|Besuchen die #Bundeswehr verweigern , werden ausgezeichnet http…	NE ADJD $. ADJA NN APPRART ADJA NN $. NN $, PRELS PRF NN ART NN VVINF $, VAFIN ADJD ADJA	0/-- 1/PD 2/-- 5/NK 19/SB 5/MNR 8/NK 6/NK 8/-- 5/SB 10/-- 17/SB 17/OA 17/OA 16/NK 14/AG 10/RC 17/-- 3/-- 21/MO 19/OC	case=nom|*=True|num=sg comp=True _ case=acc|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_53::EmoExpression=True|gender=fem|Sentiment::markable_51::Sarcasm=false|pos=True|Sentiment::markable_51::Polarity=positive|EmoExpression::markable_53::Sarcasm=false|num=sg|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Intensity=medium|Sentiment::markable_51::Intensity=medium|EmoExpression::markable_53::Polarity=positive case=acc|Sentiment::markable_51::Sentiment=True|Target::markable_52::Anaphref=empty|num=sg|Target::markable_52::Preferred=true|gender=fem|Target::markable_52::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|*=True|pos=True case=dat|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl case=acc|pers=3|num=pl case=nom|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg EmoExpression::markable_100500213::SubjectiveFact=false|EmoExpression::markable_100500213::Intensity=medium|EmoExpression::markable_100500213::Sarcasm=false|mood=ind|EmoExpression::markable_100500213::EmoExpression=True|EmoExpression::markable_100500213::Uncertain=false|pers=3|EmoExpression::markable_100500213::Polarity=negative|num=pl|tense=pres _ pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100500214::Sarcasm=false|EmoExpression::markable_100500214::Polarity=positive|EmoExpression::markable_100500214::EmoExpression=True|EmoExpression::markable_100500214::Uncertain=false|EmoExpression::markable_100500214::SubjectiveFact=false|pos=True|EmoExpression::markable_100500214::Intensity=medium _
332594680338464769	neutral	RT @W_SK : Jakob Augstein : Die Grünen haben Recht #Illner	RT @W_SK : Jakob Augstein : die Grüne haben Recht #Illner	NE ADJD $. NE NE $. ART NN VAFIN NN NN	0/-- 1/PD 2/-- 5/PNC 3/-- 5/-- 8/NK 9/SB 5/RS 9/OA 10/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|gender=masc|num=pl
332675917145063424	positive	Reichtum nach Politik : Al Gore verdiente 75  Millionen Euro im Monat http://t.co/CnEj0EybLE via @focusonline	Reichtum nach Politik : Al Gore verdienen @card@ Million Euro in Monat http://t.co/CnEj0EybLE via @focusonline	NN APPR NN $. NE NE VVFIN CARD NN NN APPRART NN NN APPR NN	7/SB 1/MNR 2/NK 3/-- 6/PNC 1/NK 0/-- 9/NMC 7/OA 9/NK 7/MO 11/NK 12/NK 7/MO 14/NK	case=nom|EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=positive|gender=masc|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::Intensity=medium|EmoExpression::markable_100500215::EmoExpression=True|num=sg|EmoExpression::markable_100500215::Sarcasm=false _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::SubjectiveFact=true|mood=ind|EmoExpression::markable_100500216::Polarity=positive|EmoExpression::markable_100500216::EmoExpression=True|pers=3|num=sg|tense=past|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=acc|gender=fem|num=pl gender=masc|*=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl
319214077408849921	negative	RT @ALTERNATIVE_DE : Kanzlerin Merkel müht sich gar nicht mehr darum , die vielen Widersprüche in ihrer Europolitik – ihr ständiges Hin un ...	RT @ALTERNATIVE_DE : Kanzlerin Merkel müht sich gar nicht mehr darum , die viele Widerspruch in ihr Europolitik – ihr ständig hin un ...	NE ADJD $. NN NE VVFIN PRF ADV PTKNEG ADV PAV $, PRELS PIAT NN APPR PPOSAT NN NN PPOSAT ADJA ADV NE $.	0/-- 1/PD 2/-- 6/SB 4/NK 3/-- 6/OA 9/MO 6/NG 9/MO 23/NK 10/-- 15/NK 15/NK 6/OA 6/MO 18/NK 16/NK 18/NK 23/NK 23/NK 23/MO 18/APP 23/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ _ _ case=nom|gender=fem|num=pl case=dat|gender=masc|num=pl case=acc|EmoExpression::markable_100500217::Intensity=medium|gender=masc|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=pl|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=false|EmoExpression::markable_100500217::Uncertain=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500219::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500219::Uncertain=false|EmoExpression::markable_100500219::Intensity=medium|num=sg|EmoExpression::markable_100500219::Sarcasm=false|EmoExpression::markable_100500219::Polarity=negative|EmoExpression::markable_100500219::EmoExpression=True case=acc|gender=neut|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=false|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false EmoExpression::markable_100500218::EmoExpression=True _
332237126995427329	neutral	Syrien jetzt Thema bei @AnneWillTalk ... " hat Israel richtig gehandelt ? " ... mit #JörgArmbruster und #AviPrimor @MarieluiseBeck ...	Syrien jetzt Thema bei @AnneWillTalk ... " haben Israel richtig handeln ? " ... mit #JörgArmbruster und #AviPrimor @MarieluiseBeck ...	NE ADV NN APPR NN $. $( VAFIN NE ADJD VVPP $. $( $. APPR NN KON NN NN $.	3/SB 1/MO 0/-- 3/MNR 4/NK 5/-- 9/-- 6/-- 8/SB 11/MO 8/OC 11/-- 12/-- 13/-- 14/-- 15/NK 16/CD 17/CJ 16/NK 19/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg pos=True _ _ _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
