324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... :(	NN APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ADJA	0/-- 5/MO 4/NK 2/NK 1/-- 7/NK 5/SB 7/-- 5/CJ 9/SB 9/CJ 14/OA 11/NG 11/OC 14/-- 15/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
332259786190102528	positive	@wiemerspricht Rösler und Brüderle wegen deren Parteitagsreden wären der " Rede wert " , oder gab´s das schon ? :-) ansonsten gerne #CDU :-)	@wiemerspricht Rösler und Brüderle wegen die Parteitagsrede sein die " Rede wert " , oder gab´s die schon ? :-) ansonsten gerne #CDU :-)	NN NN KON NN APPR PDAT NN VAFIN ART $( NN ADJD $( $, KON VVFIN PDS ADV $. $( ADV ADV NN $(	0/-- 8/SB 2/CD 3/CJ 2/MNR 7/NK 5/NK 1/-- 12/NK 9/-- 12/OA 8/PD 12/-- 13/-- 8/CD 15/CJ 16/OA 16/MO 18/-- 21/-- 23/MO 23/MO 19/-- 23/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl pers=3|num=pl|tense=past|mood=subj case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg pos=True _ _ _ pers=1|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg _ _ EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive _ Sentiment::markable_41::Intensity=medium|EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True|Sentiment::markable_41::Polarity=positive|Sentiment::markable_41::Sentiment=True|Sentiment::markable_41::Sarcasm=false|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false case=nom|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True|gender=fem|Target::markable_42::Preferred=true|Target::markable_42::Anaphref=empty EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|Sentiment::markable_41::Sentiment=True|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive
322803491292725248	positive	Stimmt , da war ja noch was ;-) RT @zeckenkamm : Unter Zeitdruck #Mehdorn #Berlin #Hauptstadtbahnhof #ber http://t.co/8Di2fvneD6	stimmen , da sein ja noch was ;-) RT @zeckenkamm : unter Zeitdruck #Mehdorn #Berlin #Hauptstadtbahnhof #ber http://t.co/8Di2fvneD6	VVFIN $, KOUS VAFIN ADV ADV PIS $( NE NN $. APPR NN NN NE NN ADJD CARD	3/RE 1/-- 4/MO 0/-- 4/MO 4/MO 4/SB 7/-- 10/AG 4/PD 10/-- 16/MO 12/NK 13/NK 14/NK 11/-- 18/MO 16/NK	pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|gender=neut|pos=True|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Sarcasm=false|EmoExpression::markable_45::SubjectiveFact=false|num=sg|EmoExpression::markable_45::Uncertain=false case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
337654220842995712	positive	RT @CeglarM : Lassalle forderte schon einen Mindestlohn . Nach der letzten SPD - Regierung fordert man das immer noch ;-) #150JahreSPD	RT @CeglarM : Lassalle fordern schon eine Mindestlohn . nach die letzt SPD - Regierung fordern man die immer noch ;-) #150JahreSPD	NE NN $. NN VVFIN ADV ART NN $. APPR ART ADJA NE $( NN VVFIN PIS PDS ADV ADV $( ADJD	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 8/NK 5/OA 8/-- 16/MO 13/NK 13/NK 10/NK 13/-- 16/SB 9/-- 16/SB 16/OA 20/MO 22/MO 20/-- 16/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg _ _ EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive pos=True
320072692550217728	mixed	@join13luck wahrscheinlich , #Steinbrück fühlte sich als Kanzler ja eh unterbezahlt ;-)	@join13luck wahrscheinlich , #Steinbrück fühlen sich als Kanzler ja eh unterbezahlen ;-)	NN ADJD $, NN VVFIN PRF KOKOM NN ADV ADV VVPP $(	0/-- 5/MO 2/-- 2/CJ 1/-- 5/OA 11/MO 7/NK 11/MO 11/MO 5/MO 11/--	case=nom|gender=masc|num=sg pos=True _ pos=True pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg _ _ EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::EmoExpression=True|EmoExpression::markable_100500344::Uncertain=false|EmoExpression::markable_100500344::Polarity=negative EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium
319178588505141250	positive	Mehr Partizipation bei der SPD :) http://t.co/sBSMZW7qEp	mehr Partizipation bei die SPD :) http://t.co/sBSMZW7qEp	ADV NN APPR ART NE ADJA NN	2/MO 0/-- 2/MNR 5/NK 3/NK 7/NK 2/SB	*=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::SubjectiveFact=false|num=pl|EmoExpression::markable_48::Intensity=medium|EmoExpression::markable_48::EmoExpression=True case=acc|gender=neut|num=pl
318817823164096514	positive	@BarbaraKaufmann Ah , Politik und Religion . Schon vorgemerkt . :-) #ö1 #journalpanorama	@BarbaraKaufmann ah , Politik und Religion . schon vormerken . :-) #ö1 #journalpanorama	NN ITJ $, NN KON NN $. ADV VVPP $. $( CARD NN	0/-- 4/NK 2/-- 1/-- 4/CD 5/CJ 6/-- 9/MO 7/-- 9/-- 12/-- 13/NK 10/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ _ EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium _ gender=neut|*=True
332590423379935233	positive	#Piratenpartei Migranten jetzt besser unterstützen ! : Die Migraten bei uns werden finanziell zu ... http://t.co/eWqUMylZiM #Piraten #Forum	#Piratenpartei Migranten jetzt gut unterstützen ! : die Migraten bei wir werden finanziell zu ... http://t.co/eWqUMylZiM #Piraten #Forum	NN NN ADV ADJD VVINF $. $. ART NN APPR PPER VAFIN ADJD PTKVZ $. NN NN NN	0/-- 5/OA 5/MO 5/MO 1/OC 5/-- 12/-- 9/NK 12/SB 9/MNR 10/NK 6/-- 12/OC 12/SVP 14/-- 15/-- 16/NK 16/OA	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ EmoExpression::markable_100500232::Sarcasm=false|EmoExpression::markable_100500232::Polarity=positive|EmoExpression::markable_100500232::EmoExpression=True|comp=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium|EmoExpression::markable_100500232::SubjectiveFact=false EmoExpression::markable_100500345::Uncertain=false|EmoExpression::markable_100500345::Sarcasm=false|EmoExpression::markable_100500345::EmoExpression=True|EmoExpression::markable_100500345::SubjectiveFact=false|EmoExpression::markable_100500345::Polarity=positive|EmoExpression::markable_100500345::Intensity=medium _ _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind pos=True _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
318970422139969536	neutral	Keine Unterstützung des Jüdischen Nationalfonds durch die SPD ! https://t.co/MhSxsrJ34c via @change	keine Unterstützung die jüdisch Nationalfonds durch die SPD ! https://t.co/MhSxsrJ34c via @change	PIAT NN ART ADJA NN APPR ART NE $. NN APPR NN	2/NK 0/-- 5/NK 5/NK 2/AG 2/MNR 8/NK 6/NK 8/-- 9/-- 10/MNR 11/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True
324240205345345536	negative	RT @horizontgrau : Hört auf eich zu beschweren wenn ihr nur die " 2.  Wahl " seid . Immerhin besser als garkeine zu sein , so wie ich .	RT @horizontgrau : hören auf eichen zu beschweren wenn ihr nur die " @card@ Wahl " sein . immerhin gut als garkeine zu sein , so wie ich .	NE ADJD $. VVFIN PTKVZ VVIMP PTKZU VVINF KOUS PPER ADV ART $( CARD NN $( VAFIN $. ADV ADJD KOKOM ADJD PTKZU VAINF $, ADV KOUS PPER $.	0/-- 1/PD 2/-- 3/-- 4/SVP 5/NK 8/PM 4/OC 17/CP 17/SB 15/MO 15/NK 12/-- 15/NK 17/PD 15/-- 4/MO 17/-- 20/MO 24/PD 22/CM 20/CC 24/PM 26/RE 24/-- 27/MO 18/-- 27/SB 28/--	case=nom|*=True|num=sg pos=True _ pers=2|num=pl|mood=imp _ pos=True _ EmoExpression::markable_100500346::EmoExpression=True|EmoExpression::markable_100500346::Uncertain=false|EmoExpression::markable_100500346::Intensity=medium|EmoExpression::markable_100500346::SubjectiveFact=false|EmoExpression::markable_100500346::Sarcasm=false|EmoExpression::markable_100500346::Polarity=negative _ case=dat|gender=fem|num=sg|pers=3 _ case=nom|gender=fem|num=sg _ EmoExpression::markable_100500347::Sarcasm=false|EmoExpression::markable_100500347::Uncertain=false|EmoExpression::markable_100500347::Intensity=medium|EmoExpression::markable_100500347::SubjectiveFact=false|EmoExpression::markable_100500347::Polarity=negative|EmoExpression::markable_100500347::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_100500347::EmoExpression=True|num=sg _ pers=2|num=pl|tense=pres|mood=ind _ _ comp=True _ case=nom|gender=fem|num=sg _ _ _ _ _ case=nom|*=True|num=sg|pers=1 _
325849651381157888	neutral	RT @nyarla23 : Nochmal Klartext : Keine der etablierten Parteien im Bundestag hat im Innenausschuss des Bundesrats gegen die Bestandsdatenaus…	RT @nyarla23 : nochmal Klartext : keine die etabliert Partei in Bundestag haben in Innenausschuss die Bundesrat gegen die Bestandsdatenaus…	NE NN $. ADV NN $. PIAT ART ADJA NN APPRART NN VAFIN APPRART NN ART NN APPR ART NN	2/SB 0/-- 2/-- 5/MO 13/SB 5/-- 5/SB 10/NK 10/NK 7/AG 10/MNR 11/NK 3/-- 13/MO 14/NK 17/NK 15/AG 17/MNR 20/NK 18/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
332944042407104512	negative	Neues von A. Merkel ? Alle wollten raus oder haben mit dem System geklüngelt ? Guckt nicht so ... Nichts neues ..!! http://t.co/oCTY3dj0S6	Neue von A. Merkel ? alle wollen raus oder haben mit die System geklüngelt ? gucken nicht so ... nichts neu ..!! http://t.co/oCTY3dj0S6	NN APPR NE NE $. PIS VMFIN ADV KON VAFIN APPR ART NN VVPP $. VVFIN PTKNEG ADV $. PIAT ADJA NN CARD	0/-- 1/PG 4/PNC 2/NK 4/-- 7/SB 5/-- 7/MO 7/CD 9/CJ 14/MO 13/NK 11/NK 10/OC 14/-- 15/-- 16/NG 16/MO 18/-- 22/NK 22/NK 19/-- 22/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=past|mood=ind _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|EmoExpression::markable_100500233::Sarcasm=false|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::EmoExpression=True|EmoExpression::markable_100500233::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind _ _ _ gender=neut|*=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _
332217373539041281	positive	Die SPD Chancen zur Gabriel Steinbrück an Gabriel und bin bis jetzt immer gut gelaufen damit .	die SPD Chance zu Gabriel Steinbrück an Gabriel und sein bis jetzt immer gut laufen damit .	ART NE NN APPRART NE NN APPR NE KON VAFIN KON ADV ADV ADJD VVPP PAV $.	2/NK 3/NK 0/-- 3/MNR 6/NK 4/NK 6/MNR 7/NK 3/CD 9/CJ 10/CD 15/MO 14/MO 15/MO 11/CJ 11/NK 15/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=pl case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ pers=1|num=sg|tense=pres|mood=ind _ _ _ EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=positive|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::EmoExpression=True|pos=True|EmoExpression::markable_100500234::SubjectiveFact=false _ _ _
322839612030586880	neutral	Spitzenpolitiker der Union gehen hart mit SPD - Wahlprogramm ins Gericht http://t.co/ECbniCVOdm	Spitzenpolitiker die Union gehen hart mit SPD - Wahlprogramm in Gericht http://t.co/ECbniCVOdm	NN ART NN VVFIN ADJD APPR NE $( NN APPRART NN NE	4/SB 3/NK 1/AG 0/-- 4/MO 4/MO 6/NK 7/-- 7/PAR 9/MNR 10/NK 9/UC	case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
317744156283904000	positive	@TSmithRV @korbinian dann sollten wir gut regieren mit linker politik	@TSmithRV @korbinian dann sollen wir gut regieren mit links Politik	NN NN ADV VMFIN PPER ADJD VVFIN APPR ADJA NN	0/-- 1/-- 4/MO 2/-- 4/SB 4/MO 4/OC 7/MO 10/NK 8/NK	case=nom|gender=neut|num=sg _ _ pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|pos=True|EmoExpression::markable_51::SubjectiveFact=false pers=1|num=pl|tense=pres|mood=ind|Target::markable_50::Target=True|Target::markable_50::Preferred=true|Target::markable_50::Anaphref=empty _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
334755236763824129	neutral	#Merkel : " Es kann keinen Zugriff auf geistige Leistung geben , der völlig kostenlos ist " - ... http://t.co/RNaaAJootb	#Merkel : " es können keine Zugriff auf geistig Leistung geben , die völlig kostenlos sein " - ... http://t.co/RNaaAJootb	NN $. $( PPER VMFIN PIAT NN APPR ADJA NN VVINF $, PRELS ADJD ADJD VAFIN $( $( $. NN	5/PD 1/-- 2/-- 5/SB 0/-- 7/NK 11/OA 7/MNR 10/NK 8/NK 5/OC 11/-- 16/SB 15/MO 16/PD 7/RC 16/-- 17/-- 18/-- 19/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg pos=True pos=True pers=3|num=sg|tense=pres|mood=ind _ _ _ _
318459896997740544	negative	RT @hdBerretz : #Zypern will nicht raus aus dem Euro . Logisch , die wären ja blöde nicht erst die 10  Milliarden zu kassieren ! #cdu , #spd htt ...	RT @hdBerretz : #Zypern wollen nicht raus aus die Euro . logisch , die sein ja blöd nicht erst die @card@ Milliarde zu kassieren ! #cdu , #spd htt ...	NE NN $. NE VMFIN PTKNEG ADV APPR ART NN $. ADJD $, PDS VAFIN ADV ADJA PTKNEG ADV ART CARD NN PTKZU VVINF $. NN $, ADJA NN $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/NG 8/MO 5/MO 10/NK 8/NK 10/-- 15/PD 12/-- 15/SB 11/-- 24/MO 24/OA 19/NG 22/MO 22/NK 22/NMC 24/OA 24/PM 15/OC 24/-- 25/-- 26/-- 29/NK 26/CJ 29/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Source::markable_100500236::Anaphref=empty|gender=neut|Sentiment::markable_100500235::Sarcasm=false|num=sg|Sentiment::markable_100500235::Intensity=medium|Source::markable_100500236::Source=True|Sentiment::markable_100500235::Sentiment=True|Sentiment::markable_100500235::Polarity=negative EmoExpression::markable_100500237::Polarity=positive|mood=ind|EmoExpression::markable_100500237::Uncertain=false|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500237::EmoExpression=True|Sentiment::markable_100500235::Sentiment=True Negation::markable_100500238::Negation=True|Sentiment::markable_100500235::Sentiment=True|Negation::markable_100500238::EmoExpressionRef=empty Target::markable_100500239::Preferred=true|Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True|Target::markable_100500239::Anaphref=empty Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|Target::markable_100500239::Target=True|num=sg|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|Target::markable_100500239::Target=True|num=sg|Sentiment::markable_100500235::Sentiment=True Sentiment::markable_100500235::Sentiment=True pos=True _ case=nom|*=True|num=pl pers=3|num=pl|tense=past|mood=subj _ EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|mood=subj|EmoExpression::markable_52::Polarity=negative|EmoExpression::markable_52::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_52::SubjectiveFact=false _ _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ _
334042651752005632	negative	RT @BluestPuma : #steinbrueck s " Kompetenz " team zeigt eindrucksvoll die Verlogenheit der linken Politik #spd	RT @BluestPuma : #steinbrueck s " Kompetenz " Team zeigen eindrucksvoll die Verlogenheit die links Politik #spd	NE NN $. NN NN $( NN $( NN VVFIN ADJD ART NN ART ADJA NN ADJA	2/SB 0/-- 2/-- 5/NK 10/SB 5/-- 5/CJ 7/-- 7/CJ 3/-- 10/MO 13/NK 10/SB 16/NK 16/NK 13/AG 13/NMC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500348::Uncertain=false|EmoExpression::markable_100500348::Polarity=negative|EmoExpression::markable_100500348::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_100500348::Intensity=medium|EmoExpression::markable_100500348::SubjectiveFact=false|EmoExpression::markable_100500348::EmoExpression=True case=gen|gender=neut|num=pl case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True
332956897638494209	negative	RT @irm_tw : Bei den pro - Argumenten stört mich die Populistik . Auch mit SMV können wir keine Entscheidungen im Bundestag treffen . #bpt131	RT @irm_tw : bei die pro - Argument stören ich die Populistik . auch mit SMV können wir keine Entscheidung in Bundestag treffen . #bpt131	NE ADJD $. APPR ART APPR $( NN VVFIN PRF ART NN $. ADV APPR NE VMFIN PPER PIAT NN APPRART NN VVINF $. CARD	0/-- 1/PD 2/-- 9/MO 8/NK 8/NK 6/-- 4/NK 3/-- 9/OA 12/NK 9/SB 12/-- 15/MO 17/MO 15/NK 13/-- 17/SB 20/NK 23/OA 20/MNR 21/NK 17/OC 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_53::Sentiment=True|Sentiment::markable_53::Sarcasm=false|Sentiment::markable_53::Intensity=medium|Sentiment::markable_53::Polarity=negative case=dat|gender=fem|num=pl|Sentiment::markable_53::Sentiment=True EmoExpression::markable_100500251::SubjectiveFact=false|EmoExpression::markable_100500251::Polarity=positive|EmoExpression::markable_100500251::Sarcasm=false|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::EmoExpression=True|EmoExpression::markable_100500251::Intensity=medium EmoExpression::markable_100500251::EmoExpression=True|Sentiment::markable_53::Sentiment=True case=dat|gender=neut|EmoExpression::markable_100500251::EmoExpression=True|num=pl|Sentiment::markable_53::Sentiment=True EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::EmoExpression=True|mood=ind|EmoExpression::markable_56::Intensity=medium|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Polarity=negative|EmoExpression::markable_56::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_56::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_53::Sentiment=True|*=True|Source::markable_55::Source=True|Source::markable_55::Anaphref=empty case=acc|num=sg|Target::markable_54::Target=True|Target::markable_54::Anaphref=empty|gender=fem|Sentiment::markable_53::Sentiment=True|Target::markable_54::Preferred=true case=acc|gender=fem|num=sg|Target::markable_54::Target=True|Sentiment::markable_53::Sentiment=True _ _ _ case=dat|*=True|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _
338030757698211840	negative	RT @diewallerts : Schmeißt den ganzen Senat raus , oder singt einfach unsere Lieder zum BER - Desaster ;) #BER #Berlin http://t.co/KL5iNR5NoJ	RT @diewallerts : schmeißen die ganz Senat raus , oder singen einfach unser Lied zu BER - Desaster ;) #BER #Berlin http://t.co/KL5iNR5NoJ	NE NN $. VVFIN ART ADJA NN PTKVZ $, KON VVFIN ADJD PPOSAT NN APPRART NE $( NN ADJA NN NE NE	2/SB 0/-- 2/-- 3/-- 7/NK 7/NK 4/OA 4/SVP 8/-- 4/CD 10/CJ 11/MO 14/NK 11/OA 14/MNR 15/NK 16/-- 16/PAR 18/PNC 18/UC 22/PNC 18/NK	case=nom|*=True|num=sg case=nom|Sentiment::markable_100500241::Intensity=strong|Source::markable_100500242::Anaphref=empty|Sentiment::markable_100500241::Sentiment=True|Sentiment::markable_100500241::Sarcasm=false|*=True|Sentiment::markable_100500241::Polarity=negative|num=sg|Source::markable_100500242::Source=True Sentiment::markable_100500241::Sentiment=True mood=ind|EmoExpression::markable_100500244::Polarity=negative|Sentiment::markable_100500241::Sentiment=True|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::EmoExpression=True|pers=2|num=sg|tense=pres|EmoExpression::markable_100500244::Intensity=strong|EmoExpression::markable_100500244::Sarcasm=false case=acc|num=sg|Target::markable_100500243::Preferred=true|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|Target::markable_100500243::Anaphref=empty case=acc|num=sg|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_100500243::Target=True|Sentiment::markable_100500241::Sentiment=True Sentiment::markable_100500241::Sentiment=True _ _ pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ EmoExpression::markable_100500240::SubjectiveFact=false|EmoExpression::markable_100500240::Intensity=strong|EmoExpression::markable_100500240::Polarity=negative|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Uncertain=false|*=True EmoExpression::markable_57::Uncertain=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::SubjectiveFact=false|EmoExpression::markable_57::EmoExpression=True|*=True|EmoExpression::markable_57::Polarity=positive *=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
