334042502166347776	positive	Obama ' s " red line " und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama ' s " red line " und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN $( NN $( NE ADJD $( KON NN $( ART NN APPR NE NE $( NE $(	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 9/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/--	_ _ _ _ _ _ _ _ case=dat|gender=masc|*=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
337319800760049664	positive	@wahnsinn @jusos Ähem , ich sagte " Union und SPD " - das ist nicht schwarzgelb ! :-)	@wahnsinn @jusos Ähem , ich sagen " Union und SPD " - die sein nicht schwarzgelb ! :-)	NN NN NN $, PPER VVFIN $( NE KON NE $( $( PDS VAFIN PTKNEG ADJD $. $(	0/-- 1/-- 6/CJ 3/-- 6/SB 2/-- 6/-- 13/RE 8/CD 9/CJ 10/-- 11/-- 14/SB 6/OC 14/NG 14/PD 16/-- 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
336212711765585922	mixed	@supaheld Du hast fast die Bundestagswahl verpasst ! ;-)	@supaheld du haben fast die Bundestagswahl verpassen ! ;-)	NN PPER VAFIN ADV ART NN VVPP $. $(	0/-- 3/SB 1/-- 7/MO 6/NK 7/OA 3/OC 7/-- 8/--	case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_100500215::SubjectiveFact=true|EmoExpression::markable_100500215::Polarity=negative|EmoExpression::markable_100500215::Sarcasm=false|EmoExpression::markable_100500215::Uncertain=true|EmoExpression::markable_100500215::EmoExpression=True|EmoExpression::markable_100500215::Intensity=medium _ EmoExpression::markable_82::EmoExpression=True|EmoExpression::markable_82::Uncertain=false|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
319187555029508096	negative	Bundesregierung will an die Verschlüsselung in der Cloud Privatsphäre ist denen wohl ein Fremdwort :( http://t.co/UZ9T9aaaUU	Bundesregierung wollen an die Verschlüsselung in die Cloud Privatsphäre sein die wohl eine Fremdwort :( http://t.co/UZ9T9aaaUU	NN VMFIN APPR ART NN APPR ART NE NN VAFIN PDS ADV ART NN ADJA NN	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 9/NK 9/NK 6/NK 2/CJ 10/SB 10/MO 14/NK 10/PD 16/NK 14/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg *=True case=dat|Sentiment::markable_83::Sarcasm=false|Target::markable_85::Preferred=true|gender=fem|Sentiment::markable_83::Intensity=medium|Target::markable_85::Target=True|Target::markable_85::Anaphref=empty|num=sg|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_83::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=nom|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=negative|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=neut|num=sg|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True case=nom|EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|gender=neut|EmoExpression::markable_84::Polarity=negative|pos=True|num=sg|EmoExpression::markable_84::SubjectiveFact=false|Sentiment::markable_83::Sentiment=True case=nom|gender=neut|num=sg
334130406532186112	positive	Bis man sich zur nächsten Miss Wahl anmelden kann , steht ein Casting an :-) Preise im Gesamtwert von mehr als € ... http://t.co/0ijxnfBZSx	bis man sich zu nah Miss Wahl anmelden können , stehen eine Casting an :-) Preis in Gesamtwert von mehr als € ... http://t.co/0ijxnfBZSx	KOUS PIS PRF APPRART ADJA NN NN VVINF VMFIN $, VVFIN ART NN APPR $( NN APPRART NN APPR ADV KOKOM NN $. NN	9/CP 9/SB 8/OA 8/MNR 6/NK 4/NK 8/OA 9/OC 11/MO 9/-- 0/-- 13/NK 11/SB 11/MO 14/-- 14/NK 16/MNR 17/NK 18/MNR 19/NK 22/CM 20/CC 22/-- 23/--	_ case=nom|*=True|num=sg case=acc|pers=3|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_88::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=acc|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg
333678354496626690	positive	" Aber das ist die Politik , ich bin beim Feuilleton , das ist nicht das Gleiche " - Man muss geschmeidig sein bei der FAZ :-)	" aber die sein die Politik , ich sein bei Feuilleton , die sein nicht die Gleiche " - man müssen geschmeidig sein bei die FAZ :-)	$( KON PDS VAFIN ART NN $, PPER VAFIN APPRART NN $, PDS VAFIN PTKNEG ART NN $( $( PIS VMFIN ADJD VAINF APPR ART NE $(	2/-- 4/JU 4/SB 0/-- 6/NK 4/PD 6/-- 9/SB 4/CJ 9/MO 10/NK 11/-- 14/SB 9/CJ 14/NG 17/NK 14/PD 17/-- 20/-- 21/SB 18/-- 23/PD 21/OC 23/MO 26/NK 24/NK 26/--	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
332591919404290049	negative	NSU - Prozess : Islam - Vertreter kritisieren Ruf nach Kruzifix - Verbot ( welt ): Share With Friends : | | Politik - ... http://t.co/Y2vS8TxSIi	NSU - Prozess : Islam - Vertreter kritisieren Ruf nach Kruzifix - Verbot ( welt ): Share With Friends : | | Politik - ... http://t.co/Y2vS8TxSIi	NE $( NN $. NN $( NN VVFIN NN APPR NN $( NN $( ADJA ADJA NN NE NN $. XY XY NN $( $. NE	3/SB 1/-- 8/CJ 3/-- 3/NK 5/-- 8/SB 0/-- 8/OA 9/MNR 10/NK 11/-- 11/CJ 13/-- 17/NK 17/NK 13/PAR 17/NK 17/OA 19/-- 22/PNC 23/NK 17/CJ 23/-- 24/-- 25/--	case=nom|*=True|num=sg _ gender=neut|*=True _ case=acc|Sentiment::markable_90::Sarcasm=false|gender=masc|Sentiment::markable_90::Intensity=medium|num=sg|Source::markable_91::Anaphref=empty|Sentiment::markable_90::Polarity=negative|Sentiment::markable_90::Sentiment=True|Source::markable_91::Source=True Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|num=pl|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|mood=ind|EmoExpression::markable_92::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Sarcasm=false case=acc|Target::markable_93::Preferred=true|num=sg|Target::markable_93::Target=True|gender=masc|Sentiment::markable_90::Sentiment=True|Target::markable_93::Anaphref=empty Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg *=True *=True _ _ case=gen|*=True|num=sg case=dat|gender=fem|num=sg _ _ _
326169332331724801	neutral	Der Bundestag hat Entlastungen für die Anbieter von Lebensversicherungen beschlossen . Verkündet wurd http://t.co/vj0pq9VLnc	die Bundestag haben Entlastung für die Anbieter von Lebensversicherung beschließen . verkünden wurd http://t.co/vj0pq9VLnc	ART NN VAFIN NN APPR ART NN APPR NN VVPP $. VVFIN NE NE	2/NK 3/SB 0/-- 10/OA 4/MNR 7/NK 5/NK 7/PG 8/NK 3/OC 10/-- 11/-- 14/PNC 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg
332712607502962688	neutral	Vitalkur nach Wahl mit Schüßler - Salzen von der Löwen Apotheke ab 19,90 € ( bis zu 65%  sparen ) http://t.co/CUi9DRLlMY	Vitalkur nach Wahl mit Schüßler - Salz|Salzen von die Löwe Apotheke ab @card@ € ( bis zu @card@ sparen ) http://t.co/CUi9DRLlMY	NN APPR NN APPR NN $( NN APPR ART NN NN APPR CARD NN $( KON APPR CARD VVINF $( NN	0/-- 1/MNR 2/NK 3/MNR 4/NK 5/-- 19/OA 19/MO 10/NK 8/NK 19/OA 11/MNR 14/NK 12/NK 14/-- 17/AC 11/PAR 17/NK 21/NK 19/-- 3/CJ	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl _ _ gender=masc|*=True _ _ _ _ _ _ case=dat|gender=fem|num=pl|comp=True
322439850596904960	neutral	RT @klabauter10 : WIR exportieren #Strom ( Überfluss ) - ABER bei UNS steigen die #Strompreise-DAS müsst doch ner " Physiker - #Kanzlerin " auc ...	RT @klabauter10 : sie exportieren #Strom ( Überfluss ) - aber bei sie steigen die #Strompreise-DAS müssen doch ner " Physiker - #Kanzlerin " auc ...	NE NN $. PPER VVFIN NN $( NN $( $( ADV APPR PPER VVFIN ART NE VMFIN ADV ADJA $( NN $( NN $( NE $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/OA 6/-- 6/PAR 8/-- 9/-- 14/MO 14/MO 12/NK 5/CJ 16/NK 17/SB 21/NK 17/MO 21/NK 19/-- 14/SB 21/-- 21/CJ 23/-- 21/MO 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ _ _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ _ _
325327685012320256	neutral	@m_litzenberg find ich auch , obwohl cdu hier im netz nicht so aktiv ist .	@m_litzenberg find ich auch , obwohl cdu hier in Netz nicht so aktiv sein .	NN VVFIN PPER ADV $, KOUS NN ADV APPRART NN PTKNEG ADV ADJD VAFIN $.	0/-- 1/-- 2/SB 2/MO 4/-- 14/CP 14/SB 14/MO 14/MO 9/NK 14/NG 13/MO 14/PD 2/MO 14/--	case=nom|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _
335494707343925249	neutral	RT @KESS_ : Ökostrom ist nicht Ursache für steigende Netzkosten : Bevölkerungsdichte und Gewinner der Fonds sind entscheidend http://t.co/9Fw …	RT @KESS_ : Ökostrom sein nicht Ursache für steigend Netzkosten : Bevölkerungsdichte und Gewinner die Fonds sein entscheidend http://t.co/9Fw …	NE ADJD $. NN VAFIN PTKNEG NN APPR ADJA NN $. NN KON NN ART NN VAFIN ADJD NN ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 5/NG 5/PD 7/MNR 10/NK 8/NK 10/-- 17/SB 12/CD 13/CJ 16/NK 12/AG 5/CJ 19/NK 17/SB 17/RS	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=pl|pos=True _ case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl|pos=True
318965143725817856	neutral	Korea - Konflikt : SPD - Außenexperte sieht keine Möglichkeit für Einfluss von außen http://t.co/KsKvsIbQQp #wirtschaft #news	Korea - Konflikt : SPD - Außenexperte sehen keine Möglichkeit für Einfluss von außen http://t.co/KsKvsIbQQp #wirtschaft #news	NE $( NN $. NE $( NN VVFIN PIAT NN APPR NN APPR ADV NN NN NN	3/SB 1/-- 8/CJ 3/-- 7/NK 5/-- 8/SB 0/-- 10/NK 8/OA 10/MNR 11/NK 12/MNR 13/NK 16/NK 12/CJ 16/NK	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
335877805512474624	positive	Steinbrück rechnet sich noch immer gute Chancen aus - http://t.co/8qpDmwNmAh	Steinbrück rechnen sich noch immer gut Chance aus - http://t.co/8qpDmwNmAh	NN VVFIN PRF ADV ADV ADJA NN APPR $( NE	2/SB 0/-- 2/DA 2/MO 4/MO 7/NK 2/OA 7/MNR 8/-- 8/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ Target::markable_95::Target=True|Target::markable_95::Preferred=true|pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|num=pl|EmoExpression::markable_96::SubjectiveFact=false|Sentiment::markable_94::Sarcasm=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Target::markable_95::Anaphref=empty|case=acc|gender=fem|Sentiment::markable_94::Polarity=positive|EmoExpression::markable_96::Intensity=medium|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True case=acc|gender=fem|Sentiment::markable_94::Sentiment=True|num=pl|Target::markable_95::Target=True _ _ pers=2|num=sg|mood=imp
337304755791597569	neutral	RT @heinzandreas : Herzliche Glückwünsche an die SPD ! Man weiß , man tut etwas für den Sozialismus und weiß genau , mit ihr kommt er garantie…	RT @heinzandreas : herzlich Glückwunsch an die SPD ! man wissen , man tun etwas für die Sozialismus und wissen genau , mit ihr kommen er garantie…	NE NE $. ADJA NN APPR ART NE $. PIS VVFIN $, PIS VVFIN ADV APPR ART NN KON VVFIN ADJD $, APPR PPER VVFIN PPER ADJD	2/PNC 0/-- 2/-- 5/NK 3/-- 5/MNR 8/NK 6/NK 8/-- 11/SB 9/-- 11/-- 14/SB 11/CJ 14/MO 14/MO 18/NK 16/NK 14/CD 19/CJ 20/MO 21/-- 25/MO 23/NK 20/CJ 25/SB 25/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 pos=True
324718014983438337	negative	Ende von Sanktionen und Manövern : Jetzt stellt Nordkorea Bedingungen http://t.co/DsMdX1nbet @ntvde	Ende von Sanktion und Manöver : jetzt stellen Nordkorea Bedingung http://t.co/DsMdX1nbet @ntvde	NN APPR NN KON NN $. ADV VVFIN NE NN NN ADJA	8/OA 1/PG 2/NK 3/CD 4/CJ 5/-- 8/MO 0/-- 8/SB 8/OA 12/OA 10/OC	case=nom|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500216::Polarity=negative|num=pl|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=dat|gender=neut|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500217::Intensity=medium|gender=neut|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=sg|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=true|EmoExpression::markable_100500217::Uncertain=false case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True
325706535638552576	mixed	Der " moralischen Instanz " Ulli #Hoeneß stehen schwierige Zeiten bevor - erste Reaktionen aus Politik , Sport und Medien http://t.co/ZwAzkccJCx	die " moralisch Instanz " Ulli #Hoeneß stehen schwierig Zeit bevor - erst Reaktion aus Politik , Sport und Medium http://t.co/ZwAzkccJCx	ART $( ADJA NN $( NE NN VVFIN ADJA NN PTKVZ $( ADJA NN APPR NN $, NN KON NN NN	4/NK 3/-- 4/NK 8/DA 4/-- 7/PNC 4/NK 0/-- 10/NK 8/SB 8/SVP 11/-- 14/NK 8/SB 14/MNR 15/NK 16/-- 16/CJ 18/CD 19/CJ 20/NK	case=nom|Target::markable_100500170::Target=True|Sentiment::markable_100500169::Intensity=medium|gender=masc|Sentiment::markable_100500169::Sentiment=True|Sentiment::markable_100500169::Polarity=positive|num=sg|Target::markable_100500170::Preferred=true|Target::markable_100500170::Anaphref=empty|Sentiment::markable_100500169::Sarcasm=false Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True case=gen|Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True|num=sg|gender=fem|pos=True case=gen|gender=fem|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True case=acc|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True pers=3|Sentiment::markable_100500169::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|EmoExpression::markable_99::EmoExpression=True|gender=fem|pos=True|Sentiment::markable_100::Sarcasm=false|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100500169::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=pl|EmoExpression::markable_99::Polarity=negative|Sentiment::markable_100::Polarity=negative|Sentiment::markable_100::Intensity=weak|EmoExpression::markable_99::Uncertain=false case=acc|Sentiment::markable_100500169::Sentiment=True|num=pl|EmoExpression::markable_99::EmoExpression=True|gender=fem|Sentiment::markable_100::Sentiment=True Sentiment::markable_100500169::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
333689704157425664	negative	RT @h_schiederer : Die Syrien Rebellen sollen mit dem tödlichen Nervengas Sarin gegen ihre Gegner vorgegangen sein. http://t.co/xugWYg64zO	RT @h_schiederer : die Syrien Rebell sollen mit die tödlich Nervengas Sarin gegen ihr Gegner vorgehen sein. http://t.co/xugWYg64zO	NE NN $. ART NE NN VMFIN APPR ART ADJA NN NE APPR PPOSAT NN VVPP NE NN	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 16/MO 11/NK 11/NK 8/NK 11/NK 16/OP 15/NK 13/NK 17/OC 18/NK 7/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind Sentiment::markable_100500171::Polarity=negative|Sentiment::markable_100500171::Sentiment=True|Sentiment::markable_100500171::Sarcasm=false|Sentiment::markable_100500171::Intensity=strong case=dat|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=empty|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True case=dat|EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500173::Polarity=negative|Target::markable_100500172::Target=True|pos=True|Sentiment::markable_100500171::Sentiment=True|num=sg|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Intensity=strong case=dat|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=true|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
335478796243308544	negative	RT @JP_Stich : was der alte Winner Seehofer wohl zu dieser beleidigten Presseschelte der CDU BaWü zu sagen hätte https://t.co/mTysJh9923	RT @JP_Stich : was die alt Winner Seehofer wohl zu dies beleidigt Presseschelte die CDU BaWü zu sagen haben https://t.co/mTysJh9923	NE NN $. PWS ART ADJA NN NE ADV APPR PDAT ADJA NN ART NE NE PTKZU VVINF VAFIN CARD	2/SB 0/-- 2/-- 18/OA 7/NK 7/NK 19/SB 7/NK 18/MO 18/OP 13/NK 13/NK 10/NK 15/NK 13/AG 15/NK 18/PM 19/OC 3/-- 19/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Intensity=medium case=dat|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500175::Anaphref=empty|gender=fem|Target::markable_100500175::Preferred=true case=dat|EmoExpression::markable_100500176::SubjectiveFact=false|Target::markable_100500175::Target=True|EmoExpression::markable_100500176::Sarcasm=false|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500176::EmoExpression=True|gender=fem|EmoExpression::markable_100500176::Uncertain=false|pos=True|EmoExpression::markable_100500176::Intensity=medium|EmoExpression::markable_100500176::Polarity=negative|num=sg case=dat|EmoExpression::markable_100500177::Polarity=negative|Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500177::Intensity=medium|gender=fem|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|num=sg|EmoExpression::markable_100500177::Sarcasm=false case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True _ _ pers=3|num=sg|tense=past|mood=subj _
