322366239513141248	positive	@knorx100 ja das stimmt , aber bislang hab ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV PDS VVFIN $, KON ADV VAIMP PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJA	0/-- 3/MO 4/SB 1/-- 4/-- 4/CD 17/MO 17/NK 17/SB 17/OA 13/MO 13/MO 17/NG 17/MO 16/NK 14/NK 18/MO 6/CJ	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=neut|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
328188668714029058	positive	So jetzt ist Feierabend ... :) Heute hat auch für mich die Hochzeizssaison begonnen . Das Wetter war zwar nicht ... http://t.co/jvavGhe7Xl	so jetzt sein Feierabend ... :) heute haben auch für ich die Hochzeizssaison beginnen . die Wetter sein zwar nicht ... http://t.co/jvavGhe7Xl	ADV ADV VAFIN NN $. NN ADV VAFIN ADV APPR PPER ART NN VVPP $. ART NN VAFIN ADV PTKNEG $. NN	2/MO 3/MO 0/-- 3/PD 4/-- 8/SB 14/MO 5/-- 10/MO 14/MO 10/NK 13/NK 8/SB 8/OC 14/-- 17/NK 18/SB 15/-- 18/MO 18/NG 20/-- 21/--	Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=positive|Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True pers=3|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True|num=sg|Target::markable_70::Anaphref=empty|gender=masc|Target::markable_70::Preferred=true Sentiment::markable_68::Sentiment=True case=nom|EmoExpression::markable_69::Polarity=positive|gender=fem|EmoExpression::markable_69::EmoExpression=True|Sentiment::markable_68::Sentiment=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ _
322378621543137280	positive	HAPPY BIRTHDAY BABY RHEN ! hahah pwede kana mag boypren ! #missYou Rhen :)	HAPPY BIRTHDAY Baby RHEN ! hahah pwede kana mögen boypren ! #missYou Rhen :)	NE NE NN NN $. ADJA NN NE VMFIN ADJD $. NE NN ADJA	2/PNC 3/PNC 0/-- 3/NK 4/-- 7/NK 9/SB 7/NK 5/-- 9/MO 10/-- 13/NK 11/-- 13/UC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|EmoExpression::markable_100500227::Intensity=medium|EmoExpression::markable_100500227::Sarcasm=false|gender=neut|EmoExpression::markable_100500227::SubjectiveFact=false|Sentiment::markable_100500226::Sarcasm=false|EmoExpression::markable_100500227::Uncertain=false|num=sg|EmoExpression::markable_100500227::Polarity=positive|Sentiment::markable_100500226::Intensity=medium|EmoExpression::markable_100500227::EmoExpression=True|Sentiment::markable_100500226::Sentiment=True|Sentiment::markable_100500226::Polarity=positive case=nom|Target::markable_100500228::Target=True|num=sg|Target::markable_100500228::Preferred=true|gender=neut|Target::markable_100500228::Anaphref=empty|Sentiment::markable_100500226::Sentiment=True case=nom|EmoExpression::markable_71::Intensity=medium|EmoExpression::markable_71::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_71::Polarity=positive|EmoExpression::markable_71::Uncertain=false|num=sg|EmoExpression::markable_71::Sarcasm=false|Sentiment::markable_100500226::Sentiment=True|EmoExpression::markable_71::EmoExpression=True
323698725295894528	positive	Wer kennt sie nicht , die Eulersche Formel ! Heute ist der 306.  Geburtstag von Leonhard Euler ! #Sudoku Erfinder soll er auch gewesen sein ! :)	wer kennen sie nicht , die <UNKNOWN> Formel ! heute sein die @card@ Geburtstag von Leonhard Euler ! #Sudoku Erfinder sollen er auch sein sein ! :)	PWS VVFIN PPER PTKNEG $, PRELS NE NN $. ADV VAFIN ART CARD NN APPR NE NE $. NN NN VMFIN PPER ADV VAPP VAINF $. ADJA	2/SB 0/-- 2/SB 2/NG 4/-- 8/OA 8/PNC 2/OA 8/-- 11/MO 9/-- 14/NK 14/NK 11/SB 14/PG 17/PNC 15/NK 17/-- 24/PD 19/NK 18/-- 21/SB 24/MO 25/OC 21/OC 25/-- 26/--	case=nom|EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|gender=masc|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false|num=sg|EmoExpression::markable_74::SubjectiveFact=false pers=3|EmoExpression::markable_74::EmoExpression=True|num=sg|tense=pres|mood=ind case=acc|pers=3|*=True|EmoExpression::markable_74::EmoExpression=True EmoExpression::markable_74::EmoExpression=True _ case=nom|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Preferred=true|Target::markable_73::Target=True|gender=fem case=nom|gender=fem|num=sg|Target::markable_73::Target=True case=nom|gender=masc|num=sg|Target::markable_73::Target=True|pers=3 _ Target::markable_76::Target=True|Target::markable_76::Preferred=true|Sentiment::markable_75::Intensity=medium|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Polarity=positive pers=3|Target::markable_76::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_75::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True Target::markable_76::Target=True|Sentiment::markable_75::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True Sentiment::markable_75::Sentiment=True case=nom|Target::markable_79::Preferred=true|Sentiment::markable_78::Polarity=positive|gender=masc|Sentiment::markable_78::Intensity=medium|Target::markable_79::Anaphref=empty|Sentiment::markable_78::Sentiment=True|num=sg|Target::markable_79::Target=True|Sentiment::markable_78::Sarcasm=false case=nom|gender=masc|num=sg|Target::markable_79::Target=True|Sentiment::markable_78::Sentiment=True pers=3|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_79::Target=True case=nom|pers=3|num=sg|Target::markable_79::Target=True|gender=masc|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_79::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_79::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_79::Target=True Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=medium|EmoExpression::markable_80::Sarcasm=false|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::EmoExpression=True|EmoExpression::markable_80::Polarity=positive
323664137802620929	positive	Sonne 14  Grad am Morgen und die Nacht mit offenem Fenster verbracht :) wooow ♡	Sonne @card@ Grad an Morgen und die Nacht mit offen Fenster verbracht :) wooow ♡	NN CARD NN APPRART NN KON ART NN APPR ADJA NN VVFIN NN NE ADJA	12/SB 3/NK 1/OA 3/MNR 4/NK 1/CD 8/NK 6/CJ 8/MNR 11/NK 9/NK 0/-- 12/SB 13/UC 13/UC	case=nom|num=sg|Sentiment::markable_82::Sentiment=True|Sentiment::markable_82::Sarcasm=false|Sentiment::markable_82::Polarity=positive|gender=fem|Sentiment::markable_82::Intensity=medium Sentiment::markable_82::Sentiment=True gender=neut|*=True|Sentiment::markable_82::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_82::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_82::Sentiment=True Sentiment::markable_82::Sentiment=True case=nom|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True|Target::markable_83::Anaphref=empty|gender=fem|Target::markable_83::Preferred=true case=nom|gender=fem|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True case=dat|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True|gender=neut|pos=True case=dat|gender=neut|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|Sentiment::markable_82::Sentiment=True|EmoExpression::markable_84::Intensity=medium|EmoExpression::markable_84::SubjectiveFact=false|EmoExpression::markable_84::Polarity=positive|EmoExpression::markable_84::Uncertain=false EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|EmoExpression::markable_85::Intensity=medium|Sentiment::markable_82::Sentiment=True|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false Sentiment::markable_82::Sentiment=True|EmoExpression::markable_86::Sarcasm=false|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Intensity=medium|EmoExpression::markable_86::Polarity=positive|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
323853524637208576	negative	@DemetriaLovex3 Hey sorry nochmal :'/ der Arzt hatte zu ich geh morgen :/ erzähl bitte keinem davon :(	@DemetriaLovex3 Hey sorry nochmal :'/ die Arzt haben zu ich gehen morgen :/ erzählen bitten keine davon :(	NN NE NE ADV ADJD ART NN VAFIN APPR PPER VVIMP ADV ADJA VVIMP VVFIN PIS PAV ADJA	0/-- 3/PNC 8/SB 5/MO 8/MO 7/NK 8/SB 1/-- 11/MO 9/NK 8/OC 11/MO 8/MO 15/MO 8/OC 15/OA 15/NK 15/MO	case=nom|gender=fem|num=sg _ _ _ EmoExpression::markable_87::Intensity=medium|EmoExpression::markable_87::Polarity=negative|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false|EmoExpression::markable_87::EmoExpression=True case=nom|Sentiment::markable_90::Sarcasm=false|gender=masc|Sentiment::markable_90::Intensity=medium|Target::markable_91::Preferred=true|Target::markable_91::Target=True|num=sg|Target::markable_91::Anaphref=empty|Sentiment::markable_90::Polarity=negative|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True pers=3|Target::markable_91::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_90::Sentiment=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True case=nom|pers=1|num=sg|Target::markable_91::Target=True|*=True|Sentiment::markable_90::Sentiment=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True EmoExpression::markable_88::Polarity=negative|EmoExpression::markable_88::EmoExpression=True|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false|Sentiment::markable_90::Sentiment=True _ _ case=dat|gender=masc|num=sg _ EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=negative|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
327344535262871552	positive	@Angelmietzi Darf ich meinen Rücken daran kratzen ? Es ist mir gerade danach :-)	@Angelmietzi dürfen ich mein Rücken daran kratzen ? es sein ich gerade danach :-)	NN VMFIN PPER PPOSAT NN PAV VVINF $. PPER VAFIN PPER ADV PAV $(	0/-- 1/-- 2/SB 5/NK 7/OA 5/NK 2/OC 7/-- 10/SB 8/-- 10/DA 10/MO 10/NK 10/--	_ Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|mood=ind|pers=1|num=sg|tense=pres|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive case=nom|*=True|num=sg|Sentiment::markable_92::Sentiment=True|pers=1 case=acc|gender=masc|num=sg|Sentiment::markable_92::Sentiment=True case=acc|Target::markable_100500229::Preferred=true|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_100500229::Anaphref=empty Sentiment::markable_92::Sentiment=True|Target::markable_100500229::Target=True Sentiment::markable_92::Sentiment=True|Target::markable_100500229::Target=True Sentiment::markable_92::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_92::Sentiment=True|pers=3 EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500230::Polarity=positive|EmoExpression::markable_100500230::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500230::Uncertain=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_100500230::Intensity=medium case=dat|pers=1|num=sg|Source::markable_100500231::Anaphref=empty|Sentiment::markable_92::Sentiment=True|*=True|Source::markable_100500231::Source=True Sentiment::markable_92::Sentiment=True Sentiment::markable_92::Sentiment=True|EmoExpression::markable_100500230::EmoExpression=True Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::Intensity=medium|EmoExpression::markable_94::Polarity=positive|EmoExpression::markable_94::Sarcasm=false|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false|EmoExpression::markable_94::EmoExpression=True
322287486409797632	positive	Wir gratulieren der Gewinnerin Lorena Singer zu den Tickets für die Live - Studie «Zu Wirkungen und Nebenwirkungen» http://t.co/FecGrz3B69	wir gratulieren die Gewinnerin Lorena Singer zu die Ticket für die Live - Studie «Zu Wirkung und Nebenwirkungen» http://t.co/FecGrz3B69	PPER VVFIN ART NN NE NE APPR ART NN APPR ART NN $( NN ADV NN KON NN CARD	2/SB 0/-- 4/NK 2/DA 6/PNC 4/NK 2/MO 9/NK 7/NK 9/MNR 12/NK 10/NK 12/-- 12/NK 14/MO 14/PD 16/CD 17/CJ 18/NK	case=nom|*=True|Sentiment::markable_100500232::Sentiment=True|Sentiment::markable_100500232::Sarcasm=false|pers=1|num=pl|Source::markable_100500233::Anaphref=empty|Sentiment::markable_100500232::Polarity=positive|Sentiment::markable_100500232::Intensity=medium|Source::markable_100500233::Source=True mood=ind|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::SubjectiveFact=false|Sentiment::markable_100500232::Sentiment=True|EmoExpression::markable_100500234::EmoExpression=True|pers=1|EmoExpression::markable_100500234::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Polarity=positive case=dat|gender=fem|num=sg|Sentiment::markable_100500232::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500232::Sentiment=True case=nom|Target::markable_100500235::Target=True|num=sg|Target::markable_100500235::Anaphref=empty|gender=neut|Sentiment::markable_100500232::Sentiment=True|Target::markable_100500235::Preferred=true case=nom|gender=neut|Target::markable_100500235::Target=True|num=sg|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500232::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500232::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=nom|gender=fem|num=pl|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_100500232::Sentiment=True _
327397079544631296	positive	Wenn ich heute nichts SÜSSES bekomme , geh ich auf die PALME ! Mal schnell nen Last - Minute - Flug buchen .	wenn ich heute nichts süß bekommen , gehen ich auf die Palme ! mal schnell nen Last - Minute - Flug buchen .	KOUS PPER ADV PIAT ADJA VVFIN $, VVIMP PPER APPR ART NN $. ADV ADJD ADJA NN $( NN $( NN VVINF $.	6/CP 6/SB 6/MO 5/NK 6/OA 0/-- 6/-- 6/OC 6/SB 6/MO 12/NK 10/NK 12/-- 15/MO 16/MO 17/NK 13/-- 17/-- 17/PAR 19/-- 22/OA 17/OC 22/--	Sentiment::markable_95::Intensity=medium|Sentiment::markable_95::Sarcasm=false|Sentiment::markable_95::Polarity=positive|Sentiment::markable_95::Sentiment=True case=nom|Target::markable_100500245::Target=True|*=True|Target::markable_100500245::Anaphref=empty|pers=1|Sentiment::markable_95::Sentiment=True|num=sg|Target::markable_100500245::Preferred=true Sentiment::markable_95::Sentiment=True|Target::markable_100500245::Target=True gender=neut|*=True|Target::markable_100500245::Target=True|Sentiment::markable_95::Sentiment=True gender=neut|*=True|Target::markable_100500245::Target=True|Sentiment::markable_95::Sentiment=True pers=1|Sentiment::markable_95::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500245::Target=True Sentiment::markable_95::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|mood=ind|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=negative|pers=1|Sentiment::markable_95::Sentiment=True|num=sg|tense=past|EmoExpression::markable_97::SubjectiveFact=false|EmoExpression::markable_97::Uncertain=false case=nom|*=True|num=sg|Sentiment::markable_95::Sentiment=True|pers=1 Sentiment::markable_95::Sentiment=True|EmoExpression::markable_97::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_95::Sentiment=True case=acc|gender=fem|num=sg|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True _ pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ _
323804048266493953	negative	@NicoWde Nur das " Meckern " sollte dann natürlich nicht unbedingt sein :-/	@NicoWde nur die " Meckern " sollen dann natürlich nicht unbedingt sein :-/	NN ADV ART $( NN $( VMFIN ADV ADV PTKNEG ADJD VAINF $(	0/-- 5/MO 5/NK 3/-- 7/SB 5/-- 1/-- 7/MO 7/MO 7/NG 12/PD 7/OC 12/--	case=nom|gender=fem|num=sg Sentiment::markable_98::Polarity=negative|Sentiment::markable_98::Sarcasm=false|Sentiment::markable_98::Intensity=medium|Sentiment::markable_98::Sentiment=True case=nom|Target::markable_99::Anaphref=empty|num=sg|Sentiment::markable_98::Sentiment=True|Target::markable_99::Preferred=true|Target::markable_99::Target=True|gender=neut Target::markable_99::Target=True|Sentiment::markable_98::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_98::Sentiment=True|Target::markable_99::Target=True Sentiment::markable_98::Sentiment=True EmoExpression::markable_100500243::Polarity=positive|Sentiment::markable_98::Sentiment=True|mood=ind|EmoExpression::markable_100500243::Sarcasm=false|EmoExpression::markable_100500243::SubjectiveFact=false|pers=3|num=sg|tense=past|EmoExpression::markable_100500243::Uncertain=false|EmoExpression::markable_100500243::Intensity=medium|EmoExpression::markable_100500243::EmoExpression=True Sentiment::markable_98::Sentiment=True Sentiment::markable_98::Sentiment=True Negation::markable_101::Negation=True|Negation::markable_101::EmoExpressionRef=empty|Sentiment::markable_98::Sentiment=True Intensifier::markable_100500244::EmoExpressionRef=emo-expression:markable_100500243|Intensifier::markable_100500244::Intensifier=True|pos=True|Sentiment::markable_98::Sentiment=True|Intensifier::markable_100500244::Degree=medium EmoExpression::markable_100500243::EmoExpression=True|Sentiment::markable_98::Sentiment=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_98::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=negative
327491782122295296	positive	Wochenende ! Das waren ja anstrengende 2 Wochen ... #fb	Wochenende ! die sein ja anstrengend 2 Woche ... #fb	NN $. PDS VAFIN ADV ADJA CARD NN $. ADJA	0/-- 1/-- 4/SB 2/-- 4/MO 8/NK 8/NK 4/SB 8/-- 9/--	case=nom|Target::markable_104::Preferred=true|gender=neut|Sentiment::markable_103::Polarity=positive|Sentiment::markable_103::Sarcasm=false|num=sg|Sentiment::markable_103::Intensity=strong|Target::markable_104::Anaphref=empty|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=nom|EmoExpression::markable_109::Intensity=medium|Target::markable_100500242::Preferred=true|EmoExpression::markable_109::Polarity=negative|Target::markable_100500242::Target=True|EmoExpression::markable_109::Uncertain=false|gender=neut|pos=True|Target::markable_100500242::Anaphref=empty|EmoExpression::markable_109::SubjectiveFact=false|num=sg|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True Target::markable_100500242::Target=True case=acc|gender=fem|num=pl|Target::markable_100500242::Target=True _ _
323880798069587969	positive	Beste Hilfe gegen Pickel : Seit ich diese Creme benutze habe ich keine Pickel mehr . Ma ... http://t.co/1cKg91QFrF &gt; http://t.co/eCd1xacg5l	gut Hilfe gegen Pickel : seit ich dies Creme benutzen haben ich keine Pickel mehr . <UNKNOWN> ... http://t.co/1cKg91QFrF &gt; http://t.co/eCd1xacg5l	ADJA NN APPR NN $. KOUS PPER PDAT NN VVFIN VAFIN PPER PIAT NN ADV $. NE $. NN $( NN	2/NK 10/SB 2/MNR 3/NK 4/-- 10/CP 10/SB 9/NK 10/OA 0/-- 10/MO 11/SB 14/NK 11/OA 14/MO 15/-- 16/-- 17/-- 18/-- 19/-- 19/CJ	case=nom|EmoExpression::markable_112::EmoExpression=True|gender=masc|Sentiment::markable_110::Polarity=positive|EmoExpression::markable_112::Polarity=positive|pos=True|EmoExpression::markable_112::Uncertain=false|num=pl|Sentiment::markable_110::Intensity=strong|Sentiment::markable_110::Sarcasm=false|EmoExpression::markable_112::Intensity=strong|EmoExpression::markable_112::SubjectiveFact=false|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::Sarcasm=false case=nom|EmoExpression::markable_100500246::EmoExpression=True|gender=masc|EmoExpression::markable_100500246::SubjectiveFact=false|num=pl|EmoExpression::markable_100500246::Polarity=positive|EmoExpression::markable_100500246::Sarcasm=false|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_100500246::Uncertain=false|EmoExpression::markable_100500246::Intensity=medium Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_110::Sentiment=True|pers=1 case=acc|Target::markable_100500247::Preferred=true|num=sg|gender=fem|Target::markable_100500247::Anaphref=empty|Sentiment::markable_110::Sentiment=True|Target::markable_100500247::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_100500247::Target=True Sentiment::markable_110::Sentiment=True pers=1|Sentiment::markable_110::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|Sentiment::markable_110::Sentiment=True|pers=1 case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
327423400672915457	positive	Barça begehrt Hummels &amp; Lewandowski : Der FC Barcelona ist hinter einem Duo von Borussia Dortmund her. http://t.co/ZXoETZhGxL	Barça begehrt Hummels &amp; Lewandowski : die FC Barcelona sein hinter eine Duo von Borussia Dortmund Her. http://t.co/ZXoETZhGxL	NN ADJD NN $( NE $. ART NE NE VAFIN APPR ART NN APPR NE NE NE NN	10/SB 3/NK 1/AG 3/-- 1/PAR 5/-- 8/NK 5/MNR 8/NK 0/-- 17/MO 13/NK 11/NK 13/PG 16/PNC 14/NK 18/NK 10/SB	case=nom|Sentiment::markable_100500248::Sentiment=True|Source::markable_100500249::Source=True|Sentiment::markable_100500248::Polarity=positive|gender=fem|Sentiment::markable_100500248::Intensity=strong|num=sg|Source::markable_100500249::Anaphref=empty|Sentiment::markable_100500248::Sarcasm=false EmoExpression::markable_100500252::Sarcasm=false|Sentiment::markable_100500248::Sentiment=True|mood=ind|EmoExpression::markable_100500252::Intensity=strong|pers=3|EmoExpression::markable_100500252::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500252::Polarity=positive|EmoExpression::markable_100500252::EmoExpression=True|EmoExpression::markable_100500252::Uncertain=false case=gen|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Anaphref=empty|Target::markable_100500250::Target=True|Target::markable_100500250::Preferred=true|*=True *=True|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True case=nom|Target::markable_100500251::Target=True|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500251::Preferred=true|Target::markable_100500251::Anaphref=empty|*=True _ case=nom|Source::markable_100500254::Anaphref=empty|Sentiment::markable_100500253::Sentiment=True|gender=masc|Sentiment::markable_100500253::Polarity=positive|Source::markable_100500254::Source=True|Sentiment::markable_100500253::Intensity=medium|num=sg|Sentiment::markable_100500253::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500253::Sentiment=True|num=sg|Source::markable_100500254::Source=True case=dat|gender=masc|Sentiment::markable_100500253::Sentiment=True|num=sg|Source::markable_100500254::Source=True EmoExpression::markable_100500255::Polarity=positive|mood=ind|EmoExpression::markable_100500255::EmoExpression=True|Sentiment::markable_100500253::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false Sentiment::markable_100500253::Sentiment=True case=dat|Target::markable_100500256::Anaphref=empty|num=sg|Target::markable_100500256::Preferred=true|Sentiment::markable_100500253::Sentiment=True|gender=neut|Target::markable_100500256::Target=True case=dat|gender=neut|Sentiment::markable_100500253::Sentiment=True|num=sg|Target::markable_100500256::Target=True Sentiment::markable_100500253::Sentiment=True|Target::markable_100500256::Target=True Sentiment::markable_100500253::Sentiment=True|*=True|Target::markable_100500256::Target=True case=dat|gender=neut|Sentiment::markable_100500253::Sentiment=True|num=sg|Target::markable_100500256::Target=True Sentiment::markable_100500253::Sentiment=True|EmoExpression::markable_100500255::EmoExpression=True *=True
