311972225265836033	positive	:-))) Der neue Papst : Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst : es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN $. PPER VAFIN ART NN NN APPR NN	7/PD 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311905925072056320	positive	Nee , Helmut Schmidt war zu Gast ! :-) “ @Halliway : Kein neuer Papst . Die Hütte brennt ! ;) #Papst ”	Nee , Helmut Schmidt sein zu Gast ! :-) “ @Halliway : keine neu Papst . die Hütte brennen ! ;) #Papst ”	NE $, NE NE VAFIN APPR NN $. $( ADJA NN $. PIAT ADJA NN $. ART NN VVFIN $. ADJA NN ADJA	5/SB 1/-- 4/PNC 1/CJ 0/-- 5/MO 6/NK 7/-- 10/-- 11/NK 8/-- 11/-- 15/NK 15/NK 12/-- 15/-- 18/NK 19/SB 16/-- 19/-- 22/NK 23/MO 20/--	case=nom|num=sg|Sentiment::markable_69::Sarcasm=false|Sentiment::markable_69::Intensity=medium|gender=fem|Sentiment::markable_69::Sentiment=True|Sentiment::markable_69::Polarity=positive Sentiment::markable_69::Sentiment=True case=nom|Target::markable_70::Target=True|num=sg|Target::markable_70::Anaphref=empty|gender=fem|Sentiment::markable_69::Sentiment=True|Target::markable_70::Preferred=true case=nom|gender=fem|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True pers=3|Target::markable_70::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_69::Sentiment=True Target::markable_70::Target=True|Sentiment::markable_69::Sentiment=True case=dat|gender=masc|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True Sentiment::markable_69::Sentiment=True EmoExpression::markable_71::Uncertain=false|EmoExpression::markable_71::Intensity=medium|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::SubjectiveFact=false|Sentiment::markable_69::Sentiment=True|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::Polarity=positive _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium _ _
311922181896540160	positive	" @marcopolo71 : Hat der neue #Papst auch schon ein Twitteraccount ? " - @Pontifex oder so ähnlich ;-)	" @marcopolo71 : haben die neu #Papst auch schon eine Twitteraccount ? " - @Pontifex oder so ähnlich ;-)	$( NN $. VAFIN ART ADJA NN ADV ADV ART NN $. $( $( NN KON ADV ADJD $(	2/-- 0/-- 2/-- 3/-- 7/NK 7/NK 4/SB 11/MO 11/MO 11/NK 4/OA 11/-- 12/-- 15/-- 13/-- 15/-- 18/MO 16/CJ 18/--	_ case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg _ _ pos=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive
311913994862616576	positive	Wer ist nun der neue papst ? :) #spannung #mit #vorfreude :) ♥★	wer sein nun die neu Papst ? :) #spannung #mit #vorfreude :) ♥★	PWS VAFIN ADV ART ADJA NN $. ADJA NN NN NN ADJD ADJA	2/SB 0/-- 2/MO 6/NK 6/NK 2/PD 6/-- 9/NK 7/-- 9/MNR 10/NK 13/MO 9/PAR	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|gender=fem|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_74::SubjectiveFact=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_76::Intensity=medium|gender=fem|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True|num=sg|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive case=nom|EmoExpression::markable_77::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=positive|EmoExpression::markable_77::Intensity=medium
311939331642232832	mixed	RT @BistumMainz : " Das Gesetz fordert , die Strafe nimmt , die Gnade gibt . " ( #Franziskus von Assisi ) #ausgründen #Papst #FranziskusI	RT @BistumMainz : " die Gesetz fordern , die Strafe nehmen , die Gnade geben . " ( #Franziskus von Assisi ) #ausgründen #Papst #FranziskusI	NE NE $. $( ART NN VVFIN $, ART NN VVFIN $, ART NN VVFIN $. $( $( NN APPR NN $( NN NN NE	2/PNC 0/-- 2/-- 5/-- 6/NK 7/SB 3/-- 7/-- 10/NK 11/OA 7/CJ 11/-- 14/NK 15/OA 11/CJ 15/-- 16/-- 19/-- 17/-- 19/PG 20/NK 21/-- 19/CJ 23/NK 24/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404350::SubjectiveFact=true|gender=fem|EmoExpression::markable_10404350::Uncertain=false|num=sg|EmoExpression::markable_10404350::Intensity=medium|EmoExpression::markable_10404350::Sarcasm=false|EmoExpression::markable_10404350::EmoExpression=True|EmoExpression::markable_10404350::Polarity=negative pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404349::Sarcasm=false|EmoExpression::markable_10404349::Polarity=positive|EmoExpression::markable_10404349::EmoExpression=True|gender=fem|EmoExpression::markable_10404349::Intensity=medium|EmoExpression::markable_10404349::Uncertain=false|num=sg|EmoExpression::markable_10404349::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg
311921002269523968	negative	RT @onlinegott : Ich hatte schon Angst , dass wir den Papst nicht zu Gesicht bekommen . Hat Tom Hanks den Tag doch noch gerettet !	RT @onlinegott : ich haben schon Angst , dass wir die Papst nicht zu Gesicht bekommen . haben Tom Hanks die Tag doch noch retten !	NE NN $. PPER VAFIN ADV NN $, KOUS PPER ART NN PTKNEG APPR NN VVINF $. VAFIN NE NN ART NN ADV ADV VVPP $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 5/OA 7/-- 16/CP 16/SB 12/NK 16/OA 16/NG 16/MO 14/NK 7/OC 16/-- 17/-- 20/PNC 18/SB 22/NK 25/OA 25/MO 25/MO 18/OC 25/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_78::Polarity=negative|Source::markable_79::Anaphref=markable_80|*=True|Sentiment::markable_78::Intensity=medium|Sentiment::markable_78::Sentiment=True|num=sg|Source::markable_79::Source=True|Sentiment::markable_78::Sarcasm=false Sentiment::markable_78::Sentiment=True case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=empty|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_78::Sentiment=True case=acc|EmoExpression::markable_81::SubjectiveFact=false|gender=fem|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=negative|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|Target::markable_82::Anaphref=empty|*=True|Target::markable_82::Preferred=true|pers=1|Target::markable_82::Target=True|num=pl case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=dat|gender=neut|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ EmoExpression::markable_10404351::Uncertain=false|EmoExpression::markable_10404351::EmoExpression=True|EmoExpression::markable_10404351::Sarcasm=false|EmoExpression::markable_10404351::Intensity=medium|EmoExpression::markable_10404351::SubjectiveFact=false|EmoExpression::markable_10404351::Polarity=positive _
311915783804563457	positive	RT @ProSieben : Jubel auf dem Petersplatz . Die Garde formiert sich . Kommt gleich Marco Schreyl mit dem Umschlag ? #Papst	RT @ProSieben : Jubel auf die Petersplatz . die Garde formieren sich . kommen gleich Marco Schreyl mit die Umschlag ? #Papst	NE ADJD $. NN APPR ART NN $. ART NN VVFIN PRF $. VVFIN APPR NE NN APPR ART NN $. NN	0/-- 1/PD 2/-- 3/-- 4/MNR 7/NK 5/NK 7/-- 10/NK 11/SB 8/-- 11/OA 12/-- 13/-- 14/MO 15/NK 14/SB 14/MO 20/NK 18/NK 20/-- 21/--	case=nom|*=True|num=sg _ _ case=nom|EmoExpression::markable_83::EmoExpression=True|gender=masc|EmoExpression::markable_83::Intensity=medium|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
312121921250676736	neutral	Der neue #Papst ist Argentinier - Messi überraschend mit sofortiger Wirkung nach Italien gewechselt .	die neu #Papst sein Argentinier - Messi überraschend mit sofortig Wirkung nach Italien wechseln .	ART ADJA NN VAFIN NN $( NN ADJD APPR ADJA NN APPR NE VVPP $.	3/NK 3/NK 4/SB 0/-- 4/SB 5/-- 5/CJ 14/MO 14/MO 11/NK 9/NK 14/MO 12/NK 4/OC 14/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pos=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _
311941011788144641	negative	RT @SasaKiar : Erste Infos zum neuen #Papst geben leider keine Hoffnung für eine zeitgemäße Modernisierung ! Er verteufelt die Homo - Ehe un ...	RT @SasaKiar : erst Info zu neu #Papst geben leider keine Hoffnung für eine zeitgemäß Modernisierung ! er verteufeln die Homo - Ehe un ...	NE NN $. ADJA NN APPRART ADJA NN VVFIN ADV PIAT NN APPR ART ADJA NN $. PPER VVFIN ART NN $( NN NE $.	2/SB 0/-- 2/-- 5/NK 9/SB 5/MNR 8/NK 6/NK 3/-- 9/MO 12/NK 9/OA 12/MNR 16/NK 16/NK 13/NK 16/-- 19/SB 17/-- 21/NK 19/OA 21/-- 21/APP 23/NK 24/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_84::Intensity=medium|Source::markable_85::Source=True|*=True|Sentiment::markable_84::Polarity=negative|num=sg|Source::markable_85::Anaphref=empty|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=false Sentiment::markable_84::Sentiment=True case=nom|gender=neut|num=pl|pos=True|Sentiment::markable_84::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_84::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=dat|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|pos=True|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True EmoExpression::markable_10404352::Intensity=medium|EmoExpression::markable_10404352::Uncertain=false|EmoExpression::markable_10404352::SubjectiveFact=false|EmoExpression::markable_10404352::Sarcasm=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_10404352::Polarity=negative|EmoExpression::markable_10404352::EmoExpression=True case=acc|num=sg|gender=fem|Sentiment::markable_84::Sentiment=True|Negation::markable_88::EmoExpressionRef=emo-expression:markable_87|Negation::markable_88::Negation=True case=acc|EmoExpression::markable_87::Polarity=positive|gender=fem|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_87::Uncertain=false Sentiment::markable_84::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_84::Sentiment=True case=acc|EmoExpression::markable_10404353::Intensity=medium|EmoExpression::markable_10404353::Sarcasm=false|EmoExpression::markable_10404353::Uncertain=false|gender=fem|EmoExpression::markable_10404353::SubjectiveFact=false|pos=True|num=sg|EmoExpression::markable_10404353::EmoExpression=True|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_10404353::Polarity=positive case=acc|gender=fem|EmoExpression::markable_10404354::Polarity=positive|EmoExpression::markable_10404354::Uncertain=false|EmoExpression::markable_10404354::Sarcasm=false|EmoExpression::markable_10404354::EmoExpression=True|num=sg|EmoExpression::markable_10404354::SubjectiveFact=true|EmoExpression::markable_10404354::Intensity=medium|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|pers=3 mood=ind|EmoExpression::markable_10404355::SubjectiveFact=false|EmoExpression::markable_10404355::Polarity=negative|EmoExpression::markable_10404355::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_10404355::Sarcasm=false|EmoExpression::markable_10404355::EmoExpression=True|EmoExpression::markable_10404355::Uncertain=false case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
312140357938839552	positive	RT @cdu_news : Hermann @groehe : Die CDU Deutschlands gratuliert Papst Franziskus herzlich zu seiner Wahl http://t.co/jlKVzdJ7hp / umg	RT @cdu_news : Hermann @groehe : die CDU Deutschland gratulieren Papst Franziskus herzlich zu sein Wahl http://t.co/jlKVzdJ7hp / umg	NE NN $. NE NN $. ART NE NE VVFIN NN NE ADJD APPR PPOSAT NN NN $( VVIMP	2/SB 0/-- 2/-- 5/SB 3/-- 5/-- 8/NK 10/SB 8/AG 6/-- 10/OA 11/NK 10/MO 10/MO 16/NK 14/NK 10/OA 17/-- 10/CJ	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|Sentiment::markable_89::Sentiment=True|Source::markable_90::Anaphref=empty|gender=fem|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Polarity=positive|num=sg|Source::markable_90::Source=True|Sentiment::markable_89::Intensity=medium case=nom|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True case=gen|gender=neut|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_91::Uncertain=false|mood=ind|EmoExpression::markable_91::Sarcasm=false|pers=3|EmoExpression::markable_91::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive case=nom|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Preferred=true|gender=masc|Target::markable_92::Target=True|Target::markable_92::Anaphref=empty case=nom|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Target=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|pos=True|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::Polarity=positive Sentiment::markable_89::Sentiment=True case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=acc|gender=fem|num=pl _ _
311922605680635904	positive	Ich war auf der Beerdigung vom Papst . Sehr beliebt scheint er nicht gewesen zu sein . Ich war der einzige , der geklatscht hat .	ich sein auf die Beerdigung von Papst . sehr beliebt scheinen er nicht sein zu sein . ich sein die einzig , die klatschen haben .	PPER VAFIN APPR ART NN APPRART NN $. ADV ADJD VVFIN PPER PTKNEG VAPP PTKZU VAINF $. PPER VAFIN ART ADJA $, PRELS VVPP VAFIN $.	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 6/NK 7/-- 10/MO 14/PD 8/-- 11/SB 14/NG 16/OC 16/PM 11/OC 16/-- 19/SB 17/-- 21/NK 19/PD 21/-- 25/SB 25/OC 21/RC 25/--	case=nom|gender=masc|Sentiment::markable_94::Polarity=positive|pers=1|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg case=dat|num=sg|Target::markable_95::Target=True|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_95::Preferred=true|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True|Intensifier::markable_97::Intensifier=True|Intensifier::markable_97::EmoExpressionRef=emo-expression:markable_96|Intensifier::markable_97::Degree=medium pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|EmoExpression::markable_96::Intensity=medium|EmoExpression::markable_96::SubjectiveFact=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg|pers=3 Negation::markable_98::Negation=True|Sentiment::markable_94::Sentiment=True|Negation::markable_98::EmoExpressionRef=emo-expression:markable_96 Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True case=nom|gender=masc|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _
311916620245237761	negative	" das ist ja der doofste Papst auf der ganzen Welt . Der kommt nicht und alle warten " Gut zusammengefasst von Mini .	" die sein ja die doof Papst auf die ganz Welt . die kommen nicht und alle warten " Gut zusammenfassen von Mini .	$( PDS VAFIN ADV ART ADJA NN APPR ART ADJA NN $. PDS VVFIN PTKNEG KON PIS VVFIN $( NN VVPP APPR NN $.	2/-- 3/SB 0/-- 3/MO 7/NK 7/NK 3/PD 7/MNR 11/NK 11/NK 8/NK 11/-- 14/SB 12/-- 14/NG 14/CD 18/SB 16/CJ 18/-- 21/MO 18/PAR 21/SBP 22/NK 23/--	_ case=nom|Sentiment::markable_99::Polarity=negative|num=sg|Sentiment::markable_99::Intensity=strong|gender=neut|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=nom|num=sg|Target::markable_100::Preferred=true|Target::markable_100::Anaphref=empty|gender=masc|Target::markable_100::Target=True|Sentiment::markable_99::Sentiment=True case=nom|EmoExpression::markable_101::EmoExpression=True|gender=masc|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=negative|pos=True|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_101::Uncertain=false|num=sg|Target::markable_100::Target=True|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=strong case=nom|gender=masc|Target::markable_100::Target=True|num=sg|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_10404372::EmoExpression=True|EmoExpression::markable_10404372::SubjectiveFact=false|EmoExpression::markable_10404372::Intensity=medium|EmoExpression::markable_10404372::Polarity=positive|pos=True|EmoExpression::markable_10404372::Uncertain=false|EmoExpression::markable_10404372::Sarcasm=false _ _ case=dat|gender=masc|num=sg _
311977653848662017	neutral	RT @welt : Der neue #Papst heißt offiziell einfach nur Franziskus , nicht Franziskus I. - Erst wenn es einen Zweiten gibt , gibt es auch de ...	RT @welt : die neu #Papst heißen offiziell einfach nur Franziskus , nicht Franziskus I. - erst wenn es eine Zweite geben , geben es auch de ...	NE NN $. ART ADJA NN VVFIN ADJD ADJD ADV NE $, PTKNEG NE NE $( ADV KOUS PPER ART NN VVFIN $, VVFIN PPER ADV NE $.	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 7/MO 7/MO 11/MO 7/MO 11/-- 22/NG 15/PNC 22/SB 15/-- 22/MO 22/CP 22/EP 21/NK 22/OA 7/OC 22/-- 7/PAR 24/EP 27/MO 24/SB 27/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ *=True _
311918728755417088	neutral	RT @possum_sed_nolo : Wie jetzt Jorge ist neuer Papst ? Wer macht denn jetzt das Laufstegtraining bei Heidis Määäädchen ?	RT @possum_sed_nolo : wie jetzt Jorge sein neu Papst ? wer machen denn jetzt die Laufstegtraining bei Heidi Määäädchen ?	NE NN $. KOKOM ADV NE VAFIN ADJA NN $. PWS VVFIN ADV ADV ART NN APPR NE NN $.	2/SB 0/-- 2/-- 5/MO 6/MO 7/SB 3/-- 9/NK 7/PD 9/-- 12/SB 10/-- 12/MO 12/MO 16/NK 12/OA 16/MNR 17/NK 12/OA 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
