328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen :)	gleich in Braunschweig mit Kamaraden Treffen :)	ADJD APPR NE APPR ADJA NN ADJD	0/-- 1/MO 2/NK 7/MO 6/NK 4/NK 1/PD	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
323396666264801280	negative	Wird wohl nix mit der @energy_ch #energyfashionshow dieses Jahr . Kann man ja keine Tickets kaufen und habe keine gewonnen :((((((	werden wohl nix mit die @energy_ch #energyfashionshow dies Jahr . können man ja keine Ticket kaufen und haben keine gewonnen :((((((	VAFIN ADV PIS APPR ART ADJA NN PDAT NN $. VMFIN PIS ADV PIAT NN VVINF KON VAFIN PIAT ADJD ADJD	0/-- 3/MO 1/SB 1/MO 6/NK 4/NK 6/-- 9/NK 7/MO 9/-- 10/-- 11/SB 11/MO 15/NK 16/OA 11/OC 11/CD 17/CJ 20/NK 18/OC 20/PD	mood=ind|EmoExpression::markable_104012283::EmoExpression=True|EmoExpression::markable_104012283::SubjectiveFact=false|pers=3|EmoExpression::markable_104012283::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_104012283::Polarity=negative|EmoExpression::markable_104012283::Uncertain=false|EmoExpression::markable_104012283::Intensity=medium EmoExpression::markable_104012283::EmoExpression=True gender=neut|*=True|EmoExpression::markable_104012283::EmoExpression=True _ case=dat|gender=fem|num=sg *=True|pos=True case=nom|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ Target::markable_52::Anaphref=empty|Target::markable_52::Preferred=true|mood=ind|Sentiment::markable_50::Intensity=strong|Sentiment::markable_50::Sentiment=True|pers=3|num=sg|tense=pres|Sentiment::markable_50::Polarity=negative|Target::markable_52::Target=True|Sentiment::markable_50::Sarcasm=false case=nom|*=True|Sentiment::markable_50::Sentiment=True|num=sg|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True case=acc|gender=masc|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True case=acc|gender=masc|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True pers=3|num=sg|tense=pres|mood=subj|Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True case=acc|gender=fem|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_50::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Target::markable_52::Target=True EmoExpression::markable_51::Intensity=strong|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=negative|Sentiment::markable_50::Sentiment=True|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false
320138671812669440	positive	Warten , bis Software den Aktualisierungschlüssel findet ;-) ...	Warte|Warten , bis Software die Aktualisierungschlüssel finden ;-) ...	NN $, APPR NN ART NN VVFIN $( $.	0/-- 1/-- 7/MO 3/NK 6/NK 7/OA 1/RC 7/-- 8/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_53::Sarcasm=false|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=positive _
324929855475032065	positive	Jess ! Man endlich auch draussen wieder ... ;-) http://t.co/YwfKtF9wDf	Jeß ! man endlich auch draußen wieder ... ;-) http://t.co/YwfKtF9wDf	NE $. PIS ADV ADV ADV ADV $. $( NE	0/-- 1/-- 2/-- 7/MO 6/MO 7/MO 3/MNR 7/-- 10/-- 8/--	EmoExpression::markable_236::EmoExpression=True|EmoExpression::markable_236::SubjectiveFact=false|EmoExpression::markable_236::Sarcasm=false|EmoExpression::markable_236::Uncertain=false|EmoExpression::markable_236::Polarity=positive|Sentiment::markable_235::Polarity=positive|Sentiment::markable_235::Intensity=medium|Sentiment::markable_235::Sarcasm=false|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_236::Intensity=medium Sentiment::markable_235::Sentiment=True|EmoExpression::markable_236::EmoExpression=True case=nom|*=True|num=sg|Sentiment::markable_235::Sentiment=True EmoExpression::markable_237::Uncertain=false|EmoExpression::markable_237::EmoExpression=True|EmoExpression::markable_237::Polarity=positive|EmoExpression::markable_237::SubjectiveFact=false|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_237::Intensity=medium|EmoExpression::markable_237::Sarcasm=false Sentiment::markable_235::Sentiment=True Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|Sentiment::markable_235::Sentiment=True|Target::markable_238::Target=True Target::markable_238::Target=True|Sentiment::markable_235::Sentiment=True Sentiment::markable_235::Sentiment=True EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=positive|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium _
318485023886020609	positive	@smooney14 die Macht der P's . DER P's . ;-)	@smooney14 die Macht die P's . die P's . ;-)	NN ART NN ART NE $. ART NE $. $(	0/-- 3/NK 1/-- 5/NK 3/AG 5/-- 8/NK 6/NK 8/-- 9/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ *=True *=True _ EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive
326966048672870400	positive	@na_Kuh das ist normal , da der Bauch beim laufen auch beansprucht wird . Wenn du längere Zeit läufst wirst du aber keinen mehr bekommen :)	@na_Kuh die sein normal , da die Bauch bei laufen auch beanspruchen werden . wenn du lang Zeit laufen werden du aber keine mehr bekommen :)	NN PDS VAFIN ADJD $, KOUS ART NN APPRART VVFIN ADV VVPP VAFIN $. KOUS PPER ADJA NN VVFIN VAFIN PPER ADV PIAT PIS VVFIN ADJA	0/-- 3/SB 1/-- 3/PD 4/-- 13/CP 8/NK 13/SB 12/MO 9/NK 10/MO 13/OC 3/MO 13/-- 20/CP 20/SB 18/NK 19/SB 20/OC 14/-- 20/SB 25/MO 24/NK 25/OA 20/OC 25/MO	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_57::Sarcasm=false|gender=neut|Sentiment::markable_57::Polarity=positive|Target::markable_59::Preferred=true|num=sg|Target::markable_59::Anaphref=empty|Sentiment::markable_57::Intensity=medium|Target::markable_59::Target=True|Sentiment::markable_57::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_57::Sentiment=True EmoExpression::markable_58::Uncertain=false|pos=True|EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True|Sentiment::markable_57::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg|comp=True case=acc|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=2 _ case=acc|gender=masc|num=sg *=True pers=3|num=pl|tense=pres|mood=ind case=acc|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|num=sg|EmoExpression::markable_56::Uncertain=false
328589288935669760	mixed	Clara ( 13)  frisst weil sie traurig ist , das sie so fett ist .	Clara ( 13)_ fressen weil sie traurig sein , die sie so fett sein .	NE $( VVIMP VVFIN KOUS PPER ADJD VAFIN $, PRELS PPER ADV ADJD VAFIN $.	4/SB 1/-- 1/PAR 0/-- 8/CP 8/SB 8/PD 4/MO 8/-- 14/OA 14/SB 13/MO 14/PD 8/SB 14/--	case=nom|Sentiment::markable_100500282::Sentiment=True|gender=fem|Target::markable_100500282::Anaphref=empty|num=sg|Sentiment::markable_100500282::Sarcasm=false|Sentiment::markable_100500282::Polarity=negative|Target::markable_100500282::Target=True|Sentiment::markable_100500282::Intensity=strong|Target::markable_100500282::Preferred=true Sentiment::markable_100500282::Sentiment=True Sentiment::markable_100500282::Sentiment=True Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500282::EmoExpression=True|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::SubjectiveFact=false|EmoExpression::markable_100500282::Intensity=strong Sentiment::markable_100500282::Sentiment=True case=nom|Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True|Sentiment::markable_100500285::Sarcasm=false|gender=fem|Sentiment::markable_100500285::Polarity=positive|pers=3|num=sg|Source::markable_100500285::Source=True|Source::markable_100500285::Anaphref=empty|Sentiment::markable_100500285::Intensity=medium EmoExpression::markable_100500285::Uncertain=false|Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|Sentiment::markable_100500285::Sentiment=True|pos=True|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True pers=3|Sentiment::markable_100500282::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_100500285::Sentiment=True Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True case=acc|gender=neut|Sentiment::markable_100500282::Sentiment=True|num=sg|Sentiment::markable_100500285::Sentiment=True case=nom|Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True|gender=fem|Target::markable_100500285::Preferred=true|pers=3|num=sg|Target::markable_100500285::Target=True|Target::markable_100500285::Anaphref=empty Sentiment::markable_100500282::Sentiment=True|Target::markable_100500285::Target=True|Sentiment::markable_100500285::Sentiment=True Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::EmoExpression=True|Sentiment::markable_100500285::Sentiment=True|EmoExpression::markable_100500288::SubjectiveFact=false|pos=True|EmoExpression::markable_100500288::Polarity=negative|Target::markable_100500285::Target=True|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Intensity=strong pers=3|Sentiment::markable_100500282::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_100500285::Sentiment=True|Target::markable_100500285::Target=True Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True
323012442496065536	neutral	@AngeloutsideRK gibt’s heute Abend wenn ich die verbandfolie abmachen darf	@AngeloutsideRK gibt’s heute abend wenn ich die verbandfolie abmachen dürfen	NN VVFIN ADV ADV KOUS PPER ART NN VVINF VMFIN	0/-- 10/MO 2/MO 10/MO 10/CP 10/SB 8/NK 9/OA 10/OC 1/--	case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind
321218364263522304	mixed	Ich bin grade voll traurig .. Weil ich nicht bei justin bieber sein kann .. Ich vermisse ihn sooo ..	ich sein grade voll traurig .. weil ich nicht bei justin bieber sein können .. ich vermissen er sooo ..	PPER VAFIN PTKVZ ADJD ADJD ADJA KOUS PPER PTKNEG APPR ADJA NN VAINF VMFIN NN PPER VVFIN PPER NE ADJA	2/SB 0/-- 6/MO 6/MO 6/MO 2/PD 14/CP 14/SB 14/NG 13/MO 12/NK 10/NK 14/OC 6/-- 13/PD 17/SB 15/-- 17/OA 17/DA 17/MO	case=nom|Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=strong|Source::markable_66::Anaphref=empty|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|*=True|pers=1|num=sg|Source::markable_66::Source=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True *=True|Sentiment::markable_65::Sentiment=True Intensifier::markable_68::Degree=strong|Intensifier::markable_68::Intensifier=True|Intensifier::markable_68::EmoExpressionRef=emo-expression:markable_67|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True case=nom|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True|Target::markable_69::Preferred=true|*=True|Target::markable_69::Anaphref=empty|pers=1|num=sg Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_65::Sentiment=True case=nom|Source::markable_74::Source=True|Sentiment::markable_70::Sentiment=True|Sentiment::markable_70::Polarity=positive|*=True|pers=1|num=sg|Sentiment::markable_70::Intensity=strong|Source::markable_74::Anaphref=empty|Sentiment::markable_70::Sarcasm=false EmoExpression::markable_71::Intensity=medium|mood=ind|Sentiment::markable_70::Sentiment=True|EmoExpression::markable_71::Polarity=positive|pers=1|EmoExpression::markable_71::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::SubjectiveFact=false case=acc|Target::markable_73::Preferred=true|Sentiment::markable_70::Sentiment=True|gender=masc|pers=3|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Target=True Sentiment::markable_70::Sentiment=True|Intensifier::markable_72::Degree=strong|Intensifier::markable_72::Intensifier=True|Intensifier::markable_72::EmoExpressionRef=empty Sentiment::markable_70::Sentiment=True|gender=masc|*=True|num=sg
327792755248078850	positive	RT @reichelt_el : Wir freuen uns wieder über Eure #ff-Empfehlungen und verlosen heute ein reichelt - Package + Multimedia - Headset : http://t.co …	RT @reichelt_el : wir freuen wir wieder über euer #ff-Empfehlungen und verlosen heute eine reichelt - Package + Multimedia - Headset : http://t.co …	NE ADJD $. PPER VVFIN PPER ADV APPR PPOSAT NN KON VVFIN ADV ART ADJA $( NN KON NN $( NN $. NE ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 5/OA 5/MO 5/OP 10/NK 8/NK 5/CD 11/CJ 12/MO 17/NK 17/NK 15/-- 12/OA 17/CD 18/CJ 19/-- 17/PAR 21/-- 24/SB 21/SB	case=nom|*=True|num=sg pos=True _ case=nom|Source::markable_76::Anaphref=empty|Sentiment::markable_75::Sentiment=True|*=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|pers=1|num=pl|Source::markable_76::Source=True|Sentiment::markable_75::Polarity=positive mood=ind|EmoExpression::markable_104012285::Intensity=medium|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_104012285::SubjectiveFact=false|EmoExpression::markable_104012285::EmoExpression=True|pers=1|EmoExpression::markable_104012285::Uncertain=false|EmoExpression::markable_104012285::Polarity=positive|num=pl|tense=pres|EmoExpression::markable_104012285::Sarcasm=false case=acc|pers=1|num=pl|Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True case=acc|num=pl|Target::markable_78::Preferred=true|gender=fem|Target::markable_78::Target=True|Sentiment::markable_75::Sentiment=True|Target::markable_78::Anaphref=empty case=acc|gender=fem|Target::markable_78::Target=True|num=pl|Sentiment::markable_75::Sentiment=True _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl _ case=nom|*=True|num=sg case=nom|*=True|num=sg
324575931178053632	positive	RT @MikaVolucer : Wenn ich zurück entfolge ist das nicht aus Trotz . Vielmehr stimme ich zu , dass wir nicht zueinander passen .	RT @MikaVolucer : wenn ich zurück entfolge sein die nicht aus Trotz . vielmehr stimmen ich zu , dass wir nicht zueinander passen .	NE ADJD $. KOUS PPER ADV NN VAFIN PDS PTKNEG APPR NN $. ADV VVFIN PPER PTKVZ $, KOUS PPER PTKNEG ADV VVINF $.	0/-- 1/PD 2/-- 8/CP 8/SB 7/MO 8/PD 3/-- 8/SB 8/NG 8/MO 11/NK 12/-- 15/MO 13/-- 15/SB 15/SVP 17/-- 23/CP 23/SB 23/NG 23/MO 15/MO 23/--	case=nom|*=True|num=sg pos=True _ _ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ case=dat|EmoExpression::markable_104012286::Uncertain=false|gender=neut|EmoExpression::markable_104012286::Intensity=medium|EmoExpression::markable_104012286::Sarcasm=false|EmoExpression::markable_104012286::SubjectiveFact=false|EmoExpression::markable_104012286::Polarity=negative|num=sg|EmoExpression::markable_104012286::EmoExpression=True _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Source::markable_265::Source=True|*=True|Source::markable_265::Anaphref=empty _ _ _ case=nom|Target::markable_262::Anaphref=empty|Sentiment::markable_243::Sarcasm=false|*=True|Target::markable_262::Target=True|Sentiment::markable_243::Polarity=positive|pers=1|num=pl|Sentiment::markable_243::Intensity=medium|Sentiment::markable_243::Sentiment=True|Target::markable_262::Preferred=true Sentiment::markable_243::Sentiment=True|Negation::markable_264::Negation=True|Negation::markable_264::EmoExpressionRef=empty Sentiment::markable_243::Sentiment=True EmoExpression::markable_263::Polarity=positive|EmoExpression::markable_263::Sarcasm=false|EmoExpression::markable_263::Uncertain=false|Sentiment::markable_243::Sentiment=True|EmoExpression::markable_263::EmoExpression=True|EmoExpression::markable_263::SubjectiveFact=false|EmoExpression::markable_263::Intensity=medium Sentiment::markable_243::Sentiment=True
327112577547128834	negative	Wenn ich mir den tats . Datendurchsatz meiner #Telekom DSL -50  anschaue , werde ich schon seit Jahren um 50%  gedrosselt . Wird das angerechnet ?	wenn ich ich die tats . Datendurchsatz mein #Telekom DSL @card@ anschauen , werden ich schon seit Jahr um @card@ drosseln . werden die anrechnen ?	KOUS PPER PPER ART NN $. NN PPOSAT ADJA NN CARD VVFIN $, VAFIN PPER ADV APPR NN APPR CARD VVPP $. VAFIN PDS VVPP $.	5/CP 5/SB 5/DA 5/NK 0/-- 5/-- 12/SB 10/NK 10/NK 7/AG 10/NK 21/OC 12/-- 6/-- 14/SB 17/MO 21/MO 17/NK 21/MO 19/NK 14/OC 21/-- 22/-- 23/SB 23/OC 25/--	_ case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=pl _ _ EmoExpression::markable_104012287::Polarity=negative|EmoExpression::markable_104012287::Sarcasm=false|EmoExpression::markable_104012287::Uncertain=false|EmoExpression::markable_104012287::Intensity=medium|EmoExpression::markable_104012287::SubjectiveFact=false|EmoExpression::markable_104012287::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _
322079937370660864	neutral	#Outlet #Uhren bei Amazon für kurze Zeit um bis zu 60%  reduziert ! Jetzt zuschlagen : http://t.co/NCT8Z8uPEJ	#Outlet #Uhren bei Amazon für kurz Zeit um bis zu @card@ reduzieren ! jetzt zuschlagen : http://t.co/NCT8Z8uPEJ	ADJA NN APPR NN APPR ADJA NN PTKVZ KON APPR CARD VVPP $. ADV VVINF $. NN	0/-- 1/SB 2/MNR 3/NK 4/MNR 7/NK 5/NK 1/SVP 8/CD 12/OP 10/NK 9/CJ 12/-- 15/MO 17/NK 15/-- 13/--	_ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ _ _ _ _ _ _ case=nom|gender=fem|num=pl
322416924539625472	positive	@willi21042003 Danke dir auch noch einen schönen abend :-D	@willi21042003 Dank du auch noch eine schön abend :-D	CARD NN PRF ADV ADV ART ADJA ADV NN	0/-- 7/SB 7/DA 7/MO 7/MO 7/NK 1/-- 7/MNR 7/OA	_ case=nom|EmoExpression::markable_104012288::Uncertain=false|EmoExpression::markable_104012288::Intensity=medium|*=True|EmoExpression::markable_104012288::EmoExpression=True|num=pl|EmoExpression::markable_104012288::Sarcasm=false|EmoExpression::markable_104012288::SubjectiveFact=false|EmoExpression::markable_104012288::Polarity=positive case=dat|*=True|num=sg|pers=2 _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_81::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_81::Uncertain=false|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_79::Polarity=positive|gender=masc|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|EmoExpression::markable_79::SubjectiveFact=false|num=sg|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::EmoExpression=True
322702905213845506	negative	vermerk auf rentenwisch : bitte beachten sie die inflationsrate. ein betrag von 100€  heute ist in 25  jahren nur noch etwa 69€  wert . LOL	Vermerk auf rentenwisch : bitte beachten sie die inflationsrate. ein betragen von 100€_ heute sein in @card@ Jahr nur noch etwa 69€_ wert . LOL	NN APPR ADJD $. ADV VVFIN PPER ART NE PTKVZ VVIMP APPR NE ADV VAFIN APPR CARD NN ADV ADV ADV ADJD ADJD $. NE	15/SB 1/MNR 2/NK 3/-- 6/MO 3/OC 6/SB 9/NK 6/OA 6/SVP 6/OC 3/PG 12/NK 2/MO 0/-- 15/MO 18/NK 16/NK 22/MO 19/MO 22/MO 23/MO 15/PD 23/-- 24/--	case=nom|gender=neut|num=sg _ EmoExpression::markable_104012289::Intensity=medium|EmoExpression::markable_104012289::EmoExpression=True|EmoExpression::markable_104012289::Sarcasm=false|EmoExpression::markable_104012289::SubjectiveFact=false|EmoExpression::markable_104012289::Uncertain=false|pos=True|EmoExpression::markable_104012289::Polarity=negative _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg Target::markable_85::Anaphref=empty|Target::markable_85::Preferred=true|Sentiment::markable_84::Intensity=strong|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=true|Target::markable_85::Target=True|Sentiment::markable_84::Polarity=negative Sentiment::markable_84::Sentiment=True|pos=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=dat|gender=neut|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=dat|gender=neut|num=pl|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|pos=True|Target::markable_85::Target=True pos=True|Target::markable_85::Target=True|EmoExpression::markable_104012290::Uncertain=false|EmoExpression::markable_104012290::Intensity=medium|EmoExpression::markable_104012290::SubjectiveFact=false|EmoExpression::markable_104012290::EmoExpression=True|EmoExpression::markable_104012290::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_104012290::Sarcasm=false Sentiment::markable_84::Sentiment=True case=nom|EmoExpression::markable_83::EmoExpression=True|*=True|EmoExpression::markable_83::Intensity=strong|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=true
