319780665581264897	negative	JETZT geb ich Player 6 den Todesstoß . Lange genug hat er sich gewehrt :)	jetzt geb ich Player 6 die Todesstoß . lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
324469049314643968	positive	RT @SiebenVerlag : Eine wunderhübsche ( Audio - ) Rezension zu Swantje Berndt / S. B. Sasori ' s DAS BIEST IN IHM findet sich ganz frisch in ... ht ...	RT @SiebenVerlag : eine wunderhübsch ( Audio - ) Rezension zu Swantje Berndt / S. B. Sasori ' s die Biest in er finden sich ganz frisch in ... ht ...	NE NN $. ART ADJA $( NN $( $( NN APPR NE NE $( NE NE NE $( NN ART NN APPR PPER VVFIN PRF ADV ADJD APPR $. NN $.	2/SB 0/-- 2/-- 7/NK 7/NK 5/-- 24/SB 7/-- 8/-- 7/CJ 10/MNR 13/PNC 11/NK 13/-- 17/PNC 17/PNC 19/NK 17/-- 10/CJ 21/NK 19/PAR 21/MNR 22/NK 3/-- 24/OA 27/MO 24/MO 24/MO 28/-- 29/-- 30/--	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|Target::markable_97::Anaphref=empty|gender=fem|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True|num=sg|Sentiment::markable_95::Intensity=strong|Sentiment::markable_95::Sarcasm=false|Target::markable_97::Preferred=true|Sentiment::markable_95::Polarity=positive case=nom|gender=fem|Target::markable_97::Target=True|pos=True|EmoExpression::markable_96::EmoExpression=True|Sentiment::markable_95::Sentiment=True|EmoExpression::markable_96::Uncertain=false|num=sg|EmoExpression::markable_96::Intensity=strong|EmoExpression::markable_96::SubjectiveFact=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True case=nom|gender=fem|num=sg|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True case=acc|gender=fem|num=sg|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True case=dat|gender=neut|num=sg|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg|pers=3 gender=fem|*=True case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ pos=True _ _ _ _
324955751145672704	positive	@AlienNeedLove_ ich habe das Buch gelesen :)	@AlienNeedLove_ ich haben die Buch lesen :)	NN PPER VAFIN ART NN VVPP ADJA	0/-- 3/SB 1/-- 5/NK 6/OA 3/OC 6/MO	case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false
323802072011128832	positive	Und auch hier das zugehörige Pad :) @Roghetti @thomas_heg @00v3rdr1v3	und auch hier die zugehörig Pad :) @Roghetti @thomas_heg @00v3rdr1v3	KON ADV ADV ART ADJA NN ADJA NN NN CARD	6/JU 3/MO 6/MO 6/NK 6/NK 0/-- 8/NK 6/NK 8/-- 9/--	_ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _
319973164375486464	positive	Morgen sind meine Eltern wieder da ! :)	Morgen sein mein Eltern wieder da ! :)	NN VAFIN PPOSAT NN ADV PTKVZ $. ADJA	2/SB 0/-- 4/NK 2/SB 2/MO 2/MO 6/-- 7/--	case=nom|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false|Target::markable_101::Anaphref=empty|num=pl|Sentiment::markable_100::Polarity=positive|Sentiment::markable_100::Intensity=medium|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|EmoExpression::markable_103::Sarcasm=false|EmoExpression::markable_103::SubjectiveFact=false|EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_103::Polarity=positive
326367722738954241	positive	Der Apfel fällt nicht weit vom Birnenbaum :-) Köhler Sven &amp; Nico Küstermann Das hat man heute gesehen .	die Apfel fallen|fällen nicht weit von Birnenbaum :-) Köhler Sven &amp; Nico Küstermann die haben man heute sehen .	ART NN VVFIN PTKNEG ADJD APPRART NN $( NE NE $( NE NN PDS VAFIN PIS ADV VVPP $.	2/NK 3/SB 0/-- 3/NG 3/MO 3/MO 12/PNC 7/-- 10/PNC 12/AG 10/-- 6/NK 12/UC 18/OA 3/CJ 15/SB 18/MO 15/OC 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=nom|*=True|num=sg *=True *=True *=True *=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _
318692576301563904	negative	@supitsaileen jaaaa *-* aber ich weiß nicht bei welchem lied o : hab ich ein lieblingslied ? : b	@supitsaileen jaaaa *-* aber ich wissen nicht bei welche lied o : haben ich eine Lieblingslied ? : b	NN VVPP XY KON PPER VVFIN PTKNEG APPR PRELS ADJD VVFIN $. VAIMP PPER ART NN $. $. ADJA	0/-- 1/-- 2/OA 3/CD 6/SB 4/CJ 6/NG 11/MO 8/NK 11/MO 6/OC 11/-- 2/NK 2/SB 16/NK 2/OA 16/-- 17/-- 17/--	_ EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_100500220::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_107::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=negative EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_105::EmoExpression=True Sentiment::markable_107::Sentiment=True case=nom|Sentiment::markable_107::Sentiment=True|*=True|Target::markable_108::Preferred=true|pers=1|num=sg|Target::markable_108::Target=True|Target::markable_108::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::Polarity=negative|EmoExpression::markable_106::Sarcasm=false Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::EmoExpression=True pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|EmoExpression::markable_100500221::SubjectiveFact=false|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=strong _ EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium EmoExpression::markable_109::EmoExpression=True
319737047696949249	positive	@HerrTutorial @YolandoDespidar Wir haben das gleiche Bild , Sami . Weeey ! :-)	@HerrTutorial @YolandoDespidar wir haben die gleich Bild , Sami . Weeey ! :-)	NN NN PPER VAFIN ART ADJA NN $, NE $. NE $. $(	0/-- 1/-- 4/SB 2/-- 7/NK 7/NK 4/OA 7/-- 4/CJ 9/-- 10/-- 11/-- 12/--	case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500222::Intensity=medium|gender=neut|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|num=sg|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false _ EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::SubjectiveFact=false|EmoExpression::markable_110::EmoExpression=True|EmoExpression::markable_110::Polarity=positive
320269238625505281	positive	@Unerklaerlich wollte mal ausschlafen . Aber so ab 12/  halb 1 bin ich da . :) warum ?	@Unerklaerlich wollen mal ausschlafen . aber so ab @card@ halb 1 sein ich da . :) warum ?	ADJD VMFIN ADV VVINF $. KON ADV APPR CARD ADJD CARD VAFIN PPER ADV $. ADJA PWAV $.	0/-- 1/-- 2/MO 2/OC 4/-- 12/JU 8/MO 12/MO 11/NMC 11/MO 8/NK 5/-- 12/SB 12/MO 14/-- 15/-- 16/CM 17/--	pos=True pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::Uncertain=false|EmoExpression::markable_111::Polarity=positive _ _
327826286338789376	neutral	Lena Glück : Lies mich und verkaufe dein Buch Sie haben ein Buch geschrieben , doch die Verkäufe sind schleppend ? http://t.co/IbLPJHG7N3	Lena Glück : lesen ich und verkaufen dein Buch Sie haben eine Buch schreiben , doch die Verkauf sein schleppend ? http://t.co/IbLPJHG7N3	NE NN $. VVIMP PRF KON VVFIN PPOSAT NN PPER VAFIN ART NN VVPP $, KON ART NN VAFIN ADJD $. CARD	2/NK 4/PD 2/-- 11/CJ 4/NK 5/CD 6/CJ 9/NK 7/OA 11/SB 0/-- 13/NK 14/OA 11/OC 14/-- 11/CD 18/NK 19/SB 16/CJ 19/PD 20/-- 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _ _
328506279175806976	negative	Foto : dortmunderjungs11 : Also wenn er lacht sieht er ja schon knuffelich aus ^ - ^ http://t.co/cgmILQ2Who	Foto : dortmunderjungs11 : also wenn er lachen sehen er ja schon knuffelich aus ^ - ^ http://t.co/cgmILQ2Who	NN $. CARD $. ADV KOUS PPER VVFIN VVFIN PPER ADV ADV ADJD PTKVZ XY $( XY NE	8/SB 1/-- 1/SB 3/-- 8/MO 8/CP 8/SB 0/-- 8/MO 9/SB 9/MO 13/MO 9/MO 9/SVP 14/NK 14/-- 14/NK 14/NK	case=nom|gender=neut|num=sg _ _ _ Sentiment::markable_112::Polarity=negative|Sentiment::markable_112::Sarcasm=false|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Intensity=medium Sentiment::markable_112::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_112::Sentiment=True|pers=3 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::Intensity=medium EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True _
324244065191342080	neutral	Hab eigentlich noch genug Zeit für die Hausaufgaben , mache sie aber lieber morgen in der Pause .	Hab eigentlich noch genug Zeit für die Hausaufgabe , machen sie aber lieb morgen in die Pause .	NN ADV ADV ADV NN APPR ART NN $, VVFIN PPER ADV ADJD ADV APPR ART NN $.	10/SB 1/MO 4/MO 5/MO 1/PD 5/MNR 8/NK 6/NK 8/-- 0/-- 10/OA 10/MO 10/MO 10/MO 10/MO 17/NK 15/NK 17/--	case=nom|gender=masc|num=sg _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
323008229334478848	neutral	ich kriege das OP von Haiyore ! Nyarlko - san W immer noch nicht aus dem kopf	ich kriegen die OP von Haiyore ! Nyarlko - san W immer noch nicht aus die kopf	PPER VVFIN ART NN APPR NN $. NE $( ADJA NN ADV ADV PTKNEG APPR PDS PTKVZ	2/SB 0/-- 4/NK 2/OA 4/PG 5/NK 6/-- 7/-- 8/-- 11/NK 8/APP 14/MO 14/MO 16/NG 11/MNR 15/NK 8/SVP	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=dat|gender=neut|num=sg _
325201699667066880	positive	@astridschuler Zühlke Blog , danke dafür , liest sich super ! Gibt ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neues gibt ?	@astridschuler Zühlke Blog , danken dafür , lesen sich super ! geben ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neue geben ?	NN NE NN $, VVFIN PAV $, VVFIN PRF ADJD $. VVFIN $( NN NE $( NN $, NN $, KOUI ADJD PTKZU VVINF $, KOUS PPER ADV PIAT NN VVFIN $.	0/-- 3/PNC 8/SB 3/-- 3/PAR 7/NK 5/-- 1/-- 8/OA 8/MO 10/-- 11/-- 12/-- 12/PAR 14/NK 15/-- 14/APP 17/-- 17/CJ 19/-- 24/CP 24/MO 24/PM 12/MO 24/-- 31/CP 31/EP 31/MO 30/NK 31/OA 24/MO 31/--	comp=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg EmoExpression::markable_117::Intensity=strong|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|pos=True|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg _ _ pos=True _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
321956866903138304	neutral	Isses grau , dann mach dich schlau ! http://t.co/6gKHj9mEmt	Isses grau , dann machen du schlau ! http://t.co/6gKHj9mEmt	NN ADJD $, ADV VVIMP PPER ADJD $. NN	2/MO 4/RE 2/-- 5/MO 0/-- 5/OA 5/MO 7/-- 8/--	_ pos=True _ _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=2|num=sg pos=True _ _
318962694411653120	positive	der mensch ist unhöflich , müde , sehr interessant , seltsam und neugierig !	die Mensch sein unhöflich , müde , sehr interessant , seltsam und neugierig !	ART NN VAFIN ADJD $, ADJD $, ADV ADJD $, ADJD KON ADJD $.	2/NK 3/SB 0/-- 3/PD 4/-- 4/CJ 6/-- 9/MO 6/CJ 9/-- 9/CJ 11/CD 12/CJ 13/--	case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_118::Sentiment=True|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|pos=True|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Sentiment::markable_118::Sentiment=True EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=negative|Sentiment::markable_118::Sentiment=True|pos=True|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|Intensifier::markable_123::Degree=medium|Intensifier::markable_123::Intensifier=True|Intensifier::markable_123::EmoExpressionRef=emo-expression:markable_122 EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True|pos=True|EmoExpression::markable_122::Uncertain=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|pos=True|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium Sentiment::markable_118::Sentiment=True EmoExpression::markable_125::EmoExpression=True|pos=True|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_126::Intensity=medium|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Polarity=positive
325162078191095808	neutral	RT @DieKlatsche : Mal sehen was morgen denn dann geht gegen den neuen deutschen Meister ... Punkte brauchen die eh nicht mehr + heimsieg #h96	RT @DieKlatsche : mal sehen was morgen denn dann gehen gegen die neu deutsch Meister ... Punkt brauchen die eh nicht mehr + heimsieg #h96	NE ADJD $. ADV VVFIN PIS ADV ADV ADV VVFIN APPR ART ADJA ADJA NN $. NN VVFIN PDS ADV PTKNEG ADV KON VVFIN CARD	0/-- 1/PD 2/-- 5/MO 3/-- 5/OA 6/MNR 9/MO 10/MO 5/CJ 10/MO 15/NK 15/NK 15/NK 11/NK 15/-- 18/SB 16/-- 18/OA 18/MO 18/NG 21/MO 18/CD 23/CJ 24/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind _
325122612378337281	neutral	Wie wäre ' s jetzt mit einem exotischen Cocktail auf Bali ? http://t.co/S5Q10MYxnG http://t.co/nDotGlYkls	wie sein ' s jetzt mit eine exotisch Cocktail auf Bali ? http://t.co/S5Q10MYxnG http://t.co/nDotGlYkls	KOKOM VAFIN $( NN ADV APPR ART ADJA NN APPR NE $. NE NN	5/MO 0/-- 2/-- 2/SB 4/MO 4/OP 9/NK 9/NK 6/NK 9/MNR 10/NK 11/-- 14/AG 12/--	_ pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
326378849120157697	negative	RT @SusiSorglos15 : Twitter , Facebook , Google + ... so viele ' Spielwiesen ' und so viel Einsamkeit .	RT @SusiSorglos15 : Twitter , Facebook , Google + ... so viele ' Spielwiese ' und so viele Einsamkeit .	NE NN $. NN $, NE $, VVFIN KON $. ADV PIAT $( NN $( KON ADV PIAT NN $.	2/SB 0/-- 2/-- 3/-- 4/-- 4/CJ 6/-- 6/CJ 8/MO 9/CJ 14/MO 14/NK 12/-- 10/-- 14/-- 14/CD 18/MO 19/NK 16/CJ 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_127::Sarcasm=false|gender=masc|Sentiment::markable_127::Polarity=negative|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=pl|Sentiment::markable_127::Intensity=medium|Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|Intensifier::markable_130::Degree=medium|Intensifier::markable_130::EmoExpressionRef=emo-expression:markable_129|Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|*=True|Sentiment::markable_127::Sentiment=True case=acc|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|gender=fem|EmoExpression::markable_129::Polarity=negative|num=sg|EmoExpression::markable_129::SubjectiveFact=false|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True
324071884239036417	neutral	@tomenmeta " das Leben ist zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) @CSSTeam_at	@tomenmeta " die Leben sein zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) @CSSTeam_at	NN $( ART NN VAFIN PTKA ADJD APPR NE PTKZU VVINF $( $( NE NE $( NN	0/-- 3/-- 4/NK 5/SB 1/-- 7/MO 11/MO 11/OP 8/NK 11/PM 5/OC 11/-- 12/-- 15/PNC 5/DA 15/-- 15/PAR	case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=acc|*=True|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg
