311903717236555777	positive	RT @GERLittleMix : Wir haben einen neuen Papst :)	RT @GERLittleMix : wir haben eine neu Papst :)	NE ADJD $. PPER VAFIN ART ADJA NN ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 8/NK 8/NK 5/OA 5/MO	case=nom|*=True|num=sg Sentiment::markable_1::Sarcasm=false|Source::markable_2::Source=True|Sentiment::markable_1::Polarity=positive|Source::markable_2::Anaphref=empty|Sentiment::markable_1::Intensity=medium|pos=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311924685317218306	positive	Okay , der neue Papst ist Argentinier . Franziskus I. :)	Okay , die neu Papst sein Argentinier . Franziskus I. :)	NE $, ART ADJA NN VAFIN NN $. NE NE NN	6/SB 1/-- 5/NK 5/NK 1/APP 0/-- 6/PD 7/-- 10/PNC 11/NK 8/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_82::Uncertain=false|gender=masc|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::EmoExpression=True|num=sg|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
311905076539166720	negative	entweder die haben einen mega bong geraucht oder wir haben einen neuen papst .. bitte nicht der loddar oder der boris b .... :-(	entweder die haben eine mega bongen rauchen oder wir haben eine neu papst .. bitte nicht die loddar oder die boris b .... :-(	KON PDS VAFIN ART NN VVIMP VVPP KON PPER VAFIN ART ADJA ADJA NN ADV PTKNEG ART ADJA KON ART NN ADJA NN $(	3/JU 3/SB 0/-- 5/NK 7/OA 5/NK 3/OC 3/CD 10/SB 8/CJ 14/NK 14/NK 14/NK 10/OA 16/MO 18/NG 18/NK 23/NK 18/CD 21/NK 22/SB 19/CJ 14/-- 23/--	_ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True _ case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=negative|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
311927230160834560	positive	* harrharr * Bester Kommentar ever @NDRnetzwelt : Neuer #papst ist kein Norddeutscher ;-)	* harrharr * gut Kommentar ever @NDRnetzwelt : neu #papst sein keine norddeutsch ;-)	XY ADJA XY ADJA NN ADJA NN $. ADJA NN VAFIN PIAT ADJA $(	0/-- 5/NK 0/-- 5/NK 0/-- 7/NK 5/AG 7/-- 10/NK 11/SB 8/-- 13/MO 11/PD 13/--	_ pos=True _ Sentiment::markable_84::Intensity=strong|EmoExpression::markable_86::Sarcasm=false|Sentiment::markable_84::Sentiment=True|*=True|pos=True|Target::markable_85::Target=True|EmoExpression::markable_86::Intensity=strong|Target::markable_85::Anaphref=markable_87|Target::markable_85::Preferred=true|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_84::Polarity=positive|Sentiment::markable_84::Sarcasm=false|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=masc|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True case=gen|gender=fem|num=sg|pos=True|Sentiment::markable_84::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True case=nom|Target::markable_87::Target=True|gender=masc|Target::markable_87::Anaphref=empty|pos=True|num=sg|Target::markable_87::Preferred=true|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_87::Target=True|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True case=nom|num=sg|Target::markable_87::Target=True|gender=masc|Sentiment::markable_84::Sentiment=True|pos=True EmoExpression::markable_88::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_88::EmoExpression=True|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false
311906917721182209	positive	Der neue Papst ist da ! Bin ich jetzt Kaiser ? :)	die neu Papst sein da ! sein ich jetzt Kaiser ? :)	ART ADJA NN VAFIN ADV $. VAFIN PPER ADV NE $. ADJA	3/NK 3/NK 4/SB 0/-- 4/MO 5/-- 6/-- 7/SB 7/MO 7/SB 10/-- 11/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=nom|*=True|num=sg _ EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
311902958872846336	neutral	RT @tagesspiegel_de : Erst grau , dann weiß : Es raucht am Petersplatz , der neue Papst ist gewählt . Es wird ein langer Abend in der Redakti ...	RT @tagesspiegel_de : erst grau , dann wissen : es rauchen an Petersplatz , die neu Papst sein wählen . es werden eine lang Abend in die Redakti ...	NE ADJD $. ADV ADJD $, ADV VVFIN $. PPER VVFIN APPRART NN $, ART ADJA NN VAFIN VVPP $. PPER VAFIN ART ADJA NN APPR ART NN $.	0/-- 1/PD 2/-- 5/MO 19/MO 5/-- 8/MO 3/-- 8/-- 11/SB 8/OC 11/MO 12/NK 13/-- 17/NK 17/NK 18/SB 11/CJ 18/PD 19/-- 22/SB 20/-- 25/NK 25/NK 22/SB 25/MNR 28/NK 26/NK 28/--	case=nom|*=True|num=sg pos=True _ _ pos=True _ _ pos=True _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311918300579917824	neutral	Der neue #Papst heißt Joche ! Die #topmodel Gucken wissen was das heißt !	die neu #Papst heißen Joch ! die #topmodel Gucken wissen was die heißen !	ART ADJA NN VVFIN NN $. ART NN NN VVFIN PIS PDS VVFIN $.	3/NK 3/NK 4/SB 0/-- 4/MO 5/-- 8/NK 13/SB 8/NK 13/MO 13/MO 13/SB 6/-- 13/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
311923737941405699	positive	BTW : Wo geht der #Papst jetzt eigentlich feiern ?	BTW : wo gehen die #Papst jetzt eigentlich feiern ?	NN $. PWAV VVFIN ART NN ADV ADV VVINF $.	4/PD 1/-- 4/MO 0/-- 6/NK 4/SB 4/MO 4/MO 4/MO 9/--	case=nom|*=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive _
311879417511161856	positive	@BeckiSchnubiiii das kann ich nachvollziehen. nun gut , hiermit weihe ich dich zum diskordianischen Papst ! @BartoCast @elektro_bier	@BeckiSchnubiiii die können ich nachvollziehen. nun gut , hiermit weihen ich du zu diskordianischen Papst ! @BartoCast @elektro_bier	NN PDS VMFIN PPER ADJD ADV ADJD $, PAV VVFIN PPER PPER APPRART ADJA NN $. NN NN	0/-- 10/OA 2/RE 3/SB 3/MO 7/MO 3/MO 7/-- 2/NK 1/-- 10/SB 10/DA 10/MO 15/NK 13/NK 15/-- 16/-- 17/--	case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pos=True _ EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|pos=True|EmoExpression::markable_90::Intensity=medium|EmoExpression::markable_90::Sarcasm=false _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|pers=2|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _ _
311950286937796608	negative	RT @Schlachtzeile : Ach , der neue Papst ist ein strikter Gegner der Homo - Ehe ? Das ist aber mal eine Überraschung ! Sagt nicht , er sei auch ...	RT @Schlachtzeile : ach , die neu Papst sein eine strikt Gegner die Homo - Ehe ? die sein aber mal eine Überraschung ! sagen nicht , er sein auch ...	NE NN $. ITJ $, ART ADJA NN VAFIN ART ADJA NN ART NN $( NN $. PDS VAFIN ADV ADV ART NN $. VVFIN PTKNEG $, PPER VAFIN ADV $.	2/SB 0/-- 2/-- 9/NK 4/-- 8/NK 8/NK 9/SB 3/-- 12/NK 12/NK 9/SB 14/NK 9/PD 14/-- 14/CJ 16/-- 19/SB 17/-- 19/MO 19/MO 23/NK 19/PD 23/-- 24/-- 25/NG 26/-- 29/SB 25/OC 29/MO 30/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_97::Intensity=weak|gender=neut|Source::markable_98::Source=True|Sentiment::markable_97::Polarity=negative|num=pl|Sentiment::markable_97::Sarcasm=true|Sentiment::markable_97::Sentiment=True|Source::markable_98::Anaphref=empty Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|Target::markable_97::Anaphref=empty|gender=masc|Source::markable_92::Anaphref=empty|Target::markable_97::Target=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=negative|Sentiment::markable_97::Sentiment=True|Target::markable_97::Preferred=true case=nom|Source::markable_92::Source=True|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_92::Sentiment=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|Intensifier::markable_95::Degree=strong|Intensifier::markable_95::EmoExpressionRef=emo-expression:markable_94|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Intensifier::markable_95::Intensifier=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|EmoExpression::markable_92::SubjectiveFact=false|gender=masc|Target::markable_97::Target=True|EmoExpression::markable_92::Uncertain=false|num=sg|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::Sarcasm=false case=nom|gender=masc|Target::markable_92::Target=True|Target::markable_97::Target=True|num=sg|Target::markable_92::Preferred=true|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|Target::markable_92::Anaphref=empty case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True Sentiment::markable_92::Sentiment=True|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=fem|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_97::Sentiment=True case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=fem|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=sg|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::Intensity=medium Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=subj _ _
311916546937212929	neutral	Der Papst soll sich beeilen . Hab Hunger .	die Papst sollen sich beeilen . Hab Hunger .	ART NN VMFIN PRF VVINF $. NN NN $.	2/NK 3/SB 0/-- 5/OA 3/OC 5/-- 6/-- 7/NK 8/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311923199673778176	negative	RT @AlexHoaxmaster : Wer Homosexuelle verurteilt und gleichzeitig von Nächstenliebe spricht , ist bigott ! So einfach ist das ! Da bin ich l ...	RT @AlexHoaxmaster : wer Homosexuelle verurteilen und gleichzeitig von Nächstenliebe sprechen , sein bigott ! so einfach sein die ! da sein ich l ...	NE NN $. PWS NN VVPP KON ADJD APPR NN VVFIN $, VAFIN ADJD $. ADV ADV VAFIN PDS $. ADV VAFIN PPER NN $.	2/SB 0/-- 2/-- 6/SB 6/OA 13/SB 6/CD 11/MO 11/OP 9/NK 7/CJ 11/-- 3/-- 13/PD 14/-- 17/MO 18/PD 15/-- 18/SB 19/-- 22/MO 20/-- 22/SB 22/PD 24/--	case=nom|*=True|num=sg case=nom|Target::markable_101::Preferred=true|*=True|Target::markable_101::Anaphref=empty|num=sg|Source::markable_102::Source=True|Source::markable_102::Anaphref=empty|Target::markable_101::Target=True Target::markable_101::Target=True case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Target::markable_101::Target=True case=acc|*=True|num=pl|Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|pos=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True case=dat|gender=neut|num=sg|Target::markable_103::Target=True|Target::markable_101::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_101::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_101::Target=True EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|Target::markable_101::Target=True|EmoExpression::markable_104::Polarity=negative|EmoExpression::markable_104::Sarcasm=false Target::markable_101::Target=True _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg _
311921948026347521	positive	Aber sympathisch ist der Franziskus ja schon #papst	aber sympathisch sein die Franziskus ja schon #papst	KON ADJD VAFIN ART NE ADV ADV NN	3/JU 3/PD 0/-- 5/NK 3/SB 3/MO 3/MO 3/PD	Sentiment::markable_105::Sentiment=True|Sentiment::markable_105::Polarity=positive|Sentiment::markable_105::Intensity=medium|Sentiment::markable_105::Sarcasm=false EmoExpression::markable_106::Uncertain=false|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false|pos=True pers=3|Sentiment::markable_105::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True Sentiment::markable_105::Sentiment=True Sentiment::markable_105::Sentiment=True pers=2|num=sg|tense=pres|mood=ind
311922383994892289	negative	RT @Volker_Beck : Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan http://t.co/CLH1W9oTGf	RT @Volker_Beck : die Homosexuellenehe sein für die Kardinal , die jetzt Papst sein , eine Zerstörung von Gott Plan http://t.co/CLH1W9oTGf	NE NN $. ART NN VAFIN APPR ART NN $, PRELS ADV NN VAFIN $, ART NN APPR NN NN NE	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/MO 9/NK 7/NK 9/-- 14/SB 14/MO 14/PD 9/RC 14/-- 17/NK 6/SB 17/PG 20/AG 18/NK 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sarcasm=false|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true|Sentiment::markable_108::Intensity=medium|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=acc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True|Source::markable_110::Anaphref=empty|gender=masc case=acc|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True case=acc|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false Sentiment::markable_108::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg
311925595833503744	negative	.. ☠Ich dacht es gibt nem #Papst mit dunkler Hautpigmentierung . Bin etwas enttäuscht . Ob hama papem den Franz mag ?	.. ☠Ich dachen es geben nem #Papst mit dunkel Hautpigmentierung . sein etwas enttäuschen . ob hama papem die Franz mögen ?	ADJA NN VVFIN PPER VVFIN ADJA NN APPR ADJA NN $. VAFIN ADV VVFIN $. KOUS NE ADJA ART NE VMFIN $.	0/-- 3/SB 1/-- 5/EP 3/CJ 7/NK 5/OA 7/MNR 10/NK 8/NK 10/-- 14/MO 14/MO 11/-- 14/-- 21/CP 20/PNC 15/-- 20/NK 21/SB 15/-- 21/--	_ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ _ mood=ind|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::Polarity=negative|pers=3|num=sg|tense=pres|EmoExpression::markable_113::Intensity=medium|EmoExpression::markable_113::EmoExpression=True _ _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311902783529947136	neutral	Wie komme ich nun so schnell nach Rom ? Die haben grad angerufen .. Ich bin es wirklich geworden ! #Privat-Jet ... #Papst	wie kommen ich nun so schnell nach Rom ? die haben grad anrufen .. ich sein es wirklich werden ! #Privat-Jet ... #Papst	KOKOM VVFIN PPER ADV ADV ADJD APPR NE $. PDS VAFIN ADJD VVPP NN PPER VAFIN PPER ADJD VAPP $. NN $. NN	2/MO 0/-- 2/SB 2/MO 6/MO 2/MO 2/MO 7/NK 8/-- 11/SB 9/-- 13/MO 11/OC 13/OA 16/SB 14/-- 16/SB 19/MO 16/OC 19/-- 20/-- 21/-- 22/--	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ pos=True _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _ gender=fem|*=True|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ _ _ _
311940898743275520	mixed	RT @GameWolf : Ähm ... ähm ... ähm ... schnell , irgendwas Geistreiches ! Ähm ... Kommt ' n #Papst zum Arzt und ... ähm ... ach , fuck it .	RT @GameWolf : Ähm ... ähm ... ähm ... schnell , irgendwas geistreich ! Ähm ... kommen ' n #Papst zu Arzt und ... ähm ... ach , fuck it .	NE NN $. NN $. VVFIN $. VVFIN $. ADJD $, PIAT ADJA $. NN $. VVFIN $( ADJA NN APPRART NN KON $. VVFIN $. ITJ $, NN FM $.	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 6/-- 7/-- 8/-- 13/MO 10/-- 13/MO 9/-- 13/-- 14/-- 15/-- 16/-- 17/-- 20/NK 17/SB 20/MNR 21/NK 21/CD 23/CJ 24/-- 25/-- 29/NK 27/-- 26/-- 29/NK 30/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ _ _ _ _ pos=True _ gender=neut|*=True case=gen|EmoExpression::markable_104011543::Uncertain=false|EmoExpression::markable_104011543::Polarity=positive|EmoExpression::markable_104011543::Sarcasm=false|gender=neut|num=sg|EmoExpression::markable_104011543::Intensity=medium|EmoExpression::markable_104011543::SubjectiveFact=false|EmoExpression::markable_104011543::EmoExpression=True _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _ case=dat|EmoExpression::markable_114::SubjectiveFact=false|gender=masc|num=sg|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative _ _
311918116684832768	positive	OK , unsere Tipps zum Papst lagen komplett daneben ... Gut , dass ich nicht wette . ;-) #Papst	OK , unser Tip zu Papst liegen komplett daneben ... Gut , dass ich nicht wetten . ;-) #Papst	NN $, PPOSAT NN APPRART NN VVFIN ADJD PAV $. NN $, KOUS PPER PTKNEG VVFIN $. $( NN	7/SB 1/-- 4/NK 1/CJ 4/MNR 5/NK 0/-- 7/MO 0/NK 8/-- 16/MO 11/-- 16/CP 16/SB 16/NG 10/-- 16/-- 19/-- 17/--	_ _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind pos=True _ _ Sentiment::markable_115::Intensity=medium|EmoExpression::markable_116::Uncertain=false|Sentiment::markable_115::Sarcasm=false|pos=True|EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_115::Polarity=positive|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_116::Intensity=medium Sentiment::markable_115::Sentiment=True Sentiment::markable_115::Sentiment=True case=nom|Target::markable_117::Preferred=true|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_115::Sentiment=True Target::markable_117::Target=True|Sentiment::markable_115::Sentiment=True pers=1|num=sg|tense=past|mood=ind|Sentiment::markable_115::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_115::Sentiment=True EmoExpression::markable_118::EmoExpression=True|EmoExpression::markable_118::Polarity=positive|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false _
