383645778335789056	positive	@wom_75 @ProSieben Geiiilll !!! Ist so die Geile Serie !! :)	@wom_75 @ProSieben Geiiilll !!! sein so die geil Serie !! :)	NN ADJD ADJA NN VAFIN ADV ART ADJA NN ADJD ADJA	0/-- 1/-- 4/NK 2/-- 4/-- 10/MO 9/NK 9/NK 5/SB 5/PD 10/--	case=nom|gender=masc|num=sg _ Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=strong|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=strong|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
366143232230432769	positive	@umtriebe Ich wusste du freust dich . Bisher aber wirklich nur Köpfe ... wann kommen die Piraten und bringen ein paar Themen ? :)	@umtriebe ich wissen du freuen du . bisher aber wirklich nur Kopf ... wann kommen die Pirat und bringen eine paar Thema ? :)	NN PPER VVFIN PPER VVFIN PPER $. ADV ADV ADJD ADV NN $. PWAV VVFIN ART NN KON VVFIN ART PIAT NN $. ADJA	0/-- 3/SB 1/-- 5/SB 3/OC 5/OA 6/-- 10/MO 10/MO 12/MO 12/MO 7/-- 12/-- 15/MO 13/-- 17/NK 15/SB 15/CD 18/CJ 21/NK 22/NK 19/OA 22/-- 23/--	case=nom|gender=masc|num=pl case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=2 EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|mood=ind|EmoExpression::markable_99::EmoExpression=True|pers=3|EmoExpression::markable_99::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::Uncertain=false case=acc|pers=2|num=sg _ _ _ pos=True _ case=acc|gender=masc|num=pl _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ pers=3|num=pl|tense=pres|mood=ind *=True *=True case=acc|gender=neut|num=pl _ EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|EmoExpression::markable_100::Intensity=medium
379203011328757760	positive	RT @JuliusBetschka : #U18-Wahl in #Neukoelln gewonnen - die Zukunft scheint gesichert ;-) #SPD https://t.co/IqWsJNUjHk	RT @JuliusBetschka : #U18-Wahl in #Neukoelln gewinnen - die Zukunft scheinen gesichert ;-) #SPD https://t.co/IqWsJNUjHk	NE NE $. NN APPR NE VVPP $( ART NN VVFIN ADJD $( ADJA NN	2/PNC 0/-- 2/-- 11/SB 4/MNR 5/NK 4/CJ 7/-- 10/NK 7/OA 3/-- 11/MO 12/-- 15/NK 10/AG	case=nom|*=True|num=sg case=nom|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Polarity=positive|*=True|Sentiment::markable_101::Intensity=medium|Source::markable_105::Anaphref=empty|num=sg|Source::markable_105::Source=True|Sentiment::markable_101::Sarcasm=false Sentiment::markable_101::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_101::Sentiment=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive Sentiment::markable_101::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True EmoExpression::markable_104013220::SubjectiveFact=false|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104013220::EmoExpression=True|EmoExpression::markable_104013220::Uncertain=false|EmoExpression::markable_104013220::Polarity=positive|EmoExpression::markable_104013220::Sarcasm=false|EmoExpression::markable_104013220::Intensity=medium EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=gen|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=gen|gender=fem|num=sg
363676796639645698	mixed	RT @hope_no1 : @Buergermeinung der dumme #deutscheMichl glaubt es und wählt mehrheitlich wieder #Merkel und #CDU ;-(((	RT @hope_no1 : @Buergermeinung die dumm #deutscheMichl glauben es und wählen mehrheitlich wieder #Merkel und #CDU ;-(((	NE NN $. NN ART ADJA NN VVFIN PPER KON VVFIN ADJD ADV NN KON NN ADJA	2/SB 0/-- 2/-- 3/-- 7/NK 7/NK 8/SB 4/-- 8/EP 8/CD 10/CJ 11/MO 11/MO 11/OA 14/CD 15/CJ 11/DA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_115::Intensity=medium|Source::markable_106::Anaphref=empty|Sentiment::markable_115::Sarcasm=false|gender=fem|Sentiment::markable_115::Polarity=negative|Source::markable_106::Source=True|num=sg|Sentiment::markable_115::Sentiment=True Target::markable_106::Preferred=true|Sentiment::markable_106::Sentiment=True|num=sg|Sentiment::markable_110::Intensity=medium|Source::markable_111::Source=True|Sentiment::markable_110::Sarcasm=false|Target::markable_106::Anaphref=empty|case=nom|Sentiment::markable_106::Intensity=medium|Target::markable_115::Target=True|Sentiment::markable_106::Sarcasm=false|gender=masc|Sentiment::markable_110::Polarity=positive|Sentiment::markable_106::Polarity=negative|Target::markable_106::Target=True|Target::markable_115::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Source::markable_111::Anaphref=empty|Sentiment::markable_110::Sentiment=True|Target::markable_115::Preferred=true Sentiment::markable_115::Sentiment=True|EmoExpression::markable_107::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_107::Intensity=medium|Source::markable_111::Source=True|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=negative|case=nom|Target::markable_115::Target=True|EmoExpression::markable_107::SubjectiveFact=false|gender=masc|Target::markable_106::Target=True|Sentiment::markable_106::Sentiment=True|Sentiment::markable_110::Sentiment=True case=nom|Target::markable_106::Target=True|gender=masc|Sentiment::markable_106::Sentiment=True|Target::markable_115::Target=True|num=sg|Source::markable_111::Source=True|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True pers=3|Target::markable_115::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True case=nom|pers=3|num=sg|Target::markable_115::Target=True|gender=neut|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|mood=ind|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::Sarcasm=false|pers=3|Target::markable_115::Target=True|num=sg|tense=pres|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=true Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|pos=True|Sentiment::markable_115::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True case=nom|gender=masc|Target::markable_115::Target=True|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true|Sentiment::markable_110::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True case=nom|gender=fem|Target::markable_115::Target=True|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true|Sentiment::markable_110::Sentiment=True case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=fem|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True|num=sg|Sentiment::markable_115::Sentiment=True
380051721960951808	positive	Ok . Ich nehme einen griech . Salat . :-) RT @Das_Muttertier : @Jakob_Juergen ich werde dann morgen alle abwesenden Piraten vertreten	Ok . ich nehmen eine griech . Salat . :-) RT @Das_Muttertier : @Jakob_Juergen ich werden dann morgen alle abwesend Pirat vertreten	NE $. PPER VVFIN ART NE $. NN $. $( NE NN $. NN PPER VAFIN ADV ADV PIAT ADJA NN VVPP	0/-- 1/-- 4/SB 2/-- 6/NK 4/OA 6/-- 7/-- 8/-- 11/-- 12/PNC 9/-- 12/-- 13/-- 16/SB 14/-- 22/MO 22/MO 21/NK 21/NK 22/OA 16/OC	case=nom|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|*=True|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ EmoExpression::markable_119::Sarcasm=false|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::Polarity=positive|EmoExpression::markable_119::SubjectiveFact=false|EmoExpression::markable_119::Intensity=medium|EmoExpression::markable_119::EmoExpression=True case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _
383700694248595456	positive	@Sinneswandlerin Die FDP sagt ja immer , man muss nur wollen . Aber die ist abgewählt . :)	@Sinneswandlerin die FDP sagen ja immer , man müssen nur wollen . aber die sein abwählen . :)	NN ART NE VVFIN ADV ADV $, PIS VMFIN ADV VMFIN $. KON PDS VAFIN VVPP $. ADJA	0/-- 3/NK 4/SB 1/-- 4/MO 4/MO 6/-- 9/SB 4/CJ 11/MO 9/MO 11/-- 15/JU 15/SB 12/-- 15/PD 16/-- 17/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=positive|mood=ind|pers=3|num=pl|tense=pres|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::SubjectiveFact=false|EmoExpression::markable_120::Intensity=medium
373342194028904448	positive	Die Hochstaplerinnen aus der LGS ;-) #Wahlkampfzeitungen für LSA #btw13 http://t.co/WdGFJRHgIN	die Hochstaplerinnen aus die LGS ;-) #Wahlkampfzeitungen für LSA #btw13 http://t.co/WdGFJRHgIN	ART NN APPR ART NN $( NN APPR NN CARD NN	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 5/PAR 7/MNR 8/NK 11/NK 7/PD	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg
363274821150318592	positive	Wie wär ' ' s denn mit ein paar Mitleids - Likes für den armen #SPD - Abgeordneten ' ' Mützenich ? ;-) http://t.co/lfBoxbEPRZ	wie wär ' ' s denn mit eine paar Mitleid - Likes für die arm #SPD - Abgeordnete ' ' Mützenich ? ;-) http://t.co/lfBoxbEPRZ	KOKOM ADJD $( $( NN KON APPR ART PIAT NN $( NN APPR ART ADJA NN $( NN $( $( NN $. $( NN	2/MO 5/PD 2/-- 3/-- 0/-- 7/CM 5/OP 9/NK 10/NK 12/CJ 10/-- 7/NK 12/MNR 16/NK 16/NK 13/NK 16/-- 21/NK 18/-- 19/-- 16/APP 21/-- 24/-- 22/--	Sentiment::markable_123::Intensity=medium|Sentiment::markable_123::Polarity=positive|Sentiment::markable_123::Sarcasm=false|Sentiment::markable_123::Sentiment=True pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True|*=True Sentiment::markable_123::Sentiment=True|*=True case=acc|EmoExpression::markable_126::Intensity=medium|gender=neut|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Sarcasm=false|num=pl|EmoExpression::markable_126::Polarity=positive|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_126::SubjectiveFact=false Sentiment::markable_123::Sentiment=True|EmoExpression::markable_126::EmoExpression=True case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=pl|EmoExpression::markable_126::EmoExpression=True Sentiment::markable_123::Sentiment=True case=acc|num=sg|Target::markable_124::Anaphref=empty|gender=masc|Sentiment::markable_123::Sentiment=True|Target::markable_124::Preferred=true|Target::markable_124::Target=True case=acc|EmoExpression::markable_125::EmoExpression=True|gender=masc|pos=True|num=sg|Target::markable_124::Target=True|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=acc|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg|Target::markable_124::Target=True Sentiment::markable_123::Sentiment=True|Target::markable_124::Target=True case=dat|*=True|Sentiment::markable_123::Sentiment=True|num=pl|Target::markable_124::Target=True Sentiment::markable_123::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_123::Sentiment=True|Target::markable_124::Target=True case=dat|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg|Target::markable_124::Target=True Sentiment::markable_123::Sentiment=True EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Polarity=positive|EmoExpression::markable_127::Sarcasm=false|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|Sentiment::markable_123::Sentiment=True _
377862250595639296	positive	@Nthing2seehere Einen HD Stream haben wir ( noch ? ) nicht am Start . Aber auf unserem Testsystemen läuft gerade alles prima in guter Qualität .	@Nthing2seehere Eine HD Stream haben wir ( noch ? ) nicht an Start . aber auf unser Testsystem laufen gerade alle prima in gut Qualität .	ADJA NN NE NN VAFIN PPER $( ADV $. $( PTKNEG APPRART NN $. KON APPR PPOSAT NN VVFIN ADV PIAT ADJA APPR ADJA NN $.	0/-- 4/AG 2/NK 5/OA 1/-- 5/SB 8/-- 5/OC 8/-- 11/-- 13/NG 9/-- 12/NK 13/-- 19/JU 19/MO 18/NK 16/NK 14/-- 19/MO 22/NK 19/SB 19/MO 25/NK 23/NK 25/--	case=nom|*=True|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ Sentiment::markable_128::Sarcasm=false|Sentiment::markable_128::Intensity=medium|Sentiment::markable_128::Sentiment=True|Sentiment::markable_128::Polarity=positive Sentiment::markable_128::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_128::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_128::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_128::Sentiment=True Sentiment::markable_128::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_128::Sentiment=True|gender=neut|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|Sentiment::markable_128::Sentiment=True|EmoExpression::markable_130::EmoExpression=True|pos=True|EmoExpression::markable_130::Intensity=strong|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false Sentiment::markable_128::Sentiment=True case=dat|EmoExpression::markable_132::EmoExpression=True|Sentiment::markable_128::Sentiment=True|gender=fem|pos=True|num=sg|EmoExpression::markable_132::Polarity=positive|EmoExpression::markable_132::Intensity=medium|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false case=dat|gender=fem|num=sg|Sentiment::markable_128::Sentiment=True Sentiment::markable_128::Sentiment=True
373241294325547008	negative	RT @d_kerstin : Das C in der #CDU steht vermutlich für C - Waffen . Weil es seit #Merkel erfreulich ist , wenn es gelingt , Menschen zu töten .	RT @d_kerstin : die C in die #CDU stehen vermutlich für C - Waffe . weil es seit #Merkel erfreulich sein , wenn es gelingen , Mensch zu töten .	NE NN $. ART NN APPR ART NN VVFIN ADV APPR NN $( NN $. KOUS PPER APPR NN ADJD VAFIN $, KOUS PPER VVFIN $, NN PTKZU VVINF $.	2/SB 0/-- 2/-- 5/NK 9/SB 5/MNR 8/NK 6/NK 3/-- 9/MO 9/MO 11/NK 12/-- 12/APP 14/-- 21/CP 21/SB 21/MO 18/NK 21/PD 15/-- 21/-- 25/CP 25/SB 21/MO 25/-- 29/OA 29/PM 17/RE 29/--	case=nom|gender=fem|num=sg case=nom|num=sg|Sentiment::markable_133::Sarcasm=false|Sentiment::markable_133::Polarity=negative|gender=fem|Sentiment::markable_133::Sentiment=True|Sentiment::markable_133::Intensity=medium Sentiment::markable_133::Sentiment=True case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg Sentiment::markable_133::Sentiment=True case=dat|gender=fem|Sentiment::markable_133::Sentiment=True|num=sg case=dat|Target::markable_134::Target=True|num=sg|gender=fem|Sentiment::markable_133::Sentiment=True|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty pers=3|Sentiment::markable_133::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True case=acc|EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=true|EmoExpression::markable_135::Sarcasm=false|gender=masc|EmoExpression::markable_135::Intensity=medium|EmoExpression::markable_135::EmoExpression=True|num=sg|EmoExpression::markable_135::Uncertain=false|Sentiment::markable_133::Sentiment=True EmoExpression::markable_135::EmoExpression=True|Sentiment::markable_133::Sentiment=True case=acc|gender=fem|Sentiment::markable_133::Sentiment=True|num=pl|EmoExpression::markable_135::EmoExpression=True Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg|pers=3 Sentiment::markable_133::Sentiment=True case=dat|gender=masc|Sentiment::markable_133::Sentiment=True|num=sg EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=positive|Sentiment::markable_133::Sentiment=True|pos=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false pers=3|Sentiment::markable_133::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg|pers=3 pers=3|Sentiment::markable_133::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True case=acc|gender=masc|Sentiment::markable_133::Sentiment=True|num=pl Sentiment::markable_133::Sentiment=True EmoExpression::markable_137::Polarity=negative|EmoExpression::markable_137::Sarcasm=false|EmoExpression::markable_137::Uncertain=false|Sentiment::markable_133::Sentiment=True|EmoExpression::markable_137::EmoExpression=True|EmoExpression::markable_137::SubjectiveFact=true|EmoExpression::markable_137::Intensity=medium Sentiment::markable_133::Sentiment=True
383498400718942208	positive	RT @clara_herrmann : Das Richtige falsch verkauft - #grüne traten mit dem ehrlichsten Programm an und wurden bestraft http://t.co/Uy91L7pJyW	RT @clara_herrmann : die Richtige falsch verkaufen - #grüne treten mit die ehrlich Programm an und werden bestrafen http://t.co/Uy91L7pJyW	NE NN $. ART NN ADJD VVPP $( NN VVFIN APPR ART ADJA NN PTKVZ KON VAFIN VVPP NN	2/SB 0/-- 2/-- 5/NK 7/OA 7/MO 17/OC 7/-- 10/SB 3/-- 10/MO 14/NK 14/NK 11/NK 10/SVP 10/CD 16/CJ 17/OC 18/OA	case=nom|*=True|num=sg case=nom|Source::markable_139::Source=True|Sentiment::markable_138::Sarcasm=false|*=True|num=sg|Sentiment::markable_138::Sentiment=True|Source::markable_139::Anaphref=empty|Sentiment::markable_138::Polarity=positive|Sentiment::markable_138::Intensity=medium Sentiment::markable_138::Sentiment=True case=nom|EmoExpression::markable_141::Polarity=positive|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_141::Uncertain=false case=nom|gender=neut|num=sg|EmoExpression::markable_141::EmoExpression=True|Sentiment::markable_138::Sentiment=True EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|pos=True|EmoExpression::markable_142::SubjectiveFact=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=medium Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=nom|num=pl|Sentiment::markable_138::Sentiment=True|Target::markable_140::Preferred=true|gender=masc|Target::markable_140::Target=True|Target::markable_140::Anaphref=empty pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_138::Sentiment=True case=dat|EmoExpression::markable_143::EmoExpression=True|gender=neut|EmoExpression::markable_143::Intensity=strong|pos=True|EmoExpression::markable_143::Uncertain=false|EmoExpression::markable_143::Sarcasm=false|EmoExpression::markable_143::SubjectiveFact=false|EmoExpression::markable_143::Polarity=positive|num=sg|Sentiment::markable_138::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_138::Sentiment=True EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Intensity=medium|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_144::SubjectiveFact=false|EmoExpression::markable_144::EmoExpression=True|EmoExpression::markable_144::Polarity=negative case=nom|*=True|num=pl
383739835313565696	negative	RT @schafzwitschern : Ich bin jetzt 23  Jahre CDU - Regiert . Zwischendurch haben die Grünen einen Krieg angefangen und die SPD hat Hartz 4 eing…	RT @schafzwitschern : ich sein jetzt @card@ Jahr CDU - regieren . zwischendurch haben die Grüne eine Krieg anfangen und die SPD haben Hartz 4 eing…	NE NN $. PPER VAFIN ADV CARD NN NE $( VVPP $. ADV VAFIN ART NN ART NN VVPP KON ART NE VAFIN NE CARD ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 11/MO 8/NK 11/OA 8/NK 9/-- 5/OC 11/-- 19/MO 12/-- 16/NK 14/SB 18/NK 19/OA 14/OC 14/CD 22/NK 23/SB 20/CJ 23/SB 26/MO 23/OC	case=nom|*=True|num=sg case=dat|gender=neut|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg _ pos=True _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_145::Intensity=medium|EmoExpression::markable_145::Polarity=negative|EmoExpression::markable_145::Uncertain=false|gender=masc|EmoExpression::markable_145::SubjectiveFact=false|num=sg|EmoExpression::markable_145::Sarcasm=false|EmoExpression::markable_145::EmoExpression=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _
