375349415168724992	positive	@ZDF Die beiden sehen sich ja auch so ähnlich :-)	@ZDF die beide sehen sich ja auch so ähnlich :-)	NN ART PIS VVFIN PRF ADV ADV ADV ADJD $(	0/-- 3/NK 4/SB 1/-- 4/OA 4/MO 9/MO 9/MO 4/MO 9/--	case=nom|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
382762112356855808	positive	@ProfJohnix also ich bin kein FDP - Wähler ? :) @mehr_demokratie	@ProfJohnix also ich sein keine FDP - Wähler ? :) @mehr_demokratie	NN ADV PPER VAFIN PIAT NE $( NN $. ADJA NN	0/-- 3/MO 4/SB 1/-- 8/NK 8/NK 6/-- 4/PD 8/-- 11/NK 9/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_44::Polarity=positive|EmoExpression::markable_44::Uncertain=false|num=sg|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::EmoExpression=True case=nom|gender=fem|num=sg
380601717857222657	positive	@KitschBILD @sat1 @RTLde @ProSieben @kabel_eins @DisneyChannelPR das ist noch aus Glücksrad - Zeiten ( da war ich zehn Jahre ) da gespeichert ;-)	@KitschBILD @sat1 @RTLde @ProSieben @kabel_eins @DisneyChannelPR die sein noch aus Glücksrad - Zeit ( da sein ich zehn Jahr ) da speichern ;-)	NN CARD NN ADJA NN NN PDS VAFIN ADV APPR NN $( NN $( ADV VAFIN PPER CARD NN $( ADV VVPP $(	0/-- 1/-- 2/-- 3/-- 4/-- 5/-- 8/SB 6/-- 22/MO 22/MO 10/NK 11/-- 11/CJ 13/-- 16/MO 13/PAR 16/SB 19/NK 16/PAR 19/-- 22/MO 8/PD 22/--	case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=pl _ _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=neut|num=pl _ _ _ EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Uncertain=false|EmoExpression::markable_45::Sarcasm=false
382848171627384832	positive	RT @tauss : Sollte eigtl. ne Selbstverständlichkeit und keine Satire sein :( #SPD http://t.co/jvMMULCpQX	RT @tauss : sollen eigtl. eine Selbstverständlichkeit und keine Satire sein :( #SPD http://t.co/jvMMULCpQX	NE NN $. VMFIN VVFIN ART NN KON PIAT NN PPOSAT ADJA ADJA NN	2/SB 0/-- 2/-- 5/MO 3/-- 7/NK 4/SB 7/CD 10/NK 8/CJ 14/NK 14/NK 14/NK 5/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=subj pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Intensity=medium|*=True|pos=True|EmoExpression::markable_46::Polarity=positive|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Sarcasm=false _ _
358295179435839488	positive	@Wu_Pirat Hmmm…kommt noch jemand aus Köln , der mich evtl. mitnehmen könnte ? ;-) #Wuppertal #Piraten #Grillen	@Wu_Pirat Hmmm…kommt noch jemand aus Köln , die ich evtl. mitnehmen können ? ;-) #Wuppertal #Piraten #Grillen	NN VVFIN ADV PIS APPR NE $, PRELS PRF NE VVINF VMFIN $. $( NN NN NN	0/-- 1/-- 2/MO 2/SB 2/MO 5/NK 6/-- 12/SB 11/DA 12/SB 12/OC 6/RC 12/-- 15/-- 13/-- 15/NK 15/OA	_ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=acc|*=True|num=sg|pers=1 case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=subj _ EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
363624249765793794	positive	#Piratenpartei Fwd : Bundesaktion / Beipackzettel :-): Beitrag kann nach Anmeldung gelesen werden. http://t.co/skafCYTvfM #Piraten #Forum	#Piratenpartei Fwd : Bundesaktion / Beipackzettel :-): Beitrag können nach Anmeldung lesen werden. http://t.co/skafCYTvfM #Piraten #Forum	NN NE $. NN $( NN ADJA NN VMFIN APPR NN VVPP NE NE NN NN	9/SB 1/NK 2/-- 1/CJ 4/-- 4/CJ 8/NK 6/NK 0/-- 12/MO 10/NK 15/OC 14/PNC 12/MO 9/SB 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::SubjectiveFact=false|num=sg|EmoExpression::markable_48::Intensity=medium|EmoExpression::markable_48::EmoExpression=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
380063256247025664	positive	@KatrinSchnapp @ZDF @sat1 ach nee den Pelzig lass ich mir nicht entgehen :-)	@KatrinSchnapp @ZDF @sat1 ach nee die Pelzig laß ich ich nicht entgehen :-)	NN NE NN ITJ VVFIN ART NN ADJD PPER PRF PTKNEG VVINF $(	0/-- 1/-- 2/-- 5/DM 3/-- 7/NK 5/OA 5/MO 12/SB 12/DA 5/NG 5/OC 12/--	pos=True case=nom|*=True|num=sg case=nom|gender=masc|num=sg Sentiment::markable_100500113::Sentiment=True|Sentiment::markable_100500113::Sarcasm=false|Sentiment::markable_100500113::Polarity=positive|Sentiment::markable_100500113::Intensity=medium pers=3|Sentiment::markable_100500113::Sentiment=True|num=sg|tense=pres|mood=subj case=acc|Sentiment::markable_100500113::Sentiment=True|num=sg|Target::markable_100500114::Anaphref=empty|Target::markable_100500114::Preferred=true|gender=masc|Target::markable_100500114::Target=True case=acc|gender=masc|num=sg|Target::markable_100500114::Target=True|Sentiment::markable_100500113::Sentiment=True Sentiment::markable_100500113::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_100500113::Sentiment=True|Source::markable_100500115::Anaphref=empty|*=True|Source::markable_100500115::Source=True case=dat|*=True|num=sg|Sentiment::markable_100500113::Sentiment=True|pers=1 Sentiment::markable_100500113::Sentiment=True|Negation::markable_100500118::EmoExpressionRef=emo-expression:markable_100500116|Negation::markable_100500118::Negation=True Sentiment::markable_100500113::Sentiment=True|EmoExpression::markable_100500116::SubjectiveFact=false|EmoExpression::markable_100500116::Polarity=negative|EmoExpression::markable_100500116::Sarcasm=false|EmoExpression::markable_100500116::Uncertain=false|EmoExpression::markable_100500116::EmoExpression=True|EmoExpression::markable_100500116::Intensity=medium Sentiment::markable_100500113::Sentiment=True|EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium
379163631268954112	positive	RT @aktionspirat : Ich wünsche den #Piraten in #Bayern alles Gute heute !	RT @aktionspirat : ich wünschen die #Piraten in #Bayern alle Gute heute !	NE NN $. PPER VVFIN ART NN APPR NN PIAT NN ADV $.	2/SB 0/-- 2/-- 5/SB 3/-- 7/NK 5/OA 5/MO 8/NK 11/NK 5/OA 5/MO 12/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500121::Sentiment=True|Sentiment::markable_100500121::Polarity=positive|gender=masc|Sentiment::markable_100500121::Intensity=medium|num=sg|Sentiment::markable_100500121::Sarcasm=false|Source::markable_100500122::Anaphref=empty|Source::markable_100500122::Source=True Sentiment::markable_100500121::Sentiment=True case=nom|pers=1|Source::markable_100500123::Source=True|num=sg|Sentiment::markable_100500121::Sentiment=True|Source::markable_100500123::Anaphref=markable_100500122|*=True Sentiment::markable_100500121::Sentiment=True|mood=ind|EmoExpression::markable_104010174::Sarcasm=false|EmoExpression::markable_104010174::EmoExpression=True|EmoExpression::markable_104010174::SubjectiveFact=false|EmoExpression::markable_104010174::Polarity=positive|pers=1|num=sg|tense=pres|EmoExpression::markable_104010174::Uncertain=false|EmoExpression::markable_104010174::Intensity=medium case=acc|gender=masc|num=sg|Sentiment::markable_100500121::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_100500121::Sentiment=True Sentiment::markable_100500121::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500121::Sentiment=True case=acc|EmoExpression::markable_104010175::EmoExpression=True|Sentiment::markable_100500121::Sentiment=True|EmoExpression::markable_104010175::Intensity=medium|gender=neut|EmoExpression::markable_104010175::Uncertain=false|num=sg|EmoExpression::markable_104010175::SubjectiveFact=false|EmoExpression::markable_104010175::Sarcasm=false|EmoExpression::markable_104010175::Polarity=positive case=acc|gender=neut|num=sg|EmoExpression::markable_104010175::EmoExpression=True|Sentiment::markable_100500121::Sentiment=True Sentiment::markable_100500121::Sentiment=True Sentiment::markable_100500121::Sentiment=True
370549161201913856	neutral	Grüne Minister fordern stärkeres Umsteuern bei Agrarfinanzierung : Berlin / Stuttgart ( dpa / lsw ) – Baden ... http://t.co/Td4QLhbdrE pforzheim	Grüne Minister fordern stark Umsteuern bei Agrarfinanzierung : Berlin / Stuttgart ( dpa / lsw ) – Baden ... http://t.co/Td4QLhbdrE Pforzheim	NN NN VVFIN ADJA NN APPR NN $. NE $( NE $( NE $( NE $( NN NE $. NN NE	3/SB 1/NK 0/-- 5/NK 3/OA 5/MNR 6/NK 7/-- 7/APP 9/-- 9/CJ 11/-- 11/CJ 13/-- 13/CJ 15/-- 7/PAR 17/NK 18/-- 19/-- 20/NK	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|comp=True case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
345975507189366785	neutral	RT @airjibeer : @JTrittin ähem , was haben die #Grünen bitte jemals gegen #s21 ernsthaft unternommen ? Und bitte konkrete Beispiele ! @lerntux …	RT @airjibeer : @JTrittin ähem , was haben die #Grünen bitten jemals gegen #s21 ernsthaft unternehmen ? und bitte konkret Beispiel ! @lerntux …	NE ADJD $. NN ADJA $, PIS VAFIN ART NN VVFIN ADV APPR CARD ADJD VVPP $. KON ADV ADJA NN $. NN ADJD	0/-- 1/PD 2/-- 3/-- 7/NK 5/-- 8/SB 4/-- 10/NK 11/SB 16/MO 11/MO 11/MO 13/NK 16/MO 8/OC 16/-- 21/JU 21/NK 21/NK 17/-- 21/-- 22/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ _ _ pos=True _ _ _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|gender=neut|num=sg pos=True
364307710214279169	negative	Grüne wollen fleischessen an bestimmten tagen verbieten , konservative ( leider auch einige sozis ) das tanzen . Völlig albern	Grüne wollen fleischessen an bestimmt tagen verbieten , konservativ ( leider auch einige Sozi ) die tanzen . völlig albern	NN VMFIN ADJD APPR ADJA VVINF VVINF $, ADJA $( ADV ADV PIAT NN $( PDS VVFIN $. ADJD ADJD	2/SB 0/-- 6/MO 6/MO 4/NK 7/OC 2/OC 7/-- 14/NK 9/-- 14/MO 14/MO 14/NK 17/SB 14/-- 17/OA 7/OC 17/-- 20/MO 18/--	Target::markable_100500125::Target=True|Source::markable_100500127::Anaphref=empty|Target::markable_100500125::Preferred=true|Sentiment::markable_100500127::Polarity=negative|num=pl|Sentiment::markable_100500124::Intensity=medium|Sentiment::markable_100500124::Sentiment=True|case=nom|Sentiment::markable_100500127::Intensity=medium|*=True|Target::markable_100500125::Anaphref=empty|Sentiment::markable_100500127::Sarcasm=false|Sentiment::markable_100500124::Polarity=negative|Sentiment::markable_100500124::Sarcasm=false|Source::markable_100500127::Source=True|Sentiment::markable_100500127::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_100500125::Target=True|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True Target::markable_100500127::Anaphref=empty|Target::markable_100500125::Target=True|Target::markable_100500127::Target=True|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|pos=True|Target::markable_100500127::Preferred=true Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500125::Target=True case=dat|num=pl|Target::markable_100500125::Target=True|gender=fem|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|pos=True Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500125::Target=True Target::markable_100500125::Target=True|EmoExpression::markable_100500131::EmoExpression=True|EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::SubjectiveFact=false|num=pl|tense=pres|EmoExpression::markable_100500127::Uncertain=false|Sentiment::markable_100500124::Sentiment=True|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500131::Uncertain=false|EmoExpression::markable_100500131::Intensity=medium|EmoExpression::markable_100500131::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500131::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True|EmoExpression::markable_100500131::Sarcasm=false|pers=3|Sentiment::markable_100500127::Sentiment=True Sentiment::markable_100500124::Sentiment=True case=nom|Target::markable_100500126::Preferred=true|Sentiment::markable_100500131::Sarcasm=false|Source::markable_100500131::Anaphref=empty|Sentiment::markable_100500131::Polarity=negative|Source::markable_100500131::Source=True|gender=fem|Sentiment::markable_100500131::Intensity=medium|pos=True|num=pl|Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Anaphref=empty|Target::markable_100500126::Target=True Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Target=True EmoExpression::markable_104010176::Sarcasm=false|EmoExpression::markable_104010176::Uncertain=false|EmoExpression::markable_104010176::Intensity=medium|EmoExpression::markable_104010176::SubjectiveFact=false|Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|EmoExpression::markable_104010176::Polarity=negative|EmoExpression::markable_104010176::EmoExpression=True|Target::markable_100500126::Target=True Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Target=True case=acc|Sentiment::markable_100500124::Sentiment=True|Source::markable_100500131::Source=True|gender=fem|num=pl|Sentiment::markable_100500131::Sentiment=True|Source::markable_100500131::Anaphref=empty|Target::markable_100500126::Target=True case=acc|num=pl|Source::markable_100500131::Source=True|Sentiment::markable_100500131::Sentiment=True|gender=fem|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Target=True Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Target=True case=acc|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500131::Preferred=true|gender=neut|Target::markable_100500131::Anaphref=empty|num=sg|Sentiment::markable_100500131::Sentiment=True|Target::markable_100500131::Target=True|Target::markable_100500126::Target=True Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500131::Target=True|Target::markable_100500126::Target=True Sentiment::markable_100500124::Sentiment=True Intensifier::markable_52::EmoExpressionRef=emo-expression:markable_51|Intensifier::markable_52::Degree=strong|Intensifier::markable_52::Intensifier=True|pos=True|Sentiment::markable_100500124::Sentiment=True EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=negative|pos=True|EmoExpression::markable_51::SubjectiveFact=false|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::Sarcasm=false|Sentiment::markable_100500124::Sentiment=True|EmoExpression::markable_51::Intensity=medium
382884470405091328	positive	RT @ZDFlogin : " Schwarz - grüne Hoffnung : Ist die Zeit reif ? " #ZDFlogin heute Abend mit @sven_kindler ( @Die_Gruenen ) + M. Patzelt ( @cducsubt ) ! …	RT @ZDFlogin : " Schwarz - grün Hoffnung : sein die Zeit reif ? " #ZDFlogin heute abend mit @sven_kindler ( @Die_Gruenen ) + M. Patzelt ( @cducsubt ) ! …	NE NN $. $( NE $( ADJA NN $. VAFIN ART NN ADJD $. $( NN ADV ADV APPR NN $( ADJA $( KON NE NE $( NN $( $. ADJA	2/SB 0/-- 2/-- 5/-- 10/VO 5/-- 8/NK 10/PD 8/-- 3/-- 12/NK 10/SB 10/PD 13/-- 14/-- 15/-- 18/MO 16/MNR 16/MO 19/NK 22/-- 20/-- 24/-- 22/-- 26/PNC 24/CJ 26/-- 26/PAR 30/-- 28/-- 30/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|EmoExpression::markable_104010177::EmoExpression=True|gender=fem|EmoExpression::markable_104010177::Sarcasm=false|EmoExpression::markable_104010177::Polarity=positive|EmoExpression::markable_104010177::Uncertain=false|num=sg|EmoExpression::markable_104010177::Intensity=medium|EmoExpression::markable_104010177::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True _ _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ _ _
358321229612072961	positive	Schlagzeile , die man über Mutti nie lesen wird : " Merkel baut guten Nachwuchs in der CDU auf . "	Schlagzeile , die man über Mutti nie lesen werden : " Merkel bauen gut Nachwuchs in die CDU auf . "	NN $, PRELS PIS APPR NN ADV VVINF VAFIN $. $( NE VVFIN ADJA NN APPR ART NE PTKVZ $. $(	12/SB 1/-- 8/OA 9/SB 8/MO 5/NK 8/MO 9/OC 1/RC 9/-- 10/-- 13/SB 0/-- 15/NK 13/AG 15/MNR 18/NK 16/NK 13/SVP 19/-- 20/--	case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind Target::markable_56::Preferred=true|EmoExpression::markable_55::SubjectiveFact=false|pos=True|Target::markable_56::Anaphref=empty|EmoExpression::markable_55::Polarity=positive|Sentiment::markable_54::Sarcasm=false|num=sg|EmoExpression::markable_55::Sarcasm=false|Sentiment::markable_54::Intensity=medium|case=gen|EmoExpression::markable_55::EmoExpression=True|Sentiment::markable_54::Polarity=positive|gender=masc|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|Target::markable_56::Target=True case=gen|gender=masc|Target::markable_56::Target=True|num=sg|Sentiment::markable_54::Sentiment=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _
383238319431499776	negative	Ich werde nicht zur Wahl gehen , aus Widerspruchsgeist , Nichtwähler werden immer so hingestellt . Überlege schon mit dem Rauchen anzufangen .	ich werden nicht zu Wahl gehen , aus Widerspruchsgeist , Nichtwähler werden immer so hinstellen . überlegen schon mit die Rauchen anfangen .	PPER VAFIN PTKNEG APPRART NN VVINF $, APPR NN $, NN VAFIN ADV ADV VVPP $. VVFIN ADV APPR ART NN VVIZU $.	2/SB 0/-- 6/NG 6/MO 4/NK 2/OC 6/-- 12/MO 8/NK 9/-- 9/CJ 2/CJ 15/MO 15/MO 12/OC 15/-- 16/-- 22/MO 22/MO 21/NK 19/NK 17/OC 22/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ case=dat|EmoExpression::markable_104010178::Intensity=medium|EmoExpression::markable_104010178::Polarity=negative|gender=masc|EmoExpression::markable_104010178::SubjectiveFact=true|num=sg|EmoExpression::markable_104010178::EmoExpression=True|EmoExpression::markable_104010178::Uncertain=false|EmoExpression::markable_104010178::Sarcasm=false _ case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
384290484715540480	neutral	RT @Schwanensee_ : @NewelMedia @hdBerretz Man weint nicht der #FDP nach , sondern dem liberalen Gedanken , der nicht mehr polit. vertreten w…	RT @Schwanensee_ : @NewelMedia @hdBerretz man weinen nicht die #FDP nach , sondern die liberal Gedanke , die nicht mehr polit. vertreten w…	NE ADJD $. NN NN PIS VVFIN PTKNEG ART NN PTKVZ $, KON ART ADJA NN $, PRELS PTKNEG ADV ADJD VVPP ADJA	0/-- 1/PD 2/-- 3/-- 4/-- 7/SB 5/-- 7/NG 10/NK 7/DA 7/SVP 11/-- 10/CD 16/NK 16/NK 13/CJ 16/-- 22/SB 22/NG 19/MO 22/MO 16/RC 22/MO	case=nom|*=True|num=sg pos=True _ case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ pos=True _ _
360357179183726592	neutral	Betarix von Storch hat recht #CDU - #SPD - #FDP - und #GRÜNE - werden am 22.09 . ihr #BlauesWunder erleben . #AfD + http://t.co/X4IgomMWO3	Betarix von Storch haben recht #CDU - #SPD - #FDP - und #GRÜNE - werden an @card@ . ihr #BlauesWunder erleben . #AfD + http://t.co/X4IgomMWO3	NN APPR NN VAFIN ADJD NN $( ADJA $( NN $( KON NN $( VAFIN APPRART CARD $. PPOSAT NN VVINF $. NN KON NN	4/SB 1/PG 2/NK 0/-- 4/OA 4/OA 6/-- 10/NK 8/-- 15/SB 10/-- 10/CD 12/CJ 13/-- 4/CJ 21/MO 16/NK 17/-- 20/NK 21/OA 15/OC 21/-- 22/-- 23/CD 24/CJ	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl|pos=True _ case=acc|gender=neut|num=pl _ _ case=nom|gender=neut|num=pl _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _ _
