311972225265836033	positive	%PosSmiley Der neue Papst : Es ist ein Argentinier %Link via %User	%PosSmiley die neu Papst : es sein eine Argentinier %Link via %User	ITJ ART ADJA NN $. PPER VAFIN ART NN XY APPR NE	7/NK 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
311905925072056320	positive	Nee , Helmut Schmidt war zu Gast ! %PosSmiley " Kein neuer Papst . Die Hütte brennt ! %PosSmiley Papst "	Nee , Helmut Schmidt sein zu Gast ! %PosSmiley " keine neu Papst . die Hütte brennen ! %PosSmiley Papst "	NN $, NE NE VAFIN APPR NN $. ITJ $( PIAT ADJA NN $. ART NN VVFIN $. ITJ NN $(	5/SB 1/-- 4/PNC 1/NK 0/-- 5/MO 6/NK 7/-- 5/NK 11/-- 13/NK 13/NK 0/-- 13/-- 16/NK 17/SB 0/-- 17/-- 17/DM 0/-- 20/--	case=nom|num=sg|Sentiment::markable_69::Sarcasm=false|Sentiment::markable_69::Intensity=medium|gender=fem|Sentiment::markable_69::Sentiment=True|Sentiment::markable_69::Polarity=positive Sentiment::markable_69::Sentiment=True case=nom|Target::markable_70::Target=True|num=sg|Target::markable_70::Anaphref=empty|gender=fem|Sentiment::markable_69::Sentiment=True|Target::markable_70::Preferred=true case=nom|gender=fem|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True pers=3|Target::markable_70::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_69::Sentiment=True Target::markable_70::Target=True|Sentiment::markable_69::Sentiment=True case=dat|gender=masc|Target::markable_70::Target=True|num=sg|Sentiment::markable_69::Sentiment=True Sentiment::markable_69::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium case=nom|gender=masc|num=sg _
311922181896540160	positive	" Hat der neue Papst auch schon ein Twitteraccount ? " - %User oder so ähnlich %PosSmiley	" haben die neu Papst auch schon eine Twitteraccount ? " - %User oder so ähnlich %PosSmiley	$( VAFIN ART ADJA NN ADV ADV ART NN $. $( $( NE KON ADV ADJD ITJ	2/-- 0/-- 5/NK 5/NK 2/SB 2/MO 2/MO 9/NK 2/OA 9/-- 10/-- 13/-- 0/-- 13/CD 16/MO 14/CJ 13/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg _ _ pos=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive
311913994862616576	positive	Wer ist nun der neue papst ? %PosSmiley spannung mit vorfreude %PosSmiley ♥★	wer sein nun die neu Papst ? %PosSmiley Spannung mit Vorfreude %PosSmiley ♥★	PWS VAFIN ADV ART ADJA NN $. ITJ NN APPR NN ITJ ADJA	2/SB 0/-- 2/MO 6/NK 6/NK 2/SB 6/-- 6/NK 13/MO 9/MNR 10/NK 11/NK 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|EmoExpression::markable_74::SubjectiveFact=false|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false case=nom|gender=fem|num=sg _ case=dat|EmoExpression::markable_76::Intensity=medium|gender=fem|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True|num=sg|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false case=dat|EmoExpression::markable_75::EmoExpression=True|gender=fem|EmoExpression::markable_75::Sarcasm=false|num=sg|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive case=nom|EmoExpression::markable_77::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false|num=pl|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=positive|EmoExpression::markable_77::Intensity=medium
311939331642232832	mixed	" Das Gesetz fordert , die Strafe nimmt , die Gnade gibt . " ( Franziskus von Assisi ) ausgründen Papst FranziskusI	" die Gesetz fordern , die Strafe nehmen , die Gnade geben . " ( Franziskus von Assisi ) ausgründen Papst FranziskusI	$( ART NN VVFIN $, ART NN VVFIN $, ART NN VVFIN $. $( $( NE APPR NN $( VVFIN NN NE	2/-- 3/NK 4/SB 0/-- 4/-- 7/NK 8/OA 4/CJ 8/-- 11/NK 12/OA 8/CJ 12/-- 13/-- 16/-- 20/SB 16/MNR 17/NK 18/-- 0/-- 20/OA 21/NK	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404350::SubjectiveFact=true|gender=fem|EmoExpression::markable_10404350::Uncertain=false|num=sg|EmoExpression::markable_10404350::Intensity=medium|EmoExpression::markable_10404350::Sarcasm=false|EmoExpression::markable_10404350::EmoExpression=True|EmoExpression::markable_10404350::Polarity=negative pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404349::Sarcasm=false|EmoExpression::markable_10404349::Polarity=positive|EmoExpression::markable_10404349::EmoExpression=True|gender=fem|EmoExpression::markable_10404349::Intensity=medium|EmoExpression::markable_10404349::Uncertain=false|num=sg|EmoExpression::markable_10404349::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311921002269523968	mixed	Ich hatte schon Angst , dass wir den Papst nicht zu Gesicht bekommen . Hat Tom Hanks den Tag doch noch gerettet !	ich haben schon Angst , dass wir die Papst nicht zu Gesicht bekommen . haben Tom Hanks die Tag doch noch retten !	PPER VAFIN ADV NN $, KOUS PPER ART NN PTKNEG APPR NN VVINF $. VAFIN NE NN ART NN ADV ADV VVPP $.	2/SB 0/-- 2/MO 2/OA 4/-- 13/CP 13/SB 9/NK 13/OA 13/NG 13/MO 11/NK 4/OC 13/-- 0/-- 17/PNC 15/SB 19/NK 22/OA 22/MO 22/MO 15/OC 22/--	case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=empty|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_78::Sentiment=True case=acc|EmoExpression::markable_81::SubjectiveFact=false|gender=fem|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=negative|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|Target::markable_82::Anaphref=empty|*=True|Target::markable_82::Preferred=true|pers=1|Target::markable_82::Target=True|num=pl case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=dat|gender=neut|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ EmoExpression::markable_10404351::Uncertain=false|EmoExpression::markable_10404351::EmoExpression=True|EmoExpression::markable_10404351::Sarcasm=false|EmoExpression::markable_10404351::Intensity=medium|EmoExpression::markable_10404351::SubjectiveFact=false|EmoExpression::markable_10404351::Polarity=positive _
311915783804563457	positive	Jubel auf dem Petersplatz . Die Garde formiert sich . Kommt gleich Marco Schreyl mit dem Umschlag ? Papst	Jubel auf die Petersplatz . die Garde formieren sich . kommen gleich Marco Schreyl mit die Umschlag ? Papst	NN APPR ART NN $. ART NN VVFIN PRF $. VVFIN APPR NE NN APPR ART NN $. NN	0/-- 1/MNR 4/NK 2/NK 4/-- 7/NK 8/SB 0/-- 8/OA 9/-- 0/-- 11/MO 12/NK 11/SB 11/MO 17/NK 15/NK 17/-- 0/--	case=nom|EmoExpression::markable_83::EmoExpression=True|gender=masc|EmoExpression::markable_83::Intensity=medium|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg
312121921250676736	neutral	Der neue Papst ist Argentinier - Messi überraschend mit sofortiger Wirkung nach Italien gewechselt .	die neu Papst sein Argentinier - Messi überraschend mit sofortig Wirkung nach Italien wechseln .	ART ADJA NN VAFIN NN $( NN ADJD APPR ADJA NN APPR NE VVPP $.	3/NK 3/NK 4/SB 0/-- 4/SB 5/-- 5/CJ 14/MO 14/MO 11/NK 9/NK 14/MO 12/NK 4/OC 14/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pos=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _
311941011788144641	mixed	Erst du Infos zum neuen Papst geben leider keine Hoffnung für eine zeitgemässe Modernisierung ! Er verteufelt die Homo - Ehe un ...	erst du Info zu neu Papst geben leider keine Hoffnung für eine zeitgemäß Modernisierung ! er verteufeln die Homo - Ehe un ...	ADV PPER NN APPRART ADJA NN VVFIN ADV PIAT NN APPR ART ADJA NN $. PPER VVFIN ART NN $( NN NE $.	3/MO 3/PNC 7/SB 3/MNR 6/NK 4/NK 0/-- 7/MO 10/NK 7/OA 10/MNR 14/NK 14/NK 11/NK 14/-- 17/SB 0/-- 19/NK 17/OA 19/-- 19/APP 21/NK 22/--	Sentiment::markable_84::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_84::Sentiment=True|pers=2 case=acc|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=dat|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|pos=True|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True EmoExpression::markable_10404352::Intensity=medium|EmoExpression::markable_10404352::Uncertain=false|EmoExpression::markable_10404352::SubjectiveFact=false|EmoExpression::markable_10404352::Sarcasm=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_10404352::Polarity=negative|EmoExpression::markable_10404352::EmoExpression=True case=acc|num=sg|gender=fem|Sentiment::markable_84::Sentiment=True|Negation::markable_88::EmoExpressionRef=emo-expression:markable_87|Negation::markable_88::Negation=True case=acc|EmoExpression::markable_87::Polarity=positive|gender=fem|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_87::Uncertain=false Sentiment::markable_84::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_84::Sentiment=True case=acc|EmoExpression::markable_10404353::Intensity=medium|EmoExpression::markable_10404353::Sarcasm=false|EmoExpression::markable_10404353::Uncertain=false|gender=fem|EmoExpression::markable_10404353::SubjectiveFact=false|pos=True|num=sg|EmoExpression::markable_10404353::EmoExpression=True|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_10404353::Polarity=positive case=acc|gender=fem|EmoExpression::markable_10404354::Polarity=positive|EmoExpression::markable_10404354::Uncertain=false|EmoExpression::markable_10404354::Sarcasm=false|EmoExpression::markable_10404354::EmoExpression=True|num=sg|EmoExpression::markable_10404354::SubjectiveFact=true|EmoExpression::markable_10404354::Intensity=medium|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|pers=3 mood=ind|EmoExpression::markable_10404355::SubjectiveFact=false|EmoExpression::markable_10404355::Polarity=negative|EmoExpression::markable_10404355::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_10404355::Sarcasm=false|EmoExpression::markable_10404355::EmoExpression=True|EmoExpression::markable_10404355::Uncertain=false case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
312140357938839552	positive	Hermann %User : Die CDU Deutschlands gratuliert Papst Franziskus herzlich zu seiner Wahl %Link / umg	Hermann %User : die CDU Deutschland gratulieren Papst Franziskus herzlich zu sein Wahl %Link / umg	NE NE $. ART NE NE VVFIN NN NE ADJD APPR PPOSAT NN XY $( ADJD	2/PNC 0/-- 2/-- 5/NK 7/SB 5/AG 2/RS 7/OA 8/NK 7/MO 7/MO 13/NK 11/NK 13/NK 14/-- 7/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_89::Sentiment=True|Source::markable_90::Anaphref=empty|gender=fem|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Polarity=positive|num=sg|Source::markable_90::Source=True|Sentiment::markable_89::Intensity=medium case=nom|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True case=gen|gender=neut|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_91::Uncertain=false|mood=ind|EmoExpression::markable_91::Sarcasm=false|pers=3|EmoExpression::markable_91::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive case=nom|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Preferred=true|gender=masc|Target::markable_92::Target=True|Target::markable_92::Anaphref=empty case=nom|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Target=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|pos=True|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::Polarity=positive Sentiment::markable_89::Sentiment=True case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=nom|gender=neut|num=sg _ pos=True
311922605680635904	positive	Ich war auf der Beerdigung vom Papst . Sehr beliebt scheint er nicht gewesen zu sein . Ich war der einzige , der geklatscht hat .	ich sein auf die Beerdigung von Papst . sehr beliebt scheinen er nicht sein zu sein . ich sein die einzig , die klatschen haben .	PPER VAFIN APPR ART NN APPRART NN $. ADV ADJD VVFIN PPER PTKNEG VAPP PTKZU VAINF $. PPER VAFIN ART ADJA $, PRELS VVPP VAFIN $.	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 6/NK 7/-- 10/MO 14/PD 0/-- 11/SB 14/NG 16/OC 16/PM 11/OC 16/-- 19/SB 0/-- 21/NK 19/PD 21/-- 25/SB 25/OC 21/RC 25/--	case=nom|gender=masc|Sentiment::markable_94::Polarity=positive|pers=1|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg case=dat|num=sg|Target::markable_95::Target=True|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_95::Preferred=true|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True|Intensifier::markable_97::Intensifier=True|Intensifier::markable_97::EmoExpressionRef=emo-expression:markable_96|Intensifier::markable_97::Degree=medium pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|EmoExpression::markable_96::Intensity=medium|EmoExpression::markable_96::SubjectiveFact=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg|pers=3 Negation::markable_98::Negation=True|Sentiment::markable_94::Sentiment=True|Negation::markable_98::EmoExpressionRef=emo-expression:markable_96 Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True case=nom|gender=masc|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _
311916620245237761	negative	" das ist ja der doofste Papst auf der ganzen Welt %PosSmileyer kommt nicht und alle warten " Gut zusammengefasst von Mini .	" die sein ja die doof Papst auf die ganz Welt %PosSmileyer kommen nicht und alle warten " Gut zusammenfassen von Mini .	$( PDS VAFIN ADV ART ADJA NN APPR ART ADJA NN NE VVFIN PTKNEG KON PIS VVFIN $( NN VVPP APPR NN $.	2/-- 3/SB 0/-- 3/MO 7/NK 7/NK 3/PD 7/MNR 11/NK 11/NK 8/NK 11/NK 20/MO 13/NG 13/CD 17/SB 15/CJ 17/-- 20/MO 7/PAR 20/SBP 21/NK 22/--	_ case=nom|Sentiment::markable_99::Polarity=negative|num=sg|Sentiment::markable_99::Intensity=strong|gender=neut|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=nom|num=sg|Target::markable_100::Preferred=true|Target::markable_100::Anaphref=empty|gender=masc|Target::markable_100::Target=True|Sentiment::markable_99::Sentiment=True case=nom|EmoExpression::markable_101::EmoExpression=True|gender=masc|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=negative|pos=True|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_101::Uncertain=false|num=sg|Target::markable_100::Target=True|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=strong case=nom|gender=masc|Target::markable_100::Target=True|num=sg|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_10404372::EmoExpression=True|EmoExpression::markable_10404372::SubjectiveFact=false|EmoExpression::markable_10404372::Intensity=medium|EmoExpression::markable_10404372::Polarity=positive|pos=True|EmoExpression::markable_10404372::Uncertain=false|EmoExpression::markable_10404372::Sarcasm=false _ _ case=dat|gender=masc|num=sg _
311977653848662017	neutral	Der neue Papst heisst offiziell einfach nur Franziskus , nicht Franziskus I. - Erst wenn es einen Zweiten gibt , gibt es auch de ...	die neu Papst heißen offiziell einfach nur Franziskus , nicht Franziskus I. - erst wenn es eine Zweite geben , geben es auch de ...	ART ADJA NN VVFIN ADJD ADJD ADV NE $, PTKNEG NE NE $( ADV KOUS PPER ART NN VVFIN $, VVFIN PPER ADV NE $.	3/NK 3/NK 4/SB 0/-- 4/MO 4/MO 8/MO 4/MO 8/-- 19/NG 12/PNC 19/SB 12/-- 19/MO 19/CP 19/EP 18/NK 19/OA 4/OC 19/-- 4/PAR 21/EP 24/MO 21/SB 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ *=True _
311918728755417088	neutral	Wie jetzt Jorge ist neuer Papst ? Wer macht denn jetzt das Laufstegtraining bei Heidis Mädchen ?	wie jetzt Jorge sein neu Papst ? wer machen denn jetzt die Laufstegtraining bei Heidi Mädchen ?	KOKOM ADV NE VAFIN ADJA NN $. PWS VVFIN ADV ADV ART NN APPR NE NN $.	2/MO 3/MO 4/SB 0/-- 6/NK 4/PD 6/-- 9/SB 0/-- 9/MO 9/MO 13/NK 9/OA 13/MNR 14/NK 9/OA 16/--	_ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _
311926568828145664	negative	Jetzt hat mir der neue Papst das Abendprogramm vermasselt . Der fängt ja gut an ... %PosSmiley	jetzt haben ich die neu Papst die Abendprogramm vermasseln . die fangen ja gut an ... %PosSmiley	ADV VAFIN PPER ART ADJA NN ART NN VVPP $. PDS VVFIN ADV ADJD PTKVZ $. ITJ	9/MO 0/-- 9/DA 6/NK 6/NK 2/SB 8/NK 9/OA 2/OC 9/-- 12/SB 0/-- 12/MO 12/MO 12/SVP 15/-- 15/NK	Sentiment::markable_102::Polarity=negative|Sentiment::markable_102::Sarcasm=false|Sentiment::markable_102::Sentiment=True|Sentiment::markable_102::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_102::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_102::Sentiment=True|pers=1 case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True case=nom|num=sg|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True|pos=True case=nom|gender=masc|num=sg|Target::markable_103::Target=True|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::SubjectiveFact=false|mood=ind|EmoExpression::markable_104::EmoExpression=True|Sentiment::markable_102::Sentiment=True|EmoExpression::markable_104::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104::Polarity=negative|EmoExpression::markable_104::Sarcasm=false _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|pos=True|EmoExpression::markable_105::EmoExpression=True _ _ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false
