311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 0/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311903706620780544	neutral	Der neue Papst wird ein Mann sein , meint das ZDF - das müssen Hellseher sein %PosSmiley	die neu Papst werden eine Mann sein , meinen die ZDF - die müssen Hellseher sein %PosSmiley	ART ADJA NN VAFIN ART NN VAINF $, VVFIN ART NE $( PDS VMFIN NN VAINF ITJ	3/NK 3/NK 7/PD 9/OC 6/NK 4/SB 4/OC 7/-- 0/-- 11/NK 9/SB 11/-- 9/OA 9/OC 16/PD 14/OC 14/DM	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _
311910576462909440	mixed	Im Vatikan wird gerade per weissen Rauchenzeichen kommuniziert , dass ein neuer Pädophiler entdeckt wurde . Papst %PosSmiley	in Vatikan werden gerade per weiß Rauchenzeichen kommunizieren , dass eine neu Pädophiler entdecken werden . Papst %PosSmiley	APPRART NN VAFIN ADV APPR ADJA NN VVPP $, KOUS ART ADJA NN VVPP VAFIN $. NN ITJ	8/MO 1/NK 0/-- 8/MO 8/MO 7/NK 5/NK 3/OC 8/-- 15/CP 13/NK 13/NK 15/SB 15/OC 8/MO 15/-- 0/-- 17/NK	case=dat|gender=masc|num=sg|Sentiment::markable_92::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_92::Sentiment=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_92::Sentiment=True Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_92::Sentiment=True Sentiment::markable_92::Sentiment=True Sentiment::markable_92::Sentiment=True Sentiment::markable_92::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_92::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_92::Sentiment=True case=nom|EmoExpression::markable_94::Polarity=negative|gender=masc|EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Intensity=medium|num=sg|EmoExpression::markable_94::Sarcasm=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::SubjectiveFact=true|EmoExpression::markable_94::Uncertain=false Sentiment::markable_92::Sentiment=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_92::Sentiment=True case=nom|num=sg|Target::markable_95::Target=True|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_95::Preferred=true|Target::markable_95::Anaphref=empty case=nom|EmoExpression::markable_91::Uncertain=false|gender=masc|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::EmoExpression=True|num=sg|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive
311902692475801601	positive	Und ich auch %PosSmiley Es gibt einen neuen papst . und ich habe live am TV gesehen. hurra	und ich auch %PosSmiley es geben eine neu Papst . und ich haben live an TV gesehen. hurra	KON PPER ADV ITJ PPER VVFIN ART ADJA NN $. KON PPER VAFIN ADJD APPRART NE NE ITJ	6/JU 6/SB 6/MO 6/DM 6/EP 0/-- 9/NK 9/NK 6/OA 9/-- 6/CD 13/SB 11/CJ 13/OC 14/MO 17/PNC 15/NK 14/DM	_ case=nom|*=True|num=sg|pers=1 _ Sentiment::markable_97::Polarity=positive|Sentiment::markable_97::Intensity=medium|Sentiment::markable_97::Sentiment=True|Sentiment::markable_97::Sarcasm=false|Source::markable_99::Source=True|Source::markable_99::Anaphref=empty case=nom|Target::markable_98::Anaphref=empty|Target::markable_98::Preferred=true|gender=neut|pers=3|num=sg|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True case=acc|num=sg|gender=masc|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|Target::markable_100::Target=True|Target::markable_100::Preferred=true|Target::markable_100::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_97::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_100::Target=True|Sentiment::markable_97::Sentiment=True Target::markable_100::Target=True|Sentiment::markable_97::Sentiment=True|pos=True case=dat|gender=masc|Target::markable_100::Target=True|num=sg|Sentiment::markable_97::Sentiment=True case=dat|gender=masc|Target::markable_100::Target=True|num=sg|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium
311940619834626048	positive	Heute wurde der neue Papst gewählt ? Na und ? Morgen ist PiDay , Schnitzel - Blowjob - Tag und das SGS4 wird präsentiert ! %PosSmiley schniblo	heute werden die neu Papst wählen ? na und ? morgen sein PiDay , Schnitzel - Blowjob - Tag und die SGS4 werden präsentieren ! %PosSmiley schniblo	ADV VAFIN ART ADJA NN VVPP $. ITJ KON $. ADV VAFIN NE $, NN $( NN $( NN KON ART NN VAFIN VVPP $. ITJ NE	6/MO 0/-- 5/NK 5/NK 2/SB 2/OC 6/-- 0/NK 8/NK 9/CJ 24/MO 0/-- 12/SB 13/-- 13/CJ 15/-- 15/CJ 17/-- 24/MO 12/CD 22/NK 23/SB 20/CJ 23/OC 24/-- 19/NK 0/--	_ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive _
311925561561849856	positive	So , von Papst Franz seiner Einführung ab zu Kaiser Franz seine Bayern %PosSmiley	so , von Papst Franz sein Einführung ab zu Kaiser Franz sein Bayer %PosSmiley	ADV $, APPR NN NE PPOSAT NN PTKVZ APPR NE NE PPOSAT NN ITJ	8/MO 1/-- 1/APP 3/NK 4/NK 7/NK 8/DA 0/-- 0/-- 11/PNC 9/NK 13/NK 8/NK 8/NK	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false
311923108716085248	neutral	Was macht Willi Lemke auf dem Balkon vom Papst ?	was machen Willi Lemke auf die Balkon von Papst ?	PIS VVFIN NE NE APPR ART NN APPRART NN $.	2/SB 0/-- 4/PNC 2/SB 2/MO 7/NK 5/NK 7/MNR 8/NK 9/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311793344986624001	positive	%PosSmiley . " Hauptsache dieser Österreicher wird nicht Papst . Ich mag den Christoph Waltz einfach nicht . " Meine Mutter .	%PosSmiley . " Hauptsache dies Österreicher werden nicht Papst . ich mögen die Christoph Waltz einfach nicht . " mein Mutter .	ITJ $. $( NN PDAT NN VAFIN PTKNEG NN $. PPER VMFIN ART NE NE ADJD PTKNEG $. $( PPOSAT NN $.	2/NK 0/-- 2/-- 7/SB 6/NK 4/AG 0/-- 7/NG 7/PD 9/-- 12/SB 0/-- 15/NK 15/PNC 12/MO 12/MO 12/NG 17/-- 18/-- 21/NK 0/-- 21/--	_ _ _ case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_105::Sentiment=True|Source::markable_106::Anaphref=markable_110|*=True|Sentiment::markable_105::Polarity=positive|pers=1|Source::markable_106::Source=True|num=sg|Sentiment::markable_105::Sarcasm=false|Sentiment::markable_105::Intensity=medium Sentiment::markable_105::Sentiment=True|mood=ind|EmoExpression::markable_107::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::Sarcasm=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Polarity=positive case=acc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_108::Target=True|gender=masc|Target::markable_108::Anaphref=empty|Target::markable_108::Preferred=true case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_108::Target=True case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_108::Target=True Sentiment::markable_105::Sentiment=True Sentiment::markable_105::Sentiment=True|Negation::markable_109::Negation=True|Negation::markable_109::EmoExpressionRef=emo-expression:markable_107 _ _ case=nom|gender=masc|num=pl|Source::markable_110::Source=True|Source::markable_110::Anaphref=empty case=nom|gender=masc|num=pl|Source::markable_110::Source=True _
311952562729414656	negative	Hier kommen gerade Meldungen rein , die implizieren , dass der neue Papst ein homophobes Arschloch ist . Das ändert natür ...	hier kommen gerade Meldung rein , die implizieren , dass die neu Papst eine homophobes Arschloch sein . die ändern natür ...	ADV VVFIN ADV NN PTKVZ $, PRELS VVINF $, KOUS ART ADJA NN ART ADJA NN VAFIN $. PDS VVFIN ADJD $.	2/MO 0/-- 2/MO 2/SB 2/SVP 5/-- 8/SB 4/RC 8/-- 17/CP 13/NK 13/NK 17/SB 16/NK 16/NK 17/PD 8/OC 17/-- 20/SB 0/-- 20/MO 21/--	Sentiment::markable_111::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|gender=fem|num=pl|Sentiment::markable_111::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|Target::markable_112::Anaphref=empty|num=sg|Target::markable_112::Preferred=true|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_112::Target=True case=nom|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|pos=True|Target::markable_112::Target=True case=nom|gender=masc|num=sg|Target::markable_112::Target=True|Sentiment::markable_111::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_111::Sentiment=True case=acc|EmoExpression::markable_114::SubjectiveFact=false|gender=neut|Sentiment::markable_111::Sentiment=True|pos=True|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative case=acc|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=neut|EmoExpression::markable_113::Sarcasm=false|Sentiment::markable_111::Sentiment=True|EmoExpression::markable_113::Polarity=negative|num=sg|EmoExpression::markable_113::Intensity=strong pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311815448591224832	positive	Wegen des Wetters muss der neue Papst nicht über Wasser gehen können , sondern über Schnee . Das gilt aber jetzt schon nicht als Wunder .	wegen die Wetter müssen die neu Papst nicht über Wasser gehen können , sondern über Schnee . die gelten aber jetzt schon nicht als Wunder .	APPR ART NN VMFIN ART ADJA NN PTKNEG APPR NN VVINF VMINF $, KON APPR NN $. PDS VVFIN ADV ADV ADV PTKNEG KOKOM NN $.	4/MO 3/NK 1/NK 0/-- 7/NK 7/NK 4/SB 4/NG 11/MO 9/NK 12/OC 4/OC 12/-- 9/CD 14/CJ 15/NK 16/-- 19/SB 0/-- 19/MO 19/MO 19/MO 19/NG 19/MO 24/NK 25/--	_ case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg _ _ _ _ _ case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=acc|EmoExpression::markable_10408085::Polarity=positive|EmoExpression::markable_10408085::Intensity=medium|gender=neut|EmoExpression::markable_10408085::EmoExpression=True|EmoExpression::markable_10408085::Sarcasm=false|EmoExpression::markable_10408085::SubjectiveFact=false|num=sg|EmoExpression::markable_10408085::Uncertain=false _
311963042088898560	positive	Einige Linke empören sich schon über den neuen Papst . Aber was haben die denn erwartet ? Kommentar von Deniz Yücel : ...	einige Linke empören sich schon über die neu Papst . aber was haben die denn erwarten ? Kommentar von Deniz Yücel : ...	PIAT NN VVFIN PRF ADV APPR ART ADJA NN $. KON PWS VAFIN PDS ADV VVPP $. NN APPR NE NE $. $.	2/NK 3/SB 0/-- 3/OA 3/MO 3/OP 9/NK 9/NK 6/NK 9/-- 13/JU 13/OA 0/-- 16/OA 16/MO 13/OC 16/-- 0/-- 18/PG 21/PNC 19/NK 21/-- 22/--	case=nom|Sentiment::markable_115::Intensity=medium|Sentiment::markable_115::Sarcasm=false|*=True|Source::markable_116::Source=True|Sentiment::markable_115::Polarity=positive|Source::markable_116::Anaphref=empty|num=pl|Sentiment::markable_115::Sentiment=True case=nom|*=True|num=pl|Source::markable_116::Source=True|Sentiment::markable_115::Sentiment=True EmoExpression::markable_117::Intensity=medium|mood=ind|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Uncertain=false|pers=3|num=pl|tense=pres|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false case=acc|pers=3|num=pl|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_117::EmoExpression=True Sentiment::markable_115::Sentiment=True Sentiment::markable_115::Sentiment=True case=acc|Target::markable_118::Target=True|num=sg|Target::markable_118::Preferred=true|gender=masc|Sentiment::markable_115::Sentiment=True|Target::markable_118::Anaphref=empty case=acc|Target::markable_118::Target=True|num=sg|Sentiment::markable_115::Sentiment=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_115::Sentiment=True|Target::markable_118::Target=True Sentiment::markable_115::Sentiment=True _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311911769822076928	negative	Ihr glotzt dumm auf einen Schornstein und wartet wer Papst wird . Ich hingegen rufe einfach bei Astro TV an und frage ...	ihr glotzen dumm auf eine Schornstein und warten wer Papst werden . ich hingegen rufen einfach bei Astro TV an und fragen ...	PPOSAT VVFIN ADJD APPR ART NN KON VVFIN PWS NN VAFIN $. PPER ADV VVFIN ADJD APPR NN NE PTKVZ KON VVFIN $.	2/SB 0/-- 2/MO 2/MO 6/NK 4/NK 2/CD 7/CJ 11/SB 11/PD 8/OC 11/-- 15/SB 13/MO 0/-- 15/MO 15/MO 17/NK 18/NK 15/SVP 15/CD 21/CJ 22/--	case=nom|num=sg|Sentiment::markable_119::Sentiment=True|Target::markable_121::Target=True|Target::markable_121::Anaphref=empty|gender=masc|Target::markable_121::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_119::Sentiment=True EmoExpression::markable_122::Polarity=negative|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True|pos=True|Sentiment::markable_119::Sentiment=True|EmoExpression::markable_122::Uncertain=false Sentiment::markable_119::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_119::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_119::Sentiment=True Sentiment::markable_119::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_119::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_119::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_119::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_119::Sentiment=True _ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=subj _
311910277182545920	neutral	Euch ist schon klar das Thomas Gottschalk gleich auf den Balkon raustritt ?! keininteresseampapst papst papstwahl	ihr sein schon klar die Thomas Gottschalk gleich auf die Balkon raustritt ?! keininteresseampapst papst Papstwahl	PPER VAFIN ADV ADJD ART NE NE ADJD APPR ART NN VVFIN ADJA NN ADJA NN	2/SB 0/-- 2/MO 2/MO 7/NK 7/PNC 12/OA 9/MO 12/MO 11/NK 9/NK 2/CJ 12/MO 15/SB 0/-- 15/OA	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg
311873321698488320	negative	Liveticker zur Papstwahl im Vatikan - Ex - Basketballer Rodman : Erst beim Diktator , dann beim Papst : In drei Wah ...	Liveticker zu Papstwahl in Vatikan - Ex - Basketballer Rodman : erst bei Diktator , dann bei Papst : in drei Wah ...	NN APPRART NN APPRART NN $( NN $( NN NE $. ADV APPRART NN $, ADV APPRART NN $. APPR CARD NE $.	0/-- 1/MNR 2/NK 1/MO 4/NK 7/-- 0/-- 7/-- 7/APP 9/NK 10/-- 13/MO 7/PAR 13/NK 14/-- 17/MO 13/CJ 17/NK 18/-- 13/CJ 22/NK 20/NK 22/--	case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408086::Polarity=negative|EmoExpression::markable_10408086::EmoExpression=True|EmoExpression::markable_10408086::Sarcasm=false|gender=masc|EmoExpression::markable_10408086::SubjectiveFact=true|EmoExpression::markable_10408086::Uncertain=false|num=sg|EmoExpression::markable_10408086::Intensity=medium _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind _
311958766113406976	positive	Reaktionen auf neuen Papst : " Ein Zeichen der Stärke Lateinamerikas " %Link March 13, 2013 at 10:34 PM	Reaktion auf neu Papst : " eine Zeichen die Stärke Lateinamerika " %Link marchen @card@ @card@ at @card@ PM	NN APPR ADJA NN $. $( ART NN ART NN NE $( XY VVIMP CARD CARD ADJA CARD NE	0/-- 1/OP 4/NK 2/NK 4/-- 5/-- 8/NK 4/APP 10/NK 8/AG 10/AG 11/-- 0/-- 0/-- 18/NMC 18/NMC 18/MO 19/NK 14/OA	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=acc|Sentiment::markable_123::Intensity=medium|num=sg|Sentiment::markable_123::Polarity=positive|gender=neut|Sentiment::markable_123::Sentiment=True|Sentiment::markable_123::Sarcasm=false case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg case=gen|gender=fem|Sentiment::markable_123::Sentiment=True|num=sg case=gen|EmoExpression::markable_125::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=gen|num=sg|Target::markable_124::Anaphref=empty|gender=neut|Sentiment::markable_123::Sentiment=True|Target::markable_124::Preferred=true|Target::markable_124::Target=True _ _ _ _ _ _ _ _
311944799878008832	neutral	Ein Argentienier wird Papst . Kurz darauf nimmt die US - Ratingagentur Fitch ein Kreuz weg und stuft Vatikan nur noch mit A + ...	eine Argentienier werden Papst . kurz darauf nehmen die US - Ratingagentur Fitch eine Kreuz weg und stufen Vatikan nur noch mit A + ...	ART NN VAFIN NN $. ADJD PAV VVFIN ART NE $( NN NN ART NN PTKVZ KON VVFIN NN ADV ADV APPR FM KON $.	2/NK 3/SB 0/-- 3/PD 4/-- 8/MO 19/NK 0/-- 12/NK 12/NK 10/-- 8/SB 12/NK 15/NK 8/OA 8/SVP 8/CD 17/CJ 18/OA 22/MO 20/MO 18/MO 22/NK 23/CD 24/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ _ _ _ _
311917552311885824	neutral	Bitte , bitte ! Jemand tritt auf den Balkon , bitzdingst die Menge und spricht : " Ihr hattet nie einen Papst . Seid nett zu ...	bitten , bitten ! jemand treten auf die Balkon , bitzdingst die Menge und sprechen : " sie haben nie eine Papst . sein nett zu ...	VVFIN $, VVFIN $. PIS VVFIN APPR ART NN $, VVFIN ART NN KON VVFIN $. $( PPER VAFIN ADV ART NN $. VAFIN ADJD PTKVZ $.	3/MO 1/-- 0/-- 3/-- 6/SB 0/-- 6/MO 9/NK 7/NK 9/-- 6/CJ 13/NK 11/OA 11/CD 14/CJ 15/-- 16/-- 19/SB 15/RS 19/MO 22/NK 19/OA 22/-- 0/-- 24/MO 24/SVP 26/--	_ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg pos=True _ _
