319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss . Lange genug hat er sich gewehrt %PosSmiley	jetzt geben ich Player 6 die Todesstoß . lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 7/-- 10/MO 14/MO 0/-- 11/SB 14/OA 11/OC 14/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
324955751145672704	positive	ich habe das Buch gelesen %PosSmiley	ich haben die Buch lesen %PosSmiley	PPER VAFIN ART NN VVPP ITJ	2/SB 0/-- 4/NK 5/OA 2/OC 5/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false
323802072011128832	neutral	Und auch hier das zugehörige Pad %PosSmiley %User	und auch hier die zugehörig Pad %PosSmiley %User	KON ADV ADV ART ADJA NN ITJ NE	6/JU 3/MO 6/MO 6/NK 6/NK 0/-- 8/NK 6/NK	_ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg
319973164375486464	positive	Morgen sind meine Eltern wieder da ! %PosSmiley	Morgen sein mein Eltern wieder da ! %PosSmiley	NN VAFIN PPOSAT NN ADV PTKVZ $. ITJ	2/SB 0/-- 4/NK 2/SB 2/MO 2/MO 6/-- 6/NK	case=nom|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false|Target::markable_101::Anaphref=empty|num=pl|Sentiment::markable_100::Polarity=positive|Sentiment::markable_100::Intensity=medium|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|EmoExpression::markable_103::Sarcasm=false|EmoExpression::markable_103::SubjectiveFact=false|EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_103::Polarity=positive
326367722738954241	positive	Der Apfel fällt nicht weit vom Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann Das hat man heute gesehen .	die Apfel fallen|fällen nicht weit von Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann die haben man heute sehen .	ART NN VVFIN PTKNEG ADJD APPRART NN ITJ NE NE $( NE NN PDS VAFIN PIS ADV VVPP $.	2/NK 3/SB 0/-- 3/NG 3/MO 3/MO 10/PNC 10/NK 10/PNC 6/NK 10/-- 13/NK 3/MO 18/OA 3/CJ 15/SB 18/MO 15/OC 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=nom|*=True|num=sg *=True *=True *=True *=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _
318692576301563904	negative	ja *-* aber ich weiss nicht bei welchem lied o : habe ich ein lieblingslied ? : b	ja *-* aber ich wissen nicht bei welche lied o : haben ich eine Lieblingslied ? : b	ADV XY KON PPER VVFIN PTKNEG APPR PRELS ADJD VVFIN $. VAFIN PPER ART NN $. $. ADJA	12/MO 1/UC 2/CD 5/SB 3/CJ 5/NG 10/MO 7/NK 10/MO 5/OC 10/-- 0/-- 12/SB 15/NK 12/OA 15/-- 0/-- 0/--	EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_100500220::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_107::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=negative EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=past|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_105::Intensity=medium Sentiment::markable_107::Sentiment=True case=nom|Sentiment::markable_107::Sentiment=True|*=True|Target::markable_108::Preferred=true|pers=1|num=sg|Target::markable_108::Target=True|Target::markable_108::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::Polarity=negative|EmoExpression::markable_106::Sarcasm=false Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::EmoExpression=True pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|EmoExpression::markable_100500221::SubjectiveFact=false|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=strong _ EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium EmoExpression::markable_109::EmoExpression=True
319737047696949249	positive	Wir haben das gleiche Bild , Sami . Weeey ! %PosSmiley	wir haben die gleich Bild , Sami . Weeey ! %PosSmiley	PPER VAFIN ART ADJA NN $, NE $. NE $. ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 2/CJ 7/-- 0/-- 9/-- 9/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500222::Intensity=medium|gender=neut|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|num=sg|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false _ EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::SubjectiveFact=false|EmoExpression::markable_110::EmoExpression=True|EmoExpression::markable_110::Polarity=positive
320269238625505281	positive	wollte mal ausschlafen . Aber so ab 12/ halb 1 bin ich da . %PosSmiley warum ?	wollen mal ausschlafen . aber so ab @card@ halb 1 sein ich da . %PosSmiley warum ?	VMFIN ADV VVINF $. KON ADV APPR CARD ADJD CARD VAFIN PPER ADV $. ITJ PWAV $.	0/-- 1/MO 1/OC 3/-- 11/JU 7/MO 11/MO 10/NMC 10/MO 7/NK 0/-- 11/SB 11/MO 13/-- 16/NK 0/-- 16/--	pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::Uncertain=false|EmoExpression::markable_111::Polarity=positive _ _
327826286338789376	neutral	Lena Glück : Lies mich und verkaufe dein Buch Sie haben ein Buch geschrieben , doch die Verkäufe sind schleppend ?	Lena Glück : lesen ich und verkaufen dein Buch Sie haben eine Buch schreiben , doch die Verkauf sein schleppend ?	NE NN $. VVIMP PRF KON VVFIN PPOSAT NN PPER VAFIN ART NN VVPP $, KON ART NN VAFIN ADJD $.	2/NK 4/PD 2/-- 11/CJ 4/NK 5/CD 6/CJ 9/NK 7/OA 11/SB 0/-- 13/NK 14/OA 11/OC 14/-- 11/CD 18/NK 19/SB 16/CJ 19/PD 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _
328506279175806976	negative	Foto : dortmunderjungs11 : Also wenn er lacht sieht er ja schon knuffelich aus %PosSmiley %Link	Foto : dortmunderjungs11 : also wenn er lachen sehen er ja schon knuffelich aus %PosSmiley %Link	NN $. CARD $. ADV KOUS PPER VVFIN VVFIN PPER ADV ADV ADJD PTKVZ ITJ XY	8/SB 1/-- 1/SB 3/-- 8/MO 8/CP 8/SB 0/-- 8/MO 9/SB 9/MO 13/MO 9/MO 9/SVP 14/NK 14/NK	case=nom|gender=neut|num=sg _ _ _ Sentiment::markable_112::Polarity=negative|Sentiment::markable_112::Sarcasm=false|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Intensity=medium Sentiment::markable_112::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_112::Sentiment=True|pers=3 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True pos=True
324244065191342080	neutral	Habe eigentlich noch genug Zeit für die Hausaufgaben , mache sie aber lieber morgen in der Pause .	haben eigentlich noch genug Zeit für die Hausaufgabe , machen sie aber lieb morgen in die Pause .	VAFIN ADV ADV ADV NN APPR ART NN $, VVFIN PPER ADV ADJD ADV APPR ART NN $.	10/MO 1/MO 1/MO 3/MO 1/OA 5/MNR 8/NK 6/NK 8/-- 0/-- 10/OA 10/MO 10/MO 10/MO 10/MO 17/NK 15/NK 17/--	pers=3|num=sg|tense=past|mood=subj _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
323008229334478848	neutral	ich kriege das OP von Haiyore ! Nyarlko - san W immer noch nicht aus dem kopf	ich kriegen die OP von Haiyore ! Nyarlko - san W immer noch nicht aus die kopf	PPER VVFIN ART NN APPR NN $. NE $( ADJA NN ADV ADV PTKNEG APPR PDS PTKVZ	2/SB 0/-- 4/NK 2/OA 4/PG 5/NK 6/-- 0/-- 8/-- 11/NK 8/APP 14/MO 14/MO 16/NG 11/MNR 15/NK 8/SVP	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=dat|gender=neut|num=sg _
325201699667066880	positive	Zühlke Blog , danke dafür , liest sich super ! Gibt ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neues gibt ?	Zühlke Blog , danken dafür , lesen sich super ! geben ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neue geben ?	NE NN $, VVFIN PAV $, VVFIN PRF ADJD $. VVFIN $( NN NE $( NN $, NN $, KOUI ADJD PTKZU VVINF $, KOUS PPER ADV PIAT NN VVFIN $.	2/PNC 7/SB 2/-- 2/PAR 6/NK 4/-- 0/-- 7/OA 7/MO 9/-- 0/-- 11/-- 11/PAR 13/NK 14/-- 13/APP 16/-- 16/CJ 18/-- 23/CP 23/MO 23/PM 11/MO 23/-- 30/CP 30/EP 30/MO 29/NK 30/OA 23/MO 30/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg EmoExpression::markable_117::Intensity=strong|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|pos=True|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg _ _ pos=True _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
321956866903138304	neutral	Ist es grau , dann mach dich schlau !	sein es grau , dann machen du schlau !	VAFIN PPER ADJD $, ADV VVIMP PPER ADJD $.	5/RE 1/SB 1/PD 3/-- 6/MO 0/-- 6/OA 6/MO 8/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=2|num=sg pos=True _
318962694411653120	positive	der mensch ist unhöflich , müde , sehr interessant , seltsam und neugierig !	die Mensch sein unhöflich , müde , sehr interessant , seltsam und neugierig !	ART NN VAFIN ADJD $, ADJD $, ADV ADJD $, ADJD KON ADJD $.	2/NK 3/SB 0/-- 3/PD 4/-- 4/CJ 6/-- 9/MO 6/CJ 9/-- 9/CJ 11/CD 12/CJ 13/--	case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_118::Sentiment=True|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|pos=True|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Sentiment::markable_118::Sentiment=True EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=negative|Sentiment::markable_118::Sentiment=True|pos=True|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|Intensifier::markable_123::Degree=medium|Intensifier::markable_123::Intensifier=True|Intensifier::markable_123::EmoExpressionRef=emo-expression:markable_122 EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True|pos=True|EmoExpression::markable_122::Uncertain=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|pos=True|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium Sentiment::markable_118::Sentiment=True EmoExpression::markable_125::EmoExpression=True|pos=True|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_126::Intensity=medium|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Polarity=positive
325162078191095808	neutral	Mal sehen was morgen denn dann geht gegen den neuen deutschen Meister ... Punkte brauchen die eh nicht mehr + heimsieg h96	Mal sehen was morgen denn dann gehen gegen die neu deutsch Meister ... Punkt brauchen die eh nicht mehr + heimsieg h96	NN VVFIN PIS ADV ADV ADV VVFIN APPR ART ADJA ADJA NN $. NN VVFIN PDS ADV PTKNEG ADV KON VVFIN CARD	2/MO 0/-- 2/OA 3/MNR 6/MO 7/MO 2/CJ 7/MO 12/NK 12/NK 12/NK 8/NK 12/-- 15/SB 0/-- 15/OA 15/MO 15/NG 18/MO 15/CD 20/CJ 21/OA	_ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind _
325122612378337281	neutral	Wie wäre ' s jetzt mit einem exotischen Cocktail auf Bali ? %Link	wie sein ' s jetzt mit eine exotisch Cocktail auf Bali ? %Link	KOKOM VAFIN $( NN ADV APPR ART ADJA NN APPR NE $. XY	5/MO 0/-- 2/-- 2/SB 4/MO 4/OP 9/NK 9/NK 6/NK 9/MNR 10/NK 11/-- 0/--	_ pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|*=True|num=sg _ _
326378849120157697	negative	Twitter , Facebook , Google + ... so viele ' Spielwiesen ' und so viel Einsamkeit .	Twitter , Facebook , Google + ... so viele ' Spielwiese ' und so viele Einsamkeit .	NN $, NE $, VVFIN KON $. ADV PIAT $( NN $( KON ADV PIAT NN $.	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/MO 6/CJ 11/MO 11/NK 9/-- 0/-- 11/-- 11/CD 15/MO 16/NK 13/CJ 16/--	case=nom|Sentiment::markable_127::Sarcasm=false|gender=masc|Sentiment::markable_127::Polarity=negative|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=pl|Sentiment::markable_127::Intensity=medium|Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|Intensifier::markable_130::Degree=medium|Intensifier::markable_130::EmoExpressionRef=emo-expression:markable_129|Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|*=True|Sentiment::markable_127::Sentiment=True case=acc|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|gender=fem|EmoExpression::markable_129::Polarity=negative|num=sg|EmoExpression::markable_129::SubjectiveFact=false|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True
324071884239036417	neutral	" das Leben ist zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) %User	" die Leben sein zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) %User	$( ART NN VAFIN PTKA ADJD APPR NE PTKZU VVINF $( $( NE NE $( NE	2/-- 3/NK 4/SB 0/-- 6/MO 10/MO 10/OP 7/NK 10/PM 4/OC 10/-- 11/-- 14/PNC 10/PAR 14/-- 10/OA	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=acc|*=True|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
320226570247745536	negative	Zwei Wochen Pause für Bale : Hier entschuldigt sich Degen : Nach dem unglücklichen Zweikampf mit Gareth Bale ent ...	zwei Woche Pause für Bale : hier entschuldigen sich Degen : nach die unglücklich Zweikampf mit Gareth Bale ent ...	CARD NN NN APPR NN $. ADV VVFIN PRF NE $. APPR ART ADJA NN APPR NE NE VVFIN $.	2/NK 19/OA 2/NK 2/MNR 4/NK 5/-- 8/MO 0/-- 8/OA 8/SB 10/-- 19/MO 15/NK 15/NK 12/NK 15/MNR 18/PNC 16/NK 8/OC 19/--	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|*=True|num=sg _ Sentiment::markable_131::Polarity=negative|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Sarcasm=false|Sentiment::markable_131::Intensity=medium case=dat|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True|Target::markable_132::Preferred=true|gender=neut|Target::markable_132::Anaphref=empty case=dat|Target::markable_132::Target=True|EmoExpression::markable_133::Uncertain=false|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=negative|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True Target::markable_132::Target=True|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True _ _
322641413235949569	neutral	Himmel blau und Sonne satt %Smiley	Himmel blau und Sonne satt %Smiley	NN ADJD KON NN ADJD ITJ	0/-- 1/PD 1/CD 3/CJ 1/PAR 5/DM	case=nom|gender=masc|num=sg pos=True _ case=acc|gender=fem|num=sg pos=True EmoExpression::markable_100500223::EmoExpression=True
318494157087854592	negative	Die Feinde des Reichs werden vor der Macht meines neuen Zaubers erzittern , Tief. %Link Android AndroidGames gameinsight	die Feind die Reich werden vor die Macht mein neu Zauber erzittern , Tief. %Link Android AndroidGames gameinsight	ART NN ART NE VAFIN APPR ART NN PPOSAT ADJA NN VVINF $, NE XY NN NE NE	2/NK 5/SB 4/NK 2/AG 0/-- 12/MO 8/NK 6/NK 11/NK 11/NK 8/AG 5/OC 12/-- 13/NK 14/PNC 15/-- 18/PNC 0/NK	case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=negative|EmoExpression::markable_136::EmoExpression=True|gender=fem|Sentiment::markable_134::Intensity=medium|num=sg|Sentiment::markable_134::Polarity=negative|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_134::Sarcasm=false|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_136::EmoExpression=True|num=sg|Sentiment::markable_134::Sentiment=True case=gen|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty case=gen|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_135::Target=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
