373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
369894205227028480	positive	mit %User jetzt den zweiten grünen netzpolitiker kennengelernt , der sogar taugt . / / @Isarmatrose %PosSmiley	mit %User jetzt die zweit grün netzpolitiker kennenlernen , die sogar taugen . / / @Isarmatrose %PosSmiley	APPR NE ADV ART ADJA ADJA NN VVPP $, PRELS ADV VVFIN $. $( $( NN ITJ	8/MO 1/NK 8/MO 7/NK 7/NK 7/NK 8/OA 0/-- 8/-- 12/SB 12/MO 7/RC 12/-- 16/-- 14/-- 0/-- 0/NK	Sentiment::markable_100500259::Polarity=positive|Sentiment::markable_100500259::Sentiment=True|Sentiment::markable_100500259::Intensity=medium|Sentiment::markable_100500259::Sarcasm=false case=dat|num=sg|Target::markable_100500260::Preferred=true|Target::markable_100500260::Anaphref=empty|Sentiment::markable_100500259::Sentiment=True|*=True|Target::markable_100500260::Target=True Sentiment::markable_100500259::Sentiment=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg Sentiment::markable_100500259::Sentiment=True Sentiment::markable_100500259::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg Sentiment::markable_100500259::Sentiment=True EmoExpression::markable_100500261::Intensity=medium|EmoExpression::markable_100500261::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500261::Polarity=positive|EmoExpression::markable_100500261::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500259::Sentiment=True|EmoExpression::markable_100500261::Uncertain=false|EmoExpression::markable_100500261::EmoExpression=True Sentiment::markable_100500259::Sentiment=True _ _ _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
380978562028695554	positive	Koalition aus SDP - CDU - lehnt mal wieder den Mindestlohn im AGH im Hauptausschuss ab . Soviel zu Wahlversprechen %NegSmiley ...	Koalition aus SDP - CDU - lehnen mal wieder die Mindestlohn in AGH in Hauptausschuss ab . soviele zu Wahlversprechen %NegSmiley ...	NN APPR NN $( NE $( VVFIN ADV ADV ART NN APPRART NE APPRART NN PTKVZ $. PIS APPR NN ITJ $.	7/SB 1/MNR 2/NK 3/-- 1/PAR 5/-- 0/-- 7/MO 7/MO 11/NK 7/OA 11/MNR 12/NK 7/MO 14/NK 7/SVP 16/-- 0/-- 18/MNR 19/NK 20/NK 20/--	case=nom|gender=fem|Source::markable_100500267::Anaphref=empty|num=sg|Sentiment::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Polarity=positive|Sentiment::markable_100500267::Intensity=medium|Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=dat|num=sg|Sentiment::markable_100500265::Sentiment=True|Source::markable_100500267::Source=True|gender=fem|Sentiment::markable_100500267::Sentiment=True Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=dat|num=sg|Sentiment::markable_100500265::Sentiment=True|Source::markable_100500267::Source=True|gender=fem|Sentiment::markable_100500267::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500267::EmoExpression=True|mood=ind|EmoExpression::markable_100500267::SubjectiveFact=false|EmoExpression::markable_100500267::Intensity=medium|EmoExpression::markable_100500267::Uncertain=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Sentiment=True|EmoExpression::markable_100500267::Polarity=negative Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=acc|Target::markable_100500267::Target=True|Target::markable_100500267::Preferred=true|Target::markable_100500267::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500267::Sentiment=True case=acc|Target::markable_100500267::Target=True|num=sg|Sentiment::markable_100500265::Sentiment=True|gender=masc|Sentiment::markable_100500267::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|EmoExpression::markable_100500267::EmoExpression=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True *=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500265::EmoExpression=True|EmoExpression::markable_100500265::Uncertain=false|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=negative|EmoExpression::markable_100500265::Intensity=medium Sentiment::markable_100500265::Sentiment=True
347112396017528832	positive	Piratenpartei Mittwoch und Freitag Pflichttermine für Kernis %PosSmiley : Beitrag kann nach Anmeldung ... %Link Piraten Forum	Piratenpartei Mittwoch und Freitag Pflichttermin für Kernis %PosSmiley : Beitrag können nach Anmeldung ... %Link Pirat Forum	NN NN KON NN NN APPR NN ITJ $. NN VMFIN APPR NN $. XY NN NN	0/-- 1/NK 2/CD 3/CJ 2/CJ 5/MNR 6/NK 7/NK 7/-- 11/SB 5/PAR 11/MO 12/NK 13/-- 0/-- 0/-- 16/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg
377317914246139904	positive	So geht Wahlwerbung ! Zeigt Schwarz / Gelb am 22.9 die GRÜNE Karte %PosSmiley GRÜN verändert ... GRÜN wirkt ... 2013 wird ...	so gehen Wahlwerbung ! zeigen Schwarz / Gelb an @card@ die grün Karte %PosSmiley grün verändern ... grün wirken ... @card@ werden ...	ADV VVFIN NN $. VVFIN NE $( NN APPRART CARD ART ADJA NN ITJ ADJD VVPP $. ADJD VVFIN $. CARD VAFIN $.	2/MO 0/-- 2/SB 3/-- 0/-- 5/SB 6/-- 6/APP 8/MNR 9/NK 13/NK 13/NK 16/OA 15/DM 16/MO 5/MO 16/-- 19/MO 0/-- 19/-- 22/MO 0/-- 22/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false pos=True _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind _
382475602139164674	positive	Das stelle ich mir getade bildlich vor : die gewesenen FDP - Minister im Arbeitsamt %PosSmiley	die stellen ich ich getade bildlich vor : die gewesen FDP - Minister in Arbeitsamt %PosSmiley	PDS VVFIN PPER PRF ADJD ADJD PTKVZ $. ART ADJA NE $( NN APPRART NN ITJ	2/OA 0/-- 2/SB 2/DA 6/MO 2/MO 2/SVP 7/-- 11/NK 11/NK 2/OA 11/-- 11/APP 13/MNR 14/NK 15/NK	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|pers=1|num=sg pos=True pos=True _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=neut|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive
370276983038812162	negative	Noch immer Keine Helfer zum Plakatieren am Freitag Abend am Olympiastadion . %NegSmiley Fanrechte Berlin Piraten	noch immer keine Helfer zu Plakatieren an Freitag Abend an Olympiastadien . %NegSmiley Fanrechte Berlin Pirat	ADV ADV PIAT NN APPRART NN APPRART NN NN APPRART NN $. ITJ NN NE NN	2/MO 3/MO 4/NK 0/-- 4/MNR 5/NK 6/MNR 7/NK 7/CJ 9/MNR 10/NK 11/-- 14/NK 0/-- 14/NK 14/OA	Sentiment::markable_36::Sarcasm=false|Target::markable_37::Preferred=true|Target::markable_37::Anaphref=empty|Sentiment::markable_36::Polarity=negative|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::Polarity=negative|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|Sentiment::markable_36::Sentiment=True case=acc|gender=neut|num=pl case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl
348742398429503489	positive	Grüne : " s21 soll dabei ABSPRACHEGEMÄss keine Rolle spielen - auch in Stuttgart nicht . " Das hättet ihr wohl gern %NegSmiley BTW13	Grüne : " s21 sollen dabei absprachegemäß keine Rolle spielen - auch in Stuttgart nicht . " die haben ihr wohl gern %NegSmiley BTW13	NN $. $( VVIMP VMFIN PAV ADJD PIAT NN VVINF $( ADV APPR NE PTKNEG $. $( PDS VAFIN PPER ADV ADV ITJ CARD	4/PD 1/-- 2/-- 10/MO 0/-- 10/NK 10/MO 9/NK 10/OA 5/OC 10/-- 13/MO 5/MO 13/NK 5/NG 15/-- 16/-- 19/SB 0/-- 21/DA 19/MO 19/MO 19/NK 23/NK	case=nom|*=True|num=pl _ _ _ pers=3|num=sg|tense=pres|mood=ind _ pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg _ _ _ case=nom|Sentiment::markable_100500272::Sarcasm=false|Sentiment::markable_100500272::Polarity=positive|Target::markable_100500273::Anaphref=empty|gender=neut|Target::markable_100500273::Preferred=true|num=sg|Sentiment::markable_100500272::Sentiment=True|Target::markable_100500273::Target=True|Sentiment::markable_100500272::Intensity=medium pers=3|Sentiment::markable_100500272::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg|Source::markable_100500274::Source=True|Sentiment::markable_100500272::Sentiment=True|Source::markable_100500274::Anaphref=empty|gender=fem Sentiment::markable_100500272::Sentiment=True Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_100500275::EmoExpression=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Polarity=positive EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Sarcasm=false|Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_39::Polarity=negative|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _
372729019458125824	neutral	Haha , vorsicht , eben bei der SZ 79% FDP - Übereinstimmung bekommen ! ( SPD 70 % ) : > %User	Haha , Vorsicht , eben bei die SZ @card@ FDP - Übereinstimmung bekommen ! ( SPD 70 % ) : > %User	NN $, NN $, ADV APPR ART NE CARD NE $( NN VVINF $. $( NE CARD NN $( $. $( NE	13/OA 1/-- 1/CJ 3/-- 13/MO 13/MO 8/NK 6/NK 12/NK 12/NK 10/-- 13/OA 0/-- 13/-- 16/-- 14/-- 18/NK 0/-- 18/-- 19/-- 20/-- 14/--	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ _ _ _
367909097774919680	negative	Kreuzbergs grüne Bezirksbürgermeisterin versucht gar nicht erst den Kampf gegen Gangsterbande	Kreuzberg grün Bezirksbürgermeisterin versuchen gar nicht erst die Kampf gegen Gangsterbande	NN ADJA NN VVFIN ADV PTKNEG ADV ART NN APPR NN	3/AG 3/NK 4/SB 0/-- 6/MO 7/NG 4/MO 9/NK 4/OA 9/MNR 10/NK	case=gen|gender=masc|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_100500276::EmoExpression=True|gender=masc|EmoExpression::markable_100500276::Sarcasm=false|EmoExpression::markable_100500276::Polarity=negative|num=sg|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::SubjectiveFact=false _ case=acc|EmoExpression::markable_100500418::Polarity=negative|EmoExpression::markable_100500418::Intensity=medium|gender=masc|EmoExpression::markable_100500418::SubjectiveFact=false|EmoExpression::markable_100500418::EmoExpression=True|EmoExpression::markable_100500418::Uncertain=false|num=pl|EmoExpression::markable_100500418::Sarcasm=false
351306802849259521	negative	AfD + Unwählbar sind nur die Berliner gestalten Inklusive Opposition die den Bürgern nur noch verarschen !	AfD + Unwählbar sein nur die Berliner gestalten inklusive Opposition die die Bürger nur noch verarschen !	NN KON NN VAFIN ADV ART NN VVFIN APPR NN ART ART NN ADV ADV VVINF $.	4/SB 1/CD 2/CJ 0/-- 7/MO 7/NK 4/SB 4/CJ 8/MO 9/NK 8/SB 13/NK 16/DA 16/MO 14/MO 8/OC 16/--	case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg *=True|pos=True EmoExpression::markable_100500419::SubjectiveFact=false|EmoExpression::markable_100500419::Intensity=medium|EmoExpression::markable_100500419::Sarcasm=false|mood=ind|EmoExpression::markable_100500419::EmoExpression=True|EmoExpression::markable_100500419::Uncertain=false|pers=3|EmoExpression::markable_100500419::Polarity=negative|num=pl|tense=pres _ case=dat|Sentiment::markable_100500281::Sentiment=True|gender=fem|Sentiment::markable_100500281::Intensity=strong|Target::markable_100500282::Anaphref=empty|num=sg|Target::markable_100500282::Target=True|Sentiment::markable_100500281::Polarity=negative|Sentiment::markable_100500281::Sarcasm=false|Target::markable_100500282::Preferred=true case=nom|gender=fem|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True EmoExpression::markable_100500283::Sarcasm=false|Sentiment::markable_100500281::Sentiment=True|EmoExpression::markable_100500283::Polarity=negative|EmoExpression::markable_100500283::EmoExpression=True|EmoExpression::markable_100500283::Uncertain=false|EmoExpression::markable_100500283::Intensity=medium|EmoExpression::markable_100500283::SubjectiveFact=false _
370526915645677568	positive	Wenn Twitter & Co. ein Frühinidkator sind , kann die SPD wieder hoffen . Die erstaunliche Aufholjagd der SPD http : ...	wenn Twitter & Co. eine Frühinidkator sein , können die SPD wieder hoffen . die erstaunlich Aufholjagd die SPD Http : ...	KOUS NN KON NN ART NN VAFIN $, VMFIN ART NE ADV VVINF $. ART ADJA NN ART NE NN $. $.	7/CP 7/SB 2/CD 3/CJ 6/NK 7/PD 9/MO 7/-- 0/-- 11/NK 9/SB 9/MO 9/OC 13/-- 17/NK 17/NK 20/AG 19/NK 17/AG 0/-- 20/-- 21/--	_ case=nom|gender=neut|num=pl _ *=True *=True case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_100500277::Sarcasm=false|EmoExpression::markable_100500277::Uncertain=false|EmoExpression::markable_100500277::Intensity=medium|EmoExpression::markable_100500277::SubjectiveFact=false|EmoExpression::markable_100500277::Polarity=positive|EmoExpression::markable_100500277::EmoExpression=True _ case=nom|Sentiment::markable_100500278::Sentiment=True|Sentiment::markable_100500278::Sarcasm=false|gender=fem|Sentiment::markable_100500278::Intensity=medium|Target::markable_100500279::Preferred=true|Sentiment::markable_100500278::Polarity=positive|Target::markable_100500279::Target=True|num=sg|Target::markable_100500279::Anaphref=empty case=nom|EmoExpression::markable_100500280::Polarity=positive|Sentiment::markable_100500278::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_100500280::Uncertain=false|Target::markable_100500279::Target=True|num=sg|EmoExpression::markable_100500280::Intensity=medium|EmoExpression::markable_100500280::SubjectiveFact=false|EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True _ _ _
351425205144530944	positive	Unterstütze den Vorschlag von Sven Giegold , Sprecher der Grünen im Europaparlament , Snowden Asyl in Deutschland zu ...	unterstützen die Vorschlag von Sven Giegold , Sprecher die Grüne in Europaparlament , Snowden Asyl in Deutschland zu ...	VVFIN ART NN APPR NE NE $, NN ART NN APPRART NN $, NN NN APPR NE PTKVZ $.	0/-- 3/NK 1/OA 3/PG 6/PNC 4/NK 6/-- 6/APP 10/NK 8/AG 8/MNR 11/NK 12/-- 12/CJ 14/NK 12/MNR 16/NK 1/SVP 18/--	EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Uncertain=false|mood=subj|EmoExpression::markable_100500294::Sarcasm=false|EmoExpression::markable_100500294::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True case=acc|Target::markable_100500295::Anaphref=empty|num=sg|gender=masc|Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True|Target::markable_100500295::Preferred=true case=acc|gender=masc|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|*=True|Sentiment::markable_100500292::Sentiment=True case=dat|*=True|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True case=nom|gender=masc|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=dat|gender=neut|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True case=dat|gender=neut|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _
374562149864972289	positive	TV - Duell : " Merkel hat sich prächtig von der AfD abgegrenzt " %Link via %User	TV - Duell : " Merkel haben sich prächtig von die AfD abgrenzen " %Link via %User	NE $( NN $. $( NE VAFIN PRF ADJD APPR ART NN VVPP $( XY APPR NE	7/SB 1/-- 1/PAR 3/-- 4/-- 3/MO 0/-- 13/OA 13/MO 13/SBP 12/NK 10/NK 7/OC 13/-- 13/OA 0/-- 16/NK	case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500420::SubjectiveFact=true|EmoExpression::markable_100500420::Sarcasm=false|EmoExpression::markable_100500420::EmoExpression=True|EmoExpression::markable_100500420::Uncertain=false|*=True|EmoExpression::markable_100500420::Intensity=weak|EmoExpression::markable_100500420::Polarity=negative|num=sg _ _ case=nom|Sentiment::markable_42::Sentiment=True|Sentiment::markable_42::Sarcasm=false|*=True|Sentiment::markable_42::Polarity=positive|num=sg|Sentiment::markable_42::Intensity=strong|Target::markable_43::Target=True|Target::markable_43::Preferred=true|Target::markable_43::Anaphref=empty pers=3|Sentiment::markable_42::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_43::Target=True case=acc|pers=3|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True EmoExpression::markable_41::EmoExpression=True|Sentiment::markable_42::Sentiment=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=strong|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false|pos=True|EmoExpression::markable_41::SubjectiveFact=false Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True _ _ _ case=nom|gender=masc|num=sg
382870043639701504	neutral	Neuer Artikel der PiratenBS Bruchstrasse demnächst ohne Rotlicht ?	neu Artikel die PiratenBS Bruchstrasse demnächst ohne Rotlicht ?	ADJA NN ART NN NN ADV APPR NN $.	2/NK 0/-- 4/NK 2/AG 4/NK 7/MO 2/MNR 7/NK 8/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg _
