317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 0/-- 6/-- 0/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
323170801949999104	negative	Wo wir gerade bei der FDP sind : Deren Nazi - Vergangenheit ist auch nicht sehr rühmlich . %PosSmiley	wo wir gerade bei die FDP sein : die Nazi - Vergangenheit sein auch nicht sehr rühmlich . %PosSmiley	PWAV PPER ADV APPR ART NE VAFIN $. PDAT NN $( NN VAFIN ADV PTKNEG ADV ADJD $. ITJ	7/MO 7/SB 7/MO 7/MO 6/NK 4/NK 0/-- 7/-- 10/NK 7/PD 10/-- 13/SB 7/CJ 13/MO 13/NG 17/MO 13/PD 17/-- 0/NK	Sentiment::markable_21::Polarity=negative|Sentiment::markable_21::Sarcasm=false|Sentiment::markable_21::Intensity=medium|Sentiment::markable_21::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_21::Sentiment=True|pers=1 Sentiment::markable_21::Sentiment=True Sentiment::markable_21::Sentiment=True case=dat|num=sg|Target::markable_100500137::Target=True|gender=fem|Target::markable_100500137::Preferred=true|Target::markable_100500137::Anaphref=empty|Sentiment::markable_21::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_21::Sentiment=True|Target::markable_100500137::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_21::Sentiment=True Sentiment::markable_21::Sentiment=True case=gen|*=True|Sentiment::markable_21::Sentiment=True case=acc|EmoExpression::markable_100500139::Polarity=negative|EmoExpression::markable_100500139::Sarcasm=false|gender=masc|EmoExpression::markable_100500139::SubjectiveFact=false|num=sg|EmoExpression::markable_100500139::Uncertain=false|EmoExpression::markable_100500139::Intensity=medium|EmoExpression::markable_100500139::EmoExpression=True|Sentiment::markable_21::Sentiment=True EmoExpression::markable_100500139::EmoExpression=True|Sentiment::markable_21::Sentiment=True case=acc|gender=fem|num=sg|EmoExpression::markable_100500139::EmoExpression=True|Sentiment::markable_21::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_21::Sentiment=True Sentiment::markable_21::Sentiment=True Negation::markable_25::Negation=True|Sentiment::markable_21::Sentiment=True|Negation::markable_25::EmoExpressionRef=empty Intensifier::markable_24::Degree=medium|Intensifier::markable_24::Intensifier=True|Intensifier::markable_24::EmoExpressionRef=emo-expression:markable_23|Sentiment::markable_21::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|pos=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|Sentiment::markable_21::Sentiment=True|EmoExpression::markable_23::Sarcasm=false Sentiment::markable_21::Sentiment=True EmoExpression::markable_100500138::Polarity=positive|EmoExpression::markable_100500138::SubjectiveFact=false|EmoExpression::markable_100500138::EmoExpression=True|EmoExpression::markable_100500138::Uncertain=false|EmoExpression::markable_100500138::Intensity=medium|EmoExpression::markable_100500138::Sarcasm=false|Sentiment::markable_21::Sentiment=True
333668323646648323	neutral	Der Unterschied zwischen Seehofer und seinen Ministern ? Er macht das so , dass man ihm nichts nachweisen kann . %PosSmiley %Link ...	die Unterschied zwischen Seehofer und sein Minister ? er machen die so , dass man er nichts nachweisen können . %PosSmiley %Link ...	ART NN APPR NE KON PPOSAT NN $. PPER VVFIN PDS ADV $, KOUS PIS PPER PIS VVINF VMFIN $. ITJ XY $.	2/NK 0/-- 2/MNR 3/NK 4/CD 7/NK 5/CJ 7/-- 10/SB 0/-- 10/OA 10/MO 12/-- 19/CP 19/SB 18/DA 18/OA 19/OC 12/RE 19/-- 22/NK 0/-- 22/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ case=nom|*=True|num=sg case=dat|gender=masc|num=sg|pers=3 gender=neut|*=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _
318119434491412480	positive	Ich musste Schmunzeln , obwohl das Thema Ernst ist %PosSmiley %Link Zypern FAZinvestigativ Cyprus StopDen ...	ich müssen Schmunzeln , obwohl die Thema Ernst sein %PosSmiley %Link Zypern FAZinvestigativ Cyprus StopDen ...	PPER VMFIN NN $, KOUS ART NN NE VAFIN ITJ XY NE NN NE NN $.	2/SB 0/-- 2/OA 3/-- 9/CP 7/NK 9/SB 7/NK 2/MO 13/NK 10/NK 13/AG 9/PD 15/AG 13/NK 15/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=gen|EmoExpression::markable_100500140::Uncertain=false|gender=fem|EmoExpression::markable_100500140::EmoExpression=True|EmoExpression::markable_100500140::Polarity=positive|num=pl|EmoExpression::markable_100500140::Sarcasm=false|EmoExpression::markable_100500140::Intensity=medium|EmoExpression::markable_100500140::SubjectiveFact=false _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|*=True|num=sg *=True _
325347526813298689	negative	datenschutz : schau an , innenministerium hat direkten zugang zu öbb - videoüberwachung ... %Link hauptsach bankgeheimnis %NegSmiley	Datenschutz : schauen an , innenministerium haben direkt Zugang zu öbb - videoüberwachung ... %Link hauptsach bankgeheimnis %NegSmiley	NN $. VVIMP ADV $, ADJD VAFIN ADJA NN PTKZU VVINF $( ADJD $. XY NE ADJA ITJ	3/PD 1/-- 0/-- 3/MO 4/-- 11/MO 9/RS 9/NK 11/OA 11/PM 4/OC 11/-- 3/MO 13/-- 0/-- 17/NK 0/-- 17/NK	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ pos=True pers=3|num=sg|tense=pres|mood=ind case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ _ _ pos=True _ _ pos=True case=nom|gender=masc|num=pl|pos=True EmoExpression::markable_100500141::Polarity=negative|EmoExpression::markable_100500141::EmoExpression=True|EmoExpression::markable_100500141::Uncertain=false|EmoExpression::markable_100500141::Intensity=medium|EmoExpression::markable_100500141::Sarcasm=false|EmoExpression::markable_100500141::SubjectiveFact=false
322443181365002240	negative	RamSAUer also auch beim Autobahnbau ein Flop . Wer es zahlt ? Wieder die Steuerzahler %NegSmiley ÖP ...	RamSAUer also auch bei Autobahnbau eine Flop . wer es zahlen ? wieder die Steuerzahler %NegSmiley ÖP ...	VVFIN ADV ADV APPRART NN ART NN $. PWS PPER VVFIN $. ADV ART NN ITJ NN $.	0/-- 1/MO 4/MO 1/MO 4/NK 7/NK 1/OA 7/-- 11/SB 11/OA 0/-- 11/-- 15/MO 15/NK 0/-- 17/NK 15/NK 17/--	Target::markable_100500143::Target=True|Sentiment::markable_100500142::Intensity=medium|mood=ind|Target::markable_100500143::Anaphref=empty|pers=3|num=sg|tense=past|Sentiment::markable_100500142::Sentiment=True|Sentiment::markable_100500142::Sarcasm=false|Target::markable_100500143::Preferred=true|Sentiment::markable_100500142::Polarity=negative Sentiment::markable_100500142::Sentiment=True Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|EmoExpression::markable_100500144::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500144::Intensity=medium|EmoExpression::markable_100500144::Sarcasm=false|num=sg|EmoExpression::markable_100500144::Polarity=negative|Sentiment::markable_100500142::Sentiment=True|EmoExpression::markable_100500144::Uncertain=false|EmoExpression::markable_100500144::EmoExpression=True Sentiment::markable_100500142::Sentiment=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500145::SubjectiveFact=false|EmoExpression::markable_100500145::Polarity=negative|gender=fem|EmoExpression::markable_100500145::Sarcasm=false|EmoExpression::markable_100500145::Uncertain=false|EmoExpression::markable_100500145::Intensity=medium|EmoExpression::markable_100500145::EmoExpression=True|num=sg|comp=True case=nom|gender=fem|num=sg _
323874133886763009	mixed	jup , keine hetze , nach der wahl ist vor der wahl %PosSmiley	jup , keine hetzen , nach die Wahl sein vor die wahl %PosSmiley	NN $, PIAT VVFIN $, APPR ART NN VAFIN APPR ART ADJA ITJ	9/SB 1/-- 4/NK 1/OC 4/-- 1/MNR 8/NK 6/NK 0/-- 9/MO 12/NK 10/NK 10/MO	case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg EmoExpression::markable_100500202::Sarcasm=false|EmoExpression::markable_100500202::Uncertain=false|mood=subj|EmoExpression::markable_100500202::Intensity=medium|EmoExpression::markable_100500202::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500202::Polarity=negative|EmoExpression::markable_100500202::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false
333312096253116416	mixed	BER Fightclub : im Ring Mehdorn vs. Wowereit . Platzeck mit k. o. ausgeschieden %PosSmiley Wen erwischt es ?...	BER Fightclub : in Ring Mehdorn vs. Wowereit . Platzeck mit k. oder ausscheiden %PosSmiley Wen erwischen es ?...	NE NN $. APPRART NN NE NN NE $. NN APPR NN APPRART VVPP ITJ NE VVFIN PPER ADJA	2/SB 0/-- 2/-- 2/MO 4/NK 5/NK 8/PNC 5/APP 8/-- 17/SB 10/MNR 11/NK 10/MNR 16/OC 16/NK 13/NK 0/-- 17/SB 17/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_100500203::EmoExpression=True|EmoExpression::markable_100500203::Uncertain=false|EmoExpression::markable_100500203::Intensity=medium|EmoExpression::markable_100500203::SubjectiveFact=true|EmoExpression::markable_100500203::Sarcasm=false|EmoExpression::markable_100500203::Polarity=negative EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::SubjectiveFact=false case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=pl|pos=True
332610924768808961	negative	Hatte aber nie eine Wahl , das zu ändern %NegSmiley	haben aber nie eine Wahl , die zu ändern %NegSmiley	VAFIN ADV ADV ART NN $, PRELS PTKZU VVINF ITJ	0/-- 1/MO 1/MO 5/NK 1/OA 5/-- 9/OA 9/PM 5/OC 9/NK	Target::markable_32::Target=True|Sentiment::markable_31::Intensity=medium|Target::markable_32::Anaphref=empty|mood=ind|Sentiment::markable_31::Polarity=negative|pers=3|Target::markable_32::Preferred=true|num=sg|tense=past|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True case=acc|gender=neut|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Sarcasm=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|Sentiment::markable_31::Sentiment=True
318448951449776129	positive	Kann mir voll vorstellen , dass die Linke Anna ist. los , sagt mir " hi " : - - )	können ich voll vorstellen , dass die Linke Anna ist. los , sagen ich " hi " : - - )	VMFIN PPER ADJD VVINF $, KOUS ART NN NE NE PTKVZ $, VVFIN PPER $( ADJD $( $. $( $( $(	13/OC 4/DA 4/MO 1/OC 4/-- 11/CP 8/NK 11/SB 10/PNC 8/NK 1/MO 11/-- 0/-- 13/DA 14/-- 13/MO 16/-- 17/-- 18/-- 19/-- 20/--	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pos=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false EmoExpression::markable_33::EmoExpression=True EmoExpression::markable_33::EmoExpression=True EmoExpression::markable_33::EmoExpression=True
338047237156392960	positive	Ab heute bin ich SPD Mitglied ! %PosSmiley	ab heute sein ich SPD Mitglied ! %PosSmiley	APPR ADV VAFIN PPER NE NN $. ITJ	3/MO 1/NK 0/-- 3/SB 6/PNC 3/PD 6/-- 1/MO	Target::markable_37::Anaphref=empty|Target::markable_37::Preferred=true|Sentiment::markable_36::Sarcasm=false|Sentiment::markable_36::Polarity=positive|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|pers=1|num=sg|Target::markable_37::Target=True|*=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True Sentiment::markable_36::Sentiment=True EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|Sentiment::markable_36::Sentiment=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
319195993260298241	positive	Yep , und das auf ganzer Linie und deshalb sag ich ' s ja ! %PosSmiley Aigner Lobby - Politik fail	Yep , und die auf ganz Linie und deshalb sagen ich ' s ja ! %PosSmiley Aigner Lobby - Politik fail	NE $, KON PDS APPR ADJA NN KON PAV VVIMP PPER $( NN ADV $. ITJ NE NN $( NN ADJA	0/-- 1/-- 1/CD 13/NK 4/MNR 7/NK 5/NK 4/CD 10/NK 8/CJ 13/SB 11/-- 3/CJ 13/MO 14/-- 14/DM 18/PNC 0/-- 18/-- 21/SB 18/NK	_ _ _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::EmoExpression=True|EmoExpression::markable_35::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg pos=True
336565821138694145	positive	" Eine SDP - CDU - Koalition ohne CSU hätte auch was . " SDP würde nie so ekliges machen . Siehe %Link %PosSmiley	" eine SDP - CDU - Koalition ohne CSU haben auch was . " SDP werden nie so eklig machen . sehen %Link %PosSmiley	$( ART NN $( NE $( NN APPR NE VAFIN ADV PIS $. $( NN VAFIN ADV ADV ADJA VVINF $. VVIMP XY ITJ	2/-- 3/NK 10/SB 3/-- 3/NK 5/-- 5/APP 7/MNR 8/NK 0/-- 12/MO 10/SB 12/-- 13/-- 16/SB 0/-- 20/MO 19/MO 20/OA 16/OC 20/-- 0/-- 0/-- 22/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_39::Sentiment=True|Sentiment::markable_39::Sarcasm=false|Sentiment::markable_39::Polarity=positive|gender=fem|Target::markable_42::Anaphref=empty|num=sg|Target::markable_42::Target=True|Target::markable_42::Preferred=true|Sentiment::markable_39::Intensity=medium _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ Intensifier::markable_41::Intensifier=True|Sentiment::markable_39::Sentiment=True|Intensifier::markable_41::Degree=medium|Intensifier::markable_41::EmoExpressionRef=emo-expression:markable_40 case=acc|Sentiment::markable_39::Sentiment=True|EmoExpression::markable_40::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_40::Sarcasm=false|num=sg|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Polarity=negative _ _ pers=2|num=sg|mood=imp case=acc|gender=masc|num=sg _
334764901849509888	mixed	Eine neue Erfahrung für die Koalition , die sich vor dem Sparen gedrückt und Projekte über Schulden finanziert hat .	eine neu Erfahrung für die Koalition , die sich vor die Sparen drücken und Projekt über Schuld finanzieren haben .	ART ADJA NN APPR ART NN $, PRELS PRF APPR ART NN VVPP KON NN APPR NN VVPP VAFIN $.	3/NK 3/NK 0/-- 3/MNR 6/NK 4/NK 6/-- 19/SB 13/OA 13/MO 12/NK 10/NK 19/OC 13/CD 18/OA 15/MNR 16/NK 14/CJ 6/RC 19/--	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500204::Polarity=positive|pos=True|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=true case=nom|gender=fem|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=acc|pers=3|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=neut|num=pl _ case=acc|EmoExpression::markable_100500205::EmoExpression=True|gender=fem|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=pl|EmoExpression::markable_100500205::SubjectiveFact=true|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind _
332956708697694208	negative	Der Sauer kann sprechen , ich dachte das ist ihr Schosshündchen heuteshow merkel	die Sauer können sprechen , ich denken die sein ihr Schosshündchen heuteshow Merkel	ART NN VMFIN VVINF $, PPER VVFIN PDS VAFIN PPOSAT NN NN NE	2/NK 3/SB 0/-- 3/OC 4/-- 7/SB 3/CJ 7/OA 7/OC 11/NK 9/PD 13/PNC 11/NK	case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty case=nom|gender=masc|Target::markable_45::Target=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|Target::markable_44::Target=True|gender=neut|Sentiment::markable_43::Sentiment=True|Target::markable_44::Preferred=true|num=sg|Sentiment::markable_43::Polarity=negative|Target::markable_44::Anaphref=markable_45 pers=3|Sentiment::markable_43::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_43::Sentiment=True|num=sg case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=negative|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335124634087346176	mixed	Streit um das Loipenspuren in Buntenbock : SPD hofft auf Schlichtung %Link Weihnachten	Streit um die Loipenspuren in Buntenbock : SPD hoffen auf Schlichtung %Link Weihnachten	NN APPR ART NN APPR NN $. NE VVFIN APPR NN XY NN	9/PD 1/OP 4/NK 2/NK 4/MNR 5/NK 6/-- 9/SB 0/-- 9/OP 10/NK 11/NK 11/NK	case=nom|EmoExpression::markable_100500206::Uncertain=false|EmoExpression::markable_100500206::Intensity=medium|EmoExpression::markable_100500206::Sarcasm=false|EmoExpression::markable_100500206::Polarity=negative|gender=masc|EmoExpression::markable_100500206::EmoExpression=True|num=sg|EmoExpression::markable_100500206::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg mood=ind|EmoExpression::markable_100500208::Polarity=positive|EmoExpression::markable_100500208::SubjectiveFact=false|EmoExpression::markable_100500208::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500208::EmoExpression=True|EmoExpression::markable_100500208::Intensity=medium|EmoExpression::markable_100500208::Sarcasm=false EmoExpression::markable_100500208::EmoExpression=True case=acc|EmoExpression::markable_100500207::Intensity=medium|EmoExpression::markable_100500207::SubjectiveFact=false|EmoExpression::markable_100500207::EmoExpression=True|gender=fem|EmoExpression::markable_100500207::Sarcasm=false|num=sg|EmoExpression::markable_100500207::Polarity=positive|EmoExpression::markable_100500207::Uncertain=false pos=True case=acc|gender=neut|num=sg
322499024198455296	positive	Politik ist niemals nicht nie überflüssig Domian	Politik sein niemals nicht nie überflüssig Domian	NN VAFIN ADV PTKNEG ADV ADJD NE	2/SB 0/-- 2/MO 2/NG 2/MO 2/PD 6/AG	case=nom|gender=fem|Sentiment::markable_100500146::Polarity=positive|Sentiment::markable_100500146::Sarcasm=false|num=sg|Target::markable_100500147::Target=True|Target::markable_100500147::Preferred=true|Sentiment::markable_100500146::Sentiment=True|Target::markable_100500147::Anaphref=empty|Sentiment::markable_100500146::Intensity=medium pers=3|Sentiment::markable_100500146::Sentiment=True|num=sg|tense=pres|mood=ind Negation::markable_100500195::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500195::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500194::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500194::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500149::EmoExpressionRef=emo-expression:markable_100500148|Negation::markable_100500149::Negation=True|Sentiment::markable_100500146::Sentiment=True pos=True|EmoExpression::markable_100500148::Uncertain=false|EmoExpression::markable_100500148::Intensity=medium|EmoExpression::markable_100500148::SubjectiveFact=false|EmoExpression::markable_100500148::EmoExpression=True|EmoExpression::markable_100500148::Polarity=negative|Sentiment::markable_100500146::Sentiment=True|EmoExpression::markable_100500148::Sarcasm=false case=nom|gender=masc|num=sg
323873700095074304	positive	Das siebte Gebot : " Du sollst nicht stehlen . " Liebe Politik in D und der Welt !	die siebt Gebot : " du sollen nicht stehlen . " lieb Politik in D und die Welt !	ART ADJA NN $. $( PPER VMFIN PTKNEG VVINF $. $( ADJA NN APPR NN KON ART NN $.	3/NK 3/NK 7/SB 3/-- 4/-- 7/SB 0/-- 7/NG 7/OC 9/-- 10/-- 13/NK 0/-- 13/MNR 14/NK 15/CD 18/NK 16/CJ 18/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=subj _ _ _ _ EmoExpression::markable_50::Intensity=medium|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|EmoExpression::markable_50::Uncertain=false|pos=True|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|Target::markable_49::Preferred=true|case=acc|EmoExpression::markable_50::EmoExpression=True|gender=fem|Sentiment::markable_48::Sentiment=True|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|EmoExpression::markable_50::SubjectiveFact=false case=acc|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
