311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311926498695188482	negative	Auf allen Sendern läuft die Papstwahl . Auf BibelTV läuft ein amerikanischer Gospel . Finde den Fehler . Papst habemus ...	auf alle Sender laufen die Papstwahl . auf BibelTV laufen eine amerikanisch Gospel . finden die Fehler . Papst habemus ...	APPR PIAT NN VVFIN ART NN $. APPR NE VVFIN ART ADJA NN $. VVFIN ART NN $. NN NN $.	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/-- 10/MO 8/NK 0/-- 13/NK 13/NK 10/SB 13/-- 0/-- 17/NK 15/OA 17/-- 0/-- 19/NK 20/--	_ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|gender=masc|EmoExpression::markable_74::Polarity=negative|EmoExpression::markable_74::Sarcasm=false|num=sg|EmoExpression::markable_74::SubjectiveFact=false _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311942851296636928	neutral	Papst Franziskus hat in Deutschland promoviert . Ist %Link noch frei ?	Papst Franziskus haben in Deutschland promovieren . sein %Link noch frei ?	NN NE VAFIN APPR NE VVPP $. VAFIN XY ADV ADJD $.	3/SB 1/NK 0/-- 6/MO 4/NK 3/OC 6/-- 0/-- 8/SB 8/MO 8/PD 11/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ pos=True _
311914607340036097	negative	Da ... marschieren Uniformierte zu Marschmusik mit ... Knarren ! Und alle Kapellen spielen durcheinander . Sind die irr ...	da ... marschieren Uniformierte zu Marschmusik mit ... Knarre|Knarren ! und alle Kapelle spielen durcheinander . sein die irren ...	ADV $. VVFIN NN APPR NN PTKVZ $. NN $. KON PIAT NN VVFIN PTKVZ $. VAFIN PDS VVIMP $.	0/-- 1/-- 0/-- 3/SB 3/MO 5/NK 3/SVP 7/-- 0/-- 9/-- 14/JU 13/NK 14/SB 0/-- 14/SVP 15/-- 0/-- 17/SB 17/OC 19/--	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_104012641::Sarcasm=false|EmoExpression::markable_104012641::SubjectiveFact=false|EmoExpression::markable_104012641::EmoExpression=True|EmoExpression::markable_104012641::Uncertain=false|EmoExpression::markable_104012641::Polarity=negative|EmoExpression::markable_104012641::Intensity=weak _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _
311984810878971905	neutral	Papst - Begeisterung in Rom : Polonäse über den Petersplatz : " Viva , viva il Papa Francesco ! " Tausende Gläubige be ...	Papst - Begeisterung in Rom : Polonäse über die Petersplatz : " Viva , Viva il Papa Francesco ! " <UNKNOWN> Gläubige be ...	NN $( NN APPR NE $. NN APPR ART NN $. $( NE $, NE NE NN NE $. $( ADJA NN NE $.	0/-- 1/-- 1/CJ 3/MNR 4/NK 5/-- 3/CJ 7/MNR 10/NK 8/NK 10/-- 11/-- 7/NK 13/-- 16/PNC 13/CJ 18/PNC 16/CC 18/-- 19/-- 22/NK 20/-- 0/NK 23/--	case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ case=nom|*=True|num=sg *=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|*=True|num=sg _
311909570316468224	neutral	Stelle mir gerade vor , wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd : " Fuck , ist das kras ...	Stelle ich gerade vor , wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd : " Fuck , sein die kras ...	NN PRF ADV PTKVZ $, KOUS ART ADJD ADJA NN ADV ART NN VVFIN KON ADJD $. $( NN $, VAFIN ART NN $.	14/SB 14/DA 4/MO 14/MO 4/-- 14/CP 10/NK 9/MO 10/NK 14/SB 14/MO 13/NK 14/OA 0/-- 14/CD 21/PAR 16/-- 17/-- 21/SB 19/-- 15/CJ 23/NK 21/PD 23/--	case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311921072125652993	negative	Woher weiss das Konklave nur immer so gut , welchen Papst dieser ominöse Gott gerade will ? Und warum müssen die trotzdem so oft wählen ?	woher wissen die Konklave nur immer so gut , welche Papst dies ominös Gott gerade wollen ? und warum müssen die trotzdem so oft wählen ?	PWAV VVFIN ART NN ADV ADV ADV ADJD $, PWAT NN PDAT ADJA NN ADV VMFIN $. KON PWAV VMFIN ART PAV ADV ADV VVINF $.	2/MO 0/-- 4/NK 2/SB 8/MO 7/MO 8/MO 2/MO 8/-- 11/NK 16/SB 14/NK 14/NK 11/AG 16/MO 2/OC 16/-- 20/JU 20/MO 0/-- 24/NK 24/NK 24/MO 20/MO 20/OC 25/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ EmoExpression::markable_104012650::Intensity=medium|EmoExpression::markable_104012650::SubjectiveFact=false|EmoExpression::markable_104012650::EmoExpression=True|EmoExpression::markable_104012650::Polarity=positive|pos=True|EmoExpression::markable_104012650::Sarcasm=false|EmoExpression::markable_104012650::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|Target::markable_76::Preferred=true|gender=fem|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=negative case=nom|EmoExpression::markable_77::Uncertain=false|gender=neut|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_77::EmoExpression=True|Target::markable_76::Target=True|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=negative|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ _ _ _
312108178609422337	neutral	Neuer Mann und immer noch : der Papst hat es Speckbsteck zspät bstellt . Lernen die das nicht ? Papst	neu Mann und immer noch : die Papst haben es Speckbsteck zspät bstellt . Lernen die die nicht ? Papst	ADJA NN KON ADV ADV $. ART NN VAFIN PPER NN NN VVPP $. NN ART PDS PTKNEG $. NN	2/NK 9/SB 2/CD 5/MO 13/MO 5/-- 8/NK 3/CJ 0/-- 13/OA 13/OA 11/NK 9/OC 13/-- 0/-- 17/NK 15/SB 15/NG 18/-- 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg
311922659724259328	positive	Ich habe es auch toll gefunden , dass er erst an den ehemaligen Papst Benedikt gedacht und für ihn gebetet hat ! papst ...	ich haben es auch toll finden , dass er erst an die ehemalig Papst Benedikt denken|gedenken und für er beten haben ! Papst ...	PPER VAFIN PPER ADV ADJD VVPP $, KOUS PPER ADV APPR ART ADJA NN NE VVPP KON APPR PPER VVPP VAFIN $. NN $.	2/SB 0/-- 6/OA 6/MO 6/MO 2/OC 6/-- 21/CP 21/SB 11/MO 16/MO 14/NK 14/NK 11/NK 14/NK 21/OC 16/CD 20/MO 18/NK 17/CJ 6/MO 21/-- 0/-- 23/--	case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=markable_79|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_78::Sentiment=True|pers=3 Sentiment::markable_78::Sentiment=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=strong|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|gender=masc|Target::markable_82::Preferred=true|pers=3|Target::markable_82::Target=True|num=sg|Target::markable_82::Anaphref=empty Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|Sentiment::markable_78::Sentiment=True|num=sg|Target::markable_82::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|pers=3|num=sg|Target::markable_82::Target=True|gender=masc|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True pers=3|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True _ _
312106776508125184	neutral	Der %User ist nicht der Papst , doch beichten kann er auch : %User hat ihn sich bei will angesehen : ...	die %User sein nicht die Papst , doch beichten können er auch : %User haben er sich bei wollen ansehen : ...	ART NE VAFIN PTKNEG ART NN $, ADV VVINF VMFIN PPER ADV $. NE VAFIN PPER PRF APPR VMFIN VVPP $. $.	2/NK 3/SB 0/-- 3/NG 6/NK 3/PD 6/-- 10/MO 10/OC 3/CJ 10/SB 14/MO 12/-- 15/SB 10/CJ 15/SB 20/OA 20/MO 20/PAR 15/OC 20/-- 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _
312095175646273536	negative	Einige Linke empören sich schon über den neuen Papst . Aber was haben die denn erwartet ? Kommentar von Deniz Yücel : ...	einige Linke empören sich schon über die neu Papst . aber was haben die denn erwarten ? Kommentar von Deniz Yücel : ...	PIAT NN VVFIN PRF ADV APPR ART ADJA NN $. KON PWS VAFIN PDS ADV VVPP $. NN APPR NE NE $. $.	2/NK 3/SB 0/-- 3/OA 3/MO 3/OP 9/NK 9/NK 6/NK 9/-- 13/JU 13/OA 0/-- 16/OA 16/MO 13/OC 16/-- 0/-- 18/PG 21/PNC 19/NK 21/-- 22/--	case=nom|Sentiment::markable_83::Sarcasm=false|Source::markable_84::Anaphref=empty|Source::markable_84::Source=True|Sentiment::markable_83::Intensity=medium|*=True|num=pl|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_83::Sentiment=True|Source::markable_84::Source=True EmoExpression::markable_85::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_85::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::Polarity=negative|EmoExpression::markable_85::Sarcasm=false|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_85::SubjectiveFact=false case=acc|pers=3|num=pl|EmoExpression::markable_85::EmoExpression=True|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty|Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|pos=True|Sentiment::markable_83::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_83::Sentiment=True _ _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311915887525494784	neutral	Exklusiv Meldung aus Vatikan : Papst kommt nicht raus , schaut noch 98 Komma 8 Stunden wach via Livestream 988 stundenwach	exklusiv Meldung aus Vatikan : Papst kommen nicht raus , schauen noch 98 Komma 8 Stunde|Stunden wach via Livestream @card@ stundenwach	ADJD NN APPR NN $. NN VVFIN PTKNEG PTKVZ $, VVFIN ADV CARD NN CARD NN ADJD APPR NN CARD ADJD	2/MO 11/SB 2/MNR 3/NK 4/-- 7/SB 2/PAR 7/NG 7/SVP 9/-- 0/-- 13/MO 11/MO 11/MO 16/NK 11/OA 11/MO 11/MO 18/NK 19/NK 11/MO	pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|*=True|num=sg|pers=1 _ case=acc|gender=fem|num=pl pos=True _ case=dat|gender=neut|num=sg _ pos=True
311941711272226816	mixed	" Guten Abend ! " ( Böser Verdacht : Neuer Papst ein Mainzelmännchen ? )	" gut Abend ! " ( böse Verdacht : neu Papst eine Mainzelmännchen ? )	$( ADJA NN $. $( $( ADJA NN $. ADJA NN ART NN $. $(	2/-- 3/NK 0/-- 3/-- 4/-- 7/-- 8/NK 0/-- 8/-- 11/NK 0/-- 13/NK 8/SB 13/-- 0/--	_ case=acc|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|gender=masc|EmoExpression::markable_89::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_88::EmoExpression=True|*=True|pos=True|EmoExpression::markable_88::Polarity=negative|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=dat|EmoExpression::markable_87::Polarity=negative|gender=masc|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
311921423813844992	positive	Und er nimmt Bezug auf den alten Papst . Sehr sympathisch !	und er nehmen Bezug auf die alt Papst . sehr sympathisch !	KON PPER VVFIN NN APPR ART ADJA NN $. ADV ADJD $.	3/JU 3/SB 0/-- 3/OA 3/OP 8/NK 8/NK 5/NK 8/-- 11/MO 0/-- 11/--	Sentiment::markable_90::Polarity=positive|Sentiment::markable_90::Sarcasm=false|Sentiment::markable_90::Intensity=strong|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|Target::markable_91::Preferred=true|pers=3|Target::markable_91::Target=True|num=sg|Target::markable_91::Anaphref=empty|Sentiment::markable_90::Sentiment=True pers=3|Target::markable_91::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True case=acc|Target::markable_91::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Sentiment::markable_90::Sentiment=True Intensifier::markable_93::Degree=medium|Intensifier::markable_93::EmoExpressionRef=emo-expression:markable_92|Sentiment::markable_90::Sentiment=True|Intensifier::markable_93::Intensifier=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|pos=True|EmoExpression::markable_92::Uncertain=false|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Sarcasm=false Sentiment::markable_90::Sentiment=True
311922451468668929	positive	Feuerwerk und Konfettiregen wären jetzt cool . Und dazu fetzige Musik von den Village People. %Link papst	Feuerwerk und Konfettiregen sein jetzt cool . und dazu fetzige Musik von die Village People. %Link papst	NN KON NN VAFIN ADV ADJD $. KON PAV ADJA NN APPR ART NN NN XY ADJA	4/SB 1/CD 2/CJ 0/-- 4/MO 4/PD 6/-- 15/JU 11/NK 11/NK 15/MO 15/PG 14/NK 12/NK 0/-- 15/NK 0/--	case=nom|Target::markable_95::Target=True|gender=neut|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=positive|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True case=dat|Target::markable_96::Anaphref=empty|num=pl|Target::markable_96::Preferred=true|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=pl|tense=past|mood=subj Sentiment::markable_94::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=positive|pos=True|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311919085619388416	negative	Na toll . Da hat man den Tweet seines Lebens vorbereitet und dann ist der neue Papst kein hinkender Peruaner , dessen Name auf olov endet .	na toll . da haben man die Tweet sein Leben vorbereiten und dann sein die neu Papst keine hinkend Peruaner , die Name auf olov enden .	ITJ ADJD $. ADV VAFIN PIS ART NN PPOSAT NN VVPP KON ADV VAFIN ART ADJA NN PIAT ADJA NN $, PRELAT NN APPR NE VVFIN $.	2/DM 0/-- 2/-- 11/MO 0/-- 5/SB 8/NK 11/OA 10/NK 8/AG 5/OC 5/CD 14/MO 12/CJ 17/NK 17/NK 14/SB 20/NK 20/NK 14/PD 20/-- 23/AG 26/SB 26/MO 24/NK 20/RC 26/--	EmoExpression::markable_104012639::EmoExpression=True|EmoExpression::markable_104012639::Intensity=medium|EmoExpression::markable_104012639::Uncertain=false|EmoExpression::markable_104012639::SubjectiveFact=false|EmoExpression::markable_104012639::Polarity=negative|EmoExpression::markable_104012639::Sarcasm=false EmoExpression::markable_104012639::EmoExpression=True|pos=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _
311922928562364417	neutral	Der Papst segnet alle Menschen und Frauen , weil wir sind dann genau was ?!	die Papst segnen alle Mensch und Frau , weil wir sein dann genau was ?!	ART NN VVFIN PIAT NN KON NN $, KOUS PPER VAFIN ADV ADJD PIAT NN	2/NK 3/SB 0/-- 5/NK 3/OA 5/CD 6/CJ 7/-- 11/CP 11/SB 3/MO 11/MO 14/MO 15/NK 11/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
311955046264868864	positive	Reaktionen auf neuen Papst : " Ein Zeichen der Stärke Lateinamerikas " : Glückwünsche aus aller Welt erreichen Fra ...	Reaktion auf neu Papst : " eine Zeichen die Stärke Lateinamerika " : Glückwunsch aus alle Welt erreichen Fra ...	NN APPR ADJA NN $. $( ART NN ART NN NE $( $. NN APPR PIAT NN VVFIN NE $.	18/SB 1/OP 4/NK 2/NK 4/-- 5/-- 8/NK 1/PAR 10/NK 8/AG 10/AG 11/-- 12/-- 8/APP 14/MNR 17/NK 15/NK 0/-- 18/OA 19/--	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=fem|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=gen|gender=neut|num=sg _ _ case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=masc|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=pl|EmoExpression::markable_100::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _
311918392238030850	positive	Für die alle die es wissen wollen der Papst kommt aus Argentinien D:	für die alle die es wissen wollen die Papst kommen aus Argentinien D:	APPR ART PIAT PRELS PPER VVINF VMFIN ART NN VVFIN APPR NE NE	4/MO 3/NK 1/NK 7/SB 6/OA 7/OC 0/-- 9/NK 10/DA 7/OC 10/MO 13/PNC 11/NK	_ case=acc|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=neut|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_98::Intensity=medium|gender=neut|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false
