311914253751836672	positive	Ich bi so ufgregt ! Wer isch jetzt de neui Papst ? ? %PosSmiley	ich bi so ufgregt ! wer isch jetzt de neui Papst ? ? %PosSmiley	PPER VVFIN ADV ADJD $. PWS VVFIN ADV NE ADJA NN $. $. ITJ	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 0/-- 7/MO 7/SB 11/NK 7/OA 11/-- 12/-- 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311925823332564992	positive	was , der Papst ist ein Plagiat ? %PosSmiley cdu	was , die Papst sein eine Plagiat ? %PosSmiley cdu	PIS $, ART NN VAFIN ART NN $. ITJ NN	5/SB 1/-- 4/NK 1/APP 0/-- 7/NK 5/SB 7/-- 7/NK 0/--	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium _
311919049787469825	positive	%PosSmiley Der Papst , die zukünftige Königin der Niederlande , ... Die Argentinier erobern Europa ! %PosSmiley	%PosSmiley die Papst , die zukünftig Königin die Niederlande , ... die Argentinier erobern Europa ! %PosSmiley	ITJ ART NN $, ART ADJA NN ART NE $, $. ART NN VVFIN NE $. ITJ	3/NK 3/NK 0/-- 3/-- 7/NK 7/NK 3/APP 9/NK 7/AG 9/-- 3/-- 13/NK 14/SB 0/-- 14/OA 15/-- 15/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=nom|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True|Sentiment::markable_85::Sarcasm=false|gender=masc|Target::markable_86::Preferred=true|Sentiment::markable_85::Intensity=medium|num=pl|Target::markable_86::Anaphref=empty|Sentiment::markable_85::Polarity=positive case=nom|gender=masc|num=pl|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True pers=3|Sentiment::markable_85::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True Sentiment::markable_85::Sentiment=True EmoExpression::markable_87::Intensity=medium|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_87::Polarity=positive|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false|EmoExpression::markable_87::EmoExpression=True
311940182393896962	positive	Dann bis in 10 Jahren zur nächsten Papst Wahl . Habemus " SilbernerMond " in 2023 ? Muss dafür wohl wieder in die kat . Kirche eintreten %PosSmiley	dann bis in 10 Jahr zu nah Papst Wahl . Habemus " SilbernerMond " in @card@ ? müssen dafür wohl wieder in die kat . Kirche eintreten %PosSmiley	ADV APPR APPR CARD NN APPRART ADJA NN NN $. NN $( NE $( APPR CARD $. VMFIN PAV ADV ADV APPR ART NN $. NN VVINF ITJ	3/MO 3/AC 6/MO 5/NK 3/NK 0/-- 8/NK 6/NK 8/NK 9/-- 0/-- 11/-- 11/APP 13/-- 11/MNR 15/NK 16/-- 0/-- 18/NK 18/MO 18/MO 18/MO 24/NK 22/NK 24/-- 27/SB 0/-- 27/NK	_ _ _ _ case=dat|gender=neut|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
311934787931758592	positive	Die Antwort ist eine Pfandfrage . Weder Papst , noch Argentinien , sondern die Kirche selbst ! %PosSmiley	die Antwort sein eine Pfandfrage . weder Papst , noch Argentinien , sondern die Kirche selbst ! %PosSmiley	ART NN VAFIN ART NN $. KON NN $, ADV NE $, KON ART NN ADV $. ITJ	2/NK 3/SB 0/-- 5/NK 3/PD 5/-- 8/CD 0/-- 8/-- 11/MO 8/CJ 11/-- 11/CD 15/NK 13/CJ 15/MNR 16/-- 16/DM	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false|EmoExpression::markable_90::Intensity=medium
311927545874481152	negative	Der Name schreit doch gradezu nach einer Franziskaner Weissbier Paspt - Edition Papst %User %PosSmiley	die Name schreien doch gradezu nach eine Franziskaner Weissbier Paspt - Edition Papst %User %PosSmiley	ART NN VVFIN ADV ADV APPR ART NN NN NE $( NN NN NE ITJ	2/NK 3/SB 0/-- 3/MO 3/MO 3/MO 9/NK 9/NK 6/NK 9/NK 10/-- 9/PAR 12/NK 13/NK 13/NK	case=nom|gender=masc|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Target::markable_92::Preferred=true|Sentiment::markable_91::Polarity=negative|Sentiment::markable_91::Intensity=medium|Target::markable_92::Anaphref=empty case=nom|gender=masc|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True *=True|pos=True|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True EmoExpression::markable_100500202::Sarcasm=false|EmoExpression::markable_100500202::Uncertain=false|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_100500202::Intensity=medium|EmoExpression::markable_100500202::SubjectiveFact=false|EmoExpression::markable_100500202::Polarity=positive|EmoExpression::markable_100500202::EmoExpression=True
311986412423634944	positive	Es gab schon einen vermutlich nichteuropäischen Papst &gt; %NegSmiley zdf	Es geben schon eine vermutlich nichteuropäisch Papst &gt; %NegSmiley zdf	NN VVFIN ADV ART ADV ADJA NN $( ITJ NE	2/SB 0/-- 2/MO 7/NK 6/MO 7/NK 2/OA 7/-- 10/NK 7/NK	case=nom|gender=neut|Sentiment::markable_94::Polarity=positive|pers=3|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_94::Sentiment=True case=acc|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg Sentiment::markable_94::Sentiment=True case=acc|Target::markable_96::Preferred=true|gender=masc|pos=True|Target::markable_96::Target=True|Target::markable_96::Anaphref=empty|num=sg|Sentiment::markable_94::Sentiment=True case=acc|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True case=acc|gender=masc|num=sg EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Sarcasm=false|EmoExpression::markable_95::Uncertain=false|EmoExpression::markable_95::Polarity=negative|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _
311920734165422080	negative	Wow ! Ein Opa auf einem Balkon , welcher noch nie etwas gutes erreicht hat . Papst	Wow ! eine Opa auf eine Balkon , welche noch nie etwas gut erreichen haben . Papst	NN $. ART NN APPR ART NN $, PRELS ADV ADV PIAT ADJA VVPP VAFIN $. NN	0/-- 1/-- 4/NK 0/-- 4/MNR 7/NK 5/NK 7/-- 15/SB 11/MO 13/MO 13/MO 14/OA 15/OC 7/RC 15/-- 0/--	Sentiment::markable_97::Intensity=medium|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::EmoExpression=True|Sentiment::markable_97::Polarity=negative|EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|Sentiment::markable_97::Sentiment=True|Sentiment::markable_97::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false Sentiment::markable_97::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True case=nom|Target::markable_99::Anaphref=markable_100500200|num=sg|Target::markable_99::Preferred=true|Target::markable_99::Target=True|gender=neut|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True Negation::markable_100500201::EmoExpressionRef=emo-expression:markable_100|Sentiment::markable_97::Sentiment=True|Negation::markable_100500201::Negation=True EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|*=True|EmoExpression::markable_100::Polarity=positive|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::Intensity=medium case=nom|num=sg|EmoExpression::markable_100::EmoExpression=True|gender=neut|Sentiment::markable_97::Sentiment=True|pos=True Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::EmoExpression=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_97::Sentiment=True case=nom|Target::markable_100500200::Preferred=true|num=sg|Target::markable_100500200::Anaphref=empty|gender=masc|Sentiment::markable_97::Sentiment=True|Target::markable_100500200::Target=True
311837671381164032	neutral	" Er weiss also , wie so ein Konklave abläuft ? " " Ja , weist er . " " Und wann der neue Papst feststeht ? " " Weisser auch . "	" er wissen also , wie so eine Konklave ablaufen ? " " ja , weisen er . " " und wann die neu Papst feststehen ? " " Weiße auch . "	$( PPER VVFIN ADV $, KOUS ADV ART NN VVFIN $. $( $( ADV $, VVFIN PPER $. $( $( KON PWAV ART ADJA NN VVFIN $. $( $( NN ADV $. $(	2/-- 3/SB 0/-- 3/MO 4/-- 10/CP 10/MO 9/NK 10/SB 3/OC 10/-- 11/-- 14/-- 16/DM 14/-- 0/-- 16/SB 17/-- 18/-- 19/-- 26/JU 26/MO 25/NK 25/NK 26/SB 0/-- 26/-- 27/-- 30/-- 0/-- 30/MO 31/-- 32/--	_ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=neut|num=sg _ _ _
311903064636403712	neutral	Ich glaube ich muss euch was sagen ... also ... wie sag ich das am besten ... also ... ich bin der neue Papst ! Und jetzt Freibier für alle !	ich glauben ich müssen ihr was sagen ... also ... wie sagen ich die am gut ... also ... ich sein die neu Papst ! und jetzt Freibier für alle !	PPER VVFIN PPER VMFIN PPER PWS VVINF $. ADV $. KOUS VVIMP PPER PDS PTKA ADJD $. ADV $. PPER VAFIN ART ADJA NN $. KON ADV NN APPR PIS $.	2/SB 0/-- 4/SB 2/OC 7/DA 7/OA 4/OC 7/-- 0/-- 9/-- 16/CP 0/-- 16/SB 16/OG 16/PM 12/MO 16/-- 0/-- 18/-- 21/SB 0/-- 24/NK 24/NK 21/PD 24/-- 28/JU 28/MO 0/-- 28/MNR 29/NK 30/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=neut|num=sg _ _ _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ sup=True _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=pl _ case=acc|*=True|num=pl _
311948925399605249	positive	Rasten alle aus wegen dem Papst . Immer ruhig .	Rasten alle aus wegen die Papst . immer ruhig .	NN PIS PTKVZ APPR ART NN $. ADV ADJD $.	0/-- 1/NK 1/SVP 1/MNR 6/NK 4/NK 6/-- 9/MO 0/-- 9/--	case=nom|EmoExpression::markable_103::SubjectiveFact=false|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_103::Sarcasm=false|Sentiment::markable_101::Polarity=positive|gender=masc|Sentiment::markable_101::Intensity=strong|EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|num=pl|EmoExpression::markable_103::Polarity=positive|Sentiment::markable_101::Sarcasm=false|EmoExpression::markable_103::EmoExpression=True case=nom|num=pl|Sentiment::markable_101::Sentiment=True|gender=masc|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True case=dat|num=sg|Target::markable_102::Anaphref=empty|Sentiment::markable_101::Sentiment=True|gender=masc|Target::markable_102::Preferred=true|Target::markable_102::Target=True _ _ EmoExpression::markable_100500203::EmoExpression=True|EmoExpression::markable_100500203::Uncertain=false|EmoExpression::markable_100500203::Intensity=medium|EmoExpression::markable_100500203::SubjectiveFact=false|EmoExpression::markable_100500203::Sarcasm=false|pos=True|EmoExpression::markable_100500203::Polarity=positive _
311922317435490304	negative	Warum erinnert mich der neue Papst eigentlich an den von Raus aus Den Schulden ?	warum erinnern ich die neu Papst eigentlich an die von Rau aus die Schuld ?	PWAV VVFIN PRF ART ADJA NN ADV APPR ART APPR NE APPR ART NN $.	2/MO 0/-- 2/OA 6/NK 6/NK 2/SB 2/MO 2/OP 8/NK 9/PG 10/NK 9/MNR 14/NK 12/NK 14/--	_ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|gender=fem|num=pl case=dat|EmoExpression::markable_104014820::SubjectiveFact=true|gender=fem|EmoExpression::markable_104014820::Uncertain=false|EmoExpression::markable_104014820::Intensity=medium|num=pl|EmoExpression::markable_104014820::Sarcasm=false|EmoExpression::markable_104014820::Polarity=negative|EmoExpression::markable_104014820::EmoExpression=True _
311917973248024577	positive	Der Erzbischof aus Bünos Aires ist neuer Papst ! habemuspapam	die Erzbischof aus Bünos Aires sein neu Papst ! habemuspapam	ART NN APPR NN NE VAFIN ADJA NN $. NE	2/NK 6/SB 2/MNR 5/PNC 3/NK 0/-- 8/NK 6/PD 8/-- 0/--	case=nom|Sentiment::markable_105::Sentiment=True|gender=masc|Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|Target::markable_106::Target=True|num=sg|Sentiment::markable_105::Sarcasm=false|Target::markable_106::Anaphref=empty|Sentiment::markable_105::Intensity=medium case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_106::Target=True Target::markable_106::Target=True|Sentiment::markable_105::Sentiment=True Target::markable_106::Target=True|Sentiment::markable_105::Sentiment=True|*=True case=nom|gender=neut|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_106::Target=True pers=3|Sentiment::markable_105::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg Sentiment::markable_105::Sentiment=True pos=True
311906784904364033	neutral	Vielleicht heisst der neue Papst Jens Glaser II . Würde ich angemessen finden .	vielleicht heißen die neu Papst Jens Glaser II . werden ich angemessen finden .	ADV VVFIN ART ADJA NN NE NE CARD $. VAFIN PPER ADJD VVINF $.	2/MO 0/-- 5/NK 5/NK 2/SB 7/PNC 5/NK 7/PNC 8/-- 0/-- 10/SB 13/MO 10/OC 13/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 pos=True _ _
311923038784475137	positive	Der Papst ist tot , lang lebe der Papst ! Zum Glöck , dann können wiur ihm noch playbachs schicken !	die Papst sein tot , lang leben die Papst ! zu Glöck , dann können wiur er noch playbachs schicken !	ART NN VAFIN ADJD $, ADJD VVFIN ART NN $. APPRART NN $, ADV VMFIN NN PPER ADV NN VVINF $.	2/NK 3/SB 0/-- 3/PD 4/-- 7/MO 3/CJ 9/NK 7/SB 9/-- 20/MO 11/NK 12/-- 15/MO 0/-- 15/SB 20/DA 20/MO 20/OA 15/OC 20/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ pos=True pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500204::Polarity=positive|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=false case=dat|gender=masc|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ _ _ pos=True case=dat|gender=masc|num=sg|pers=3 _ case=gen|gender=neut|num=sg _ _
312183868415418368	negative	Der neue Papst Franziskus wird wohl kein Pontifex sein , der die Rechte von Schwulen und Lesben unterstützen wird %NegSmiley %Link . ...	die neu Papst Franziskus werden wohl keine Pontifex sein , die die Recht|Rechte von Schwule und Lesbe unterstützen werden %NegSmiley %Link . ...	ART ADJA NN NE VAFIN ADV PIAT NN VAINF $, PRELS ART NN APPR NN KON NN VVINF VAFIN ITJ XY $. $.	3/NK 3/NK 5/SB 3/NK 0/-- 9/MO 8/NK 9/PD 5/OC 9/-- 19/SB 13/NK 18/OA 13/PG 14/NK 15/CD 16/CJ 19/OC 8/RC 21/NK 19/SB 21/-- 0/--	case=nom|Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sarcasm=false|gender=masc|Sentiment::markable_108::Intensity=medium|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_108::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_110::Target=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_110::Target=True|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|Target::markable_110::Target=True|num=sg|Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_108::Sentiment=True _ EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=negative|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium|Sentiment::markable_108::Sentiment=True _ _
311849313313624064	neutral	kein Wunder , dass sie nicht sehen wollen , wie sie den Papst wählen . denn so sieht das Konklave in Wirklichkeit aus ...	keine Wunder , dass sie nicht sehen wollen , wie sie die Papst wählen . denn so sehen die Konklave in Wirklichkeit aus ...	PIAT NN $, KOUS PPER PTKNEG VVINF VMFIN $, KOUS PPER ART NN VVINF $. KON ADV VVFIN ART NN APPR NN PTKVZ $.	2/NK 8/PD 2/-- 8/CP 8/SB 8/NG 8/OC 0/-- 8/-- 14/CP 14/SB 13/NK 14/OA 8/MO 14/-- 8/CD 18/MO 16/CJ 20/NK 18/SB 18/MO 21/NK 18/SVP 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=3 _ _ pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ _
312198409253687297	negative	Du magst den neuen Papst nicht ? Kein Problem ! Es gibt über ein Dutzend Alternativpäpste auf ...	du mögen die neu Papst nicht ? keine Problem ! es geben über eine Dutzend Alternativpäpste auf ...	PPER VMFIN ART ADJA NN PTKNEG $. PIAT NN $. PPER VVFIN APPR ART NN NN PTKVZ $.	2/SB 0/-- 5/NK 5/NK 2/OA 2/NG 6/-- 9/NK 0/-- 9/-- 12/EP 0/-- 12/MO 15/NK 12/OA 15/NK 12/SVP 17/--	case=nom|Source::markable_100500208::Source=True|Sentiment::markable_100500207::Sarcasm=false|Sentiment::markable_100500207::Polarity=negative|*=True|pers=2|num=sg|Source::markable_100500208::Anaphref=empty|Sentiment::markable_100500207::Sentiment=True|Sentiment::markable_100500207::Intensity=medium EmoExpression::markable_100500209::Sarcasm=false|mood=ind|EmoExpression::markable_100500209::Intensity=medium|pers=2|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500209::Polarity=positive|Sentiment::markable_100500207::Sentiment=True|EmoExpression::markable_100500209::EmoExpression=True|EmoExpression::markable_100500209::Uncertain=false case=acc|num=sg|Target::markable_100500211::Anaphref=empty|Sentiment::markable_100500207::Sentiment=True|gender=masc|Target::markable_100500211::Preferred=true|Target::markable_100500211::Target=True case=acc|num=sg|Sentiment::markable_100500207::Sentiment=True|gender=masc|pos=True|Target::markable_100500211::Target=True case=acc|gender=masc|num=sg|Target::markable_100500211::Target=True|Sentiment::markable_100500207::Sentiment=True Sentiment::markable_100500207::Sentiment=True|Negation::markable_100500210::EmoExpressionRef=emo-expression:markable_100500209|Negation::markable_100500210::Negation=True _ case=nom|gender=neut|Negation::markable_100500206::Negation=True|num=sg|Negation::markable_100500206::EmoExpressionRef=emo-expression:markable_100500205 case=nom|EmoExpression::markable_100500205::EmoExpression=True|gender=neut|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=sg|EmoExpression::markable_100500205::SubjectiveFact=false|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg _ _
311869261570265088	neutral	Anruf aus dem Vatikan , man will mich als neuen Pabst . Heute mittag dann Entwarnung : man habe meinen beruflichen Hintergrund zu wenig geprüft	Anruf aus die Vatikan , man wollen ich als neu Pabst . heute mittag dann Entwarnung : man haben mein beruflich Hintergrund zu wenige geprüft	NN APPR ART NN $, PIS VMFIN PRF KOKOM ADJA NE $. ADV ADV ADV NN $. PIS VAFIN PPOSAT ADJA NN APPR PIS ADJD	0/-- 1/MNR 4/NK 2/NK 4/-- 7/SB 1/PAR 11/OA 11/CM 11/NK 7/SB 11/-- 15/MO 15/MO 19/CJ 15/NK 16/-- 19/SB 0/-- 22/NK 22/NK 25/OA 25/MO 23/NK 19/OC	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ *=True _
