334042502166347776	positive	Obama ' s " red line " und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama ' s " red line " und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN $( NN $( NE ADJD $( KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 0/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/NK	_ _ _ _ _ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
336212711765585922	mixed	Du hast fast die Bundestagswahl verpasst ! %PosSmiley	du haben fast die Bundestagswahl verpassen ! %PosSmiley	PPER VAFIN ADV ART NN VVPP $. ITJ	2/SB 0/-- 6/MO 5/NK 6/OA 2/OC 6/-- 6/NK	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_100500215::SubjectiveFact=true|EmoExpression::markable_100500215::Polarity=negative|EmoExpression::markable_100500215::Sarcasm=false|EmoExpression::markable_100500215::Uncertain=true|EmoExpression::markable_100500215::EmoExpression=True|EmoExpression::markable_100500215::Intensity=medium _ EmoExpression::markable_82::EmoExpression=True|EmoExpression::markable_82::Uncertain=false|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
319187555029508096	negative	Bundesregierung will an die Verschlüsselung in der Cloud Privatsphäre ist denen wohl ein Fremdwort %NegSmiley	Bundesregierung wollen an die Verschlüsselung in die Cloud Privatsphäre sein die wohl eine Fremdwort %NegSmiley	NN VMFIN APPR ART NN APPR ART NE NN VAFIN PDS ADV ART NN ITJ	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 9/NK 9/NK 6/NK 2/CJ 10/SB 10/MO 14/NK 10/PD 14/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg *=True case=dat|Sentiment::markable_83::Sarcasm=false|Target::markable_85::Preferred=true|gender=fem|Sentiment::markable_83::Intensity=medium|Target::markable_85::Target=True|Target::markable_85::Anaphref=empty|num=sg|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_83::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=nom|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=negative|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=neut|num=sg|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True _
334130406532186112	positive	Bis man sich zur nächsten Miss Wahl anmelden kann , steht ein Casting an %PosSmiley Preise im Gesamtwert von mehr als Euro ...	bis man sich zu nah Miss Wahl anmelden können , stehen eine Casting an %PosSmiley Preis in Gesamtwert von mehr als Euro ...	KOUS PIS PRF APPRART ADJA NN NN VVINF VMFIN $, VVFIN ART NN APZR ITJ NN APPRART NN APPR ADV KOKOM NN $.	9/CP 9/SB 8/OA 8/MNR 6/NK 4/NK 8/OA 9/OC 11/MO 9/-- 0/-- 13/NK 11/SB 11/SVP 16/NK 11/DA 11/MO 17/NK 18/MNR 19/NK 22/CM 20/CC 22/--	_ case=nom|*=True|num=sg case=acc|pers=3|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_88::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=acc|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True _ *=True _
333678354496626690	positive	" Aber das ist die Politik , ich bin beim Feuilleton , das ist nicht das Gleiche " - Man muss geschmeidig sein bei der FAZ %PosSmiley	" aber die sein die Politik , ich sein bei Feuilleton , die sein nicht die Gleiche " - man müssen geschmeidig sein bei die FAZ %PosSmiley	$( KON PDS VAFIN ART NN $, PPER VAFIN APPRART NN $, PDS VAFIN PTKNEG ART NN $( $( PIS VMFIN ADJD VAINF APPR ART NE ITJ	2/-- 4/JU 4/SB 0/-- 6/NK 4/PD 6/-- 9/SB 4/CJ 9/MO 10/NK 11/-- 14/SB 9/CJ 14/NG 17/NK 14/PD 17/-- 20/-- 21/SB 0/-- 23/PD 21/OC 23/MO 26/NK 24/NK 26/NK	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
332591919404290049	negative	NSU - Prozess : Islam - Vertreter kritisieren Ruf nach Kruzifix - Verbot ( welt ): Share With Friends : | | Politik - ...	NSU - Prozess : Islam - Vertreter kritisieren Ruf nach Kruzifix - Verbot ( welt ): Share With Friends : | | Politik - ...	NE $( NN $. NN $( NN VVFIN NN APPR NN $( NN $( ADJA ADJA NN NE NN $. XY XY NN $( $.	3/SB 1/-- 8/CJ 3/-- 3/NK 5/-- 8/SB 0/-- 8/OA 9/MNR 10/NK 11/-- 11/CJ 13/-- 17/NK 17/NK 13/PAR 17/NK 17/OA 19/-- 22/PNC 23/NK 17/CJ 23/-- 24/--	case=nom|*=True|num=sg _ gender=neut|*=True _ case=acc|Sentiment::markable_90::Sarcasm=false|gender=masc|Sentiment::markable_90::Intensity=medium|num=sg|Source::markable_91::Anaphref=empty|Sentiment::markable_90::Polarity=negative|Sentiment::markable_90::Sentiment=True|Source::markable_91::Source=True Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|num=pl|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|mood=ind|EmoExpression::markable_92::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Sarcasm=false case=acc|Target::markable_93::Preferred=true|num=sg|Target::markable_93::Target=True|gender=masc|Sentiment::markable_90::Sentiment=True|Target::markable_93::Anaphref=empty Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg *=True *=True _ _ case=gen|*=True|num=sg case=dat|gender=fem|num=sg _ _
326169332331724801	neutral	Der Bundestag hat Entlastungen für die Anbieter von Lebensversicherungen beschlossen . Verkündet wurde	die Bundestag haben Entlastung für die Anbieter von Lebensversicherung beschließen . verkünden werden	ART NN VAFIN NN APPR ART NN APPR NN VVPP $. VVPP VAFIN	2/NK 3/SB 0/-- 10/OA 4/MNR 7/NK 5/NK 7/PG 8/NK 3/OC 10/-- 13/OC 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl _ _ _ pers=3|num=sg|tense=past|mood=ind
332712607502962688	neutral	Vitalkur nach Wahl mit Schüssler - Salzen von der Löwen Apotheke ab 19,90 Euro ( bis zu 65% sparen )	Vitalkur nach Wahl mit Schüssler - Salz|Salzen von die Löwe Apotheke ab @card@ Euro ( bis zu @card@ sparen )	NN APPR NN APPR NN $( NN APPR ART NN NN APPR CARD NN $( KON APPR CARD VVINF $(	0/-- 1/MNR 2/NK 3/MNR 4/NK 5/-- 19/OA 19/MO 10/NK 8/NK 19/OA 11/MNR 14/NK 12/NK 14/-- 17/AC 11/PAR 17/NK 1/OC 19/--	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl _ _ gender=masc|*=True _ _ _ _ _ _
322439850596904960	neutral	WIR exportieren Strom ( Überfluss ) - ABER bei UNS steigen die Strompreise - DAS müsst doch einer " Physiker - Kanzlerin " auc ...	sie exportieren Strom ( Überfluss ) - aber bei sie steigen die Strompreis - die müssen doch eine " Physiker - Kanzlerin " auc ...	PPER VVFIN NN $( NN $( $( ADV APPR PPER VVFIN ART NN $( PDS VMFIN ADV ART $( NN $( NN $( NE $.	2/SB 0/-- 2/OA 3/-- 3/PAR 5/-- 6/-- 11/MO 11/MO 9/NK 2/CJ 13/NK 11/OA 13/-- 16/SB 13/PAR 16/MO 22/NK 18/-- 22/NK 20/-- 16/SB 22/-- 22/NK 24/--	_ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg _ _ _ _ _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _
325327685012320256	neutral	finde ich auch , obwohl cdu hier im netz nicht so aktiv ist .	finden ich auch , obwohl cdu hier in Netz nicht so aktiv sein .	VVFIN PPER ADV $, KOUS NN ADV APPRART NN PTKNEG ADV ADJD VAFIN $.	0/-- 1/SB 1/MO 3/-- 13/CP 13/SB 13/MO 13/MO 8/NK 13/NG 12/MO 13/PD 1/MO 13/--	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _
335494707343925249	neutral	Ökostrom ist nicht Ursache für steigende Netzkosten : Bevölkerungsdichte und Gewinner der Fonds sind entscheidend ...	Ökostrom sein nicht Ursache für steigend Netzkosten : Bevölkerungsdichte und Gewinner die Fonds sein entscheidend ...	NN VAFIN PTKNEG NN APPR ADJA NN $. NN KON NN ART NN VAFIN ADJD $.	2/SB 0/-- 2/NG 2/PD 4/MNR 7/NK 5/NK 7/-- 14/SB 9/CD 10/CJ 13/NK 9/AG 2/CJ 14/PD 15/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=pl|pos=True _ case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True _
318965143725817856	neutral	Korea - Konflikt : SPD - Aussenexperte sieht keine Möglichkeit für Einfluss von aussen %Link wirtschaft news	Korea - Konflikt : SPD - Aussenexperte sehen keine Möglichkeit für Einfluss von außenßen %Link wirtschaft news	NE $( NN $. NE $( NN VVFIN PIAT NN APPR NN APPR ADJD XY ADJA NN	3/SB 1/-- 8/CJ 3/-- 7/NK 5/-- 8/SB 0/-- 10/NK 8/OA 10/MNR 11/NK 12/PG 16/MO 7/UC 17/NK 13/NK	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg pos=True _
335877805512474624	positive	Steinbrück rechnet sich noch immer gute Chancen aus	Steinbrück rechnen sich noch immer gut Chance aus	NN VVFIN PRF ADV ADV ADJA NN APPR	2/SB 0/-- 2/DA 2/MO 4/MO 7/NK 2/OA 2/SVP	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ Target::markable_95::Target=True|Target::markable_95::Preferred=true|pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|num=pl|EmoExpression::markable_96::SubjectiveFact=false|Sentiment::markable_94::Sarcasm=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Target::markable_95::Anaphref=empty|case=nom|gender=fem|Sentiment::markable_94::Polarity=positive|EmoExpression::markable_96::Intensity=medium|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=pl|Target::markable_95::Target=True _
337304755791597569	neutral	Herzliche Glückwünsche an die SPD ! Man weiss , man tut etwas für den Sozialismus und weiss genau , mit ihr kommt er garantie ...	herzlich Glückwunsch an die SPD ! man wissen , man tun etwas für die Sozialismus und wissen genau , mit ihr kommen er Garantie ...	ADJA NN APPR ART NE $. PIS VVFIN $, PIS VVFIN ADV APPR ART NN KON VVFIN ADJD $, APPR PPER VVFIN PPER NN $.	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 8/SB 0/-- 8/-- 11/SB 8/OC 11/MO 11/MO 15/NK 13/NK 11/CD 16/CJ 17/MO 18/-- 22/MO 20/NK 17/CJ 22/SB 22/OA 24/--	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind pos=True _ _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg _
324718014983438337	negative	Ende von Sanktionen und Manövern : Jetzt stellt Nordkorea Bedingungen %Link %User	Ende von Sanktion und Manöver : jetzt stellen Nordkorea Bedingung %Link %User	NN APPR NN KON NN $. ADV VVFIN NE NN XY NE	8/OA 1/PG 2/NK 3/CD 4/CJ 5/-- 8/MO 0/-- 8/SB 8/OA 12/PNC 8/SVP	case=nom|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500216::Polarity=negative|num=pl|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=dat|gender=neut|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500217::Intensity=medium|gender=neut|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=sg|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=true|EmoExpression::markable_100500217::Uncertain=false case=acc|gender=fem|num=pl _ _
325706535638552576	mixed	Der " moralischen Instanz " Ulli Hoeness stehen schwierige Zeiten bevor - erste Reaktionen aus Politik , Sport und Medien	die " moralisch Instanz " Ulli Hoeness stehen schwierig Zeit bevor - erst Reaktion aus Politik , Sport und Medium	ART $( ADJA NN $( NE NE VVFIN ADJA NN PTKVZ $( ADJA NN APPR NN $, NN KON NN	4/NK 3/-- 4/NK 8/DA 4/-- 7/PNC 4/NK 0/-- 10/NK 8/SB 8/SVP 11/-- 14/NK 8/SB 14/MNR 15/NK 16/-- 16/CJ 18/CD 19/CJ	case=nom|Target::markable_100500170::Target=True|Sentiment::markable_100500169::Intensity=medium|gender=masc|Sentiment::markable_100500169::Sentiment=True|Sentiment::markable_100500169::Polarity=positive|num=sg|Target::markable_100500170::Preferred=true|Target::markable_100500170::Anaphref=empty|Sentiment::markable_100500169::Sarcasm=false Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True case=gen|Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True|num=sg|gender=fem|pos=True case=gen|gender=fem|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True|*=True case=dat|*=True|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True pers=3|Sentiment::markable_100500169::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|EmoExpression::markable_99::EmoExpression=True|gender=fem|pos=True|Sentiment::markable_100::Sarcasm=false|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100500169::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=pl|EmoExpression::markable_99::Polarity=negative|Sentiment::markable_100::Polarity=negative|Sentiment::markable_100::Intensity=weak|EmoExpression::markable_99::Uncertain=false case=acc|Sentiment::markable_100500169::Sentiment=True|num=pl|EmoExpression::markable_99::EmoExpression=True|gender=fem|Sentiment::markable_100::Sentiment=True Sentiment::markable_100500169::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=pl
333689704157425664	negative	Die Syrien Rebellen sollen mit dem tödlichen Nervengas Sarin gegen ihre Gegner vorgegangen sein .	die Syrien Rebell sollen mit die tödlich Nervengas Sarin gegen ihr Gegner vorgehen sein .	ART NE NN VMFIN APPR ART ADJA NN NE APPR PPOSAT NN VVPP VAINF $.	3/NK 3/NK 4/SB 0/-- 13/MO 8/NK 8/NK 5/NK 8/NK 13/OP 12/NK 10/NK 14/OC 4/OC 14/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind Sentiment::markable_100500171::Polarity=negative|Sentiment::markable_100500171::Sentiment=True|Sentiment::markable_100500171::Sarcasm=false|Sentiment::markable_100500171::Intensity=strong case=dat|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=empty|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True case=dat|EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500173::Polarity=negative|Target::markable_100500172::Target=True|pos=True|Sentiment::markable_100500171::Sentiment=True|num=sg|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Intensity=strong case=dat|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=true|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _
335478796243308544	negative	was der alte Winner Seehofer wohl zu dieser beleidigten Presseschelte der CDU BaWü zu sagen hätte	was die alt Winner Seehofer wohl zu dies beleidigt Presseschelte die CDU BaWü zu sagen haben	PIS ART ADJA NN NE ADV APPR PDAT ADJA NN ART NE NE PTKZU VVINF VAFIN	15/OA 4/NK 4/NK 1/AG 4/NK 15/MO 15/OP 10/NK 10/NK 7/NK 12/NK 10/AG 12/NK 15/PM 16/OC 0/--	case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl case=nom|gender=masc|num=sg|pos=True case=gen|gender=masc|num=pl case=nom|*=True|num=sg _ Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Intensity=medium case=dat|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500175::Anaphref=empty|gender=fem|Target::markable_100500175::Preferred=true case=dat|EmoExpression::markable_100500176::SubjectiveFact=false|Target::markable_100500175::Target=True|EmoExpression::markable_100500176::Sarcasm=false|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500176::EmoExpression=True|gender=fem|EmoExpression::markable_100500176::Uncertain=false|pos=True|EmoExpression::markable_100500176::Intensity=medium|EmoExpression::markable_100500176::Polarity=negative|num=sg case=dat|EmoExpression::markable_100500177::Polarity=negative|Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500177::Intensity=medium|gender=fem|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|num=sg|EmoExpression::markable_100500177::Sarcasm=false case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True _ _ pers=3|num=sg|tense=past|mood=subj
323880126720917505	positive	Piratenpartei RVDOS unterstützt " Holi " - Festival in Beeskow : Vielfarbig und bunt ist nicht nur d ... %Link Piraten bb	Piratenpartei RVDOS unterstützen " Holi " - Festival in Beeskow : vielfarbig und bunt sein nicht nur d ... %Link Pirat bb	NN NN VVPP $( NE $( $( NN APPR NE $. ADJD KON ADJD VAFIN PTKNEG ADV ADJD $. XY NN ADJA	15/SB 1/NK 8/NK 3/-- 8/NK 5/-- 6/-- 1/PAR 8/MNR 9/NK 10/-- 8/PD 12/CD 13/CJ 0/-- 17/NG 21/MO 21/MO 18/-- 21/NK 15/SB 15/MO	case=nom|Sentiment::markable_100500178::Polarity=positive|gender=fem|Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True|Sentiment::markable_100500178::Intensity=medium|num=sg|Source::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sarcasm=false case=nom|gender=fem|Sentiment::markable_100500178::Sentiment=True|num=sg|Source::markable_100500179::Source=True Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True EmoExpression::markable_100500180::EmoExpression=True|EmoExpression::markable_100500180::Uncertain=false|EmoExpression::markable_100500180::Intensity=medium|EmoExpression::markable_100500180::SubjectiveFact=false|Sentiment::markable_100500178::Sentiment=True|EmoExpression::markable_100500180::Sarcasm=false|EmoExpression::markable_100500180::Polarity=positive Target::markable_100500181::Anaphref=empty|Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True|Target::markable_100500181::Preferred=true Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=nom|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=dat|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True _ pos=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ pos=True case=nom|gender=masc|num=pl _
334758065008160768	positive	Lavendelblog | Produkttests und Shopvorstellungen : Zwei Shirts nach Wahl von Likoli zu gewinnen	Lavendelblog | Produkttests und Shopvorstellungen : zwei Shirt nach Wahl von Likoli zu gewinnen	NN XY NN KON NN $. CARD NN APPR NN APPR NE PTKZU VVINF	0/-- 1/NK 14/OA 3/CD 4/CJ 5/-- 8/NK 9/MO 14/MO 9/NK 10/PG 11/NK 14/PM 2/OC	case=nom|gender=masc|num=sg *=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive
323875554665308163	positive	Warum die CDU freiwillige Selbstverpflichtungen so toll findet ? Weil sich dann nichts ändert quotejetzt ...	warum die CDU freiwillig Selbstverpflichtung so toll finden ? weil sich dann nichts ändern quotejetzt ...	PWAV ART NE ADJA NN ADV ADJD VVFIN $. KOUS PRF ADV PIS VVFIN ADJD $.	8/MO 3/NK 8/SB 5/NK 8/OA 7/MO 8/MO 0/-- 8/-- 14/CP 14/OA 14/MO 14/OA 0/-- 14/MO 15/--	_ case=nom|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Polarity=positive|gender=fem|Sentiment::markable_101::Intensity=medium|num=sg|Source::markable_102::Source=True|Source::markable_102::Anaphref=empty|Sentiment::markable_101::Sarcasm=false case=nom|gender=fem|num=sg|Source::markable_102::Source=True|Sentiment::markable_101::Sentiment=True case=acc|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=pl|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=acc|gender=fem|num=pl|Target::markable_103::Target=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True _ _ case=acc|pers=3|num=sg _ gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ _
