322807225670316032	mixed	Stimmt , da war ja noch was %PosSmiley Unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	stimmen , da sein ja noch was %PosSmiley unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	VVFIN $, KOUS VAFIN ADV ADV PIS ITJ APPR NN NE NE NN VVFIN $.	0/-- 1/-- 14/CP 14/MO 7/MO 7/MO 13/OA 9/MO 13/MO 9/NK 12/PNC 10/NK 4/SB 1/MO 14/--	EmoExpression::markable_104014313::Uncertain=false|mood=ind|EmoExpression::markable_104014313::SubjectiveFact=false|pers=3|EmoExpression::markable_104014313::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_104014313::Sarcasm=false|EmoExpression::markable_104014313::Polarity=positive|EmoExpression::markable_104014313::Intensity=medium _ _ pers=3|num=sg|tense=past|mood=ind _ _ gender=neut|*=True case=gen|gender=neut|num=sg EmoExpression::markable_104014314::EmoExpression=True|EmoExpression::markable_104014314::Intensity=medium|EmoExpression::markable_104014314::Uncertain=false|EmoExpression::markable_104014314::SubjectiveFact=false|EmoExpression::markable_104014314::Polarity=negative|EmoExpression::markable_104014314::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104014314::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
322442179895238657	negative	ich denke ein weiterer , dringend notwendiger , Untersuchungsausschuss zum 30.09 . wird auch Kretschmann nicht in den Kram passen %PosSmiley spd s21	ich denken eine weit , dringend notwendig , Untersuchungsausschuss zu @card@ . werden auch Kretschmann nicht in die Kram passen %PosSmiley spd s21	PPER VVFIN ART ADJA $, ADJD ADJD $, NN APPRART CARD $. VAFIN ADV NE PTKNEG APPR ART NN VVINF ITJ ADJD CARD	2/SB 0/-- 9/NK 9/NK 4/-- 7/MO 4/MO 7/-- 13/SB 9/MNR 10/NK 11/-- 2/OC 15/MO 13/SB 20/NG 20/MO 19/NK 17/NK 13/OC 22/DM 20/MO 1/NK	case=nom|Sentiment::markable_66::Sarcasm=false|*=True|pers=1|num=sg|Sentiment::markable_66::Polarity=negative|Sentiment::markable_66::Sentiment=True|Sentiment::markable_66::Intensity=medium pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_66::Sentiment=True case=nom|Target::markable_67::Target=True|num=sg|Target::markable_67::Anaphref=empty|Sentiment::markable_66::Sentiment=True|gender=masc|Target::markable_67::Preferred=true case=nom|Target::markable_67::Target=True|num=sg|comp=True|gender=masc|Sentiment::markable_66::Sentiment=True Target::markable_67::Target=True|Sentiment::markable_66::Sentiment=True EmoExpression::markable_104014321::Polarity=positive|EmoExpression::markable_104014321::SubjectiveFact=false|pos=True|EmoExpression::markable_104014321::Uncertain=false|Target::markable_67::Target=True|EmoExpression::markable_104014321::EmoExpression=True|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_104014321::Intensity=medium|EmoExpression::markable_104014321::Sarcasm=false comp=True|Target::markable_67::Target=True|EmoExpression::markable_104014321::EmoExpression=True|Sentiment::markable_66::Sentiment=True Target::markable_67::Target=True|Sentiment::markable_66::Sentiment=True case=nom|gender=masc|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_66::Sentiment=True Negation::markable_100500219::EmoExpressionRef=emo-expression:markable_100500218|Negation::markable_100500219::Negation=True|Sentiment::markable_66::Sentiment=True EmoExpression::markable_100500218::Intensity=medium|EmoExpression::markable_100500218::SubjectiveFact=false|EmoExpression::markable_100500218::EmoExpression=True|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_100500218::Polarity=positive|EmoExpression::markable_100500218::Sarcasm=false|EmoExpression::markable_100500218::Uncertain=false case=acc|gender=masc|num=sg|EmoExpression::markable_100500218::EmoExpression=True|Sentiment::markable_66::Sentiment=True case=acc|gender=masc|num=sg|EmoExpression::markable_100500218::EmoExpression=True|Sentiment::markable_66::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_100500218::EmoExpression=True EmoExpression::markable_65::Uncertain=false|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|EmoExpression::markable_65::Intensity=medium|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::SubjectiveFact=false _ _
334793387708395520	positive	Insamsul lecker Schnaps mit einer Wurzel . DPR Nordkorea Kellerfund DDR Altlast %PosSmiley auf Kim	Insamsul leck Schnaps mit eine Wurzel . DPR Nordkorea Kellerfund DDR Altlast %PosSmiley auf Kim	NN ADJA NN APPR ART NN $. NE NE NN NE NN ITJ APPR NE	0/-- 3/NK 1/AG 3/MNR 6/NK 4/NK 6/-- 9/PNC 12/NK 9/NK 10/NK 0/-- 14/MO 12/MNR 14/NK	case=nom|Sentiment::markable_100500212::Intensity=medium|Target::markable_100500213::Target=True|gender=neut|Target::markable_100500213::Anaphref=empty|num=sg|Target::markable_100500213::Preferred=true|Sentiment::markable_100500212::Sentiment=True|Sentiment::markable_100500212::Sarcasm=false|Sentiment::markable_100500212::Polarity=positive case=gen|gender=masc|pos=True|EmoExpression::markable_100500214::SubjectiveFact=false|EmoExpression::markable_100500214::Sarcasm=false|num=pl|EmoExpression::markable_100500214::Polarity=positive|Sentiment::markable_100500212::Sentiment=True|EmoExpression::markable_100500214::Uncertain=false|EmoExpression::markable_100500214::Intensity=medium|EmoExpression::markable_100500214::EmoExpression=True case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104014322::Sarcasm=false|EmoExpression::markable_104014322::Polarity=negative|gender=fem|EmoExpression::markable_104014322::Uncertain=false|EmoExpression::markable_104014322::Intensity=medium|num=sg|EmoExpression::markable_104014322::EmoExpression=True|EmoExpression::markable_104014322::SubjectiveFact=false case=nom|EmoExpression::markable_69::Polarity=positive|gender=fem|EmoExpression::markable_69::EmoExpression=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false _ case=acc|*=True|num=sg
334779475751493633	negative	hafti auf pro7 %PosSmiley ist das ein witzz auf deutschen känal pohhhhhhhhhhhh %PosSmiley was wörde angela merkel machen ...	hafti auf pro7 %PosSmiley sein die eine witzz auf deutsch känal pohhhhhhhhhhhh %PosSmiley was wörde Angela merkel machen ...	VVFIN APPR TRUNC ITJ VAFIN PDS ART NN APPR ADJA NN VVPP ITJ PIAT NN NE NN VVINF $.	5/PD 12/MO 2/NK 2/MO 0/-- 5/SB 8/NK 5/PD 8/MNR 11/NK 9/NK 18/MO 17/NK 15/NK 13/NK 15/NK 18/OA 5/OC 18/--	Target::markable_72::Anaphref=empty|Sentiment::markable_74::Intensity=medium|Sentiment::markable_74::Sentiment=True|Target::markable_72::Preferred=true|Sentiment::markable_74::Sarcasm=false|Target::markable_72::Target=True|Sentiment::markable_74::Polarity=negative Sentiment::markable_74::Sentiment=True Sentiment::markable_74::Sentiment=True EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=positive|EmoExpression::markable_100500215::Sarcasm=false|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::EmoExpression=True|EmoExpression::markable_100500215::Intensity=medium pers=3|Sentiment::markable_74::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_74::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_74::Sentiment=True case=nom|EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500216::Polarity=negative|num=sg|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=weak Sentiment::markable_74::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_74::Sentiment=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_74::Sentiment=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=negative EmoExpression::markable_71::Uncertain=false|EmoExpression::markable_71::Intensity=medium|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::SubjectiveFact=false|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::Polarity=positive case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
332231178910318592	positive	Ach übrigens die Mitglieder des Kreisvorstandes der CSU FFB findet Ihr hier %Link %PosSmiley	ach übrigens die Mitglied die Kreisvorstand die CSU FFB finden sie hier %Link %PosSmiley	ITJ ADV ART NN ART NN ART NE NE VVFIN PPER PTKVZ XY ITJ	2/DM 10/MO 4/NK 10/OA 6/NK 4/AG 9/NK 9/PNC 6/AG 0/-- 10/SB 10/SVP 12/NK 12/NK	_ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|*=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 _ _ EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True
334781670274236416	positive	Nachdem zu xten Mal keine Gegenkandidatur bei %User gab , plakatierte RoterBörsenkrach : Gegen die linke Meinungsdiktatur %PosSmiley	nachdem zu xten Mal keine Gegenkandidatur bei %User geben , plakatieren RoterBörsenkrach : gegen die links Meinungsdiktatur %PosSmiley	KOUS APPR ADJA NN PIAT NN APPR NE VVFIN $, VVFIN NN $. APPR ART ADJA NN ITJ	9/CP 9/MO 4/NK 2/NK 6/NK 9/OA 6/MNR 7/NK 11/MO 9/-- 0/-- 11/SB 12/-- 11/MO 17/NK 17/NK 14/NK 14/MO	_ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ EmoExpression::markable_100500226::SubjectiveFact=false|EmoExpression::markable_100500226::Intensity=medium|EmoExpression::markable_100500226::Sarcasm=false|mood=ind|Sentiment::markable_100500224::Sentiment=True|Sentiment::markable_100500224::Sarcasm=false|EmoExpression::markable_100500226::EmoExpression=True|EmoExpression::markable_100500226::Uncertain=false|Sentiment::markable_100500224::Intensity=medium|pers=3|EmoExpression::markable_100500226::Polarity=negative|num=sg|tense=past|Sentiment::markable_100500224::Polarity=positive case=nom|Source::markable_100500225::Anaphref=empty|num=sg|Sentiment::markable_100500224::Sentiment=True|Source::markable_100500225::Source=True|*=True Sentiment::markable_100500224::Sentiment=True EmoExpression::markable_100500226::EmoExpression=True|Sentiment::markable_100500224::Sentiment=True case=acc|num=sg|Target::markable_100500227::Target=True|Sentiment::markable_100500224::Sentiment=True|Target::markable_100500227::Anaphref=empty|gender=fem|Target::markable_100500227::Preferred=true case=acc|num=sg|Target::markable_100500227::Target=True|Sentiment::markable_100500224::Sentiment=True|gender=fem|pos=True case=acc|EmoExpression::markable_104014323::EmoExpression=True|Target::markable_100500227::Target=True|Sentiment::markable_100500224::Sentiment=True|gender=fem|EmoExpression::markable_104014323::SubjectiveFact=false|num=sg|EmoExpression::markable_104014323::Polarity=negative|EmoExpression::markable_104014323::Sarcasm=false|EmoExpression::markable_104014323::Uncertain=false|EmoExpression::markable_104014323::Intensity=strong EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|Sentiment::markable_100500224::Sentiment=True|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
336224683496181760	positive	Habe Putin nun auch blockiert ! Der schrieb mir immer auf russisch .. Muahaha %PosSmiley	haben Putin nun auch blockieren ! die schreiben ich immer auf russisch .. Muahaha %PosSmiley	VAFIN NE ADV ADV VVPP $. PDS VVFIN PPER ADV APPR ADJD ADJA NE ITJ	0/-- 1/SB 5/MO 5/MO 1/OC 5/-- 8/SB 0/-- 8/DA 8/MO 8/MO 13/MO 11/NK 0/-- 14/NK	*=True case=nom|*=True|num=sg _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 _ _ pos=True case=dat|gender=masc|num=pl|pos=True case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_82::Uncertain=false|gender=masc|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::EmoExpression=True|num=sg|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
334177539629146112	positive	%User macht nichts . Am 29. September gibt ' s die nächste Öha - Wahl %PosSmiley	%User machen nichts . an 29. September geben ' s die nah Öha - Wahl %PosSmiley	NE VVFIN PIS $. APPRART ADJA NN VVFIN $( NN ART ADJA NN $( NN ITJ	2/SB 0/-- 2/OA 3/-- 8/MO 7/NK 5/NK 0/-- 8/-- 8/PAR 13/NK 13/NK 8/OA 13/-- 13/APP 15/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|Sentiment::markable_85::Sentiment=True|Sentiment::markable_85::Sarcasm=false|EmoExpression::markable_87::Polarity=negative|gender=fem|EmoExpression::markable_87::EmoExpression=True|Sentiment::markable_85::Intensity=medium|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false|Sentiment::markable_85::Polarity=positive Sentiment::markable_85::Sentiment=True case=acc|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True|gender=fem|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty case=acc|EmoExpression::markable_83::EmoExpression=True|gender=fem|EmoExpression::markable_83::Intensity=medium|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false
337289695740436480	positive	Unter der Ersten und besten Kanzlerin seit der Wiedervereinigung hat sich die Staatsverschuldung um 600 ...	unter die erst und gut Kanzlerin seit die Wiedervereinigung haben sich die Staatsverschuldung um 600 ...	APPR ART ADJA KON ADJA NN APPR ART NN VAFIN PRF ART NN APPR CARD $.	13/MO 6/NK 6/NK 3/CD 4/CJ 1/NK 6/MNR 9/NK 7/NK 0/-- 3/DA 13/NK 10/SB 13/MNR 14/NK 15/--	Sentiment::markable_100500221::Polarity=positive|Sentiment::markable_100500221::Sentiment=True|Sentiment::markable_100500221::Sarcasm=false|Sentiment::markable_100500221::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_100500221::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_100500221::Sentiment=True Sentiment::markable_100500221::Sentiment=True case=dat|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500223::Polarity=positive|pos=True|Sentiment::markable_100500221::Sentiment=True|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=strong case=dat|num=sg|Target::markable_100500222::Target=True|Target::markable_100500222::Preferred=true|gender=fem|Target::markable_100500222::Anaphref=empty|Sentiment::markable_100500221::Sentiment=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104014324::Uncertain=false|EmoExpression::markable_104014324::Polarity=negative|EmoExpression::markable_104014324::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_104014324::Intensity=medium|EmoExpression::markable_104014324::SubjectiveFact=true|EmoExpression::markable_104014324::EmoExpression=True _ _ _
319191770418262016	neutral	Jetzt Lanz ... Bei so viel FDP dreht der doch heute sicher mächtig auf ... Krabbelt ja fast in den GelbPulli rein ... ...	jetzt Lanz ... bei so viel FDP drehen die doch heute sicher mächtig auf ... krabbeln ja fast in die GelbPulli rein ... ...	ADV NN $. APPR ADV ADV NE VVFIN ART ADV ADV ADJD ADJD PTKVZ $. VVFIN ADV ADV APPR ART NN PTKVZ $. $.	2/MO 0/-- 2/-- 8/MO 6/MO 7/MO 4/NK 0/-- 8/SB 11/MO 8/MO 13/MO 8/MO 8/SVP 14/-- 0/-- 16/MO 16/MO 16/MO 21/NK 19/NK 16/SVP 22/-- 0/--	_ case=nom|gender=masc|num=sg _ _ _ *=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ pos=True pos=True _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ _ _
332711972313374721	negative	%Link newsDE Erdogan drängt USA zu Flugverbotszone in Syrien - DIE WELT	%Link newsDE Erdogan drängen USA zu Flugverbotszone in Syrien - die WELT	XY VVFIN NE VVFIN NE APPR NN APPR NE $( ART NE	3/PNC 3/NK 4/SB 0/-- 4/OA 4/OP 6/NK 7/MNR 8/NK 11/-- 12/NK 0/--	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg EmoExpression::markable_104014325::Intensity=medium|EmoExpression::markable_104014325::SubjectiveFact=false|EmoExpression::markable_104014325::Polarity=negative|EmoExpression::markable_104014325::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_104014325::EmoExpression=True|EmoExpression::markable_104014325::Uncertain=false case=acc|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ *=True *=True
320072237254340608	negative	Miserable Umfrage - Werte für Steinbrück - Die Wähler wollen ihn einfach nicht als Kanzler - bundestagswahl steinbrück	Miserable Umfrage - Wert für Steinbrück - die Wähler wollen er einfach nicht als Kanzler - bundestagswahl steinbrück	NN NN $( NN APPR NN $( ART NN VMFIN PPER ADJD PTKNEG KOKOM NN $( ADJA NN	0/-- 1/NK 2/-- 1/PAR 4/MNR 5/NK 8/-- 9/NK 10/SB 0/-- 10/SB 10/MO 10/NG 11/CD 14/NK 15/-- 18/NK 10/OA	case=nom|Sentiment::markable_88::Sarcasm=false|EmoExpression::markable_90::EmoExpression=True|gender=fem|EmoExpression::markable_90::Intensity=strong|num=sg|EmoExpression::markable_90::SubjectiveFact=false|Sentiment::markable_88::Sentiment=True|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_88::Polarity=negative|EmoExpression::markable_90::Polarity=negative|EmoExpression::markable_90::Sarcasm=false|Sentiment::markable_88::Intensity=strong case=nom|Target::markable_89::Target=True|num=sg|Target::markable_89::Anaphref=empty|Sentiment::markable_88::Sentiment=True|gender=fem|Target::markable_89::Preferred=true _ case=nom|gender=masc|num=pl _ case=acc|Target::markable_96::Anaphref=empty|num=sg|Target::markable_96::Preferred=true|gender=masc|Target::markable_96::Target=True _ case=nom|Source::markable_92::Source=True|gender=masc|Source::markable_92::Anaphref=empty|num=pl|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Polarity=negative|Sentiment::markable_91::Intensity=medium case=nom|gender=masc|Source::markable_92::Source=True|num=pl|Sentiment::markable_91::Sentiment=True EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|mood=ind|EmoExpression::markable_93::EmoExpression=True|pers=3|num=pl|tense=pres|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::Polarity=positive|EmoExpression::markable_93::SubjectiveFact=false case=acc|Target::markable_95::Target=True|gender=masc|Target::markable_95::Preferred=true|pers=3|num=sg|Sentiment::markable_91::Sentiment=True|Target::markable_95::Anaphref=markable_96 Intensifier::markable_100500220::EmoExpressionRef=emo-expression:markable_93|Intensifier::markable_100500220::Degree=medium|Intensifier::markable_100500220::Intensifier=True|pos=True|Sentiment::markable_91::Sentiment=True Negation::markable_94::EmoExpressionRef=empty|Negation::markable_94::Negation=True|Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_91::Sentiment=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
318105803489959937	negative	danke merkel ! in zypern erstarken die nazis :	danken Merkel ! in Zypern erstarken die Nazi :	VVFIN NE $. APPR NE VVFIN ART NN $.	0/-- 1/SB 2/-- 6/MO 4/NK 0/-- 8/NK 6/OA 8/--	EmoExpression::markable_99::Sarcasm=true|EmoExpression::markable_99::SubjectiveFact=false|EmoExpression::markable_99::EmoExpression=True|Sentiment::markable_97::Polarity=negative|EmoExpression::markable_99::Intensity=medium|Sentiment::markable_97::Intensity=strong|EmoExpression::markable_99::Polarity=positive|Sentiment::markable_97::Sentiment=True|Sentiment::markable_97::Sarcasm=false Target::markable_98::Anaphref=empty|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True|pos=True|Target::markable_98::Preferred=true Sentiment::markable_97::Sentiment=True _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
320038803131727873	mixed	Klare Botschaft an Putin / Niedersächsische Grüne kündigen Protest du zur Eröffnung der Hannover ... %Link Niedersachsen NI	klar Botschaft an Putin / niedersächsisch Grüne kündigen Protest du zu Eröffnung die Hannover ... %Link Niedersachsen NI	ADJA NN APPR NE $( ADJA NN VVFIN NN PPER APPRART NN ART NE $. XY NE NE	2/NK 8/PAR 2/MNR 3/NK 4/-- 7/NK 8/SB 0/-- 10/CC 8/SB 8/MO 11/NK 14/NK 12/AG 14/-- 0/-- 18/PNC 0/--	case=nom|gender=fem|EmoExpression::markable_100500228::Polarity=positive|pos=True|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::EmoExpression=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=nom|EmoExpression::markable_100500229::Uncertain=false|EmoExpression::markable_100500229::Intensity=weak|EmoExpression::markable_100500229::SubjectiveFact=false|*=True|pers=2|EmoExpression::markable_100500229::EmoExpression=True|num=sg|EmoExpression::markable_100500229::Sarcasm=false|EmoExpression::markable_100500229::Polarity=negative case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
325324660289982464	mixed	Aktion Deutschland Hilft begrüsst Verurteilung der Gewalt in Syrien ... - ...	Aktion Deutschland helfen begrüßen Verurteilung die Gewalt in Syrien ... - ...	NN NE VVFIN VVFIN NN ART NN APPR NE $. $( $.	3/SB 1/NK 0/-- 5/NK 3/OA 7/NK 5/AG 7/MNR 8/NK 9/-- 12/-- 0/--	case=nom|Sentiment::markable_100500233::Sarcasm=false|Sentiment::markable_100500233::Polarity=positive|gender=fem|Sentiment::markable_100500233::Intensity=medium|Source::markable_100500234::Source=True|Sentiment::markable_100500233::Sentiment=True|num=sg|Source::markable_100500234::Anaphref=empty case=nom|gender=neut|Sentiment::markable_100500233::Sentiment=True|num=sg|Source::markable_100500234::Source=True pers=3|Sentiment::markable_100500233::Sentiment=True|num=sg|tense=pres|mood=ind|Source::markable_100500234::Source=True EmoExpression::markable_100500235::SubjectiveFact=false|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500235::Polarity=positive|EmoExpression::markable_100500235::Sarcasm=false|EmoExpression::markable_100500235::EmoExpression=True|EmoExpression::markable_100500235::Uncertain=false|Sentiment::markable_100500233::Sentiment=True EmoExpression::markable_100500238::Intensity=medium|Sentiment::markable_100500237::Sentiment=True|EmoExpression::markable_100500238::Sarcasm=false|Target::markable_100500236::Target=True|Sentiment::markable_100500237::Intensity=medium|EmoExpression::markable_100500238::Polarity=negative|num=sg|Target::markable_100500236::Preferred=true|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false|case=acc|Sentiment::markable_100500237::Sarcasm=false|gender=fem|Sentiment::markable_100500233::Sentiment=True|EmoExpression::markable_100500238::EmoExpression=True|Sentiment::markable_100500237::Polarity=negative|Target::markable_100500236::Anaphref=empty case=gen|Target::markable_100500239::Anaphref=empty|Sentiment::markable_100500237::Sentiment=True|gender=fem|Target::markable_100500236::Target=True|Target::markable_100500239::Preferred=true|Sentiment::markable_100500233::Sentiment=True|num=sg|Target::markable_100500239::Target=True case=gen|Sentiment::markable_100500233::Sentiment=True|num=sg|Sentiment::markable_100500237::Sentiment=True|gender=fem|Target::markable_100500236::Target=True|Target::markable_100500239::Target=True Sentiment::markable_100500233::Sentiment=True|Target::markable_100500236::Target=True|Target::markable_100500239::Target=True|Sentiment::markable_100500237::Sentiment=True case=dat|Sentiment::markable_100500233::Sentiment=True|num=sg|Sentiment::markable_100500237::Sentiment=True|gender=neut|Target::markable_100500236::Target=True|Target::markable_100500239::Target=True _ _ _
