324257473294917633	negative	Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... %NegSmiley	auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... %NegSmiley	APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ITJ	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/-- 4/CJ 8/SB 8/MO 13/OA 10/NG 10/OC 13/-- 10/DM	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
337654220842995712	positive	Lassalle forderte schon einen Mindestlohn . Nach der letzten SPD - Regierung fordert man das immer noch %PosSmiley 150 JahreSPD	Lassalle fordern schon eine Mindestlohn . nach die letzt SPD - Regierung fordern man die immer noch %PosSmiley 150 JahreSPD	NN VVFIN ADV ART NN $. APPR ART ADJA NE $( NN VVFIN PIS PDS ADV ADV ITJ CARD NN	2/SB 0/-- 2/MO 5/NK 2/OA 5/-- 13/MO 10/NK 10/NK 7/NK 10/-- 13/SB 0/-- 13/SB 13/OA 17/MO 13/MO 20/NK 20/NK 13/OA	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg _ _ case=dat|*=True|num=sg EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive case=dat|gender=neut|num=pl
320072692550217728	mixed	wahrscheinlich , Steinbrück fühlte sich als Kanzler ja eh unterbezahlt %PosSmiley	wahrscheinlich , Steinbrück fühlen sich als Kanzler ja eh unterbezahlen %PosSmiley	ADJD $, NN VVFIN PRF KOKOM NN ADV ADV VVPP ITJ	3/PD 1/-- 4/SB 0/-- 4/OA 10/MO 6/NK 4/MO 4/MO 4/MO 10/NK	pos=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg _ _ EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::EmoExpression=True|EmoExpression::markable_100500344::Uncertain=false|EmoExpression::markable_100500344::Polarity=negative EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium
319178588505141250	positive	Mehr Partizipation bei der SPD %PosSmiley %Link	mehr Partizipation bei die SPD %PosSmiley %Link	ADV NN APPR ART NE ITJ XY	7/NK 1/CC 2/MNR 5/NK 3/NK 1/DM 0/--	*=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_48::SubjectiveFact=false|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::EmoExpression=True|EmoExpression::markable_48::Intensity=medium _
318817823164096514	positive	Ah , Politik und Religion . Schon vorgemerkt . %PosSmiley ö1 journalpanorama	ah , Politik und Religion . schon vormerken . %PosSmiley ö1 journalpanorama	ITJ $, NN KON NN $. ADV VVPP $. ITJ CARD NN	3/NK 1/-- 0/-- 3/CD 4/CJ 5/-- 8/MO 0/-- 8/-- 12/NK 0/NK 9/--	_ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ _ EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium _ gender=neut|*=True
332590423379935233	positive	Piratenpartei Migranten jetzt besser unterstützen ! : Die Migraten bei uns werden finanziell zu ... %Link Piraten Forum	Piratenpartei Migranten jetzt gut unterstützen ! : die Migraten bei wir werden finanziell zu ... %Link Pirat Forum	NN NN ADV ADJD VVINF $. $. ART NN APPR PPER VAFIN ADJD PTKVZ $. XY NN NN	0/-- 5/OA 5/MO 5/MO 1/OC 5/-- 12/-- 9/NK 12/SB 9/MNR 10/NK 0/-- 12/OC 12/SVP 14/-- 0/-- 0/-- 17/NK	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ EmoExpression::markable_100500232::Sarcasm=false|EmoExpression::markable_100500232::Polarity=positive|EmoExpression::markable_100500232::EmoExpression=True|comp=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium|EmoExpression::markable_100500232::SubjectiveFact=false EmoExpression::markable_100500345::Uncertain=false|EmoExpression::markable_100500345::Sarcasm=false|EmoExpression::markable_100500345::EmoExpression=True|EmoExpression::markable_100500345::SubjectiveFact=false|EmoExpression::markable_100500345::Polarity=positive|EmoExpression::markable_100500345::Intensity=medium _ _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind pos=True _ _ _ case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg
318970422139969536	neutral	Keine Unterstützung des Jüdischen Nationalfonds durch die SPD ! %Link via %User	keine Unterstützung die jüdisch Nationalfonds durch die SPD ! %Link via %User	PIAT NN ART ADJA NN APPR ART NE $. XY APPR NE	2/NK 0/-- 5/NK 5/NK 2/AG 2/MNR 8/NK 6/NK 8/-- 0/-- 0/-- 11/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg
324240205345345536	negative	Hört auf eich zu beschweren wenn ihr nur die " 2. Wahl " seid . Immerhin besser als garkeine zu sein , so wie ich .	hören auf eichen zu beschweren wenn ihr nur die " 2. Wahl " sein . immerhin gut als garkeine zu sein , so wie ich .	VVFIN PTKVZ VVIMP PTKZU VVINF KOUS PPER ADV ART $( ADJA NN $( VAFIN $. ADV ADJD KOKOM ADJD PTKZU VAINF $, ADV KOUS PPER $.	0/-- 1/SVP 2/NK 5/PM 1/OC 14/CP 14/SB 12/MO 12/NK 9/-- 12/NK 14/PD 12/-- 1/MO 14/-- 17/MO 21/PD 19/CM 17/CC 21/PM 23/RE 21/-- 24/MO 0/-- 24/SB 25/--	pers=2|num=pl|mood=imp _ pos=True _ EmoExpression::markable_100500346::EmoExpression=True|EmoExpression::markable_100500346::Uncertain=false|EmoExpression::markable_100500346::Intensity=medium|EmoExpression::markable_100500346::SubjectiveFact=false|EmoExpression::markable_100500346::Sarcasm=false|EmoExpression::markable_100500346::Polarity=negative _ case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=fem|num=sg _ case=acc|EmoExpression::markable_100500347::Sarcasm=false|EmoExpression::markable_100500347::Uncertain=false|EmoExpression::markable_100500347::Intensity=medium|gender=fem|EmoExpression::markable_100500347::SubjectiveFact=false|pos=True|num=sg|EmoExpression::markable_100500347::Polarity=negative|EmoExpression::markable_100500347::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_100500347::EmoExpression=True|num=sg _ pers=2|num=pl|tense=pres|mood=ind _ _ comp=True _ case=nom|gender=fem|num=sg _ _ _ _ _ case=nom|*=True|num=sg|pers=1 _
325849651381157888	neutral	Nochmal Klartext : Keine der etablierten Parteien im Bundestag hat im Innenausschuss des Bundesrats gegen die Bestandsdatenaue es ...	nochmal Klartext : keine die etabliert Partei in Bundestag haben in Innenausschuss die Bundesrat gegen die Bestandsdatenaue es ...	ADV NN $. PIAT ART ADJA NN APPRART NN VAFIN APPRART NN ART NN APPR ART NN PPER $.	2/MO 10/SB 2/-- 2/SB 7/NK 7/NK 4/AG 7/MNR 8/NK 0/-- 10/MO 11/NK 14/NK 12/AG 14/MNR 17/NK 15/NK 17/APP 18/--	_ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg|pers=3 _
332944042407104512	negative	Neues von A. Merkel ? Alle wollten raus oder haben mit dem System geklüngelt ? Guckt nicht so ... Nichts neues ..!	Neue von A. Merkel ? alle wollen raus oder haben mit die System geklüngelt ? gucken nicht so ... nichts neu ..!	NN APPR NE NE $. PIS VMFIN ADV KON VAFIN APPR ART NN VVPP $. VVFIN PTKNEG ADV $. PIAT ADJA ADJA	0/-- 1/PG 4/PNC 2/NK 4/-- 7/SB 0/-- 7/MO 7/CD 9/CJ 14/MO 13/NK 11/NK 10/OC 14/-- 0/-- 16/NG 16/MO 18/-- 21/NK 0/-- 21/UC	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=past|mood=ind _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|EmoExpression::markable_100500233::Sarcasm=false|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::EmoExpression=True|EmoExpression::markable_100500233::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind _ _ _ gender=neut|*=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True
332217373539041281	positive	Die SPD Chancen zur Gabriel Steinbrück an Gabriel und bin bis jetzt immer gut gelaufen damit .	die SPD Chance zu Gabriel Steinbrück an Gabriel und sein bis jetzt immer gut laufen damit .	ART NE NN APPRART NE NN APPR NE KON VAFIN KON ADV ADV ADJD VVPP PAV $.	2/NK 3/NK 0/-- 3/MNR 6/NK 4/NK 6/MNR 7/NK 3/CD 9/CJ 10/CD 15/MO 14/MO 15/MO 11/CJ 11/NK 15/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=pl case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ pers=1|num=sg|tense=pres|mood=ind _ _ _ EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=positive|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::EmoExpression=True|pos=True|EmoExpression::markable_100500234::SubjectiveFact=false _ _ _
322839612030586880	neutral	Spitzenpolitiker der Union gehen hart mit SPD - Wahlprogramm ins Gericht	Spitzenpolitiker die Union gehen hart mit SPD - Wahlprogramm in Gericht	NN ART NN VVFIN ADJD APPR NE $( NN APPRART NN	4/SB 3/NK 1/AG 0/-- 4/MO 4/MO 6/NK 7/-- 7/PAR 4/MO 10/NK	case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
317744156283904000	positive	dann sollten wir gut regieren mit linker politik	dann sollen wir gut regieren mit links politik	ADV VMFIN PPER ADJD VVFIN APPR ADJA ADJA	2/MO 0/-- 2/SB 2/MO 2/OC 5/MO 8/NK 6/NK	_ pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|pos=True|EmoExpression::markable_51::SubjectiveFact=false pers=1|num=pl|tense=pres|mood=ind|Target::markable_50::Target=True|Target::markable_50::Preferred=true|Target::markable_50::Anaphref=empty _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
334755236763824129	neutral	Merkel : " Es kann keinen Zugriff auf geistige Leistung geben , der völlig kostenlos ist " - ...	Merkel : " es können keine Zugriff auf geistig Leistung geben , die völlig kostenlos sein " - ...	NE $. $( PPER VMFIN PIAT NN APPR ADJA NN VVINF $, PRELS ADJD ADJD VAFIN $( $( $.	0/-- 1/-- 2/-- 5/SB 1/RS 7/NK 11/OA 7/MNR 10/NK 8/NK 5/OC 11/-- 16/SB 15/MO 16/PD 7/RC 16/-- 17/-- 18/--	case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg pos=True pos=True pers=3|num=sg|tense=pres|mood=ind _ _ _
318459896997740544	negative	Zypern will nicht raus aus dem Euro . Logisch , die wären ja blöde nicht erst die 10 Milliarden zu kassieren ! cdu , #spd htt ...	Zypern wollen nicht raus aus die Euro . logisch , die sein ja blöd nicht erst die 10 Milliarde zu kassieren ! cdu , #spd htt ...	NE VMFIN PTKNEG ADV APPR ART NN $. ADJD $, PDS VAFIN ADV ADJA PTKNEG ADV ART CARD NN PTKZU VVINF $. NN $, ADJA NN $.	2/SB 0/-- 2/NG 5/MO 2/MO 7/NK 5/NK 7/-- 12/PD 9/-- 12/SB 0/-- 21/MO 21/OA 16/NG 19/MO 19/NK 19/NMC 21/OA 21/PM 12/OC 21/-- 0/-- 23/-- 26/NK 23/CJ 26/--	case=nom|Source::markable_100500236::Anaphref=empty|gender=neut|Sentiment::markable_100500235::Sarcasm=false|num=sg|Sentiment::markable_100500235::Intensity=medium|Source::markable_100500236::Source=True|Sentiment::markable_100500235::Sentiment=True|Sentiment::markable_100500235::Polarity=negative EmoExpression::markable_100500237::Polarity=positive|mood=ind|EmoExpression::markable_100500237::Uncertain=false|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500237::EmoExpression=True|Sentiment::markable_100500235::Sentiment=True Negation::markable_100500238::Negation=True|Sentiment::markable_100500235::Sentiment=True|Negation::markable_100500238::EmoExpressionRef=empty Target::markable_100500239::Preferred=true|Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True|Target::markable_100500239::Anaphref=empty Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|Target::markable_100500239::Target=True|num=sg|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|Target::markable_100500239::Target=True|num=sg|Sentiment::markable_100500235::Sentiment=True Sentiment::markable_100500235::Sentiment=True pos=True _ case=nom|*=True|num=pl pers=3|num=pl|tense=past|mood=subj _ EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|mood=subj|EmoExpression::markable_52::Polarity=negative|EmoExpression::markable_52::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_52::SubjectiveFact=false _ _ case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _
334042651752005632	negative	steinbrück s " Kompetenz " team zeigt eindrucksvoll die Verlogenheit der linken Politik spd	steinbrück s " Kompetenz " Team zeigen eindrucksvoll die Verlogenheit die links Politik spd	NN NN $( NN $( NN VVFIN ADJD ART NN ART ADJA NN ADJA	2/NK 7/SB 2/-- 2/CJ 4/-- 2/CJ 0/-- 7/MO 10/NK 7/SB 13/NK 13/NK 10/AG 10/NMC	pos=True case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500348::Uncertain=false|EmoExpression::markable_100500348::Polarity=negative|EmoExpression::markable_100500348::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_100500348::Intensity=medium|EmoExpression::markable_100500348::SubjectiveFact=false|EmoExpression::markable_100500348::EmoExpression=True case=gen|gender=neut|num=pl case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True
332956897638494209	negative	Bei den pro - Argumenten stört mich die Populistik . Auch mit SMV können wir keine Entscheidungen im Bundestag treffen. bpt131	bei die pro - Argument stören ich die Populistik . auch mit SMV können wir keine Entscheidung in Bundestag treffen. bpt131	APPR ART APPR $( NN VVFIN PRF ART NN $. ADV APPR NE VMFIN PPER PIAT NN APPRART NN NE CARD	6/MO 5/NK 5/NK 3/-- 1/NK 0/-- 6/OA 9/NK 6/SB 9/-- 12/MO 14/MO 12/NK 0/-- 14/SB 17/NK 14/MO 17/MNR 18/NK 19/NK 20/PNC	Sentiment::markable_53::Sentiment=True|Sentiment::markable_53::Sarcasm=false|Sentiment::markable_53::Intensity=medium|Sentiment::markable_53::Polarity=negative case=dat|gender=fem|num=pl|Sentiment::markable_53::Sentiment=True EmoExpression::markable_100500251::SubjectiveFact=false|EmoExpression::markable_100500251::Polarity=positive|EmoExpression::markable_100500251::Sarcasm=false|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::EmoExpression=True|EmoExpression::markable_100500251::Intensity=medium EmoExpression::markable_100500251::EmoExpression=True|Sentiment::markable_53::Sentiment=True case=dat|gender=neut|EmoExpression::markable_100500251::EmoExpression=True|num=pl|Sentiment::markable_53::Sentiment=True EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::EmoExpression=True|mood=ind|EmoExpression::markable_56::Intensity=medium|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Polarity=negative|EmoExpression::markable_56::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_56::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_53::Sentiment=True|*=True|Source::markable_55::Source=True|Source::markable_55::Anaphref=empty case=acc|num=sg|Target::markable_54::Target=True|Target::markable_54::Anaphref=empty|gender=fem|Sentiment::markable_53::Sentiment=True|Target::markable_54::Preferred=true case=acc|gender=fem|num=sg|Target::markable_54::Target=True|Sentiment::markable_53::Sentiment=True _ _ _ case=dat|*=True|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _
338030757698211840	mixed	Schmeisst den ganzen Senat raus , oder singt einfach unsere Lieder zum BER - Desaster %PosSmiley BER Berlin	schmeißen die ganz Senat raus , oder singen einfach unser Lied zu BER - Desaster %PosSmiley BER Berlin	VVFIN ART ADJA NN PTKVZ $, KON VVFIN ADJD PPOSAT NN APPRART NE $( NN ITJ NE NE	0/-- 4/NK 4/NK 1/OA 1/SVP 5/-- 1/CD 7/CJ 8/MO 11/NK 8/OA 11/MNR 12/NK 13/-- 13/PAR 15/NK 0/PNC 15/NK	mood=ind|EmoExpression::markable_100500244::Polarity=negative|Sentiment::markable_100500241::Sentiment=True|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500244::Intensity=strong|EmoExpression::markable_100500244::Sarcasm=false case=acc|num=sg|Target::markable_100500243::Preferred=true|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|Target::markable_100500243::Anaphref=empty case=acc|num=sg|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_100500243::Target=True|Sentiment::markable_100500241::Sentiment=True Sentiment::markable_100500241::Sentiment=True _ _ pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|EmoExpression::markable_100500240::Intensity=strong|EmoExpression::markable_100500240::Polarity=negative|gender=masc|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=nom|EmoExpression::markable_57::SubjectiveFact=false|gender=masc|EmoExpression::markable_57::Polarity=positive|EmoExpression::markable_57::Uncertain=false|num=sg|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg
337372840657551360	neutral	Die Erfahrung mit der Personalpolitik von Frau Merkel bestätigt dies .	die Erfahrung mit die Personalpolitik von Frau Merkel bestätigen dies .	ART NN APPR ART NN APPR NN NE VVFIN PDS $.	2/NK 9/SB 2/MNR 5/NK 3/NK 5/PG 6/NK 7/NK 0/-- 9/OA 10/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _
322872297549606912	neutral	Politik aktuell : die Kandidaten zur Landtagswahl 2013 im Wahlkreis Oldenburg Mitte - Süd	Politik aktuell : die Kandidat zu Landtagswahl @card@ in Wahlkreis Oldenburg Mitte - Süd	NN ADJD $. ART NN APPRART NN CARD APPRART NN NE NN $( NN	2/SB 5/PD 2/-- 5/NK 0/-- 5/MNR 6/NK 7/NK 7/MNR 9/NK 10/NK 7/MNR 12/-- 12/CJ	case=nom|gender=fem|num=sg pos=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg gender=fem|*=True|num=sg _ case=dat|gender=masc|num=sg
337332684894371841	negative	klar jemand der die linke wählt hat keine 7 Euro für ein Mittagessen , tut mir leid mein Fehler .	klar jemand die die links wählen haben keine 7 Euro für eine Mittagesse , tun ich leid mein Fehler .	ADJD PIS ART ART ADJA VVFIN VAFIN PIAT CARD NN APPR ART NN $, VVFIN PPER ADJD PPOSAT NN $.	2/MO 6/SB 5/NK 5/NK 6/OA 7/OC 15/OC 10/NK 10/NK 7/OA 10/MNR 13/NK 11/NK 13/-- 0/-- 15/DA 15/MO 19/NK 15/OA 19/--	pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ Sentiment::markable_58::Intensity=medium|mood=ind|EmoExpression::markable_60::SubjectiveFact=false|Sentiment::markable_58::Sarcasm=false|EmoExpression::markable_60::Uncertain=false|pers=3|EmoExpression::markable_60::Polarity=negative|Sentiment::markable_58::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_60::EmoExpression=True|Sentiment::markable_58::Polarity=negative|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Intensity=medium case=dat|*=True|pers=1|Source::markable_100500245::Source=True|Sentiment::markable_58::Sentiment=True|num=sg|EmoExpression::markable_60::EmoExpression=True|Source::markable_100500245::Anaphref=empty Sentiment::markable_58::Sentiment=True|pos=True|EmoExpression::markable_60::EmoExpression=True case=nom|Sentiment::markable_58::Sentiment=True|num=sg|Target::markable_59::Anaphref=empty|gender=masc|Target::markable_59::Preferred=true|Target::markable_59::Target=True case=nom|EmoExpression::markable_100500246::EmoExpression=True|gender=masc|Sentiment::markable_58::Sentiment=True|EmoExpression::markable_100500246::SubjectiveFact=false|num=sg|EmoExpression::markable_100500246::Polarity=negative|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Uncertain=false|Target::markable_59::Target=True|EmoExpression::markable_100500246::Intensity=medium _
332630679043072000	positive	Mein Anti - Belästigungs - Konzept für die Piratenpartei : %Link Wer mag mich dabei unterstützen ?	mein Anti - Belästigungs - Konzept für die Piratenpartei : %Link wer mögen ich dabei unterstützen ?	PPOSAT ADJA $( NN $( NN APPR ART NN $. XY PWS VMFIN PRF PAV VVINF $.	4/NK 4/NK 2/-- 13/SB 4/-- 4/NK 6/MNR 9/NK 7/NK 9/-- 13/SB 13/SB 0/-- 16/OA 16/NK 13/OC 16/--	case=nom|num=sg|Sentiment::markable_100500247::Polarity=positive|gender=masc|Sentiment::markable_100500247::Intensity=medium|Sentiment::markable_100500247::Sentiment=True|Sentiment::markable_100500247::Sarcasm=false case=nom|num=sg|Negation::markable_100500250::EmoExpressionRef=empty|gender=masc|Negation::markable_100500250::Negation=True|pos=True|Sentiment::markable_100500247::Sentiment=True Sentiment::markable_100500247::Sentiment=True case=gen|EmoExpression::markable_100500249::EmoExpression=True|gender=neut|EmoExpression::markable_100500249::Polarity=negative|EmoExpression::markable_100500249::Sarcasm=false|num=sg|EmoExpression::markable_100500249::SubjectiveFact=false|EmoExpression::markable_100500249::Uncertain=false|Sentiment::markable_100500247::Sentiment=True|EmoExpression::markable_100500249::Intensity=medium Sentiment::markable_100500247::Sentiment=True case=nom|Target::markable_100500248::Anaphref=empty|num=sg|Target::markable_100500248::Preferred=true|Target::markable_100500248::Target=True|gender=neut|Sentiment::markable_100500247::Sentiment=True Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500247::Sentiment=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _
