328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
323396666264801280	negative	Wird wohl nichts mit der %User energyfashionshow dieses Jahr . Kann man ja keine Tickets kaufen und habe keine gewonnen %NegSmiley	werden wohl nichts mit die %User energyfashionshow dies Jahr . können man ja keine Ticket kaufen und haben keine gewinnen %NegSmiley	VAFIN ADV PIS APPR ART NE ADJD PDAT NN $. VMFIN PIS ADV PIAT NN VVINF KON VAFIN PIAT VVPP ITJ	0/-- 7/MO 1/SB 7/MO 6/NK 4/NK 1/OC 9/NK 7/MO 9/-- 0/-- 11/SB 11/MO 15/NK 16/OA 11/OC 11/CD 17/CJ 20/MO 18/OC 20/NK	mood=ind|EmoExpression::markable_104012283::EmoExpression=True|EmoExpression::markable_104012283::SubjectiveFact=false|pers=3|EmoExpression::markable_104012283::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_104012283::Polarity=negative|EmoExpression::markable_104012283::Uncertain=false|EmoExpression::markable_104012283::Intensity=medium EmoExpression::markable_104012283::EmoExpression=True gender=neut|*=True|EmoExpression::markable_104012283::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ Target::markable_52::Anaphref=empty|Target::markable_52::Preferred=true|mood=ind|Sentiment::markable_50::Intensity=strong|Sentiment::markable_50::Sentiment=True|pers=3|num=sg|tense=pres|Sentiment::markable_50::Polarity=negative|Target::markable_52::Target=True|Sentiment::markable_50::Sarcasm=false case=nom|*=True|Sentiment::markable_50::Sentiment=True|num=sg|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True case=acc|gender=masc|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True case=acc|gender=masc|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True pers=3|num=sg|tense=pres|mood=subj|Sentiment::markable_50::Sentiment=True|Target::markable_52::Target=True case=acc|gender=fem|Sentiment::markable_50::Sentiment=True|num=pl|Target::markable_52::Target=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_50::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Target::markable_52::Target=True EmoExpression::markable_51::Intensity=strong|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=negative|Sentiment::markable_50::Sentiment=True|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false
320138671812669440	positive	Warten , bis Software den Aktualisierungschlüssel findet %PosSmiley ...	Warte|Warten , bis Software die Aktualisierungschlüssel finden %PosSmiley ...	NN $, APPR NN ART NN VVFIN ITJ $.	0/-- 1/-- 7/MO 3/NK 6/NK 7/OA 1/RC 0/NK 7/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_53::Sarcasm=false|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=positive _
324929855475032065	positive	Jess ! Man endlich auch draussen wieder ... %PosSmiley %Link	Jeß ! man endlich auch draußen wieder ... %PosSmiley %Link	NE $. PIS ADV ADV ADV ADV $. ITJ XY	0/-- 1/-- 4/SB 6/MO 6/MO 0/-- 6/MO 7/-- 7/DM 0/--	EmoExpression::markable_236::EmoExpression=True|EmoExpression::markable_236::SubjectiveFact=false|EmoExpression::markable_236::Sarcasm=false|EmoExpression::markable_236::Uncertain=false|EmoExpression::markable_236::Polarity=positive|Sentiment::markable_235::Polarity=positive|Sentiment::markable_235::Intensity=medium|Sentiment::markable_235::Sarcasm=false|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_236::Intensity=medium Sentiment::markable_235::Sentiment=True|EmoExpression::markable_236::EmoExpression=True case=nom|*=True|num=sg|Sentiment::markable_235::Sentiment=True EmoExpression::markable_237::Uncertain=false|EmoExpression::markable_237::EmoExpression=True|EmoExpression::markable_237::Polarity=positive|EmoExpression::markable_237::SubjectiveFact=false|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_237::Intensity=medium|EmoExpression::markable_237::Sarcasm=false Sentiment::markable_235::Sentiment=True Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|Sentiment::markable_235::Sentiment=True|Target::markable_238::Target=True Target::markable_238::Target=True|Sentiment::markable_235::Sentiment=True Sentiment::markable_235::Sentiment=True EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=positive|Sentiment::markable_235::Sentiment=True|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium _
318485023886020609	positive	die Macht der P's . DER P's . %PosSmiley	die Macht die P's . die P's . %PosSmiley	ART NN ART NE $. ART NE $. ITJ	2/NK 0/-- 4/NK 2/AG 4/-- 7/NK 5/NK 7/-- 4/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ *=True *=True _ EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive
326966048672870400	positive	das ist normal , da der Bauch beim laufen auch beansprucht wird . Wenn du längere Zeit läufst wirst du aber keinen mehr bekommen %PosSmiley	die sein normal , da die Bauch bei laufen auch beanspruchen werden . wenn du lang Zeit laufen werden du aber keine mehr bekommen %PosSmiley	PDS VAFIN ADJD $, KOUS ART NN APPRART VVFIN ADV VVPP VAFIN $. KOUS PPER ADJA NN VVFIN VAFIN PPER ADV PIAT PIS VVPP ITJ	2/SB 0/-- 2/PD 3/-- 12/CP 7/NK 12/SB 11/MO 8/NK 9/MO 12/OC 2/MO 12/-- 19/CP 19/SB 17/NK 18/SB 19/OC 0/-- 19/SB 24/MO 24/MO 24/OA 19/OC 24/NK	case=nom|Sentiment::markable_57::Sarcasm=false|gender=neut|Sentiment::markable_57::Polarity=positive|Target::markable_59::Preferred=true|num=sg|Target::markable_59::Anaphref=empty|Sentiment::markable_57::Intensity=medium|Target::markable_59::Target=True|Sentiment::markable_57::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_57::Sentiment=True EmoExpression::markable_58::Uncertain=false|pos=True|EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True|Sentiment::markable_57::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg|comp=True case=acc|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=2 _ case=acc|gender=masc|num=sg *=True _ EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false|EmoExpression::markable_56::Sarcasm=false
328589288935669760	mixed	Clara ( 13) frisst weil sie traurig ist , das sie so fett ist .	Clara ( 13) fressen weil sie traurig sein , die sie so fett sein .	NE $( VVIMP VVFIN KOUS PPER ADJD VAFIN $, PRELS PPER ADV ADJD VAFIN $.	4/SB 1/-- 1/PAR 0/-- 8/CP 8/SB 8/PD 4/MO 8/-- 14/OA 14/SB 13/MO 14/PD 8/SB 14/--	case=nom|Sentiment::markable_100500282::Sentiment=True|gender=fem|Target::markable_100500282::Anaphref=empty|num=sg|Sentiment::markable_100500282::Sarcasm=false|Sentiment::markable_100500282::Polarity=negative|Target::markable_100500282::Target=True|Sentiment::markable_100500282::Intensity=strong|Target::markable_100500282::Preferred=true Sentiment::markable_100500282::Sentiment=True Sentiment::markable_100500282::Sentiment=True Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500282::EmoExpression=True|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::SubjectiveFact=false|EmoExpression::markable_100500282::Intensity=strong Sentiment::markable_100500282::Sentiment=True case=nom|Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True|Sentiment::markable_100500285::Sarcasm=false|gender=fem|Sentiment::markable_100500285::Polarity=positive|pers=3|num=sg|Source::markable_100500285::Source=True|Source::markable_100500285::Anaphref=empty|Sentiment::markable_100500285::Intensity=medium EmoExpression::markable_100500285::Uncertain=false|Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|Sentiment::markable_100500285::Sentiment=True|pos=True|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True pers=3|Sentiment::markable_100500282::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_100500285::Sentiment=True Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True case=acc|gender=neut|Sentiment::markable_100500282::Sentiment=True|num=sg|Sentiment::markable_100500285::Sentiment=True case=nom|Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True|gender=fem|Target::markable_100500285::Preferred=true|pers=3|num=sg|Target::markable_100500285::Target=True|Target::markable_100500285::Anaphref=empty Sentiment::markable_100500282::Sentiment=True|Target::markable_100500285::Target=True|Sentiment::markable_100500285::Sentiment=True Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::EmoExpression=True|Sentiment::markable_100500285::Sentiment=True|EmoExpression::markable_100500288::SubjectiveFact=false|pos=True|EmoExpression::markable_100500288::Polarity=negative|Target::markable_100500285::Target=True|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Intensity=strong pers=3|Sentiment::markable_100500282::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_100500285::Sentiment=True|Target::markable_100500285::Target=True Sentiment::markable_100500282::Sentiment=True|Sentiment::markable_100500285::Sentiment=True
323012442496065536	neutral	%User gibt’s heute Abend wenn ich die verbandfolie abmachen darf	%User gibt’s heute abend wenn ich die verbandfolie abmachen dürfen	NE VVFIN ADV ADV KOUS PPER ART NN VVINF VMFIN	2/SB 0/-- 2/MO 2/MO 10/CP 10/SB 8/NK 9/OA 10/OC 2/MO	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind
321218364263522304	mixed	Ich bin gerade voll traurig .. Weil ich nicht bei justin bieber sein kann .. Ich vermisse ihn so ..	ich sein gerade voll traurig .. weil ich nicht bei justin bieber sein können .. ich vermissen er so ..	PPER VAFIN ADV ADJD ADJD ADJA KOUS PPER PTKNEG APPR ADJA NN VAINF VMFIN NN PPER VVFIN PPER ADV ADJA	2/SB 0/-- 2/MO 5/MO 6/MO 2/MO 14/CP 14/SB 14/NG 13/MO 12/NK 10/NK 14/OC 0/-- 13/PD 17/SB 0/-- 17/OA 20/MO 17/MO	case=nom|Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=strong|Source::markable_66::Anaphref=empty|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|*=True|pers=1|num=sg|Source::markable_66::Source=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True Intensifier::markable_68::Degree=strong|Intensifier::markable_68::Intensifier=True|Intensifier::markable_68::EmoExpressionRef=emo-expression:markable_67|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True case=nom|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True|Target::markable_69::Preferred=true|*=True|Target::markable_69::Anaphref=empty|pers=1|num=sg Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_65::Sentiment=True case=nom|Source::markable_74::Source=True|Sentiment::markable_70::Sentiment=True|Sentiment::markable_70::Polarity=positive|*=True|pers=1|num=sg|Sentiment::markable_70::Intensity=strong|Source::markable_74::Anaphref=empty|Sentiment::markable_70::Sarcasm=false EmoExpression::markable_71::Intensity=medium|mood=ind|Sentiment::markable_70::Sentiment=True|EmoExpression::markable_71::Polarity=positive|pers=1|EmoExpression::markable_71::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::SubjectiveFact=false case=acc|Target::markable_73::Preferred=true|Sentiment::markable_70::Sentiment=True|gender=masc|pers=3|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Target=True Sentiment::markable_70::Sentiment=True|Intensifier::markable_72::Degree=strong|Intensifier::markable_72::Intensifier=True|Intensifier::markable_72::EmoExpressionRef=empty case=gen|gender=masc|num=pl|Sentiment::markable_70::Sentiment=True|comp=True
327792755248078850	positive	Wir freuen uns wieder über Eure ff - Empfehlungen und verlosen heute ein reichelt - Package + Multimedia - Headset : ...	wir freuen wir wieder über euer ff - Empfehlung und verlosen heute eine reichelt - Package + Multimedia - Headset : ...	PPER VVFIN PPER ADV APPR PPOSAT NN $( NN KON VVFIN ADV ART ADJA $( NN KON NN $( NN $. $.	2/SB 0/-- 2/OA 2/MO 2/OP 7/NK 5/NK 7/-- 2/OA 2/CD 10/CJ 11/MO 16/NK 16/NK 14/-- 11/OA 16/CD 17/CJ 18/-- 16/CJ 20/-- 21/--	case=nom|Source::markable_76::Anaphref=empty|Sentiment::markable_75::Sentiment=True|*=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|pers=1|num=pl|Source::markable_76::Source=True|Sentiment::markable_75::Polarity=positive mood=ind|EmoExpression::markable_104012285::Intensity=medium|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_104012285::SubjectiveFact=false|EmoExpression::markable_104012285::EmoExpression=True|pers=1|EmoExpression::markable_104012285::Uncertain=false|EmoExpression::markable_104012285::Polarity=positive|num=pl|tense=pres|EmoExpression::markable_104012285::Sarcasm=false case=acc|pers=1|num=pl|Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True case=acc|num=pl|Target::markable_78::Preferred=true|gender=fem|Target::markable_78::Target=True|Sentiment::markable_75::Sentiment=True|Target::markable_78::Anaphref=empty _ _ case=nom|gender=fem|Target::markable_78::Target=True|num=pl|Sentiment::markable_75::Sentiment=True _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl _ _
324575931178053632	positive	Wenn ich zurück entfolge ist das nicht aus Trotz . Vielmehr stimme ich zu , dass wir nicht zueinander passen .	wenn ich zurück entfolge sein die nicht aus Trotz . vielmehr stimmen ich zu , dass wir nicht zueinander passen .	KOUS PPER ADV NN VAFIN PDS PTKNEG APPR NN $. ADV VVFIN PPER PTKVZ $, KOUS PPER PTKNEG ADV VVINF $.	5/CP 5/SB 4/MO 5/PD 0/-- 5/SB 5/NG 5/MO 8/NK 9/-- 12/MO 0/-- 12/SB 12/SVP 14/-- 20/CP 20/SB 20/NG 20/MO 12/MO 20/--	_ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ case=dat|EmoExpression::markable_104012286::Uncertain=false|gender=neut|EmoExpression::markable_104012286::Intensity=medium|EmoExpression::markable_104012286::Sarcasm=false|EmoExpression::markable_104012286::SubjectiveFact=false|EmoExpression::markable_104012286::Polarity=negative|num=sg|EmoExpression::markable_104012286::EmoExpression=True _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Source::markable_265::Source=True|*=True|Source::markable_265::Anaphref=empty _ _ _ case=nom|Target::markable_262::Anaphref=empty|Sentiment::markable_243::Sarcasm=false|*=True|Target::markable_262::Target=True|Sentiment::markable_243::Polarity=positive|pers=1|num=pl|Sentiment::markable_243::Intensity=medium|Sentiment::markable_243::Sentiment=True|Target::markable_262::Preferred=true Sentiment::markable_243::Sentiment=True|Negation::markable_264::Negation=True|Negation::markable_264::EmoExpressionRef=empty Sentiment::markable_243::Sentiment=True EmoExpression::markable_263::Polarity=positive|EmoExpression::markable_263::Sarcasm=false|EmoExpression::markable_263::Uncertain=false|Sentiment::markable_243::Sentiment=True|EmoExpression::markable_263::EmoExpression=True|EmoExpression::markable_263::SubjectiveFact=false|EmoExpression::markable_263::Intensity=medium Sentiment::markable_243::Sentiment=True
327112577547128834	negative	Wenn ich mir den tat es . Datendurchsatz meiner Telekom DSL -50 anschaue , werde ich schon seit Jahren um 50% gedrosselt . Wird das angerechnet ?	wenn ich ich die tun es . Datendurchsatz mein Telekom DSL @card@ anschauen , werden ich schon seit Jahr um @card@ drosseln . werden die anrechnen ?	KOUS PPER PPER PDS VVFIN PPER $. NN PPOSAT NE NN CARD VVFIN $, VAFIN PPER ADV APPR NN APPR CARD VVPP $. VAFIN PDS VVPP $.	5/CP 5/SB 5/DA 5/OA 0/-- 5/OA 6/-- 13/SB 11/NK 11/PNC 13/SB 11/NK 22/OC 13/-- 0/-- 15/SB 18/MO 22/MO 18/NK 22/MO 20/NK 15/OC 22/-- 0/-- 24/SB 24/OC 26/--	_ case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=pl _ _ EmoExpression::markable_104012287::Polarity=negative|EmoExpression::markable_104012287::Sarcasm=false|EmoExpression::markable_104012287::Uncertain=false|EmoExpression::markable_104012287::Intensity=medium|EmoExpression::markable_104012287::SubjectiveFact=false|EmoExpression::markable_104012287::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _
322079937370660864	neutral	Outlet Uhren bei Amazon für kurze Zeit um bis zu 60% reduziert ! Jetzt zuschlagen :	Outlet Uhr bei Amazon für kurz Zeit um bis zu @card@ reduzieren ! jetzt zuschlagen :	NN NN APPR NN APPR ADJA NN PTKVZ KON APPR CARD VVPP $. ADV VVINF $.	0/-- 1/NK 1/MNR 3/NK 4/MNR 7/NK 5/NK 12/MO 8/CD 9/CJ 10/NK 1/PAR 12/-- 15/MO 0/-- 15/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ _ _ _ _ _ _
322416924539625472	positive	Danke dir auch noch einen schönen abend %PosSmiley	Dank du auch noch eine schön abend %PosSmiley	NN PRF ADV ADV ART ADJA ADV ITJ	6/SB 6/DA 6/MO 6/MO 6/NK 0/-- 6/MNR 6/NK	case=nom|EmoExpression::markable_104012288::Uncertain=false|EmoExpression::markable_104012288::Intensity=medium|*=True|EmoExpression::markable_104012288::EmoExpression=True|num=pl|EmoExpression::markable_104012288::Sarcasm=false|EmoExpression::markable_104012288::SubjectiveFact=false|EmoExpression::markable_104012288::Polarity=positive case=dat|*=True|num=sg|pers=2 _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_81::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_81::Uncertain=false|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false case=acc|gender=masc|num=sg EmoExpression::markable_79::Polarity=positive|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::EmoExpression=True|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::Sarcasm=false
322702905213845506	negative	vermerk auf rentenwisch : bitte beachten sie die inflationsrate. ein betrag von 100 Euro heute ist in 25 jahren nur noch etwa 69 Euro wert . %PosSmiley	Vermerk auf rentenwisch : bitte beachten sie die inflationsrate. ein betragen von 100 Euro heute sein in 25 Jahr nur noch etwa 69 Euro wert . %PosSmiley	NN APPR ADJD $. ADV VVFIN PPER ART NE PTKVZ VVIMP APPR CARD NN ADV VAFIN APPR CARD NN ADV ADV ADV CARD NN ADJD $. ITJ	16/SB 1/MNR 2/NK 3/-- 6/MO 3/OC 6/SB 9/NK 6/OA 6/SVP 2/MO 1/MNR 14/NK 12/NK 14/MNR 0/-- 16/MO 19/NK 17/NK 23/MO 20/MO 23/MO 24/NK 25/AMS 16/PD 25/-- 0/NK	case=nom|gender=neut|num=sg _ EmoExpression::markable_104012289::Intensity=medium|EmoExpression::markable_104012289::EmoExpression=True|EmoExpression::markable_104012289::Sarcasm=false|EmoExpression::markable_104012289::SubjectiveFact=false|EmoExpression::markable_104012289::Uncertain=false|pos=True|EmoExpression::markable_104012289::Polarity=negative _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg Target::markable_85::Anaphref=empty|Target::markable_85::Preferred=true|Sentiment::markable_84::Intensity=strong|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=true|Target::markable_85::Target=True|Sentiment::markable_84::Polarity=negative Sentiment::markable_84::Sentiment=True|pos=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True _ gender=masc|*=True|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=dat|gender=neut|num=pl|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True _ case=acc|gender=neut|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True pos=True|Target::markable_85::Target=True|EmoExpression::markable_104012290::Uncertain=false|EmoExpression::markable_104012290::Intensity=medium|EmoExpression::markable_104012290::SubjectiveFact=false|EmoExpression::markable_104012290::EmoExpression=True|EmoExpression::markable_104012290::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_104012290::Sarcasm=false Sentiment::markable_84::Sentiment=True EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=true|EmoExpression::markable_83::Intensity=strong
328130320580882433	positive	dieser pulli hat einfach mal unser Leben verändert .. %PosSmiley	dies Pulli haben einfach mal unser Leben verändert .. %PosSmiley	PDAT NN VAFIN ADJD ADV PPOSAT NN ADJD ADJA ITJ	2/NK 3/SB 0/-- 9/MO 9/MO 7/NK 9/OA 9/MO 3/OC 9/NK	case=nom|num=sg|Target::markable_88::Anaphref=empty|Target::markable_88::Preferred=true|gender=masc|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|pos=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|pos=True case=acc|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
