311903717236555777	positive	Wir haben einen neuen Papst %PosSmiley	wir haben eine neu Papst %PosSmiley	PPER VAFIN ART ADJA NN ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 5/NK	case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311927230160834560	positive	* harrharr * Bester Kommentar ever %User : Neuer papst ist kein Norddeutscher %PosSmiley	* harrharr * gut Kommentar ever %User : neu Papst sein keine Norddeutsche %PosSmiley	XY ADJA XY ADJA NN NE NE $. ADJA NN VAFIN PIAT NN ITJ	0/-- 5/NK 0/-- 5/NK 10/AG 7/PNC 5/NK 7/-- 10/NK 11/SB 0/-- 13/NK 11/SB 13/NK	_ pos=True _ Sentiment::markable_84::Intensity=strong|EmoExpression::markable_86::Sarcasm=false|Sentiment::markable_84::Sentiment=True|*=True|pos=True|Target::markable_85::Target=True|EmoExpression::markable_86::Intensity=strong|Target::markable_85::Anaphref=markable_87|Target::markable_85::Preferred=true|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_84::Polarity=positive|Sentiment::markable_84::Sarcasm=false|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=masc|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True case=nom|Target::markable_87::Target=True|gender=masc|Target::markable_87::Anaphref=empty|pos=True|num=sg|Target::markable_87::Preferred=true|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_87::Target=True|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True EmoExpression::markable_88::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_88::EmoExpression=True|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false
311906917721182209	positive	Der neue Papst ist da ! Bin ich jetzt Kaiser ? %PosSmiley	die neu Papst sein da ! sein ich jetzt Kaiser ? %PosSmiley	ART ADJA NN VAFIN ADV $. VAFIN PPER ADV NE $. ITJ	3/NK 3/NK 4/SB 0/-- 4/MO 5/-- 0/-- 7/SB 7/MO 7/SB 10/-- 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|*=True|EmoExpression::markable_89::EmoExpression=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium
311902958872846336	neutral	Erst grau , dann weiss : Es raucht am Petersplatz , der neue Papst ist gewählt . Es wird ein langer Abend in der Redakti ...	erst grau , dann wissen : es rauchen an Petersplatz , die neu Papst sein wählen . es werden eine lang Abend in die Redakti ...	ADV ADJD $, ADV VVFIN $. PPER VVFIN APPRART NN $, ART ADJA NN VAFIN VVPP $. PPER VAFIN ART ADJA NN APPR ART NN $.	2/MO 16/MO 2/-- 5/MO 0/-- 5/-- 8/SB 5/OC 8/MO 9/NK 10/-- 14/NK 14/NK 15/SB 8/CJ 15/PD 16/-- 19/SB 0/-- 22/NK 22/NK 19/SB 22/MNR 25/NK 23/NK 25/--	_ pos=True _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311918300579917824	neutral	Der neue Papst heisst Joche ! Die topmodel Gucken wissen was das heisst !	die neu Papst heißen Joch ! die topmodel Gucken wissen was die heißen !	ART ADJA NN VVFIN NN $. ART NN NN VVFIN PIS PDS VVFIN $.	3/NK 3/NK 4/SB 0/-- 4/OA 5/-- 8/NK 13/SB 8/NK 13/MO 13/MO 13/SB 0/-- 13/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
311923737941405699	positive	BTW : Wo geht der Papst jetzt eigentlich feiern ?	BTW : wo gehen die Papst jetzt eigentlich feiern ?	NN $. PWAV VVFIN ART NN ADV ADV VVINF $.	4/PD 1/-- 4/MO 0/-- 6/NK 4/SB 4/MO 4/MO 4/MO 9/--	case=nom|*=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive _
311879417511161856	positive	das kann ich nachvollziehen. nun gut , hiermit weihe ich dich zum diskordianischen Papst !	die können ich nachvollziehen. nun gut , hiermit weihen ich du zu diskordianischen Papst !	PDS VMFIN PPER ADJD ADV ADJD $, PAV VVFIN PPER PPER APPRART ADJA NN $.	9/OA 1/RE 2/SB 2/MO 6/MO 2/MO 6/-- 1/NK 0/-- 9/SB 9/DA 9/MO 14/NK 12/NK 14/--	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pos=True _ EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|pos=True|EmoExpression::markable_90::Intensity=medium|EmoExpression::markable_90::Sarcasm=false _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|pers=2|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _
311950286937796608	negative	Ach , der neue Papst ist ein strikter Gegner der Homo - Ehe ? Das ist aber mal eine Überraschung ! Sagt nicht , er sei auch ...	ach , die neu Papst sein eine strikt Gegner die Homo - Ehe ? die sein aber mal eine Überraschung ! sagen nicht , er sein auch ...	ITJ $, ART ADJA NN VAFIN ART ADJA NN ART NN $( NN $. PDS VAFIN ADV ADV ART NN $. VVFIN PTKNEG $, PPER VAFIN ADV $.	6/NK 1/-- 5/NK 5/NK 6/SB 0/-- 9/NK 9/NK 6/SB 11/NK 6/PD 11/-- 11/CJ 13/-- 16/SB 0/-- 16/MO 16/MO 20/NK 16/PD 20/-- 0/-- 22/NG 23/-- 26/SB 22/OC 26/MO 27/--	Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|Target::markable_97::Anaphref=empty|gender=masc|Source::markable_92::Anaphref=empty|Target::markable_97::Target=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=negative|Sentiment::markable_97::Sentiment=True|Target::markable_97::Preferred=true case=nom|Source::markable_92::Source=True|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_92::Sentiment=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|Intensifier::markable_95::Degree=strong|Intensifier::markable_95::EmoExpressionRef=emo-expression:markable_94|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Intensifier::markable_95::Intensifier=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|EmoExpression::markable_92::SubjectiveFact=false|gender=masc|Target::markable_97::Target=True|EmoExpression::markable_92::Uncertain=false|num=sg|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::Sarcasm=false case=nom|gender=masc|Target::markable_92::Target=True|Target::markable_97::Target=True|num=sg|Target::markable_92::Preferred=true|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|Target::markable_92::Anaphref=empty case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True Sentiment::markable_92::Sentiment=True|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=fem|Target::markable_92::Target=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_97::Sentiment=True case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=fem|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=sg|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_100::Intensity=medium Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=subj _ _
311916546937212929	neutral	Der Papst soll sich beeilen . Habe Hunger .	die Papst sollen sich beeilen . haben Hunger .	ART NN VMFIN PRF VVINF $. VAFIN NN $.	2/NK 3/SB 0/-- 5/OA 3/OC 5/-- 0/-- 7/OA 8/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311923199673778176	negative	Wer Homosexuelle verurteilt und gleichzeitig von Nächstenliebe spricht , ist bigott ! So einfach ist das ! Da bin ich l ...	wer Homosexuelle verurteilen und gleichzeitig von Nächstenliebe sprechen , sein bigott ! so einfach sein die ! da sein ich l ...	PWS NN VVPP KON ADJD APPR NN VVFIN $, VAFIN ADJD $. ADV ADV VAFIN PDS $. ADV VAFIN PPER NN $.	3/SB 3/OA 10/SB 3/CD 8/MO 8/OP 6/NK 4/CJ 8/-- 0/-- 10/PD 11/-- 14/MO 15/PD 0/-- 15/SB 16/-- 19/MO 0/-- 19/SB 19/PD 21/--	case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Target::markable_101::Target=True case=acc|*=True|num=pl|Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|pos=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True case=dat|gender=neut|num=sg|Target::markable_103::Target=True|Target::markable_101::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_101::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_101::Target=True EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|Target::markable_101::Target=True|EmoExpression::markable_104::Polarity=negative|EmoExpression::markable_104::Sarcasm=false Target::markable_101::Target=True _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg _
311921948026347521	positive	Aber sympathisch ist der Franziskus ja schon papst	aber sympathisch sein die Franziskus ja schon papst	KON ADJD VAFIN ART NE ADV ADV ADJA	3/JU 3/PD 0/-- 5/NK 3/SB 3/MO 8/MO 3/SB	Sentiment::markable_105::Sentiment=True|Sentiment::markable_105::Polarity=positive|Sentiment::markable_105::Intensity=medium|Sentiment::markable_105::Sarcasm=false EmoExpression::markable_106::Uncertain=false|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false|pos=True pers=3|Sentiment::markable_105::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True Sentiment::markable_105::Sentiment=True Sentiment::markable_105::Sentiment=True pers=3|num=sg|tense=pres|mood=ind
311922383994892289	negative	Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan	die Homosexuellenehe sein für die Kardinal , die jetzt Papst sein , eine Zerstörung von Gott Plan	ART NN VAFIN APPR ART NN $, PRELS ADV NN VAFIN $, ART NN APPR NN NN	2/NK 3/SB 0/-- 3/MO 6/NK 4/NK 6/-- 11/SB 11/MO 11/PD 6/RC 11/-- 14/NK 3/SB 14/PG 17/AG 15/NK	case=nom|Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sarcasm=false|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true|Sentiment::markable_108::Intensity=medium|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=acc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True|Source::markable_110::Anaphref=empty|gender=masc case=acc|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True case=acc|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false Sentiment::markable_108::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True
311925595833503744	negative	☠Ich dachte es gibt einem Papst mit dunkler Hautpigmentierung . Bin etwas enttäuscht . Ob hama papem den Franz mag ?	☠Ich denken es geben eine Papst mit dunkel Hautpigmentierung . sein etwas enttäuschen . ob hama papem die Franz mögen ?	NN VVFIN PPER VVFIN ART NN APPR ADJA NN $. VAFIN ADV VVFIN $. KOUS NE ADJA ART NE VMFIN $.	2/SB 0/-- 4/EP 2/OC 6/NK 4/DA 4/MO 9/NK 7/NK 9/-- 13/MO 13/MO 0/-- 13/-- 20/CP 19/PNC 0/-- 19/NK 20/SB 0/-- 20/--	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ _ mood=ind|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::Polarity=negative|pers=3|num=sg|tense=pres|EmoExpression::markable_113::Intensity=medium|EmoExpression::markable_113::EmoExpression=True _ _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311902783529947136	neutral	Wie komme ich nun so schnell nach Rom ? Die haben gerade angerufen .. Ich bin es wirklich geworden ! Privat - Jet ... Papst	wie kommen ich nun so schnell nach Rom ? die haben gerade anrufen .. ich sein es wirklich werden ! privat - Jet ... Papst	KOKOM VVFIN PPER ADV ADV ADJD APPR NE $. PDS VAFIN ADV VVPP NN PPER VAFIN PPER ADJD VAPP $. ADJD $( NN $. NN	2/MO 0/-- 2/SB 2/MO 6/MO 2/MO 2/MO 7/NK 8/-- 11/SB 0/-- 13/MO 11/OC 13/OA 16/SB 0/-- 16/SB 19/MO 16/OC 19/-- 23/MO 21/-- 0/-- 23/-- 0/--	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ pos=True _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ case=dat|*=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ pos=True _ case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg
311940898743275520	mixed	Ähm ... ähm ... ähm ... schnell , irgendwas Geistreiches ! Ähm ... Kommt ' n Papst zum Arzt und ... ähm ... ach , fuck it .	Ähm ... ähm ... ähm ... schnell , irgendwas geistreich ! Ähm ... kommen ' n Papst zu Arzt und ... ähm ... ach , fuck it .	NN $. VVFIN $. VVFIN $. ADJD $, PIAT ADJA $. NN $. VVFIN $( ADJA NN APPRART NN KON $. VVFIN $. ITJ $, NN FM $.	0/-- 1/-- 0/-- 3/-- 0/-- 5/-- 10/MO 7/-- 10/MO 0/-- 10/-- 0/-- 12/-- 16/MO 14/-- 0/-- 16/NK 16/MO 18/NK 16/CD 20/CJ 0/-- 22/-- 26/NK 24/-- 0/-- 26/NK 27/--	case=nom|gender=masc|num=sg _ _ _ _ _ pos=True _ gender=neut|*=True case=gen|EmoExpression::markable_104011543::Uncertain=false|EmoExpression::markable_104011543::Polarity=positive|EmoExpression::markable_104011543::Sarcasm=false|gender=neut|num=sg|EmoExpression::markable_104011543::Intensity=medium|EmoExpression::markable_104011543::SubjectiveFact=false|EmoExpression::markable_104011543::EmoExpression=True _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _ case=dat|EmoExpression::markable_114::SubjectiveFact=false|gender=masc|num=sg|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative _ _
311918116684832768	positive	OK , unsere Tipps zum Papst lagen komplett daneben ... Gut , dass ich nicht wette . %PosSmiley Papst	OK , unser Tip zu Papst liegen komplett daneben ... Gut , dass ich nicht wetten . %PosSmiley Papst	NN $, PPOSAT NN APPRART NN VVFIN ADJD PAV $. NN $, KOUS PPER PTKNEG VVFIN $. ITJ NN	7/SB 1/-- 4/NK 1/CJ 4/MNR 5/NK 0/-- 7/MO 0/NK 8/-- 16/MO 11/-- 16/CP 16/SB 16/NG 0/-- 16/-- 19/NK 0/--	_ _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind pos=True _ _ Sentiment::markable_115::Intensity=medium|EmoExpression::markable_116::Uncertain=false|Sentiment::markable_115::Sarcasm=false|pos=True|EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_115::Polarity=positive|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_116::Intensity=medium Sentiment::markable_115::Sentiment=True Sentiment::markable_115::Sentiment=True case=nom|Target::markable_117::Preferred=true|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_115::Sentiment=True Target::markable_117::Target=True|Sentiment::markable_115::Sentiment=True pers=1|num=sg|tense=past|mood=ind|Sentiment::markable_115::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_115::Sentiment=True case=nom|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=medium|gender=masc|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True|Sentiment::markable_115::Sentiment=True case=nom|gender=masc|num=sg
311921677867048961	positive	Konkurrenz für LionelMessi . Die Argentinier haben einen 2. Papst %PosSmiley Franziskus ssnhd	Konkurrenz für LionelMessi . die Argentinier haben eine 2. Papst %PosSmiley Franziskus ssnhd	NN APPR NE $. ART NN VAFIN ART ADJA NN ITJ NE NE	0/-- 1/MNR 2/NK 3/-- 6/NK 7/SB 0/-- 10/NK 10/NK 7/OA 13/NK 13/PNC 7/MO	case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg EmoExpression::markable_119::Sarcasm=false|EmoExpression::markable_119::Intensity=medium|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::Polarity=positive|EmoExpression::markable_119::SubjectiveFact=false|*=True|EmoExpression::markable_119::EmoExpression=True case=gen|*=True|num=sg *=True
312096753958674432	positive	Moin %User Okay , wir haben einen neuen Papst . Aber was noch schlimmer ist %Link Google will den Reader zum 1.7 . einstellen	Moin %User Okay , wir haben eine neu Papst . aber was noch schlimm sein %Link Google wollen die Reader zu @card@ . einstellen	NE NE NE $, PPER VAFIN ART ADJA NN $. KON PRELS ADV ADJD VAFIN XY NN VMFIN ART NN APPRART CARD $. VVFIN	3/PNC 3/PNC 6/VO 3/-- 6/SB 0/-- 9/NK 9/NK 6/OA 9/-- 18/JU 15/SB 14/MO 15/PD 17/RS 15/SB 18/SB 0/-- 20/NK 24/OA 20/MNR 21/NK 22/-- 18/OC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _ EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|comp=True|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::SubjectiveFact=false|EmoExpression::markable_120::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|Sentiment::markable_121::Sentiment=True|Sentiment::markable_121::Sarcasm=false|Sentiment::markable_121::Polarity=positive|gender=masc|num=sg|Source::markable_122::Source=True|Sentiment::markable_121::Intensity=medium|Source::markable_122::Anaphref=empty pers=3|Sentiment::markable_121::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_121::Sentiment=True|num=sg|Target::markable_124::Anaphref=empty|gender=masc|Target::markable_124::Preferred=true|Target::markable_124::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True
