TweetID,HandLabel,AnnotatorID
435351952185364480,Neutral,36
435351962008428544,Positive,36
435351975031762944,Neutral,36
435352073274929152,Positive,36
435352117050503168,Neutral,36
435352117050503168,Neutral,36
435352147241467904,Positive,36
435352180565229568,Negative,36
435352237364084736,Neutral,36
435352303629914112,Positive,36
435352340921856000,Neutral,36
435352358491795456,Neutral,36
435352392242966528,Neutral,36
435352439735455744,Positive,36
435352470102212608,Negative,36
435352479983992832,Neutral,36
435352494172950529,Positive,36
435352610229346305,Positive,36
435352710272253952,Negative,36
435352746141556736,Neutral,36
435352806867099648,Positive,36
435352888580534272,Neutral,36
435352905210531841,Neutral,36
435352927977611264,Positive,36
435352974534393856,Negative,36
435352984533622784,Neutral,36
435353021934219264,Neutral,36
435353031648215040,Neutral,36
435353078825766912,Neutral,36
435353088686563328,Neutral,36
435353093488656384,Neutral,36
435353093488656384,Neutral,36
435353206743244800,Neutral,36
435353236732915713,Negative,36
435353370816446464,Positive,36
435353413225029632,Neutral,36
435353522239205377,Neutral,36
435353546234822656,Neutral,36
435353546234822656,Neutral,36
435353556603125760,Neutral,36
435353703151726592,Positive,36
435353703151726592,Positive,36
435353751525027840,Positive,36
435353778225963008,Neutral,36
435353811855499266,Neutral,36
435353817488826368,Neutral,36
435353869686939648,Positive,36
435353907196604416,Negative,36
435353925496348672,Neutral,36
435354004911312897,Negative,36
435354069453246464,Negative,36
435354213821190144,Positive,36
435354275288731648,Neutral,36
435354289003720704,Negative,36
435354308092375040,Negative,36
435354370323263488,Neutral,36
435354370323263488,Neutral,36
435354385091399680,Positive,36
435354487482761216,Negative,36
435354565467049984,Neutral,36
435354565467049984,Neutral,36
435354580889899008,Neutral,36
435354598124306432,Neutral,36
435354641539530752,Positive,36
435354760414511104,Positive,36
435354796397056001,Neutral,36
435354840814718976,Positive,36
435354859756613632,Neutral,36
435354904941846529,Negative,36
435354930380275712,Positive,36
435354952592936961,Neutral,36
435354959790370816,Negative,36
435354966991966208,Neutral,36
435355011460374528,Neutral,36
435355117249101824,Positive,36
435355145782956032,Neutral,36
435355171947028480,Positive,36
435355283335176192,Positive,36
435355299655213056,Neutral,36
435355335402864640,Neutral,36
435355348526854144,Neutral,36
435355350569459713,Neutral,36
435355355850498048,Negative,36
435355428675809282,Neutral,36
435355452126560256,Neutral,36
435355458501898240,Neutral,36
435355488071725056,Neutral,36
435355568233259008,Negative,36
435355582246428673,Neutral,36
435355707194359808,Neutral,36
435355707194359808,Neutral,36
435355746596048896,Neutral,36
435355754799714304,Neutral,36
435355757102374912,Neutral,36
435355792959897600,Neutral,36
435355825247633408,Neutral,36
435355825247633408,Neutral,36
435355853055864832,Negative,36
435355931585433601,Neutral,36
435356111734988800,Negative,36
435356126327373824,Neutral,36
435356126327373824,Neutral,36
435356153652867072,Negative,36
435356170694709248,Neutral,36
435356190663380992,Negative,36
435356269021757441,Neutral,36
435356312298614784,Neutral,36
435356312755789824,Neutral,36
435356357597093888,Neutral,36
435356377599709184,Positive,36
435356392275599360,Positive,36
435356402639314944,Negative,36
435356454288367616,Neutral,36
435356500253347840,Neutral,36
435356518762819584,Neutral,36
435356518762819584,Neutral,36
435356560018391040,Negative,36
435356571338805248,Neutral,36
435356578343305216,Neutral,36
435356648278720513,Positive,36
435356648278720513,Positive,36
435356674065326080,Positive,36
435356674065326080,Positive,36
435356699365756928,Negative,36
435356720521805824,Neutral,36
435356741816295425,Neutral,36
435356741816295425,Neutral,36
435356817582219264,Neutral,36
435356817582219264,Positive,36
435356852369768448,Neutral,36
435356852369768448,Neutral,36
435356906396585984,Neutral,36
435356916941062144,Positive,36
435356916941062144,Positive,36
435356980539293696,Negative,36
435357033144262656,Negative,36
435357042027806720,Positive,36
435357104078356480,Positive,36
435357145195085824,Neutral,36
435357145195085824,Positive,36
435357199213547520,Positive,36
435357210559123456,Positive,36
435357257925005312,Negative,36
435357284802121728,Negative,36
435357312665288704,Neutral,36
435357409293639680,Neutral,36
435357492059856896,Positive,36
435357522720198657,Positive,36
435357554768494592,Negative,36
435357590810550272,Neutral,36
435357650034122752,Neutral,36
435357682800001024,Positive,36
435357698952282112,Neutral,36
435357698952282112,Neutral,36
435357720880115712,Negative,36
435357743747039232,Neutral,36
435357743747039232,Negative,36
435357818296995840,Neutral,36
435357848877662209,Positive,36
435357861460598784,Neutral,36
435357885288046592,Positive,36
435357910705909760,Negative,36
435357934198218752,Neutral,36
435357944449101824,Neutral,36
435357989412016128,Positive,36
435357989412016128,Positive,36
435358109348143104,Negative,36
435358242559234048,Neutral,36
435358296984543232,Negative,36
435358426265161728,Neutral,36
435358508062887936,Neutral,36
435358549422530560,Neutral,36
435358589281374208,Neutral,36
435358589281374208,Neutral,36
435358605546881024,Positive,36
435358636043673600,Neutral,36
435358741853376512,Negative,36
435358922527244288,Negative,36
435358922527244288,Negative,36
435359035249147904,Neutral,36
435359055331483648,Positive,36
435359086830682112,Positive,36
435359117067440128,Positive,36
435359190610362368,Negative,36
435359190610362368,Neutral,36
435359247837442048,Negative,36
435359272936153088,Neutral,36
435359310642962432,Positive,36
435359336424931328,Neutral,36
435359474669604864,Positive,36
435359511684333568,Neutral,36
435359512980361216,Positive,36
435359576360517632,Neutral,36
435359616453869568,Positive,36
435359679477473280,Positive,36
435359679477473280,Negative,36
435359695872987136,Positive,36
435359740773007360,Neutral,36
435359832477290496,Neutral,36
435359861857992705,Negative,36
435359870242795520,Negative,36
435359883450646528,Negative,36
435359883450646528,Neutral,36
435359883639418880,Negative,36
435359895693840384,Positive,36
435359895693840384,Positive,36
435359929340157953,Neutral,36
435359955567521792,Neutral,36
435359969555533824,Positive,36
435359990682251264,Positive,36
435360093849550848,Positive,36
435360120911200256,Negative,36
435360195125182464,Neutral,36
435360244869263360,Neutral,36
435360290767900673,Negative,36
435360402864898048,Neutral,36
435360402864898048,Neutral,36
435360511769985024,Positive,36
435360539766956033,Neutral,36
435360546297495552,Neutral,36
435360581730967553,Neutral,36
435360581730967553,Neutral,36
435360610197725184,Neutral,36
435360660529377280,Neutral,36
435360709661446144,Neutral,36
435360731681538048,Neutral,36
435360731681538048,Neutral,36
435360742183694336,Neutral,36
435360796076281857,Neutral,36
435360865412333568,Neutral,36
435360897260085248,Negative,36
435360934388072448,Positive,36
435360944118833152,Negative,36
435360999064236032,Positive,36
435360999064236032,Neutral,36
435361002235133952,Positive,36
435361002235133952,Positive,36
435361019565998080,Neutral,36
435361038276763648,Negative,36
435361108938199040,Neutral,36
435361133466120193,Negative,36
435361156157673472,Neutral,36
435361223119765504,Negative,36
435361248105201664,Neutral,36
435361272100827137,Neutral,36
435361302257496064,Neutral,36
435361341143252992,Positive,36
435361345794764800,Neutral,36
435361371036090368,Neutral,36
435361465042604034,Neutral,36
435361551609249792,Positive,36
435361634996199424,Positive,36
435361654998835200,Positive,36
435361741208571904,Neutral,36
435361741334388736,Neutral,36
435361741338599425,Neutral,36
435361741812142081,Neutral,36
435361789426294785,Neutral,36
435361794488807424,Neutral,36
435361795218628609,Negative,36
435361795239596033,Neutral,36
435362041810137088,Positive,36
435362118565892096,Neutral,36
435362152741093376,Negative,36
435362168360677376,Neutral,36
435362212698681344,Positive,36
435362266834538496,Negative,36
435362369607581696,Positive,36
435362396694413312,Negative,36
435362421016768512,Negative,36
435362492806475776,Neutral,36
435362535609761792,Negative,36
435362542614241280,Neutral,36
435362560393494528,Negative,36
435362619277729792,Neutral,36
435362704673734656,Neutral,36
435362704673734656,Neutral,36
435362739893325824,Neutral,36
435362754065481728,Neutral,36
435362754065481728,Neutral,36
435362757878112256,Neutral,36
435362808143048704,Neutral,36
435362810521206784,Neutral,36
435362849003933696,Neutral,36
435362857577091072,Negative,36
435362939567353856,Neutral,36
435362957510189056,Neutral,36
435362982932279296,Neutral,36
435362999793369088,Neutral,36
435363030315327489,Neutral,36
435363030533439488,Neutral,36
435363030659252224,Neutral,36
435363031099637760,Neutral,36
435363037802160128,Neutral,36
435363045469335552,Neutral,36
435363084304384001,Neutral,36
435363088561602560,Neutral,36
435363214923399168,Neutral,36
435363264046702592,Positive,36
435363297206890496,Neutral,36
435363305017069568,Neutral,36
435363428124086272,Positive,36
435363456452411392,Neutral,36
435363526291783680,Positive,36
435363526291783680,Positive,36
435363661322792960,Positive,36
435363672982966272,Neutral,36
435363672982966272,Neutral,36
435363713256681472,Neutral,36
435363713256681472,Neutral,36
435363762770427904,Positive,36
435363784983474176,Neutral,36
435363784983474176,Neutral,36
435363801957797888,Positive,36
435363835961417728,Negative,36
435363868257562624,Negative,36
435363980261851136,Negative,36
435363989703651328,Neutral,36
435364005108916224,Negative,36
435364030761275393,Neutral,36
435364064911720449,Neutral,36
435364111669817344,Neutral,36
435364200949747712,Neutral,36
435364249078996992,Neutral,36
435364283720142848,Neutral,36
435364283720142848,Neutral,36
435364290615595008,Neutral,36
435364343094329344,Neutral,36
435364378742099968,Negative,36
435364411386376192,Positive,36
435364413881602048,Positive,36
435364430348820480,Neutral,36
435364449848147968,Positive,36
435364574620303360,Neutral,36
435364596296458240,Neutral,36
435364607512023040,Neutral,36
435364661790539776,Positive,36
435364678290927616,Positive,36
435364754841174016,Neutral,36
435364754841174016,Neutral,36
435364760830611456,Neutral,36
435364904468774912,Positive,36
435364921090375680,Positive,36
435364931027083264,Neutral,36
435364931773685761,Neutral,36
435364985699852288,Negative,36
435365036102795265,Positive,36
435365049394139137,Neutral,36
435365069073833984,Neutral,36
435365154537340928,Neutral,36
435365173764055040,Neutral,36
435365207289131008,Negative,36
435365312519999488,Neutral,36
435365390915350528,Neutral,36
435365390915350528,Neutral,36
435365492606238721,Positive,36
435365525846499328,Neutral,36
435365576186531840,Neutral,36
435365595077292032,Positive,36
435365611065966592,Neutral,36
435365611065966592,Neutral,36
435365634516746240,Negative,36
435365677369942016,Negative,36
435365677369942016,Negative,36
435365729622589440,Neutral,36
435365739478790144,Neutral,36
435365791035588608,Negative,36
435365841253986304,Negative,36
435365875269767168,Neutral,36
435365891187150848,Neutral,36
435365891187150848,Neutral,36
435365897528946688,Positive,36
435365979435302912,Neutral,36
435366018861776896,Positive,36
435366020572647424,Neutral,36
435366039623585792,Negative,36
435366092165644288,Neutral,36
435366111568068608,Neutral,36
435366115942752256,Negative,36
435366118442536960,Neutral,36
435366138651107328,Positive,36
435366170376822784,Positive,36
435366170376822784,Positive,36
435366205730201600,Positive,36
435366298877308929,Positive,36
435366350257942528,Negative,36
435366392096096256,Neutral,36
435366445766025216,Positive,36
435366458907168768,Negative,36
435366468747022336,Neutral,36
435366578889031680,Neutral,36
435366607595249664,Neutral,36
435366665011101696,Neutral,36
435366745176436736,Neutral,36
435366751975772160,Neutral,36
435366763451383808,Positive,36
435366776919322624,Neutral,36
435366856698761217,Positive,36
435366879184830465,Neutral,36
435366890408804352,Positive,36
435366895597154304,Neutral,36
435366953297780736,Positive,36
435366984315068416,Neutral,36
435367001024778240,Neutral,36
435367066074611712,Neutral,36
435367079127289856,Neutral,36
435367094553948161,Neutral,36
435367105794699264,Neutral,36
435367129073090560,Neutral,36
435367132860137472,Neutral,36
435367132860137472,Positive,36
435367205178331136,Negative,36
435367205178331136,Negative,36
435367275185455104,Positive,36
435367299395383296,Positive,36
435367418282508288,Neutral,36
435367418282508288,Neutral,36
435367452369633280,Neutral,36
435367452369633280,Neutral,36
435367546360176640,Neutral,36
435367618930036736,Neutral,36
435367675964190720,Positive,36
435367675964190720,Positive,36
435367810546827264,Neutral,36
435367849951903744,Neutral,36
435367849951903744,Neutral,36
435367919921692672,Positive,36
435367919921692672,Positive,36
435367969510928385,Negative,36
435368026645741568,Neutral,36
435368044534448129,Neutral,36
435368045578838016,Positive,36
435368050255478784,Positive,36
435368050255478784,Neutral,36
435368067397210112,Neutral,36
435368067397210112,Neutral,36
435368091795865600,Neutral,36
435368106681438209,Neutral,36
435368106681438209,Positive,36
435368126826704897,Neutral,36
435368145050931200,Positive,36
435368236327374848,Positive,36
435368238512214016,Positive,36
435368369793937408,Neutral,36
435368400420732928,Neutral,36
435368400420732928,Positive,36
435368401045712897,Neutral,36
435368401045712897,Neutral,36
435368403646164992,Neutral,36
435368466334236672,Neutral,36
435368466334236672,Neutral,36
435368533132730368,Neutral,36
435368556717694976,Positive,36
435368620856971264,Neutral,36
435368620856971264,Neutral,36
435368629698179072,Neutral,36
435368631745413120,Positive,36
435368667950227457,Neutral,36
435368692160167938,Positive,36
435368835944685569,Neutral,36
435368909131104256,Neutral,36
435368928479432704,Positive,36
435368928832126976,Negative,36
435369019411939328,Neutral,36
435369022012411904,Neutral,36
435369112781750273,Neutral,36
435369124449886211,Positive,36
435369177252397057,Neutral,36
435369177252397057,Neutral,36
435369221057675264,Neutral,36
435369223293272064,Neutral,36
435369259883974656,Neutral,36
435369276565123072,Negative,36
435369295041019904,Negative,36
435369339521622016,Neutral,36
435369339521622016,Neutral,36
435369340440166400,Negative,36
435369345724608513,Neutral,36
435369373512257536,Neutral,36
435369462225973248,Neutral,36
435369510951194625,Neutral,36
435369560305598465,Neutral,36
435369651753996288,Negative,36
435369666136260608,Neutral,36
435369738605043714,Neutral,36
435369743713701888,Neutral,36
435369808235073536,Positive,36
435369895098740736,Negative,36
435369939403538432,Positive,36
435369963516215296,Positive,36
435370002381029376,Neutral,36
435370019208572928,Neutral,36
435370019208572928,Neutral,36
435370039470870529,Neutral,36
435370095377121281,Neutral,36
435370111982395392,Neutral,36
435370156953321472,Neutral,36
435370201664999424,Positive,36
435370287107166208,Neutral,36
435370328718467073,Neutral,36
435370360674861056,Neutral,36
435370400764395520,Neutral,36
435370446762938368,Neutral,36
435370462789783552,Positive,36
435370522571202560,Negative,36
435370530301292544,Neutral,36
435370568461058048,Neutral,36
435370594180165633,Neutral,36
435370603164758016,Negative,36
435370613755363328,Neutral,36
435370613822472192,Positive,36
435370614401290240,Positive,36
435370614552293376,Positive,36
435370614636154880,Neutral,36
435370614636154880,Neutral,36
435370614862643200,Neutral,36
435370663801389056,Positive,36
435370715144273920,Negative,36
435370819364352002,Negative,36
435370874116796416,Neutral,36
435370927652478976,Positive,36
435370927652478976,Neutral,36
435370990684897280,Positive,36
435370990684897280,Positive,36
435371041087442944,Neutral,36
435371058124713985,Neutral,36
435371094489305089,Positive,36
435371095781158912,Neutral,36
435371170696007680,Neutral,36
435371170696007680,Negative,36
435371220633387008,Negative,36
435371220633387008,Positive,36
435371278175043584,Neutral,36
435371363767812096,Positive,36
435371410538500096,Neutral,36
435371410538500096,Neutral,36
435371417308119041,Neutral,36
435371483712749568,Neutral,36
435371626797232128,Neutral,36
435371683042828288,Neutral,36
435371683281903616,Neutral,36
435371747437973504,Positive,36
435371798037684224,Neutral,36
435371798037684224,Neutral,36
435371824822509568,Neutral,36
435371847748960256,Neutral,36
435371855407747072,Neutral,36
435371866484920320,Neutral,36
435371894188310528,Positive,36
435371938249453568,Negative,36
435371975234830336,Neutral,36
435371984747110400,Positive,36
435371992540524544,Positive,36
435372008877338624,Positive,36
435372084554768384,Negative,36
435372116511555584,Neutral,36
435372155992174592,Negative,36
435372220790341632,Neutral,36
435372237864964096,Neutral,36
435372260200054784,Neutral,36
435372260200054784,Neutral,36
435372274720325632,Neutral,36
435372286678663168,Neutral,36
435372286678663168,Neutral,36
435372314587168768,Neutral,36
435372344337776640,Neutral,36
435372402302664705,Negative,36
435372402302664705,Negative,36
435372565084000256,Negative,36
435372576420810752,Positive,36
435372608704368640,Neutral,36
435372669127909376,Neutral,36
435372670402969600,Positive,36
435372767454965760,Negative,36
435372850837725184,Positive,36
435372911785152513,Neutral,36
435372913727127552,Neutral,36
435372951106383872,Negative,36
435372962028322816,Negative,36
435372969670361088,Neutral,36
435372982626574336,Neutral,36
435373066580160512,Neutral,36
435373093687525376,Neutral,36
435373124906135552,Negative,36
435373138994806784,Neutral,36
435373195743744000,Positive,36
435373218225225728,Positive,36
435373253990023168,Positive,36
435373370679373824,Positive,36
435373393467412480,Negative,36
435373440988483584,Neutral,36
435373517857894400,Positive,36
435373573784731648,Neutral,36
435373635067707393,Neutral,36
435373657582362624,Neutral,36
435373708619030528,Neutral,36
435373739287777280,Positive,36
435373786201079808,Negative,36
435373835941318656,Positive,36
435373835941318656,Positive,36
435373875484839936,Neutral,36
435373909463298049,Neutral,36
435373959526096896,Neutral,36
435373976718544896,Neutral,36
435374034772324352,Neutral,36
435374064463773696,Negative,36
435374090049036290,Positive,36
435374148207271936,Negative,36
435374181249585153,Positive,36
435374224119963648,Neutral,36
435374334476308482,Positive,36
435374409508200448,Neutral,36
435374522674339840,Neutral,36
435374613854683136,Neutral,36
435374613854683136,Neutral,36
435374683173965824,Positive,36
435374683270025216,Positive,36
435374709824577536,Positive,36
435374798617985024,Neutral,36
435374824748486656,Neutral,36
435374835255218176,Positive,36
435374941333389312,Negative,36
435374988904759297,Positive,36
435375032018014208,Neutral,36
435375095092371456,Neutral,36
435375139535216640,Neutral,36
435375177095188480,Positive,36
435375216911732736,Negative,36
435375250357096450,Neutral,36
435375337875460097,Positive,36
435375351896625152,Neutral,36
435375410402975744,Neutral,36
435375412592381952,Neutral,36
435375412592381952,Neutral,36
435375416631504897,Neutral,36
435375471497609216,Negative,36
435375476711096320,Neutral,36
435375512383279104,Neutral,36
435375537553289216,Neutral,36
435375647301439493,Neutral,36
435375679723823104,Neutral,36
435375687537803264,Neutral,36
435375703237083136,Positive,36
435375788280389632,Neutral,36
435375819360583680,Negative,36
435375846254063616,Neutral,36
435375852592058368,Positive,36
435375871604817920,Neutral,36
435375925098598400,Neutral,36
435375926075863041,Neutral,36
435375941271830528,Neutral,36
435375985597628416,Negative,36
435376012093063168,Negative,36
435376073166319618,Positive,36
435376126626906112,Neutral,36
435376167571300352,Negative,36
435376167571300352,Positive,36
435376212102631424,Positive,36
435376212102631424,Positive,36
435376273427156992,Positive,36
435376328440025088,Negative,36
435376338703495168,Positive,36
435376433704476673,Neutral,36
435376453610651648,Neutral,36
435376453610651648,Positive,36
435376470454579201,Neutral,36
435376526058868736,Neutral,36
435376594987651073,Neutral,36
435376614184996866,Neutral,36
435376666945548288,Neutral,36
435376666945548288,Neutral,36
435376692480466944,Neutral,36
435376815519985665,Negative,36
435376845614493696,Neutral,36
435376868616077312,Positive,36
435376875113021440,Neutral,36
435376877294088192,Neutral,36
435376899771367424,Positive,36
435376899771367424,Positive,36
435376968284897280,Neutral,36
435376989529468928,Positive,36
435377028804538368,Neutral,36
435377067912626176,Neutral,36
435377100619796480,Positive,36
435377123248054272,Neutral,36
435377144676368384,Negative,36
435377175563599872,Neutral,36
435377194672852992,Neutral,36
435377233516326912,Positive,36
435377288235200512,Neutral,36
435377348469604353,Neutral,36
435377382992912384,Positive,36
435377382992912384,Neutral,36
435377417558179840,Neutral,36
435377468305055744,Neutral,36
435377472742244352,Neutral,36
435377501603639296,Negative,36
435377532700229632,Positive,36
435377540207611907,Positive,36
435377623389442048,Negative,36
435377738078105600,Neutral,36
435377751013326848,Positive,36
435377762397085696,Neutral,36
435377835641823233,Negative,36
435377869301497856,Neutral,36
435377878696742913,Negative,36
435377984137355264,Neutral,36
435378032178499584,Neutral,36
435378063711686656,Positive,36
435378094611132417,Positive,36
435378094611132417,Positive,36
435378103532408832,Neutral,36
435378196486586368,Negative,36
435378197929422848,Positive,36
435378206422495232,Positive,36
435378278665580544,Neutral,36
435378304485302272,Neutral,36
435378331815792641,Neutral,36
435378351059243008,Neutral,36
435378384773062656,Positive,36
435378406298226689,Neutral,36
435378432361234432,Neutral,36
435378448236675072,Positive,36
435378448236675072,Neutral,36
435378455300300800,Positive,36
435378509473931264,Neutral,36
435378536208429056,Neutral,36
435378536208429056,Neutral,36
435378562221477888,Negative,36
435378578075947009,Negative,36
435378607658397696,Neutral,36
435378646355038208,Neutral,36
435378667238481920,Negative,36
435378740403527680,Positive,36
435378749060546560,Neutral,36
435378759504760834,Neutral,36
435378760624640000,Neutral,36
435378772792324096,Neutral,36
435378819042926592,Neutral,36
435378819042926592,Neutral,36
435378820489953280,Neutral,36
435378857479131136,Neutral,36
435378910206124032,Positive,36
435378910206124032,Positive,36
435378918426542080,Positive,36
435378965495443456,Neutral,36
435378996910759936,Neutral,36
435378996910759936,Neutral,36
435379006532509696,Neutral,36
435379034625966080,Negative,36
435379130050555904,Positive,36
435379207766814720,Neutral,36
435379272753360896,Negative,36
435379326138470400,Positive,36
435379359868661760,Positive,36
435379359868661760,Positive,36
435379440172814338,Neutral,36
435379449547087873,Neutral,36
435379488571289600,Positive,36
435379526529740800,Neutral,36
435379576060252161,Neutral,36
435379667689025536,Neutral,36
435379680057634816,Neutral,36
435379711753998336,Neutral,36
435379772030717952,Positive,36
435379797959512064,Neutral,36
435379821372133376,Neutral,36
435379851231756288,Negative,36
435379884324831232,Neutral,36
435379899906678784,Neutral,36
435379904977588224,Positive,36
435379904977588224,Positive,36
435379917375549440,Positive,36
435379917375549440,Positive,36
435379964104290304,Neutral,36
435380011034365952,Neutral,36
435380011034365952,Neutral,36
435380071004921856,Positive,36
435380154278637568,Neutral,36
435380214064238592,Neutral,36
435380214064238592,Neutral,36
435380274512158721,Positive,36
435380327544918017,Neutral,36
435380400748498944,Positive,36
435380426656317440,Neutral,36
435380498391519232,Negative,36
435380570525552640,Neutral,36
435380570525552640,Neutral,36
435380583946928128,Neutral,36
435380635851448322,Positive,36
435380676674994176,Neutral,36
435380676674994176,Positive,36
435380688242503680,Positive,36
435380756505186304,Neutral,36
435380783700639744,Positive,36
435380837794996224,Positive,36
435380838545752064,Negative,36
435380856149258240,Positive,36
435380886193049600,Neutral,36
435380924105367552,Negative,36
435380968414007296,Positive,36
435381018695307264,Negative,36
435381112312197120,Negative,36
435381134394814464,Negative,36
435381139424169984,Positive,36
435381147183611904,Neutral,36
435381222114881536,Negative,36
435381264863219712,Neutral,36
435381308857253888,Neutral,36
435381315739721729,Positive,36
435381318743240704,Neutral,36
435381379128627200,Negative,36
435381430093611008,Positive,36
435381430093611008,Positive,36
435381437718888448,Positive,36
435381438045622272,Negative,36
435381503519113216,Positive,36
435381560456777728,Neutral,36
435381587442937856,Positive,36
435381617390276608,Neutral,36
435381617390276608,Positive,36
435381641075113984,Positive,36
435381662076395520,Neutral,36
435381686621437954,Neutral,36
435381728669364225,Neutral,36
435381799305609216,Neutral,36
435381896810598400,Neutral,36
435381928800563200,Negative,36
435381955727609856,Positive,36
435381997822029824,Negative,36
435382034031452160,Positive,36
435382090612604928,Neutral,36
435382123978297344,Neutral,36
435382154093400064,Positive,36
435382154093400064,Neutral,36
435382167003492352,Positive,36
435382221663641600,Neutral,36
435382260632932352,Positive,36
435382327686877184,Neutral,36
435382350571388928,Neutral,36
435382350571388928,Positive,36
435382391302275072,Positive,36
435382414979104768,Negative,36
435382450710413312,Neutral,36
435382497665642496,Neutral,36
435382517211070464,Positive,36
435382631530627072,Positive,36
435382671083311104,Positive,36
435382760635502593,Neutral,36
435382770714824704,Negative,36
435382770714824704,Negative,36
435382782853124096,Neutral,36
435382810052792320,Negative,36
435382848343011328,Positive,36
435382897659637761,Neutral,36
435382952005230592,Neutral,36
435382997563367424,Neutral,36
435383027464929281,Neutral,36
435383087682572289,Positive,36
435383154854359040,Positive,36
435383186370330624,Neutral,36
435383196579299328,Positive,36
435383196579299328,Positive,36
435383238685900801,Negative,36
435383258927226881,Positive,36
435383318520279040,Positive,36
435383332927721472,Neutral,36
435383389902761984,Positive,36
435383473545560064,Negative,36
435383473545560064,Negative,36
435383490851655680,Positive,36
435383536372420609,Neutral,36
435383590390857728,Neutral,36
435383590390857728,Neutral,36
435383625383968768,Positive,36
435383645482676225,Neutral,36
435383714827481089,Neutral,36
435383742983847936,Positive,36
435383752387067904,Positive,36
435383759517790208,Neutral,36
435383795228114945,Neutral,36
435383800122441728,Neutral,36
435383810264690688,Neutral,36
435383863469035520,Neutral,36
435383941365628928,Neutral,36
435383972281860096,Positive,36
435383976296202241,Positive,36
435383976296202241,Positive,36
435384136879337473,Positive,36
435384180189716480,Negative,36
435384232895336448,Neutral,36
435384244718694400,Neutral,36
435384278361206785,Neutral,36
435384346820632576,Positive,36
435384386838884352,Positive,36
435384402714308608,Neutral,36
435384423027335168,Neutral,36
435384437006946304,Positive,36
435384437006946304,Positive,36
435384438927544320,Positive,36
435384487883849728,Neutral,36
435384500970065920,Neutral,36
435384523606749184,Negative,36
435384532242808832,Neutral,36
435384636278317056,Positive,36
435384687058767872,Positive,36
435384719078088704,Positive,36
435384725054980096,Positive,36
435384743241465856,Negative,36
435384845725089792,Negative,36
435384845725089792,Negative,36
435384869477441536,Positive,36
435384879111368704,Neutral,36
435384892281864192,Positive,36
435384892281864192,Negative,36
435384917342826496,Positive,36
435384988448473090,Negative,36
435385011026395138,Neutral,36
435385032568758272,Positive,36
435385040646967296,Negative,36
435385075833008128,Neutral,36
435385114290552832,Neutral,36
435385172524285952,Neutral,36
435385219391430656,Neutral,36
435385219391430656,Neutral,36
435385275829993472,Neutral,36
435385321761828864,Negative,36
435385347481284608,Negative,36
435385357157154816,Neutral,36
435385376262615040,Positive,36
435385394117750784,Positive,36
435385429379260416,Neutral,36
435385429379260416,Positive,36
435385470131126272,Neutral,36
435385498513965056,Neutral,36
435385521414881280,Negative,36
435385585210241024,Neutral,36
435385602851471360,Neutral,36
435385621436051456,Negative,36
435385636665958400,Neutral,36
435385699521421312,Neutral,36
435385723881930752,Neutral,36
435385731876278272,Positive,36
435385731876278272,Neutral,36
435385748322516992,Positive,36
435385771932278784,Neutral,36
435385824361066496,Positive,36
435385875820969984,Neutral,36
435385882204733441,Neutral,36
435385895249014784,Positive,36
435385904438337536,Negative,36
435385960076148736,Negative,36
435385967483293696,Negative,36
435386079920029696,Positive,36
435386079920029696,Positive,36
435386105500680194,Neutral,36
435386131518357504,Negative,36
435386145284055040,Neutral,36
435386178364526592,Positive,36
435386199104970752,Neutral,36
435386260073369600,Neutral,36
435386260073369600,Neutral,36
435386320865984512,Neutral,36
435386420870803456,Neutral,36
435386537073991680,Positive,36
435386553087840256,Neutral,36
435386640601595904,Negative,36
435386665851289601,Negative,36
435386788979703808,Positive,36
435386797133402112,Neutral,36
435386828515205120,Negative,36
435386856457658368,Neutral,36
435386856457658368,Neutral,36
435386860169621504,Negative,36
435386880297693184,Neutral,36
435386892226686976,Neutral,36
435386907259072512,Neutral,36
435386914083192833,Neutral,36
435386948241612801,Neutral,36
435386974976086016,Neutral,36
435386976947032066,Neutral,36
435386982760316928,Neutral,36
435386991375441921,Neutral,36
435386996714766337,Neutral,36
435387004721713152,Neutral,36
435387016180940800,Neutral,36
435387062100189184,Neutral,36
435387080961576961,Neutral,36
435387098712256512,Neutral,36
435387108132282369,Positive,36
435387267717550080,Neutral,36
435387295135727616,Positive,36
435387342673944576,Positive,36
435387375033024512,Neutral,36
435387375033024512,Neutral,36
435387418230161409,Neutral,36
435387418230161409,Neutral,36
435387498395885568,Negative,36
435387516108439553,Neutral,36
435387516108439553,Positive,36
435387546554884096,Negative,36
435387552150073344,Neutral,36
435387584303628288,Neutral,36
435387599935795200,Neutral,36
435387666293882880,Neutral,36
435387697503678464,Neutral,36
435387726674669568,Neutral,36
435387737232142336,Positive,36
435387816110219265,Positive,36
435387845159555072,Positive,36
435387845159555072,Neutral,36
435387890735251456,Neutral,36
435387897337110529,Negative,36
435387897337110529,Negative,36
435387911144759296,Neutral,36
435387919206199296,Positive,36
435387932720246784,Neutral,36
435387952097939456,Neutral,36
435387952097939456,Neutral,36
435387971161055233,Neutral,36
435387971161055233,Neutral,36
435387981554151424,Negative,36
435387996691763200,Neutral,36
435387996691763200,Neutral,36
435388006737137664,Negative,36
435388018250481664,Neutral,36
435388018250481664,Neutral,36
435388063062458368,Positive,36
435388125469478912,Negative,36
435388163629264896,Neutral,36
